国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,令和5年中の増減
総数,0,13000,総数,-3831,-2990,35524,21772,5011,3687,3804,-2607,4762,10740,-1085,-4550,70237
総数,1,13100,区部,-704,-249,31965,16170,5401,4077,4783,-345,5410,10276,260,-3231,73813
総数,1,13200,市部,-2990,-2742,4257,5115,-326,-327,-925,-2170,-629,488,-1314,-1233,-2796
総数,2,13300,郡部,-100,42,-64,-1,-67,-34,-36,-91,-5,-8,-15,-24,-403
総数,2,13350,島部,-37,-41,-634,488,3,-29,-18,-1,-14,-16,-16,-62,-377
総数,1,13100,区部,-704,-249,31965,16170,5401,4077,4783,-345,5410,10276,260,-3231,73813
総数,4,13101,千代田区,166,59,160,107,65,38,63,88,-9,78,75,-46,844
総数,4,13102,中央区,417,316,409,39,173,3,124,108,319,417,343,93,2761
総数,4,13103,港区,344,545,1466,726,605,271,68,114,228,302,245,-223,4691
総数,4,13104,新宿区,-57,-504,595,1333,-20,413,571,-626,825,807,-240,-150,2947
総数,4,13105,文京区,-36,90,494,571,197,165,194,0,357,535,99,-142,2524
総数,4,13106,台東区,162,207,976,744,371,372,495,345,332,644,241,20,4909
総数,4,13107,墨田区,150,489,1461,385,391,392,402,153,123,440,72,112,4570
総数,4,13108,江東区,279,242,1902,1308,601,572,433,177,175,439,117,-19,6226
総数,4,13109,品川区,-12,130,2048,558,208,88,-23,51,294,533,294,-85,4084
総数,4,13110,目黒区,42,-63,637,522,33,-39,-141,125,46,-20,-108,-149,885
総数,4,13111,大田区,-321,91,3879,922,405,319,128,32,234,55,20,-555,5209
総数,4,13112,世田谷区,-311,-171,2748,942,171,-154,-15,-403,322,201,-356,-272,2702
総数,4,13113,渋谷区,166,42,495,139,53,188,30,50,183,225,-113,-261,1197
総数,4,13114,中野区,-168,15,1747,782,14,317,358,-45,265,674,-47,-128,3784
総数,4,13115,杉並区,-188,-304,2174,652,152,32,-85,-340,102,148,-132,-154,2057
総数,4,13116,豊島区,-94,-61,908,1205,-1,119,477,-199,363,633,-204,-200,2946
総数,4,13117,北区,-88,116,1410,800,294,292,499,-28,303,474,46,-149,3969
総数,4,13118,荒川区,-76,8,487,443,255,323,366,83,26,514,125,-100,2454
総数,4,13119,板橋区,-281,-229,2345,972,282,247,398,252,150,585,-173,138,4686
総数,4,13120,練馬区,-196,-478,1517,584,122,-6,-40,-7,185,1112,113,-280,2626
総数,4,13121,足立区,-238,-154,1650,856,356,-29,82,-114,89,461,46,104,3109
総数,4,13122,葛飾区,-21,-146,1277,1039,239,13,54,-175,323,461,6,-245,2825
総数,4,13123,江戸川区,-343,-489,1180,541,435,141,345,14,175,558,-209,-540,1808
総数,1,13200,市部,-2990,-2742,4257,5115,-326,-327,-925,-2170,-629,488,-1314,-1233,-2796
総数,4,13201,八王子市,-642,-760,291,860,-154,-158,-179,-418,-72,170,-112,-279,-1453
総数,4,13202,立川市,-156,-85,310,128,42,75,26,-43,-70,145,-92,62,342
