国籍区分,地域階層,地域コード,地域,1月中／転入者数,2月中／転入者数,3月中／転入者数,4月中／転入者数,5月中／転入者数,6月中／転入者数,7月中／転入者数,8月中／転入者数,9月中／転入者数,10月中／転入者数,11月中／転入者数,12月中／転入者数,令和5年中の転入者数
日本人,4,13401,八丈町,11,5,30,106,15,5,17,21,10,7,3,2,232
日本人,4,13402,青ヶ島村,0,0,7,5,1,0,1,1,0,2,0,1,18
日本人,3,13420,小笠原支庁,2,1,18,67,4,4,1,17,3,3,4,1,125
日本人,4,13421,小笠原村,2,1,18,67,4,4,1,17,3,3,4,1,125
外国人,0,13000,総数,4202,4845,8528,7156,5242,5210,5150,4800,5366,6136,4966,5106,66707
外国人,1,13100,区部,3684,4244,7138,6107,4613,4539,4555,4221,4794,5485,4411,4475,58266
外国人,1,13200,市部,510,594,1383,1035,622,665,591,575,567,644,546,625,8357
外国人,2,13300,郡部,8,7,7,11,5,4,3,4,5,7,9,6,76
外国人,2,13350,島部,0,0,0,3,2,2,1,0,0,0,0,0,8
外国人,1,13100,区部,3684,4244,7138,6107,4613,4539,4555,4221,4794,5485,4411,4475,58266
外国人,4,13101,千代田区,42,51,63,53,49,51,57,57,47,46,23,44,583
外国人,4,13102,中央区,83,83,120,105,90,89,99,65,80,109,87,96,1106
外国人,4,13103,港区,131,166,296,259,170,167,193,164,150,146,134,161,2137
外国人,4,13104,新宿区,286,320,527,516,382,366,344,318,398,447,367,357,4628
外国人,4,13105,文京区,107,145,256,226,136,138,155,173,159,186,143,154,1978
外国人,4,13106,台東区,156,174,309,258,208,207,173,196,211,255,191,180,2518
外国人,4,13107,墨田区,131,166,248,224,156,164,164,128,168,199,149,138,2035
外国人,4,13108,江東区,243,272,439,376,302,284,262,277,266,298,304,283,3606
外国人,4,13109,品川区,84,125,207,168,129,115,114,135,161,151,152,133,1674
外国人,4,13110,目黒区,97,88,152,147,86,93,95,111,96,113,97,101,1276
外国人,4,13111,大田区,98,124,270,181,180,169,145,146,164,190,140,134,1941
外国人,4,13112,世田谷区,158,210,355,257,211,192,216,164,197,249,185,204,2598
外国人,4,13113,渋谷区,116,112,224,194,131,144,126,121,141,149,118,133,1709
外国人,4,13114,中野区,216,226,355,342,241,225,271,251,285,311,235,234,3192
外国人,4,13115,杉並区,160,170,373,303,183,179,180,191,224,266,186,243,2658
外国人,4,13116,豊島区,307,373,629,557,386,325,384,332,406,454,356,333,4842
外国人,4,13117,北区,211,262,385,361,278,272,244,230,281,298,230,275,3327
外国人,4,13118,荒川区,151,183,238,206,203,229,237,163,189,258,204,181,2442
外国人,4,13119,板橋区,246,246,495,365,271,303,268,258,273,306,278,297,3606
外国人,4,13120,練馬区,168,159,286,214,188,173,173,166,193,272,198,194,2384
外国人,4,13121,足立区,164,180,303,254,193,225,217,187,239,281,242,199,2684
外国人,4,13122,葛飾区,158,170,248,241,171,168,169,164,199,225,160,162,2235
外国人,4,13123,江戸川区,171,239,360,300,269,261,269,224,267,276,232,239,3107
外国人,1,13200,市部,510,594,1383,1035,622,665,591,575,567,644,546,625,8357
外国人,4,13201,八王子市,55,67,257,135,66,72,60,65,53,58,58,53,999
外国人,4,13202,立川市,47,40,123,69,36,36,31,33,33,36,27,55,566
外国人,4,13203,武蔵野市,28,41,88,58,47,25,40,37,26,45,35,45,515
外国人,4,13204,三鷹市,26,45,74,67,41,62,33,33,36,38,29,32,516
外国人,4,13205,青梅市,9,7,31,10,21,21,8,3,11,25,14,14,174
外国人,4,13206,府中市,33,32,48,56,40,29,32,32,20,37,25,17,401
外国人,4,13207,昭島市,13,13,30,15,25,18,11,20,24,22,25,22,238
外国人,4,13208,調布市,11,40,68,49,27,33,32,25,32,29,18,33,397
外国人,4,13209,町田市,31,34,106,92,32,33,28,40,26,21,40,31,514
外国人,4,13210,小金井市,18,38,52,46,24,45,21,25,21,26,27,40,383
外国人,4,13211,小平市,14,28,72,99,45,22,38,35,35,34,38,46,506
外国人,4,13212,日野市,26,26,53,42,14,18,18,27,22,22,15,18,301
外国人,4,13213,東村山市,24,20,45,22,21,20,17,24,27,28,17,22,287
外国人,4,13214,国分寺市,19,20,67,47,24,34,31,26,19,31,24,30,372
外国人,4,13215,国立市,6,8,33,32,11,19,8,8,18,9,9,14,175
外国人,4,13218,福生市,32,24,29,24,23,21,27,18,35,27,21,25,306
外国人,4,13219,狛江市,9,11,7,10,6,11,16,8,12,12,11,3,116
外国人,4,13220,東大和市,7,9,22,17,8,14,10,6,1,4,5,3,106
外国人,4,13221,清瀬市,2,4,10,11,6,10,8,9,9,7,4,10,90
外国人,4,13222,東久留米市,17,13,15,18,21,11,19,9,20,16,11,15,185
外国人,4,13223,武蔵村山市,11,5,11,9,7,6,10,5,7,8,10,2,91
外国人,4,13224,多摩市,19,22,36,26,17,25,19,21,12,16,17,15,245
外国人,4,13225,稲城市,15,4,8,15,15,18,16,8,7,13,0,11,130
外国人,4,13227,羽村市,10,7,16,9,10,19,12,8,16,20,12,10,149
外国人,4,13228,あきる野市,7,6,10,6,7,8,8,7,3,13,11,12,98
外国人,4,13229,西東京市,21,30,72,51,28,35,38,43,42,47,43,47,497
外国人,1,13550,町村部,8,7,7,14,7,6,4,4,5,7,9,6,84
外国人,2,13300,郡部,8,7,7,11,5,4,3,4,5,7,9,6,76
外国人,4,13303,瑞穂町,6,7,4,7,3,2,2,3,4,7,9,3,57
外国人,4,13305,日の出町,2,0,3,1,2,1,1,0,0,0,0,3,13
外国人,4,13307,檜原村,0,0,0,0,0,1,0,0,0,0,0,0,1
外国人,4,13308,奥多摩町,0,0,0,3,0,0,0,1,1,0,0,0,5
外国人,2,13350,島部,0,0,0,3,2,2,1,0,0,0,0,0,8
外国人,3,13360,大島支庁,0,0,0,1,0,1,1,0,0,0,0,0,3
外国人,4,13361,大島町,0,0,0,1,0,1,1,0,0,0,0,0,3
外国人,4,13362,利島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13363,新島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13364,神津島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13380,三宅支庁,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13381,三宅村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13382,御蔵島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13400,八丈支庁,0,0,0,2,1,0,0,0,0,0,0,0,3
外国人,4,13401,八丈町,0,0,0,2,1,0,0,0,0,0,0,0,3
外国人,4,13402,青ヶ島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,3,13420,小笠原支庁,0,0,0,0,1,1,0,0,0,0,0,0,2
外国人,4,13421,小笠原村,0,0,0,0,1,1,0,0,0,0,0,0,2
,,,,,,,,,,,,,,,,
人口の動き（令和5年中）,,,,,,,,,,,,,,,,
第12ー１・２・３表　区市町村別、月別都内間転入者数（総数、日本人、外国人）,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,
