地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,令和6年1月
0,13000,総数,7149963,7148094,7147036,7166255,7177200,7179813,7181770,7183193,7181618,7184028,7189116,7188577,7186468
1,13100,区部,4954603,4954226,4954502,4971633,4979668,4982431,4984478,4986452,4985914,4988567,4993310,4993475,4992048
1,13200,市部,2156746,2155341,2154012,2156407,2159153,2159028,2158981,2158470,2157485,2157230,2157595,2156938,2156287
2,13300,郡部,27421,27364,27385,27349,27323,27298,27267,27247,27197,27216,27213,27189,27188
2,13350,島部,11193,11163,11137,10866,11056,11056,11044,11024,11022,11015,10998,10975,10945
1,13100,区部,4954603,4954226,4954502,4971633,4979668,4982431,4984478,4986452,4985914,4988567,4993310,4993475,4992048
4,13101,千代田区,33478,33569,33585,33710,33728,33757,33781,33798,33856,33872,33902,33930,33919
4,13102,中央区,90453,90669,90835,91038,91031,91116,91078,91196,91283,91435,91610,91749,91762
4,13103,港区,138306,138447,138756,139542,139867,140178,140381,140429,140452,140572,140714,140861,140712
4,13104,新宿区,175007,174987,174795,175164,175859,175914,176120,176306,175967,176237,176507,176427,176407
4,13105,文京区,126069,126038,126056,126405,126662,126752,126824,126883,126902,127094,127363,127350,127253
4,13106,台東区,105278,105380,105480,106016,106384,106607,106795,107091,107257,107395,107726,107851,107851
4,13107,墨田区,140015,140111,140420,141193,141444,141618,141826,141962,142062,142130,142319,142430,142467
4,13108,江東区,269866,270002,270213,271313,271940,272235,272548,272760,272895,273100,273329,273434,273495
4,13109,品川区,212585,212550,212579,213591,213845,213899,213946,213938,213960,214045,214308,214506,214462
4,13110,目黒区,150780,150804,150796,151167,151415,151399,151401,151324,151412,151378,151374,151287,151221
4,13111,大田区,370888,370746,370807,372631,373031,373217,373342,373365,373328,373440,373507,373516,373242
4,13112,世田谷区,494754,494566,494511,496062,496663,496727,496625,496634,496356,496579,496627,496373,496250
4,13113,渋谷区,125542,125593,125632,125857,125997,126006,126056,126033,126006,126128,126271,126214,126092
4,13114,中野区,171716,171592,171660,172483,172801,172857,172950,173009,172932,173085,173401,173374,173310
4,13115,杉並区,304506,304394,304173,305298,305626,305695,305684,305590,305375,305392,305393,305286,305183
4,13116,豊島区,151103,151010,150951,151544,152066,152123,152196,152403,152267,152422,152602,152492,152385
4,13117,北区,178660,178609,178758,179500,179937,180098,180249,180442,180446,180604,180831,180811,180725
4,13118,荒川区,109965,109953,109929,110175,110351,110430,110561,110738,110766,110762,110995,111070,111090
4,13119,板橋区,297539,297375,297288,298674,299168,299319,299440,299638,299763,299885,300153,300089,300189
4,13120,練馬区,390612,390498,390228,391190,391505,391583,391667,391677,391656,391665,392269,392301,392148
4,13121,足立区,346968,346915,346861,347758,348177,348317,348287,348341,348312,348389,348574,348618,348645
4,13122,葛飾区,227710,227733,227710,228331,228797,228980,228985,229058,228868,229030,229382,229379,229363
4,13123,江戸川区,342803,342685,342479,342991,343374,343604,343736,343837,343793,343928,344153,344127,343877
1,13200,市部,2156746,2155341,2154012,2156407,2159153,2159028,2158981,2158470,2157485,2157230,2157595,2156938,2156287
4,13201,八王子市,288344,288034,287630,287790,288173,288088,287967,287846,287713,287721,287826,287782,287631
4,13202,立川市,93286,93189,93112,93316,93438,93477,93527,93529,93501,93455,93527,93482,93516
4,13203,武蔵野市,78331,78303,78257,78457,78501,78511,78488,78447,78368,78356,78353,78276,78271
4,13204,三鷹市,101097,101059,101000,101288,101438,101383,101359,101230,101248,101329,101394,101318,101267
4,13205,青梅市,65867,65787,65745,65686,65658,65635,65568,65555,65506,65494,65494,65469,65445
4,13206,府中市,131634,131525,131409,131417,131901,131893,131937,131838,131697,131796,131839,131892,131793
4,13207,昭島市,57663,57661,57636,57706,57710,57743,57750,57740,57732,57739,57753,57754,57779
4,13208,調布市,126169,126138,126104,126428,126571,126576,126560,126566,126415,126422,126393,126435,126410
4,13209,町田市,221667,221557,221525,221763,221906,221896,221896,221829,221809,221660,221697,221636,221646
4,13210,小金井市,65057,64973,64926,65008,65110,65068,65043,65043,65013,65028,65045,65039,65000
4,13211,小平市,102509,102457,102342,102357,102707,102711,102676,102696,102581,102600,102657,102563,102565
4,13212,日野市,95838,95836,95765,95832,95953,95988,96020,95997,96020,96048,96057,96012,95979
4,13213,東村山市,78181,78156,78113,78109,78165,78167,78164,78146,78164,78184,78223,78216,78215
4,13214,国分寺市,67174,67144,67125,67456,67545,67567,67540,67579,67596,67573,67626,67595,67582
