"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2009120101,"芝浦",,43,38,81,1,,,,35,,,,,,
2009120102,"芝浦",,44,37,81,1,,,,45,,,,,,
2009120103,"芝浦",,48,37,85,1,,,,28,,,,,,
2009120104,"芝浦",,55,36,91,1,,,,49,,,,,,
2009120105,"芝浦",,62,34,96,1,,,,29,,,,,,
2009120106,"芝浦",,81,34,115,1,,,,21,,,,,,
2009120107,"芝浦",,113,38,151,1,,,,36,,,,,,
2009120108,"芝浦",,116,38,154,1,,,,49,,,,,,
2009120109,"芝浦",,67,36,103,2,,,,29,,,,,,
2009120110,"芝浦",,56,39,95,4,,,,14,,,,,,
2009120111,"芝浦",,113,48,161,4,,,,18,,,,,,
2009120112,"芝浦",,46,37,83,11,,,,24,,,,,,
2009120113,"芝浦",,59,43,102,8,,,,16,,,,,,
2009120114,"芝浦",,86,48,134,7,,,,13,,,,,,
2009120115,"芝浦",,78,47,125,6,,,,28,,,,,,
2009120116,"芝浦",,69,51,120,4,,,,19,,,,,,
2009120117,"芝浦",,87,52,139,2,,,,38,,,,,,
2009120118,"芝浦",,47,47,94,3,,,,23,,,,,,
2009120119,"芝浦",,53,48,101,2,,,,12,,,,,,
2009120120,"芝浦",,44,38,82,9,,,,31,,,,,,
2009120121,"芝浦",,34,42,76,5,,,,23,,,,,,
2009120122,"芝浦",,64,49,113,1,,,,20,,,,,,
2009120123,"芝浦",,29,43,72,5,,,,5,,,,,,
2009120124,"芝浦",,22,40,62,8,,,,44,,,,,,
2009120201,"芝浦",,38,48,86,1,,,,23,,,,,,
2009120202,"芝浦",,70,41,111,1,,,,7,,,,,,
2009120203,"芝浦",,55,38,93,1,,,,49,,,,,,
2009120204,"芝浦",,48,34,82,1,,,,27,,,,,,
2009120205,"芝浦",,45,32,77,1,,,,43,,,,,,
2009120206,"芝浦",,41,28,69,1,,,,20,,,,,,
2009120207,"芝浦",,35,27,62,1,,,,37,,,,,,
2009120208,"芝浦",,49,28,77,2,,,,23,,,,,,
2009120209,"芝浦",,51,28,79,3,,,,10,,,,,,
2009120210,"芝浦",,50,32,82,4,,,,54,,,,,,
2009120211,"芝浦",,149,51,200,2,,,,43,,,,,,
2009120212,"芝浦",,121,60,181,3,,,,27,,,,,,
2009120213,"芝浦",,130,66,196,4,,,,26,,,,,,
2009120214,"芝浦",,97,65,162,5,,,,52,,,,,,
2009120215,"芝浦",,84,67,151,5,,,,36,,,,,,
2009120216,"芝浦",,9998,9998,9998,9998,,,,9998,,,,,,
2009120217,"芝浦",,120,74,194,1,,,,39,,,,,,
2009120218,"芝浦",,135,75,210,1,,,,57,,,,,,
2009120219,"芝浦",,68,61,129,1,,,,39,,,,,,
2009120220,"芝浦",,22,52,74,2,,,,39,,,,,,
2009120221,"芝浦",,34,52,86,1,,,,48,,,,,,
2009120222,"芝浦",,26,52,78,1,,,,55,,,,,,
2009120223,"芝浦",,45,53,98,1,,,,53,,,,,,
2009120224,"芝浦",,84,56,140,1,,,,36,,,,,,
2009120301,"芝浦",,57,50,107,1,,,,55,,,,,,
2009120302,"芝浦",,34,43,77,1,,,,40,,,,,,
2009120303,"芝浦",,18,38,56,1,,,,40,,,,,,
2009120304,"芝浦",,23,35,58,1,,,,52,,,,,,
2009120305,"芝浦",,11,30,41,2,,,,36,,,,,,
2009120306,"芝浦",,14,32,46,2,,,,51,,,,,,
2009120307,"芝浦",,16,33,49,2,,,,22,,,,,,
2009120308,"芝浦",,25,35,60,2,,,,55,,,,,,
2009120309,"芝浦",,41,38,79,2,,,,22,,,,,,
2009120310,"芝浦",,45,37,82,2,,,,7,,,,,,
2009120311,"芝浦",,39,35,74,2,,,,40,,,,,,
2009120312,"芝浦",,40,34,74,3,,,,56,,,,,,
2009120313,"芝浦",,37,37,74,3,,,,35,,,,,,
2009120314,"芝浦",,27,37,64,4,,,,40,,,,,,
2009120315,"芝浦",,22,37,59,5,,,,54,,,,,,
2009120316,"芝浦",,17,37,54,4,,,,37,,,,,,
2009120317,"芝浦",,18,39,57,2,,,,30,,,,,,
2009120318,"芝浦",,8,34,42,5,,,,35,,,,,,
2009120319,"芝浦",,8,32,40,5,,,,8,,,,,,
2009120320,"芝浦",,8,29,37,8,,,,26,,,,,,
2009120321,"芝浦",,7,25,32,12,,,,4,,,,,,
2009120322,"芝浦",,6,25,31,12,,,,17,,,,,,
2009120323,"芝浦",,7,25,32,12,,,,10,,,,,,
2009120324,"芝浦",,12,32,44,7,,,,12,,,,,,
2009120401,"芝浦",,9995,9995,9995,9995,,,,23,,,,,,
2009120402,"芝浦",,38,35,73,4,,,,16,,,,,,
2009120403,"芝浦",,36,35,71,3,,,,19,,,,,,
2009120404,"芝浦",,90,40,130,2,,,,13,,,,,,
2009120405,"芝浦",,87,43,130,1,,,,14,,,,,,
2009120406,"芝浦",,42,41,83,2,,,,12,,,,,,
2009120407,"芝浦",,25,37,62,3,,,,7,,,,,,
2009120408,"芝浦",,15,29,44,12,,,,11,,,,,,
2009120409,"芝浦",,28,31,59,12,,,,23,,,,,,
2009120410,"芝浦",,37,34,71,8,,,,21,,,,,,
2009120411,"芝浦",,20,26,46,17,,,,19,,,,,,
2009120412,"芝浦",,27,30,57,17,,,,23,,,,,,
2009120413,"芝浦",,22,30,52,17,,,,11,,,,,,
2009120414,"芝浦",,58,40,98,13,,,,6,,,,,,
2009120415,"芝浦",,27,33,60,16,,,,11,,,,,,
2009120416,"芝浦",,40,37,77,10,,,,4,,,,,,
2009120417,"芝浦",,46,40,86,6,,,,42,,,,,,
2009120418,"芝浦",,29,33,62,9,,,,16,,,,,,
2009120419,"芝浦",,45,36,81,7,,,,21,,,,,,
2009120420,"芝浦",,36,35,71,7,,,,26,,,,,,
2009120421,"芝浦",,18,30,48,10,,,,4,,,,,,
2009120422,"芝浦",,20,32,52,7,,,,17,,,,,,
2009120423,"芝浦",,5,25,30,13,,,,29,,,,,,
2009120424,"芝浦",,18,30,48,9,,,,14,,,,,,
2009120501,"芝浦",,12,25,37,13,,,,5,,,,,,
2009120502,"芝浦",,11,31,42,7,,,,25,,,,,,
2009120503,"芝浦",,11,32,43,5,,,,23,,,,,,
2009120504,"芝浦",,6,29,35,6,,,,12,,,,,,
2009120505,"芝浦",,4,25,29,9,,,,14,,,,,,
2009120506,"芝浦",,6,27,33,6,,,,32,,,,,,
2009120507,"芝浦",,18,32,50,2,,,,12,,,,,,
2009120508,"芝浦",,21,30,51,3,,,,12,,,,,,
2009120509,"芝浦",,27,28,55,5,,,,11,,,,,,
2009120510,"芝浦",,33,30,63,6,,,,17,,,,,,
2009120511,"芝浦",,22,30,52,7,,,,7,,,,,,
2009120512,"芝浦",,28,33,61,7,,,,32,,,,,,
2009120513,"芝浦",,26,33,59,7,,,,41,,,,,,
2009120514,"芝浦",,27,36,63,5,,,,23,,,,,,
2009120515,"芝浦",,20,37,57,3,,,,15,,,,,,
2009120516,"芝浦",,13,32,45,3,,,,47,,,,,,
2009120517,"芝浦",,6,28,34,6,,,,29,,,,,,
2009120518,"芝浦",,4,25,29,8,,,,4,,,,,,
2009120519,"芝浦",,4,23,27,11,,,,13,,,,,,
2009120520,"芝浦",,6,28,34,5,,,,17,,,,,,
2009120521,"芝浦",,4,26,30,6,,,,19,,,,,,
2009120522,"芝浦",,3,23,26,9,,,,46,,,,,,
2009120523,"芝浦",,2,20,22,11,,,,10,,,,,,
2009120524,"芝浦",,3,23,26,9,,,,18,,,,,,
2009120601,"芝浦",,3,21,24,11,,,,18,,,,,,
2009120602,"芝浦",,6,29,35,3,,,,24,,,,,,
2009120603,"芝浦",,10,29,39,1,,,,30,,,,,,
2009120604,"芝浦",,10,27,37,1,,,,24,,,,,,
2009120605,"芝浦",,10,27,37,1,,,,4,,,,,,
2009120606,"芝浦",,23,27,50,1,,,,10,,,,,,
2009120607,"芝浦",,38,27,65,1,,,,22,,,,,,
2009120608,"芝浦",,20,23,43,3,,,,12,,,,,,
2009120609,"芝浦",,48,28,76,3,,,,15,,,,,,
2009120610,"芝浦",,83,35,118,3,,,,11,,,,,,
2009120611,"芝浦",,88,38,126,4,,,,7,,,,,,
2009120612,"芝浦",,93,51,144,3,,,,23,,,,,,
2009120613,"芝浦",,21,32,53,19,,,,56,,,,,,
2009120614,"芝浦",,13,27,40,24,,,,46,,,,,,
2009120615,"芝浦",,4,17,21,33,,,,14,,,,,,
2009120616,"芝浦",,30,38,68,15,,,,11,,,,,,
2009120617,"芝浦",,60,54,114,3,,,,24,,,,,,
2009120618,"芝浦",,38,54,92,1,,,,46,,,,,,
2009120619,"芝浦",,15,43,58,3,,,,24,,,,,,
2009120620,"芝浦",,8,31,39,10,,,,29,,,,,,
2009120621,"芝浦",,2,17,19,19,,,,14,,,,,,
2009120622,"芝浦",,2,15,17,21,,,,8,,,,,,
2009120623,"芝浦",,2,12,14,24,,,,2,,,,,,
2009120624,"芝浦",,3,16,19,19,,,,12,,,,,,
2009120701,"芝浦",,2,13,15,24,,,,8,,,,,,
2009120702,"芝浦",,2,8,10,30,,,,2,,,,,,
2009120703,"芝浦",,1,7,8,32,,,,3,,,,,,
2009120704,"芝浦",,1,6,7,33,,,,18,,,,,,
2009120705,"芝浦",,2,9,11,30,,,,19,,,,,,
2009120706,"芝浦",,3,11,14,29,,,,13,,,,,,
2009120707,"芝浦",,3,17,20,23,,,,25,,,,,,
2009120708,"芝浦",,5,18,23,22,,,,8,,,,,,
2009120709,"芝浦",,9,20,29,21,,,,20,,,,,,
2009120710,"芝浦",,10,18,28,23,,,,6,,,,,,
2009120711,"芝浦",,9,16,25,27,,,,8,,,,,,
2009120712,"芝浦",,8,14,22,30,,,,8,,,,,,
2009120713,"芝浦",,7,13,20,32,,,,29,,,,,,
2009120714,"芝浦",,6,13,19,32,,,,29,,,,,,
2009120715,"芝浦",,8,17,25,29,,,,15,,,,,,
2009120716,"芝浦",,6,19,25,25,,,,6,,,,,,
2009120717,"芝浦",,5,16,21,25,,,,5,,,,,,
2009120718,"芝浦",,4,13,17,28,,,,19,,,,,,
2009120719,"芝浦",,3,12,15,28,,,,15,,,,,,
2009120720,"芝浦",,3,12,15,28,,,,20,,,,,,
2009120721,"芝浦",,2,9,11,31,,,,32,,,,,,
2009120722,"芝浦",,2,10,12,30,,,,18,,,,,,
2009120723,"芝浦",,2,9,11,31,,,,7,,,,,,
2009120724,"芝浦",,2,9,11,30,,,,18,,,,,,
2009120801,"芝浦",,2,9,11,30,,,,14,,,,,,
2009120802,"芝浦",,2,8,10,30,,,,3,,,,,,
2009120803,"芝浦",,2,9,11,28,,,,13,,,,,,
2009120804,"芝浦",,3,12,15,25,,,,20,,,,,,
2009120805,"芝浦",,4,17,21,19,,,,16,,,,,,
2009120806,"芝浦",,10,23,33,14,,,,11,,,,,,
2009120807,"芝浦",,14,28,42,9,,,,13,,,,,,
2009120808,"芝浦",,20,28,48,8,,,,20,,,,,,
2009120809,"芝浦",,24,29,53,9,,,,18,,,,,,
2009120810,"芝浦",,22,28,50,12,,,,18,,,,,,
2009120811,"芝浦",,76,39,115,7,,,,3,,,,,,
2009120812,"芝浦",,94,45,139,5,,,,16,,,,,,
2009120813,"芝浦",,77,45,122,7,,,,25,,,,,,
2009120814,"芝浦",,71,47,118,8,,,,13,,,,,,
2009120815,"芝浦",,109,51,160,5,,,,13,,,,,,
2009120816,"芝浦",,64,49,113,6,,,,18,,,,,,
2009120817,"芝浦",,78,50,128,2,,,,24,,,,,,
2009120818,"芝浦",,41,43,84,4,,,,32,,,,,,
2009120819,"芝浦",,43,37,80,7,,,,11,,,,,,
2009120820,"芝浦",,37,37,74,6,,,,11,,,,,,
2009120821,"芝浦",,18,33,51,9,,,,18,,,,,,
2009120822,"芝浦",,12,31,43,11,,,,21,,,,,,
2009120823,"芝浦",,7,26,33,16,,,,22,,,,,,
2009120824,"芝浦",,17,37,54,5,,,,19,,,,,,
2009120901,"芝浦",,36,39,75,2,,,,21,,,,,,
2009120902,"芝浦",,42,38,80,1,,,,40,,,,,,
2009120903,"芝浦",,19,35,54,1,,,,20,,,,,,
2009120904,"芝浦",,9,30,39,3,,,,40,,,,,,
2009120905,"芝浦",,6,25,31,6,,,,31,,,,,,
2009120906,"芝浦",,11,28,39,3,,,,12,,,,,,
2009120907,"芝浦",,14,29,43,2,,,,18,,,,,,
2009120908,"芝浦",,30,31,61,2,,,,12,,,,,,
2009120909,"芝浦",,29,31,60,3,,,,12,,,,,,
2009120910,"芝浦",,33,32,65,4,,,,30,,,,,,
2009120911,"芝浦",,36,34,70,5,,,,15,,,,,,
2009120912,"芝浦",,33,35,68,5,,,,21,,,,,,
2009120913,"芝浦",,26,35,61,7,,,,25,,,,,,
2009120914,"芝浦",,21,36,57,7,,,,24,,,,,,
2009120915,"芝浦",,9998,9998,9998,9998,,,,9998,,,,,,
2009120916,"芝浦",,21,39,60,4,,,,19,,,,,,
2009120917,"芝浦",,20,43,63,2,,,,63,,,,,,
2009120918,"芝浦",,22,45,67,1,,,,54,,,,,,
2009120919,"芝浦",,17,45,62,2,,,,41,,,,,,
