地域階層,地域コード,地域,人口総数（日本人＋外国人）,前月人口総数との増減,人口／日本人／総数,人口／日本人／男,人口／日本人／女,人口／外国人／総数,人口／外国人／男,人口／外国人／女,世帯数／総世帯数,世帯数／日本人のみの世帯数,世帯数／外国人のみの世帯数,世帯数／日本人と外国人の複数国籍世帯数
0,13000,総数,13532020,-843,13044348,6437553,6606795,487672,237897,249775,6994900,6631665,275834,87401
1,13100,区部,9307545,1045,8895311,4381219,4514092,412234,202716,209518,4999079,4693160,237666,68253
1,13200,市部,4139988,-1809,4065644,2014075,2051569,74344,34665,39679,1954818,1898374,37704,18740
2,13300,郡部,58226,-41,57400,28875,28525,826,414,412,26003,25384,344,275
2,13350,島部,26261,-38,25993,13384,12609,268,102,166,15000,14747,120,133
1,13100,区部,9307545,1045,8895311,4381219,4514092,412234,202716,209518,4999079,4693160,237666,68253
4,13101,千代田区,59989,78,57286,28598,28688,2703,1492,1211,33657,31545,1683,429
4,13102,中央区,151464,603,145052,69067,75985,6412,3274,3138,86313,81531,3569,1213
4,13103,港区,250193,418,230925,107616,123309,19268,10160,9108,142148,128616,10420,3112
4,13104,新宿区,338350,-501,297256,148773,148483,41094,21450,19644,213550,180313,29839,3398
4,13105,文京区,214064,54,204978,97415,107563,9086,4442,4644,116501,109164,6117,1220
4,13106,台東区,194127,225,179628,92212,87416,14499,7254,7245,114138,103153,9031,1954
4,13107,墨田区,265365,166,253839,126865,126974,11526,4969,6557,145016,136412,6099,2505
4,13108,江東区,506329,-50,480113,238408,241705,26216,12393,13823,258043,241339,12182,4522
4,13109,品川区,383233,319,371408,182298,189110,11825,5787,6038,212270,203563,6161,2546
4,13110,目黒区,274185,364,266125,125356,140769,8060,4272,3788,152857,146517,4500,1840
4,13111,大田区,717385,8,695706,347707,347999,21679,10325,11354,379619,364143,10782,4694
4,13112,世田谷区,892748,-105,874509,414833,459676,18239,9383,8856,467487,452970,10038,4479
4,13113,渋谷区,222532,130,212625,101518,111107,9907,5397,4510,134608,126867,5982,1759
4,13114,中野区,325505,-39,309653,156147,153506,15852,8108,7744,198437,184969,11515,1953
4,13115,杉並区,559336,115,544746,261366,283380,14590,7294,7296,313522,301437,9622,2463
4,13116,豊島区,284129,-283,257151,129422,127729,26978,13923,13055,174840,152653,19924,2263
4,13117,北区,345133,-94,325434,161603,163831,19699,9887,9812,190191,175849,11769,2573
4,13118,荒川区,212975,-70,195088,97470,97618,17887,8753,9134,112635,100053,10252,2330
