階層コード,地域コード,地域,人口総数／平成29年4月１日,人口総数／平成29年3月１日,人口総数／平成28年4月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13569660,13532020,13458848,37640,0.28,110812,0.82
1,13100,区部,9338582,9307545,9245184,31037,0.33,93398,1.01
1,13200,市部,4147238,4139988,4129057,7250,0.18,18181,0.44
1,13300,郡部,58162,58226,58550,-64,-0.11,-388,-0.66
1,13350,島部,25678,26261,26057,-583,-2.22,-379,-1.45
,,,,,,,,,
住民基本台帳による世帯と人口_平成29年4月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
