階層コード,地域コード,地域,人口総数／平成29年11月１日,人口総数／平成29年10月１日,人口総数／平成28年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13637291,13626195,13529663,11096,0.08,107628,0.8
1,13100,区部,9395206,9384987,9301980,10219,0.11,93226,1
1,13200,市部,4157966,4157046,4142845,920,0.02,15121,0.36
1,13300,郡部,58036,58073,58430,-37,-0.06,-394,-0.67
1,13350,島部,26083,26089,26408,-6,-0.02,-325,-1.23
,,,,,,,,,
住民基本台帳による世帯と人口_平成29年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
