階層コード,地域コード,地域,人口総数／平成29年3月１日,人口総数／平成29年2月１日,人口総数／平成28年3月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13532020,13532863,13422843,-843,-0.01,109177,0.81
1,13100,区部,9307545,9306500,9214982,1045,0.01,92563,1
1,13200,市部,4139988,4141797,4122577,-1809,-0.04,17411,0.42
1,13300,郡部,58226,58267,58570,-41,-0.07,-344,-0.59
1,13350,島部,26261,26299,26714,-38,-0.14,-453,-1.7
,,,,,,,,,
住民基本台帳による世帯と人口_平成29年3月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
