階層コード,地域コード,地域,人口総数／平成29年10月１日,人口総数／平成29年9月１日,人口総数／平成28年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13626195,13620764,13519511,5431,0.04,106684,0.79
1,13100,区部,9384987,9380495,9292776,4492,0.05,92211,0.99
1,13200,市部,4157046,4156054,4141891,992,0.02,15155,0.37
1,13300,郡部,58073,58099,58407,-26,-0.04,-334,-0.57
1,13350,島部,26089,26116,26437,-27,-0.1,-348,-1.32
,,,,,,,,,
住民基本台帳による世帯と人口_平成29年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
