階層コード,地域コード,地域,人口総数／平成29年１月１日,人口総数／平成28年12月１日,人口総数／平成28年１月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13530053,13532409,13415349,-2356,-0.02,114704,0.86
1,13100,区部,9302962,9304783,9205712,-1821,-0.02,97250,1.06
1,13200,市部,4142500,4142913,4124234,-413,-0.01,18266,0.44
1,13300,郡部,58284,58359,58646,-75,-0.13,-362,-0.62
1,13350,島部,26307,26354,26757,-47,-0.18,-450,-1.68
,,,,,,,,,
住民基本台帳による世帯と人口_平成29年１月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
