階層コード,地域コード,地域,人口総数／平成29年8月１日,人口総数／平成29年7月１日,人口総数／平成28年8月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13618871,13613147,13507093,5724,0.04,111778,0.83
1,13100,区部,9377923,9372119,9282788,5804,0.06,95135,1.02
1,13200,市部,4156697,4156800,4139314,-103,0,17383,0.42
1,13300,郡部,58109,58108,58516,1,0,-407,-0.7
1,13350,島部,26142,26120,26475,22,0.08,-333,-1.26
,,,,,,,,,
住民基本台帳による世帯と人口_平成29年8月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
