,,,,,,,,,,,,（単位：隻、総トン） ,
港　名,総　 数,,,,外  航  船,,,,内  航  船,,,,
,隻　数,前年比,総トン数,前年比,隻　数,総トン数,フルコンテナ船,,隻　数,総トン数,フェリー,,
,,,,,,,隻　数,総トン数,,,隻　数,総トン数,
東　京　港,,,,,,,,,,,,,
平成26年（2014年）,"25,259 ",96.8%,"159,380,433 ",96.4%,"5,343 ","118,862,181 ","4,719 ","112,047,196 ","19,916 ","40,518,252 ",319 ,"3,607,450 ",
27年（2015年）,"23,997 ",95.0%,"161,235,534 ",101.2%,"5,240 ","119,868,419 ","4,719 ","113,534,656 ","18,757 ","41,367,115 ",332 ,"3,754,392 ",
28年（2016年）,"22,665 ",94.4%,"170,426,797 ",105.7%,"5,366 ","128,494,863 ","4,821 ","121,236,418 ","17,299 ","41,931,934 ",346 ,"4,144,951 ",
29年（2017年）,"23,604 ",104.1%,"174,745,700 ",102.5%,"5,355 ","130,776,662 ","4,829 ","123,252,526 ","18,249 ","43,969,038 ",352 ,"4,447,872 ",
30年（2018年）,"24,374 ",103.3%,"182,980,285 ",104.7%,"5,504 ","137,427,504 ","4,922 ","127,664,390 ","18,870 ","45,552,781 ",347 ,"4,384,692 ",
横　浜　港,,,,,,,,,,,,,
平成26年（2014年）,"36,187 ",96.0%,"276,721,196 ",102.0%,"9,863 ","234,485,541 ","4,547 ","112,866,554 ","26,324 ","42,235,655 ",-,-,
27年（2015年）,"35,979 ",99.4%,"284,555,233 ",102.8%,"9,865 ","242,975,843 ","4,584 ","114,692,117 ","26,114 ","42,894,902 ",-,-,
28年（2016年）,"35,687 ",99.2%,"292,195,251 ",102.7%,"9,849 ","248,067,044 ","4,636 ","125,247,020 ","25,838 ","44,128,207 ",-,-,
29年（2017年）,"35,976 ",100.8%,"291,903,816 ",99.9%,"9,872 ","247,782,705 ","4,731 ","125,647,403 ","26,104 ","44,121,111 ",-,-,
30年（2018年）,"34,322 ",95.4%,"296,644,546 ",101.6%,"9,708 ","254,476,687 ","4,791 ","125,583,212 ","24,614 ","42,167,859 ",-,-,
川　崎　港,,,,,,,,,,,,,
平成26年（2014年）,"24,102 ",94.7%,"99,545,953 ",93.1%,"2,908 ","77,859,068 ",212 ,"3,337,885 ","21,194 ","21,686,885 ",-,-,
27年（2015年）,"23,838 ",98.8%,"99,206,573 ",99.5%,"2,946 ","76,272,026 ",329 ,"4,643,912 ","20,892 ","22,934,547 ",-,-,
