年月日［西暦］,地区,町丁目,世帯数,人口男［人］,人口女［人］,人口合計［人］
20230101,芝地区総合支所管内,芝一丁目,1354,1033,1048,2081
20230101,芝地区総合支所管内,芝二丁目,2238,1639,1797,3436
20230101,芝地区総合支所管内,芝三丁目,2194,1666,1866,3532
20230101,芝地区総合支所管内,芝四丁目,1422,1086,1248,2334
20230101,芝地区総合支所管内,芝五丁目,1941,1123,1578,2701
20230101,芝地区総合支所管内,海岸一丁目,1264,1051,1008,2059
20230101,芝地区総合支所管内,東新橋一丁目,798,698,762,1460
20230101,芝地区総合支所管内,東新橋二丁目,414,336,227,563
20230101,芝地区総合支所管内,新橋一丁目,7,5,5,10
20230101,芝地区総合支所管内,新橋二丁目,72,50,51,101
20230101,芝地区総合支所管内,新橋三丁目,106,93,80,173
20230101,芝地区総合支所管内,新橋四丁目,434,293,271,564
20230101,芝地区総合支所管内,新橋五丁目,806,538,455,993
20230101,芝地区総合支所管内,新橋六丁目,883,590,486,1076
20230101,芝地区総合支所管内,西新橋一丁目,170,146,102,248
20230101,芝地区総合支所管内,西新橋二丁目,257,169,185,354
20230101,芝地区総合支所管内,西新橋三丁目,624,402,415,817
20230101,芝地区総合支所管内,三田一丁目,2075,1697,2024,3721
20230101,芝地区総合支所管内,三田二丁目,2414,2035,2486,4521
20230101,芝地区総合支所管内,三田三丁目,1078,800,880,1680
20230101,芝地区総合支所管内,浜松町一丁目,1389,1140,1117,2257
20230101,芝地区総合支所管内,浜松町二丁目,184,127,121,248
20230101,芝地区総合支所管内,芝大門一丁目,498,377,385,762
20230101,芝地区総合支所管内,芝大門二丁目,518,373,361,734
20230101,芝地区総合支所管内,芝公園一丁目,169,124,120,244
20230101,芝地区総合支所管内,芝公園二丁目,461,333,334,667
20230101,芝地区総合支所管内,芝公園三丁目,159,147,168,315
20230101,芝地区総合支所管内,芝公園四丁目,55,42,31,73
20230101,芝地区総合支所管内,虎ノ門一丁目,274,207,207,414
20230101,芝地区総合支所管内,虎ノ門二丁目,8,7,4,11
20230101,芝地区総合支所管内,虎ノ門三丁目,1225,927,995,1922
20230101,芝地区総合支所管内,虎ノ門四丁目,488,308,467,775
20230101,芝地区総合支所管内,虎ノ門五丁目,174,161,154,315
20230101,芝地区総合支所管内,愛宕一丁目,249,243,217,460
20230101,芝地区総合支所管内,愛宕二丁目,244,248,251,499
20230101,麻布地区総合支所管内,麻布狸穴町,326,330,350,680
20230101,麻布地区総合支所管内,麻布永坂町,108,113,137,250
20230101,麻布地区総合支所管内,南麻布一丁目,2866,2019,2570,4589
20230101,麻布地区総合支所管内,南麻布二丁目,2686,1909,2252,4161
20230101,麻布地区総合支所管内,南麻布三丁目,1729,1426,1749,3175
20230101,麻布地区総合支所管内,南麻布四丁目,1983,1725,2016,3741
20230101,麻布地区総合支所管内,南麻布五丁目,1076,963,1147,2110
20230101,麻布地区総合支所管内,元麻布一丁目,563,524,649,1173
20230101,麻布地区総合支所管内,元麻布二丁目,955,987,1121,2108
20230101,麻布地区総合支所管内,元麻布三丁目,903,841,913,1754
20230101,麻布地区総合支所管内,西麻布一丁目,1131,838,798,1636
20230101,麻布地区総合支所管内,西麻布二丁目,1620,1285,1368,2653
20230101,麻布地区総合支所管内,西麻布三丁目,1767,1522,1769,3291
20230101,麻布地区総合支所管内,西麻布四丁目,1886,1583,1858,3441
20230101,麻布地区総合支所管内,六本木一丁目,1341,1224,1379,2603
20230101,麻布地区総合支所管内,六本木二丁目,624,389,321,710
20230101,麻布地区総合支所管内,六本木三丁目,1855,1444,1303,2747
20230101,麻布地区総合支所管内,六本木四丁目,672,631,609,1240
20230101,麻布地区総合支所管内,六本木五丁目,1165,974,1098,2072
20230101,麻布地区総合支所管内,六本木六丁目,852,787,851,1638
20230101,麻布地区総合支所管内,六本木七丁目,1415,1027,1074,2101
20230101,麻布地区総合支所管内,麻布台一丁目,108,97,83,180
20230101,麻布地区総合支所管内,麻布台二丁目,256,239,244,483
20230101,麻布地区総合支所管内,麻布台三丁目,604,491,509,1000
20230101,麻布地区総合支所管内,麻布十番一丁目,713,523,567,1090
20230101,麻布地区総合支所管内,麻布十番二丁目,1892,1268,1491,2759
20230101,麻布地区総合支所管内,麻布十番三丁目,1189,796,852,1648
20230101,麻布地区総合支所管内,麻布十番四丁目,320,175,268,443
20230101,麻布地区総合支所管内,東麻布一丁目,1621,1074,1306,2380
20230101,麻布地区総合支所管内,東麻布二丁目,1460,1045,1139,2184
20230101,麻布地区総合支所管内,東麻布三丁目,635,407,459,866
20230101,赤坂地区総合支所管内,元赤坂一丁目,255,190,186,376
20230101,赤坂地区総合支所管内,元赤坂二丁目,146,154,123,277
20230101,赤坂地区総合支所管内,赤坂一丁目,284,287,319,606
20230101,赤坂地区総合支所管内,赤坂二丁目,2099,1505,1517,3022
20230101,赤坂地区総合支所管内,赤坂三丁目,180,133,119,252
20230101,赤坂地区総合支所管内,赤坂四丁目,1453,1202,1198,2400
20230101,赤坂地区総合支所管内,赤坂五丁目,510,378,498,876
20230101,赤坂地区総合支所管内,赤坂六丁目,2524,1918,2145,4063
20230101,赤坂地区総合支所管内,赤坂七丁目,1551,1179,1331,2510
20230101,赤坂地区総合支所管内,赤坂八丁目,1741,1450,1822,3272
20230101,赤坂地区総合支所管内,赤坂九丁目,1462,1144,1039,2183
20230101,赤坂地区総合支所管内,南青山一丁目,1421,1154,1403,2557
20230101,赤坂地区総合支所管内,南青山二丁目,1252,1074,1178,2252
20230101,赤坂地区総合支所管内,南青山三丁目,629,487,617,1104
20230101,赤坂地区総合支所管内,南青山四丁目,1683,1577,1796,3373
20230101,赤坂地区総合支所管内,南青山五丁目,719,615,711,1326
20230101,赤坂地区総合支所管内,南青山六丁目,1063,866,1012,1878
20230101,赤坂地区総合支所管内,南青山七丁目,1521,1313,1612,2925
20230101,赤坂地区総合支所管内,北青山一丁目,705,524,782,1306
20230101,赤坂地区総合支所管内,北青山二丁目,300,233,293,526
20230101,赤坂地区総合支所管内,北青山三丁目,531,421,488,909
20230101,高輪地区総合支所管内,三田四丁目,2019,1598,1963,3561
20230101,高輪地区総合支所管内,三田五丁目,3625,2937,3645,6582
20230101,高輪地区総合支所管内,高輪一丁目,4057,3138,4122,7260
20230101,高輪地区総合支所管内,高輪二丁目,3589,2878,3542,6420
20230101,高輪地区総合支所管内,高輪三丁目,2539,2195,2527,4722
20230101,高輪地区総合支所管内,高輪四丁目,2276,2046,2250,4296
20230101,高輪地区総合支所管内,白金一丁目,2561,1820,2430,4250
20230101,高輪地区総合支所管内,白金二丁目,1286,1170,1415,2585
20230101,高輪地区総合支所管内,白金三丁目,2337,1719,2112,3831
20230101,高輪地区総合支所管内,白金四丁目,781,646,829,1475
20230101,高輪地区総合支所管内,白金五丁目,1002,725,851,1576
20230101,高輪地区総合支所管内,白金六丁目,2009,1713,2061,3774
20230101,高輪地区総合支所管内,白金台一丁目,463,442,539,981
20230101,高輪地区総合支所管内,白金台二丁目,1609,1352,1603,2955
20230101,高輪地区総合支所管内,白金台三丁目,1882,1654,2143,3797
20230101,高輪地区総合支所管内,白金台四丁目,1126,867,1146,2013
20230101,高輪地区総合支所管内,白金台五丁目,1126,903,1080,1983
20230101,芝浦港南地区総合支所管内,芝浦一丁目,1882,1752,1677,3429
20230101,芝浦港南地区総合支所管内,芝浦二丁目,2668,2138,2329,4467
20230101,芝浦港南地区総合支所管内,芝浦三丁目,1254,1002,1088,2090
20230101,芝浦港南地区総合支所管内,芝浦四丁目,8330,8244,8692,16936
20230101,芝浦港南地区総合支所管内,海岸二丁目,741,648,658,1306
20230101,芝浦港南地区総合支所管内,海岸三丁目,2815,2152,1829,3981
20230101,芝浦港南地区総合支所管内,港南一丁目,211,175,185,360
20230101,芝浦港南地区総合支所管内,港南二丁目,1374,1277,1346,2623
20230101,芝浦港南地区総合支所管内,港南三丁目,3025,3047,3351,6398
20230101,芝浦港南地区総合支所管内,港南四丁目,5007,5170,5672,10842
20230101,芝浦港南地区総合支所管内,港南五丁目,339,298,253,551
20230101,芝浦港南地区総合支所管内,台場一丁目,2097,2214,2377,4591
20230101,芝浦港南地区総合支所管内,台場二丁目,462,474,487,961
20230201,芝地区総合支所管内,芝一丁目,1360,1039,1048,2087
20230201,芝地区総合支所管内,芝二丁目,2225,1633,1784,3417
20230201,芝地区総合支所管内,芝三丁目,2197,1667,1870,3537
20230201,芝地区総合支所管内,芝四丁目,1425,1088,1244,2332
20230201,芝地区総合支所管内,芝五丁目,1942,1126,1575,2701
20230201,芝地区総合支所管内,海岸一丁目,1260,1056,1008,2064
20230201,芝地区総合支所管内,東新橋一丁目,797,697,763,1460
20230201,芝地区総合支所管内,東新橋二丁目,414,336,225,561
20230201,芝地区総合支所管内,新橋一丁目,7,5,5,10
20230201,芝地区総合支所管内,新橋二丁目,72,50,51,101
20230201,芝地区総合支所管内,新橋三丁目,105,93,79,172
20230201,芝地区総合支所管内,新橋四丁目,436,300,267,567
20230201,芝地区総合支所管内,新橋五丁目,806,539,454,993
20230201,芝地区総合支所管内,新橋六丁目,877,587,487,1074
20230201,芝地区総合支所管内,西新橋一丁目,171,147,102,249
20230201,芝地区総合支所管内,西新橋二丁目,259,169,187,356
20230201,芝地区総合支所管内,西新橋三丁目,620,402,411,813
20230201,芝地区総合支所管内,三田一丁目,2079,1696,2029,3725
20230201,芝地区総合支所管内,三田二丁目,2433,2053,2516,4569
20230201,芝地区総合支所管内,三田三丁目,1082,795,887,1682
20230201,芝地区総合支所管内,浜松町一丁目,1392,1146,1118,2264
20230201,芝地区総合支所管内,浜松町二丁目,181,128,117,245
20230201,芝地区総合支所管内,芝大門一丁目,498,375,384,759
20230201,芝地区総合支所管内,芝大門二丁目,514,369,360,729
20230201,芝地区総合支所管内,芝公園一丁目,168,124,120,244
20230201,芝地区総合支所管内,芝公園二丁目,460,332,333,665
20230201,芝地区総合支所管内,芝公園三丁目,158,148,167,315
20230201,芝地区総合支所管内,芝公園四丁目,56,42,32,74
20230201,芝地区総合支所管内,虎ノ門一丁目,274,210,201,411
20230201,芝地区総合支所管内,虎ノ門二丁目,8,7,4,11
20230201,芝地区総合支所管内,虎ノ門三丁目,1226,929,996,1925
20230201,芝地区総合支所管内,虎ノ門四丁目,485,315,464,779
20230201,芝地区総合支所管内,虎ノ門五丁目,175,162,154,316
20230201,芝地区総合支所管内,愛宕一丁目,272,263,238,501
20230201,芝地区総合支所管内,愛宕二丁目,249,253,258,511
20230201,麻布地区総合支所管内,麻布狸穴町,328,332,350,682
20230201,麻布地区総合支所管内,麻布永坂町,106,112,131,243
20230201,麻布地区総合支所管内,南麻布一丁目,2866,2034,2569,4603
20230201,麻布地区総合支所管内,南麻布二丁目,2680,1920,2244,4164
20230201,麻布地区総合支所管内,南麻布三丁目,1732,1430,1747,3177
20230201,麻布地区総合支所管内,南麻布四丁目,1975,1719,2016,3735
