月,地盤変動量(mm)1～10日,地盤変動量(mm)11～20日,地盤変動量(mm)21～31日,1か月変動量(mm/月),累計変動量(mm),平均地下水位(m)1～10日,平均地下水位(m)11～20日,平均地下水位(m)21～31日,1か月平均地下水位(m),月末日平均地下水位(m),月末日変動量(m/月)
1,,,,,,-4.20,-4.17,-4.18,-4.18,-4.17,0.03
2,,,,,,-4.17,-4.16,-4.19,-4.17,-4.12,0.05
3,,,,,,-4.17,-4.14,-4.13,-4.15,-4.13,-0.01
4,,,,,,-4.10,-4.09,-4.07,-4.08,-4.08,0.05
5,,,,,,-4.08,-4.07,-4.03,-4.06,-3.99,0.09
6,,,,,,-4.04,-4.02,-4.02,-4.02,-4.04,-0.05
7,,,,,,-4.03,-3.99,-4.04,-4.02,-4.05,-0.01
8,,,,,,-4.01,-4.00,-3.97,-3.99,-3.92,0.13
9,,,,,,-4.00,-4.04,-4.03,-4.03,-4.05,-0.13
10,,,,,,-4.06,-4.04,-4.05,-4.05,-4.06,-0.01
11,,,,,,-4.03,-4.03,-4.05,-4.04,-4.10,-0.04
12,,,,,,-4.02,-4.01,-4.01,-4.01,-4.03,0.07
1か年累計変動量(mm/年),,,,,,,,,,,
観測開始以来累計変動量(mm),,,,,,,,,,,
1か年平均地下水位(m),,,,,,,,,-4.07,,
月末日累計変動量〔月末日比較の1か年変動量〕(m/年),,,,,,,,,,,0.17
