年,月,団地種別,団地名,世帯数（世帯）,男（人）,女（人）
2011,4,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4702,4288,4189
2011,4,東京都住宅供給公社,木曽住宅（木曽東4丁目）,880,700,710
2011,4,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2232,1949,1973
2011,4,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,128,158
2011,4,都市再生機構,藤の台団地(本町田・金井町),3171,2975,3182
2011,4,都市再生機構,山崎団地(山崎町）,3758,3518,3950
2011,4,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2752,2546,2896
2011,4,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1472,1879,1988
2011,5,東京都住宅供給公社,森野住宅（森野1丁目）,422,306,403
2011,5,東京都住宅供給公社,本町田住宅（本町田・南大谷）,895,757,768
2011,5,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,801,660,625
2011,5,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4699,4281,4186
2011,5,東京都住宅供給公社,木曽住宅（木曽東4丁目）,879,694,707
2011,5,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2229,1944,1970
2011,5,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,128,158
2011,5,都市再生機構,藤の台団地(本町田・金井町),3183,2975,3197
2011,5,都市再生機構,山崎団地(山崎町）,3772,3523,3951
2011,5,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2747,2546,2888
2011,5,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1474,1875,1979
2011,6,東京都住宅供給公社,森野住宅（森野1丁目）,423,309,404
2011,6,東京都住宅供給公社,本町田住宅（本町田・南大谷）,893,752,768
2011,6,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,801,662,630
2011,6,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4688,4265,4186
2011,6,東京都住宅供給公社,木曽住宅（木曽東4丁目）,873,690,704
2011,6,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2229,1945,1972
2011,6,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,128,158
2011,6,都市再生機構,藤の台団地(本町田・金井町),3176,2977,3195
2011,6,都市再生機構,山崎団地(山崎町）,3778,3530,3948
2011,6,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2744,2544,2883
2011,6,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1478,1879,1985
2011,7,東京都住宅供給公社,森野住宅（森野1丁目）,423,310,403
2011,7,東京都住宅供給公社,本町田住宅（本町田・南大谷）,896,756,768
2011,7,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,798,659,629
2011,7,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4680,4252,4175
2011,7,東京都住宅供給公社,木曽住宅（木曽東4丁目）,872,686,700
2011,7,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2220,1932,1955
2011,7,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,128,156
2011,7,都市再生機構,藤の台団地(本町田・金井町),3175,2969,3195
2011,7,都市再生機構,山崎団地(山崎町）,3787,3535,3945
2011,7,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2744,2524,2876
2011,7,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1487,1884,1992
2011,8,東京都住宅供給公社,森野住宅（森野1丁目）,420,306,398
2011,8,東京都住宅供給公社,本町田住宅（本町田・南大谷）,893,756,770
2011,8,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,792,651,624
2011,8,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4677,4243,4176
2011,8,東京都住宅供給公社,木曽住宅（木曽東4丁目）,869,678,696
2011,8,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2212,1923,1948
2011,8,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,131,159
2011,8,都市再生機構,藤の台団地(本町田・金井町),3175,2963,3197
2011,8,都市再生機構,山崎団地(山崎町）,3792,3532,3950
2011,8,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2741,2522,2859
2011,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1482,1883,1986
2011,9,東京都住宅供給公社,森野住宅（森野1丁目）,420,305,395
2011,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,894,759,769
2011,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,787,647,619
2011,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4672,4226,4167
2011,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,874,680,697
2011,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2215,1918,1956
2011,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,130,158
2011,9,都市再生機構,藤の台団地(本町田・金井町),3166,2961,3192
2011,9,都市再生機構,山崎団地(山崎町）,3792,3529,3945
2011,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2738,2519,2852
2011,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1482,1879,1986
2011,10,東京都住宅供給公社,森野住宅（森野1丁目）,419,304,394
2011,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,895,757,771
2011,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,789,647,622
2011,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4661,4209,4155
2011,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,877,681,704
2011,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2213,1907,1953
2011,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,130,154
2011,10,都市再生機構,藤の台団地(本町田・金井町),3151,2943,3179
2011,10,都市再生機構,山崎団地(山崎町）,3794,3520,3944
2011,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2739,2513,2849
2011,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1480,1879,1976
2011,11,東京都住宅供給公社,森野住宅（森野1丁目）,419,308,395
2011,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,895,759,770
2011,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,788,641,622
2011,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4657,4198,4139
2011,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,874,680,702
2011,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2208,1903,1946
2011,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,131,156
2011,11,都市再生機構,藤の台団地(本町田・金井町),3141,2925,3170
2011,11,都市再生機構,山崎団地(山崎町）,3800,3518,3938
2011,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2739,2510,2852
2011,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1483,1878,1968
2011,12,東京都住宅供給公社,森野住宅（森野1丁目）,416,308,391
2011,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,892,753,768
2011,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,780,631,621
2011,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4649,4179,4122
2011,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,877,681,707
2011,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2210,1900,1934
2011,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,131,152
2011,12,都市再生機構,藤の台団地(本町田・金井町),3121,2904,3152
2011,12,都市再生機構,山崎団地(山崎町）,3796,3520,3923
2011,12,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2738,2505,2840
2011,12,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1487,1877,1965
2012,1,東京都住宅供給公社,森野住宅（森野1丁目）,416,307,387
2012,1,東京都住宅供給公社,本町田住宅（本町田・南大谷）,892,752,764
2012,1,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,780,632,622
2012,1,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4649,4172,4118
2012,1,東京都住宅供給公社,木曽住宅（木曽東4丁目）,877,677,700
2012,1,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2210,1897,1937
2012,1,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,133,153
2012,1,都市再生機構,藤の台団地(本町田・金井町),3121,2901,3146
2012,1,都市再生機構,山崎団地(山崎町）,3796,3531,3920
2012,1,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2738,2510,2850
2012,1,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1487,1877,1963
2012,2,東京都住宅供給公社,森野住宅（森野1丁目）,415,307,387
2012,2,東京都住宅供給公社,本町田住宅（本町田・南大谷）,887,748,763
2012,2,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,781,628,614
2012,2,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4637,4159,4114
2012,2,東京都住宅供給公社,木曽住宅（木曽東4丁目）,875,676,699
2012,2,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2214,1898,1943
2012,2,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,134,153
2012,2,都市再生機構,藤の台団地(本町田・金井町),3108,2890,3136
2012,2,都市再生機構,山崎団地(山崎町）,3800,3534,3918
2012,2,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2740,2506,2841
2012,2,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1488,1876,1966
2012,3,東京都住宅供給公社,森野住宅（森野1丁目）,417,309,386
2012,3,東京都住宅供給公社,本町田住宅（本町田・南大谷）,884,747,766
2012,3,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,785,627,612
2012,3,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4628,4136,4104
2012,3,東京都住宅供給公社,木曽住宅（木曽東4丁目）,866,672,692
2012,3,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2218,1900,1944
2012,3,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,132,151
2012,3,都市再生機構,藤の台団地(本町田・金井町),3101,2881,3128
2012,3,都市再生機構,山崎団地(山崎町）,3796,3514,3904
2012,3,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2737,2500,2828
2012,3,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1489,1877,1971
2012,4,東京都住宅供給公社,森野住宅（森野1丁目）,414,303,383
2012,4,東京都住宅供給公社,本町田住宅（本町田・南大谷）,886,743,769
2012,4,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,787,628,617
2012,4,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4638,4136,4111
2012,4,東京都住宅供給公社,木曽住宅（木曽東4丁目）,870,673,696
2012,4,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2218,1895,1944
2012,4,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,136,133,150
2012,4,都市再生機構,藤の台団地(本町田・金井町),3109,2891,3125
2012,4,都市再生機構,山崎団地(山崎町）,3792,3506,3893
2012,4,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2739,2493,2819
2012,4,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1491,1869,1968
2012,5,東京都住宅供給公社,森野住宅（森野1丁目）,411,296,381
2012,5,東京都住宅供給公社,本町田住宅（本町田・南大谷）,889,749,773
2012,5,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,792,629,618
2012,5,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4635,4111,4101
2012,5,東京都住宅供給公社,木曽住宅（木曽東4丁目）,868,663,691
2012,5,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2215,1889,1925
2012,5,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,134,128,147
2012,5,都市再生機構,藤の台団地(本町田・金井町),3098,2876,3104
2012,5,都市再生機構,山崎団地(山崎町）,3795,3505,3894
2012,5,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2740,2488,2817
2012,5,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1493,1877,1970
2012,6,東京都住宅供給公社,森野住宅（森野1丁目）,411,296,381
2012,6,東京都住宅供給公社,本町田住宅（本町田・南大谷）,889,749,773
2012,6,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,792,629,618
2012,6,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4635,4111,4101
2012,6,東京都住宅供給公社,木曽住宅（木曽東4丁目）,868,663,691
2012,6,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2215,1889,1925
2012,6,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,134,128,147
2012,6,都市再生機構,藤の台団地(本町田・金井町),3092,2865,3097
2012,6,都市再生機構,山崎団地(山崎町）,3796,3504,3899
2012,6,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2739,2475,2809
2012,6,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1482,1859,1956
2012,7,東京都住宅供給公社,森野住宅（森野1丁目）,409,295,379
2012,7,東京都住宅供給公社,本町田住宅（本町田・南大谷）,889,745,775
2012,7,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,789,620,614
2012,7,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4632,4100,4093
2012,7,東京都住宅供給公社,木曽住宅（木曽東4丁目）,873,666,697
2012,7,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2215,1891,1918
2012,7,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,134,127,146
2012,7,都市再生機構,藤の台団地(本町田・金井町),3090,2867,3090
2012,7,都市再生機構,山崎団地(山崎町）,3798,3501,3895
2012,7,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2722,2457,2784
2012,7,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1483,1860,1944
2012,8,東京都住宅供給公社,森野住宅（森野1丁目）,434,323,405
2012,8,東京都住宅供給公社,本町田住宅（本町田・南大谷）,897,757,784
2012,8,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,801,635,631
2012,8,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4649,4122,4149
2012,8,東京都住宅供給公社,木曽住宅（木曽東4丁目）,897,686,715
2012,8,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2264,1950,1972
2012,8,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,132,151
2012,8,都市再生機構,藤の台団地(本町田・金井町),3098,2879,3102
2012,8,都市再生機構,山崎団地(山崎町）,3826,3531,3932
2012,8,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2717,2467,2796
2012,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1488,1866,1957
2012,9,東京都住宅供給公社,森野住宅（森野1丁目）,434,323,404
2012,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,897,760,782
2012,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,802,633,629
2012,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4634,4096,4134
