年,月,団地種別,団地名,世帯数（世帯）,男（人）,女（人）
2008,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1476,2000,2094
2008,9,東京都住宅供給公社,森野住宅（森野1丁目）,728,318,410
2008,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,904,797,810
2008,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,804,667,641
2008,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4687,4405,4347
2008,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,902,727,741
2008,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2215,2036,2017
2008,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,149,168
2008,9,都市再生機構,藤の台団地(本町田・金井町),3227,3202,3386
2008,9,都市再生機構,山崎団地(山崎町）,3909,3904,4274
2008,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2768,2686,3018
2008,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1479,1998,2098
2008,10,東京都住宅供給公社,森野住宅（森野1丁目）,730,318,412
2008,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,901,791,805
2008,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,805,664,639
2008,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4670,4387,4333
2008,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,901,728,738
2008,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2213,2030,2007
2008,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,149,168
2008,10,都市再生機構,藤の台団地(本町田・金井町),3225,3193,3366
2008,10,都市再生機構,山崎団地(山崎町）,3905,3891,4277
2008,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2767,2691,3016
2008,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1479,1993,2097
2008,11,東京都住宅供給公社,森野住宅（森野1丁目）,733,319,414
2008,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,900,789,801
2008,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,801,660,640
2008,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4672,4383,4334
2008,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,899,727,735
2008,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2216,2026,2012
2008,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,150,169
2008,11,都市再生機構,藤の台団地(本町田・金井町),3226,3185,3360
2008,11,都市再生機構,山崎団地(山崎町）,3913,3886,4275
2008,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2769,2690,3015
2008,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1485,1994,2096
2008,12,東京都住宅供給公社,森野住宅（森野1丁目）,733,320,413
2008,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,894,783,798
2008,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,795,656,632
2008,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4677,4376,4337
2008,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,896,723,737
2008,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2218,2029,2021
2008,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,150,169
2008,12,都市再生機構,藤の台団地(本町田・金井町),3221,3181,3347
2008,12,都市再生機構,山崎団地(山崎町）,3916,3886,4264
2008,12,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2769,2685,3021
2008,12,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1484,1992,2091
2009,1,東京都住宅供給公社,森野住宅（森野1丁目）,425,320,409
2009,1,東京都住宅供給公社,本町田住宅（本町田・南大谷）,892,780,792
2009,1,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,798,662,636
2009,1,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4676,4379,4332
2009,1,東京都住宅供給公社,木曽住宅（木曽東4丁目）,901,725,735
2009,1,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2218,2017,2020
2009,1,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,149,169
2009,1,都市再生機構,藤の台団地(本町田・金井町),3222,3177,3339
2009,1,都市再生機構,山崎団地(山崎町）,3920,3889,4258
2009,1,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2766,2672,3012
2009,1,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1488,1990,2084
2009,2,東京都住宅供給公社,森野住宅（森野1丁目）,425,324,409
2009,2,東京都住宅供給公社,本町田住宅（本町田・南大谷）,892,777,792
2009,2,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,801,660,637
2009,2,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4677,4366,4323
2009,2,東京都住宅供給公社,木曽住宅（木曽東4丁目）,892,721,728
2009,2,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2219,2017,2014
2009,2,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,148,171
2009,2,都市再生機構,藤の台団地(本町田・金井町),3221,3172,3324
2009,2,都市再生機構,山崎団地(山崎町）,3921,3885,4256
2009,2,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2770,2667,3013
2009,2,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1488,1987,2083
2009,3,東京都住宅供給公社,森野住宅（森野1丁目）,425,323,409
2009,3,東京都住宅供給公社,本町田住宅（本町田・南大谷）,891,777,791
2009,3,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,806,661,638
2009,3,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4701,4378,4332
2009,3,東京都住宅供給公社,木曽住宅（木曽東4丁目）,890,719,726
2009,3,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2216,2017,2015
2009,3,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,148,171
2009,3,都市再生機構,藤の台団地(本町田・金井町),3225,3167,3328
2009,3,都市再生機構,山崎団地(山崎町）,3922,3869,4253
2009,3,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2776,2661,3009
2009,3,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1483,1977,2072
2009,4,東京都住宅供給公社,森野住宅（森野1丁目）,424,320,407
2009,4,東京都住宅供給公社,本町田住宅（本町田・南大谷）,897,778,792
2009,4,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,805,659,640
2009,4,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4700,4381,4324
2009,4,東京都住宅供給公社,木曽住宅（木曽東4丁目）,888,715,723
2009,4,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2219,2021,2008
2009,4,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,148,171
2009,4,都市再生機構,藤の台団地(本町田・金井町),3240,3169,3321
2009,4,都市再生機構,山崎団地(山崎町）,3932,3854,4248
2009,4,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2783,2657,3005
2009,4,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1482,1958,2060
2009,5,東京都住宅供給公社,森野住宅（森野1丁目）,426,318,408
2009,5,東京都住宅供給公社,本町田住宅（本町田・南大谷）,898,776,791
2009,5,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,805,661,646
2009,5,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4704,4378,4319
2009,5,東京都住宅供給公社,木曽住宅（木曽東4丁目）,884,710,719
2009,5,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2214,2021,1996
2009,5,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,146,168
2009,5,都市再生機構,藤の台団地(本町田・金井町),3245,3156,3320
2009,5,都市再生機構,山崎団地(山崎町）,3936,3842,4248
2009,5,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2784,2655,2991
2009,5,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1477,1957,2055
2009,6,東京都住宅供給公社,森野住宅（森野1丁目）,426,321,410
2009,6,東京都住宅供給公社,本町田住宅（本町田・南大谷）,897,775,787
2009,6,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,807,662,645
2009,6,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4699,4369,4309
2009,6,東京都住宅供給公社,木曽住宅（木曽東4丁目）,880,712,718
2009,6,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2212,2012,1998
2009,6,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,146,166
2009,6,都市再生機構,藤の台団地(本町田・金井町),3243,3149,3324
2009,6,都市再生機構,山崎団地(山崎町）,3948,3855,4246
2009,6,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2775,2637,2980
2009,6,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1475,1957,2049
2009,7,東京都住宅供給公社,森野住宅（森野1丁目）,423,320,408
2009,7,東京都住宅供給公社,本町田住宅（本町田・南大谷）,894,771,783
2009,7,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,808,665,648
2009,7,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4700,4371,4301
2009,7,東京都住宅供給公社,木曽住宅（木曽東4丁目）,881,712,714
2009,7,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2214,2010,1990
2009,7,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,138,146,164
2009,7,都市再生機構,藤の台団地(本町田・金井町),3239,3144,3317
2009,7,都市再生機構,山崎団地(山崎町）,3953,3855,4246
2009,7,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2769,2629,2969
2009,7,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1479,1959,2054
2009,8,東京都住宅供給公社,森野住宅（森野1丁目）,425,321,412
2009,8,東京都住宅供給公社,本町田住宅（本町田・南大谷）,891,766,784
2009,8,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,811,666,646
2009,8,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4707,4371,4308
2009,8,東京都住宅供給公社,木曽住宅（木曽東4丁目）,884,717,717
2009,8,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2214,2005,1991
2009,8,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,137,146,161
2009,8,都市再生機構,藤の台団地(本町田・金井町),3237,3137,3304
2009,8,都市再生機構,山崎団地(山崎町）,3946,3841,4235
2009,8,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2771,2636,2967
2009,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1479,1960,2053
2009,9,東京都住宅供給公社,森野住宅（森野1丁目）,425,321,412
2009,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,893,769,783
2009,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,808,664,645
2009,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4703,4362,4305
2009,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,884,719,718
2009,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2223,1990,2000
2009,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,139,147,163
2009,9,都市再生機構,藤の台団地(本町田・金井町),3232,3128,3293
2009,9,都市再生機構,山崎団地(山崎町）,3944,3828,4235
2009,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2772,2634,2960
2009,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1480,1954,2050
2009,10,東京都住宅供給公社,森野住宅（森野1丁目）,423,320,412
2009,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,897,774,786
2009,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,804,662,643
2009,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4699,4363,4296
2009,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,888,727,720
2009,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2219,1992,1994
2009,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,142,150,167
2009,10,都市再生機構,藤の台団地(本町田・金井町),3237,3126,3288
2009,10,都市再生機構,山崎団地(山崎町）,3942,3824,4236
2009,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2774,2635,2962
2009,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1481,1953,2046
2009,11,東京都住宅供給公社,森野住宅（森野1丁目）,421,319,410
2009,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,900,774,788
2009,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,801,656,642
2009,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4683,4351,4275
2009,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,877,719,709
2009,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2220,1986,1987
2009,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,144,150,169
2009,11,都市再生機構,藤の台団地(本町田・金井町),3241,3111,3284
2009,11,都市再生機構,山崎団地(山崎町）,3791,3656,4041
2009,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2766,2630,2954
2009,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1475,1946,2036
2009,12,東京都住宅供給公社,森野住宅（森野1丁目）,423,321,412
2009,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,901,771,787
2009,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,804,654,637
2009,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4677,4341,4271
2009,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,876,717,707
2009,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2220,1985,1986
2009,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,144,150,169
2009,12,都市再生機構,藤の台団地(本町田・金井町),3240,3110,3283
2009,12,都市再生機構,山崎団地(山崎町）,3778,3634,4015
2009,12,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2759,2627,2950
2009,12,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1472,1940,2029
2010,1,東京都住宅供給公社,森野住宅（森野1丁目）,424,320,410
2010,1,東京都住宅供給公社,本町田住宅（本町田・南大谷）,897,766,783
2010,1,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,804,657,637
2010,1,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4679,4334,4257
2010,1,東京都住宅供給公社,木曽住宅（木曽東4丁目）,876,713,704
2010,1,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2219,1979,1980
2010,1,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,143,147,167
2010,1,都市再生機構,藤の台団地(本町田・金井町),3235,3103,3276
2010,1,都市再生機構,山崎団地(山崎町）,3767,3616,3988
2010,1,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2758,2626,2943
2010,1,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1473,1935,2031
2010,2,東京都住宅供給公社,森野住宅（森野1丁目）,427,320,411
2010,2,東京都住宅供給公社,本町田住宅（本町田・南大谷）,899,765,786
2010,2,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,802,659,637
2010,2,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4674,4329,4242
2010,2,東京都住宅供給公社,木曽住宅（木曽東4丁目）,878,714,704
2010,2,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2224,1977,1979
2010,2,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,142,147,165
2010,2,都市再生機構,藤の台団地(本町田・金井町),3237,3092,3274
2010,2,都市再生機構,山崎団地(山崎町）,3754,3607,3973
2010,2,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2763,2626,2954
2010,2,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1471,1931,2024
2010,3,東京都住宅供給公社,森野住宅（森野1丁目）,427,319,412
2010,3,東京都住宅供給公社,本町田住宅（本町田・南大谷）,903,763,787
2010,3,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,806,660,644
2010,3,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4679,4334,4248
2010,3,東京都住宅供給公社,木曽住宅（木曽東4丁目）,879,715,706
2010,3,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2226,1980,1976
2010,3,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,142,147,165
2010,3,都市再生機構,藤の台団地(本町田・金井町),3238,3087,3276
2010,3,都市再生機構,山崎団地(山崎町）,3749,3593,3969
2010,3,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2755,2619,2947
2010,3,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1475,1932,2030
2010,4,東京都住宅供給公社,森野住宅（森野1丁目）,426,319,410
2010,4,東京都住宅供給公社,本町田住宅（本町田・南大谷）,902,763,785
2010,4,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,804,658,641
2010,4,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4663,4314,4235
2010,4,東京都住宅供給公社,木曽住宅（木曽東4丁目）,882,718,714
2010,4,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2222,1968,1978
2010,4,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,142,144,164
2010,4,都市再生機構,藤の台団地(本町田・金井町),3252,3089,3281
2010,4,都市再生機構,山崎団地(山崎町）,3756,3592,3968
2010,4,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2756,2605,2943
2010,4,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1480,1937,2032
2010,5,東京都住宅供給公社,森野住宅（森野1丁目）,429,324,410
2010,5,東京都住宅供給公社,本町田住宅（本町田・南大谷）,901,762,787
2010,5,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,804,663,638
2010,5,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4665,4322,4236
2010,5,東京都住宅供給公社,木曽住宅（木曽東4丁目）,881,711,712
2010,5,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2222,1965,1979
2010,5,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,142,144,165
2010,5,都市再生機構,藤の台団地(本町田・金井町),3236,3061,3267
2010,5,都市再生機構,山崎団地(山崎町）,3748,3578,3952
2010,5,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2756,2598,2933
2010,5,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1479,1934,2035
2010,6,東京都住宅供給公社,森野住宅（森野1丁目）,428,324,408
2010,6,東京都住宅供給公社,本町田住宅（本町田・南大谷）,902,764,783
2010,6,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,803,663,637
2010,6,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4663,4322,4223
2010,6,東京都住宅供給公社,木曽住宅（木曽東4丁目）,882,710,712
2010,6,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2218,1959,1969
2010,6,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,143,144,166
2010,6,都市再生機構,藤の台団地(本町田・金井町),3222,3046,3249
2010,6,都市再生機構,山崎団地(山崎町）,3764,3579,3974
2010,6,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2761,2593,2936
2010,6,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1477,1924,2028
2010,7,東京都住宅供給公社,森野住宅（森野1丁目）,429,323,409
2010,7,東京都住宅供給公社,本町田住宅（本町田・南大谷）,905,764,785
2010,7,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,802,660,637
2010,7,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4683,4331,4223
2010,7,東京都住宅供給公社,木曽住宅（木曽東4丁目）,882,709,714
2010,7,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2216,1955,1971
2010,7,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,143,144,166
2010,7,都市再生機構,藤の台団地(本町田・金井町),3216,3037,3248
2010,7,都市再生機構,山崎団地(山崎町）,3767,3584,3972
2010,7,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2760,2591,2934
2010,7,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1481,1921,2025
2010,8,東京都住宅供給公社,森野住宅（森野1丁目）,428,319,409
2010,8,東京都住宅供給公社,本町田住宅（本町田・南大谷）,905,764,781
2010,8,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,798,657,634
2010,8,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4678,4320,4220
2010,8,東京都住宅供給公社,木曽住宅（木曽東4丁目）,883,706,712
2010,8,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2220,1959,1975
2010,8,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,142,143,165
2010,8,都市再生機構,藤の台団地(本町田・金井町),3209,3016,3236
2010,8,都市再生機構,山崎団地(山崎町）,3760,3572,3960
2010,8,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2757,2582,2924
2010,8,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1486,1925,2027
2010,9,東京都住宅供給公社,森野住宅（森野1丁目）,428,319,409
2010,9,東京都住宅供給公社,本町田住宅（本町田・南大谷）,904,766,778
2010,9,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,799,661,631
2010,9,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4683,4320,4214
2010,9,東京都住宅供給公社,木曽住宅（木曽東4丁目）,889,711,712
2010,9,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2221,1950,1978
2010,9,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,142,141,163
2010,9,都市再生機構,藤の台団地(本町田・金井町),3200,3008,3222
2010,9,都市再生機構,山崎団地(山崎町）,3768,3565,3962
2010,9,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2755,2575,2933
2010,9,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1482,1921,2021
2010,10,東京都住宅供給公社,森野住宅（森野1丁目）,429,320,409
2010,10,東京都住宅供給公社,本町田住宅（本町田・南大谷）,900,764,777
2010,10,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,802,663,637
2010,10,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4682,4312,4209
2010,10,東京都住宅供給公社,木曽住宅（木曽東4丁目）,883,710,706
2010,10,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2215,1941,1974
2010,10,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,139,163
2010,10,都市再生機構,藤の台団地(本町田・金井町),3193,3001,3215
2010,10,都市再生機構,山崎団地(山崎町）,3762,3561,3956
2010,10,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2747,2561,2925
2010,10,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1486,1917,2018
2010,11,東京都住宅供給公社,森野住宅（森野1丁目）,429,318,411
2010,11,東京都住宅供給公社,本町田住宅（本町田・南大谷）,897,761,778
2010,11,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,802,659,637
2010,11,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4693,4327,4215
2010,11,東京都住宅供給公社,木曽住宅（木曽東4丁目）,879,707,703
2010,11,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2218,1937,1975
2010,11,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,142,139,164
2010,11,都市再生機構,藤の台団地(本町田・金井町),3183,2994,3210
2010,11,都市再生機構,山崎団地(山崎町）,3759,3545,3949
2010,11,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2748,2561,2927
2010,11,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1482,1907,2000
2010,12,東京都住宅供給公社,森野住宅（森野1丁目）,428,318,412
2010,12,東京都住宅供給公社,本町田住宅（本町田・南大谷）,899,763,778
2010,12,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,801,655,634
2010,12,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4700,4326,4217
2010,12,東京都住宅供給公社,木曽住宅（木曽東4丁目）,880,706,706
2010,12,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2218,1937,1980
2010,12,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,142,139,165
2010,12,都市再生機構,藤の台団地(本町田・金井町),3182,2989,3203
2010,12,都市再生機構,山崎団地(山崎町）,3761,3534,3957
2010,12,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2742,2552,2913
2010,12,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1479,1905,1997
2011,1,東京都住宅供給公社,森野住宅（森野1丁目）,427,314,410
2011,1,東京都住宅供給公社,本町田住宅（本町田・南大谷）,893,756,769
2011,1,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,800,655,631
2011,1,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4690,4308,4195
2011,1,東京都住宅供給公社,木曽住宅（木曽東4丁目）,883,707,709
2011,1,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2229,1952,1987
2011,1,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,142,137,163
2011,1,都市再生機構,藤の台団地(本町田・金井町),3178,2983,3190
2011,1,都市再生機構,山崎団地(山崎町）,3763,3528,3958
2011,1,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2741,2542,2901
2011,1,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1481,1899,2003
2011,2,東京都住宅供給公社,森野住宅（森野1丁目）,423,310,405
2011,2,東京都住宅供給公社,本町田住宅（本町田・南大谷）,894,758,769
2011,2,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,799,653,629
2011,2,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4688,4296,4193
2011,2,東京都住宅供給公社,木曽住宅（木曽東4丁目）,883,706,708
2011,2,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2231,1950,1984
2011,2,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,141,134,161
2011,2,都市再生機構,藤の台団地(本町田・金井町),3167,2973,3180
2011,2,都市再生機構,山崎団地(山崎町）,3757,3515,3960
2011,2,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2748,2542,2895
2011,2,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1483,1896,1996
2011,3,東京都住宅供給公社,森野住宅（森野1丁目）,422,309,405
2011,3,東京都住宅供給公社,本町田住宅（本町田・南大谷）,896,757,770
2011,3,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,798,657,629
2011,3,東京都住宅供給公社,町田木曽住宅（本町田・木曽東4丁目）,4695,4289,4198
2011,3,東京都住宅供給公社,木曽住宅（木曽東4丁目）,885,703,709
2011,3,東京都住宅供給公社,境川住宅（木曽東2・3丁目）,2238,1954,1984
2011,3,東京都住宅供給公社,真光寺住宅(真光寺3丁目）,140,132,160
2011,3,都市再生機構,藤の台団地(本町田・金井町),3159,2963,3171
2011,3,都市再生機構,山崎団地(山崎町）,3756,3518,3948
2011,3,都市再生機構,鶴川団地(鶴川2・3・5・6丁目）,2751,2544,2898
2011,3,都市再生機構,小山田桜台団地(小山田桜台1・2丁目）,1482,1892,1995
2011,4,東京都住宅供給公社,森野住宅（森野1丁目）,422,306,405
2011,4,東京都住宅供給公社,本町田住宅（本町田・南大谷）,894,757,769
2011,4,東京都住宅供給公社,高ヶ坂住宅（高ヶ坂）,802,660,629
