階層コード,地域コード,地域,人口総数／平成14年9月１日,人口総数／平成14年8月１日,人口総数／平成13年9月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12326833,12320680,12218804,6153,0.05,108029,0.88
1,13100,区部,8362066,8357877,8287767,4189,0.05,74299,0.9
1,13200,市部,3872474,3870490,3838286,1984,0.05,34188,0.89
1,13300,郡部,61384,61364,61441,20,0.03,-57,-0.09
1,13350,島部,30909,30949,31310,-40,-0.13,-401,-1.28
,,,,,,,,,
住民基本台帳による世帯と人口_平成14年9月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数1:区部・市部・郡部・島部）,,,,,,,,,
