階層コード,地域コード,地域,人口総数／平成14年12月１日,人口総数／平成14年11月１日,人口総数／平成13年12月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12339082,12338446,12238951,636,0.01,100131,0.82
1,13100,区部,8368770,8369504,8301451,-734,-0.01,67319,0.81
1,13200,市部,3877978,3876592,3844818,1386,0.04,33160,0.86
1,13300,郡部,61438,61463,61437,-25,-0.04,1,0
1,13350,島部,30896,30887,31245,9,0.03,-349,-1.12
,,,,,,,,,
住民基本台帳による世帯と人口_平成14年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数1:区部・市部・郡部・島部）,,,,,,,,,
