階層コード,地域コード,地域,人口総数／平成14年5月１日,人口総数／平成14年4月１日,人口総数／平成13年5月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12300500,12237661,12184008,62839,0.51,116492,0.96
1,13100,区部,8344585,8303162,8265220,41423,0.5,79365,0.96
1,13200,市部,3863636,3842474,3826099,21162,0.55,37537,0.98
1,13300,郡部,61365,61337,61316,28,0.05,49,0.08
1,13350,島部,30914,30688,31373,226,0.74,-459,-1.46
,,,,,,,,,
住民基本台帳による世帯と人口_平成14年5月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数1:区部・市部・郡部・島部）,,,,,,,,,
