階層コード,地域コード,地域,人口総数／平成14年11月１日,人口総数／平成14年10月１日,人口総数／平成13年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12338446,12330332,12235087,8114,0.07,103359,0.84
1,13100,区部,8369504,8364172,8299431,5332,0.06,70073,0.84
1,13200,市部,3876592,3873772,3843043,2820,0.07,33549,0.87
1,13300,郡部,61463,61453,61377,10,0.02,86,0.14
1,13350,島部,30887,30935,31236,-48,-0.16,-349,-1.12
,,,,,,,,,
住民基本台帳による世帯と人口_平成14年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数1:区部・市部・郡部・島部）,,,,,,,,,
