階層コード,地域コード,地域,人口総数／平成14年1月１日,人口総数／平成13年12月１日,人口総数／平成13年１月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12238627,12238951,12129183,-324,0,109444,0.9
1,13100,区部,8300059,8301451,8223608,-1392,-0.02,76451,0.93
1,13200,市部,3845894,3844818,3812399,1076,0.03,33495,0.88
1,13300,郡部,61451,61437,61494,14,0.02,-43,-0.07
1,13350,島部,31223,31245,31682,-22,-0.07,-459,-1.45
,,,,,,,,,
住民基本台帳による世帯と人口_平成14年1月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数1:区部・市部・郡部・島部）,,,,,,,,,
