階層コード,地域コード,地域,人口総数／平成14年3月１日,人口総数／平成14年2月１日,人口総数／平成13年3月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12239717,12240520,12130014,-803,-0.01,109703,0.9
1,13100,区部,8301585,8301409,8225534,176,0,76051,0.92
1,13200,市部,3845495,3846487,3811469,-992,-0.03,34026,0.89
1,13300,郡部,61433,61427,61461,6,0.01,-28,-0.05
1,13350,島部,31204,31197,31550,7,0.02,-346,-1.1
,,,,,,,,,
住民基本台帳による世帯と人口_平成14年3月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数1:区部・市部・郡部・島部）,,,,,,,,,
