規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5289708,45013,68473,5266293,1568368,45560,51111,1562772
５人以上,"鉱業,採石業,砂利採取業",2218,31,21,2228,10,0,0,10
５人以上,建設業,300296,1998,2236,300220,10479,249,476,10090
５人以上,製造業,621681,3952,7176,618577,50917,1231,1718,50310
５人以上,電気・ガス・熱供給・水道業,32112,517,258,32372,1474,78,92,1459
５人以上,情報通信業,703915,3855,8519,699251,20191,384,585,19990
５人以上,"運輸業,郵便業",324352,2542,3880,322728,49409,744,4854,45585
５人以上,"卸売業,小売業",1043778,10852,16270,1038358,409636,8173,10388,407423
５人以上,"金融業,保険業",350927,3373,4219,350082,18573,1336,381,19527
５人以上,"不動産業,物品賃貸業",137204,944,1086,137077,41497,1020,1170,41332
５人以上,"学術研究,専門・技術サービス業",315077,2787,4508,313352,20357,746,507,20600
５人以上,"宿泊業,飲食サービス業",182286,939,2856,180137,438850,16519,17152,438449
５人以上,"生活関連サービス業,娯楽業",134915,1425,1948,134520,53979,1347,2277,52921
５人以上,"教育,学習支援業",255221,384,847,254758,118420,2882,2774,118528
５人以上,"医療,福祉",357650,2406,4157,355898,162697,5065,3088,164675
５人以上,複合サービス事業,44551,67,182,44436,10741,4,0,10745
５人以上,サービス業（他に分類されないもの）,483525,8941,10310,482299,161138,5782,5649,161128
30人以上,調査産業計,3883571,34354,50659,3867554,795987,15340,29048,781991
30人以上,"鉱業,採石業,砂利採取業",2218,31,21,2228,10,0,0,10
30人以上,建設業,188312,1073,1259,188127,3194,168,6,3355
30人以上,製造業,476234,3192,5872,473556,31271,751,762,31258
30人以上,電気・ガス・熱供給・水道業,29520,460,210,29772,1085,60,71,1072
30人以上,情報通信業,608979,2644,7886,603736,12750,302,396,12657
30人以上,"運輸業,郵便業",261951,2480,3442,260990,33605,38,3341,30301
30人以上,"卸売業,小売業",665699,7398,9564,663532,192807,1074,6489,187393
30人以上,"金融業,保険業",298896,3095,3912,298080,15035,919,248,15705
30人以上,"不動産業,物品賃貸業",91876,840,982,91749,19576,387,379,19569
30人以上,"学術研究,専門・技術サービス業",215603,1651,3161,214090,6866,270,182,6957
30人以上,"宿泊業,飲食サービス業",90712,497,1541,89670,122586,2534,6523,118595
30人以上,"生活関連サービス業,娯楽業",62106,522,729,62027,35910,661,1623,34820
30人以上,"教育,学習支援業",206889,221,375,206735,79386,449,1425,78410
30人以上,"医療,福祉",272667,1911,2498,272079,90314,3289,2171,91433
30人以上,複合サービス事業,33794,67,96,33765,6422,4,0,6426
30人以上,サービス業（他に分類されないもの）,378115,8272,9111,377418,145170,4434,5432,144030
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２４年１月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
