年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,17,15,20,13,15,15,14,10,11,15,14,12,8,7,13,10,11,10,10,5,15,10,8,4,8,10,14,12,8,18,8,6,7,2,11,9,6,8,15,6,17,10,12,5,8,9,21,35,23,23,28,39,29,29,38,28,34,35,32,43,27,37,40,46,34,39,38,36,32,29,36,33,24,25,27,27,30,28,22,30,25,26,23,24,35,26,24,30,25,28,27,27,24,26,27,34,29,27,19,18,23,24,27,20,29,22,20,17,20,9,17,14,12,16,12,13,12,11,17,14,16,14,15,15,14,17,8,7,8,15,13,8,14,12,24,9,8,11,8,15,11,15,10,11,14,15,6,6,8,5,8,8,8,12,10,7,6,11,7,6,8,7,3,7,6,3,3,1,7,2,5,3,3,3,2,2,3,4,1,5,1,2,0,3,2,2,0,2,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
緑四丁目,36,27,30,23,32,20,25,22,25,25,22,17,14,17,18,19,18,11,21,15,9,16,10,15,13,18,12,12,9,8,12,5,14,13,14,10,10,15,16,23,18,20,27,34,48,31,42,47,45,43,49,50,60,48,56,62,75,52,55,64,54,56,61,60,73,62,68,53,57,54,55,48,69,52,53,45,41,37,59,52,37,41,48,51,49,43,50,37,47,49,36,46,59,40,32,35,35,34,34,37,43,35,33,43,37,32,25,20,34,23,24,15,17,21,14,12,15,19,19,20,18,9,20,7,14,12,8,15,13,11,14,8,11,17,18,22,23,8,13,14,12,14,16,19,16,15,11,13,10,6,11,14,8,10,10,12,8,13,9,6,6,13,4,13,7,6,4,10,6,14,2,5,3,4,4,4,4,7,1,2,0,1,2,6,1,2,2,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
立川一丁目,2,7,9,7,3,1,6,4,4,1,2,1,2,3,1,3,6,1,1,0,2,1,2,2,2,1,4,2,1,1,1,2,1,2,3,5,2,1,5,2,6,2,6,2,2,14,7,8,8,21,15,19,12,21,18,13,26,24,14,23,21,29,29,29,15,16,22,22,22,14,14,20,15,23,18,15,6,16,10,13,10,14,16,11,9,12,10,14,11,3,11,10,10,11,8,11,8,12,4,7,13,7,8,7,10,6,7,6,9,8,5,5,9,4,8,5,3,8,5,1,4,5,7,4,3,3,6,6,5,7,5,8,4,3,5,4,5,4,5,6,9,6,2,8,7,4,6,2,5,3,0,4,2,5,7,3,3,5,0,5,6,5,1,3,4,4,3,5,4,5,3,5,1,0,3,2,0,3,0,4,2,5,1,2,2,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
立川二丁目,7,8,3,5,5,4,4,7,6,2,5,4,3,2,1,6,2,2,1,2,2,2,5,1,3,0,6,2,1,1,2,4,1,5,3,1,2,5,2,5,5,2,5,6,14,7,5,16,26,12,16,17,20,18,18,20,25,17,15,22,23,17,9,16,24,11,19,14,21,16,23,11,13,15,10,16,11,11,5,17,16,14,12,14,11,11,13,5,6,6,16,11,15,7,11,9,8,9,8,8,14,6,14,9,10,8,3,8,5,3,9,6,4,7,6,5,8,5,4,8,4,2,2,3,6,7,7,6,5,8,4,9,11,4,9,9,12,6,7,8,8,7,11,10,5,5,6,7,5,1,5,4,5,9,4,10,12,12,4,3,2,7,1,5,5,2,3,4,3,4,2,2,3,5,2,5,2,2,0,1,0,0,0,2,0,0,0,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,14,5,11,7,5,1,7,3,2,6,6,9,4,4,6,4,8,7,1,7,5,6,7,4,2,2,8,4,7,3,4,4,3,5,3,3,2,5,5,5,4,4,5,4,7,14,7,13,14,17,12,13,14,29,20,19,27,27,29,28,24,23,26,16,16,26,22,25,25,20,13,18,24,20,16,22,15,19,13,9,22,12,15,22,13,15,11,12,14,11,10,14,12,13,23,13,11,19,10,15,10,4,19,15,9,7,12,11,10,12,15,9,5,12,8,9,8,10,12,11,4,6,8,8,3,6,5,6,8,12,9,11,11,9,10,4,9,9,10,9,5,8,13,8,6,8,4,3,4,10,6,5,5,8,8,8,6,8,4,8,3,5,6,3,4,5,5,4,5,5,2,4,1,6,1,5,1,2,2,0,2,3,1,2,1,0,0,2,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
立川四丁目,13,18,7,6,11,4,4,7,3,5,6,1,5,6,2,2,0,2,2,6,2,5,1,4,7,5,1,3,4,4,1,5,2,3,3,4,5,3,2,7,2,8,5,7,5,12,18,14,12,22,16,16,26,23,18,19,22,15,25,28,21,21,21,28,15,26,25,30,28,21,16,24,22,23,26,16,15,11,10,11,12,16,14,11,23,9,11,13,12,10,13,12,13,9,14,7,9,10,8,11,6,13,17,6,10,8,10,5,5,6,6,8,5,10,7,5,8,8,6,4,8,5,4,6,6,7,10,6,4,3,9,3,6,5,5,5,7,6,11,5,4,9,6,5,8,8,6,8,6,3,4,3,6,7,3,9,8,3,3,3,1,6,6,5,3,4,1,7,2,2,5,5,4,5,1,6,2,2,0,3,1,2,2,2,2,1,0,3,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
菊川一丁目,6,10,7,8,6,6,8,8,7,6,10,2,3,9,8,5,2,4,7,7,8,6,1,2,4,6,3,4,2,6,4,3,2,4,2,5,3,8,4,5,7,3,9,7,4,15,9,15,19,22,18,35,16,17,15,17,27,27,28,26,18,31,21,23,25,26,28,20,25,24,9,10,13,16,15,24,18,12,16,11,17,24,12,20,16,10,22,10,16,14,14,10,11,9,14,8,13,14,10,9,12,7,8,9,9,9,4,5,12,13,8,12,16,14,9,4,9,4,9,11,11,9,7,9,5,8,14,9,4,9,8,13,5,12,11,9,6,6,8,8,9,10,11,6,11,9,6,7,3,4,4,10,3,8,3,6,7,6,6,5,1,2,5,6,6,4,5,8,2,5,4,2,5,1,0,4,2,5,1,6,0,5,2,2,0,2,0,2,2,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
菊川二丁目,12,8,5,7,7,2,5,3,6,4,4,6,5,6,3,8,4,6,8,6,8,5,5,7,9,5,4,4,5,4,8,11,7,10,7,9,6,1,8,7,8,8,4,6,13,16,21,35,17,31,27,26,27,29,28,34,33,44,20,19,23,31,28,29,20,15,20,24,25,19,23,25,19,20,15,28,18,23,18,19,13,19,13,17,15,21,15,23,24,21,25,22,20,21,17,23,22,10,17,30,21,21,15,28,17,15,17,23,18,13,16,23,17,17,11,10,14,12,10,16,13,14,11,9,6,6,9,7,13,7,8,9,7,16,9,11,11,8,8,9,16,16,6,17,8,9,15,5,6,2,7,8,6,9,7,14,4,10,8,11,6,5,6,8,8,5,2,9,7,10,5,6,7,5,1,2,2,4,1,4,1,4,1,1,1,2,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川三丁目,23,12,17,11,15,21,21,9,10,16,7,10,10,11,8,7,9,6,9,4,6,9,7,10,7,7,7,13,9,8,11,11,7,8,12,12,12,14,22,11,18,13,11,22,21,16,25,19,26,19,16,40,29,41,34,29,35,38,37,45,25,49,37,35,48,46,45,31,36,40,41,41,48,32,35,39,38,34,27,29,37,42,37,26,33,33,36,27,31,25,41,22,29,33,32,34,21,27,28,30,32,29,27,35,31,33,29,24,33,25,21,36,29,30,29,35,21,17,28,19,27,21,18,25,19,28,20,26,21,18,25,23,26,20,17,24,23,21,18,20,26,27,26,23,26,25,20,15,8,10,6,12,14,10,10,18,8,9,10,14,8,17,7,6,5,18,3,7,5,8,5,10,4,12,6,7,4,6,4,8,2,4,0,2,0,7,2,3,1,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,5,10,4,6,4,6,7,0,3,6,0,3,8,1,3,5,2,3,7,4,5,1,7,2,5,6,3,2,4,3,6,7,3,1,5,5,3,5,6,5,4,8,6,14,10,13,7,10,13,13,12,17,19,18,21,14,17,22,17,11,15,16,21,15,19,10,17,12,30,13,13,9,10,10,13,13,17,17,10,13,11,11,10,22,15,6,10,14,14,10,15,11,11,12,11,19,12,17,16,10,15,14,9,11,11,13,6,7,14,12,14,12,9,14,7,5,11,9,12,13,6,11,7,6,8,9,7,4,5,7,5,8,1,7,7,6,4,9,8,3,9,9,5,8,13,8,8,9,3,5,7,4,5,5,4,3,5,4,4,7,1,2,1,5,3,3,2,3,3,2,1,1,1,1,1,3,1,2,1,0,1,0,3,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
江東橋二丁目,8,9,12,8,12,15,8,12,10,10,15,10,19,12,12,11,6,6,9,13,14,6,8,5,8,2,3,11,2,2,2,5,4,5,5,5,5,3,6,8,10,4,5,2,16,14,13,22,21,25,32,25,25,30,27,27,23,19,41,24,28,26,25,16,20,27,28,23,12,25,31,35,30,23,25,27,26,22,28,18,18,18,32,28,31,21,31,22,32,13,25,18,28,25,31,27,17,22,36,29,22,26,22,24,23,20,19,16,12,17,13,19,12,15,14,16,14,4,14,7,5,8,5,8,9,8,3,6,7,10,10,9,7,7,7,5,6,8,9,4,4,8,8,6,8,8,6,6,2,1,5,4,3,5,2,3,1,3,0,4,1,6,4,3,3,1,3,2,2,2,1,5,1,2,0,1,0,4,1,6,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,1,0,0,1,2,0,2,3,1,0,1,3,0,0,1,0,2,3,2,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1,1,2,2,4,4,1,7,4,5,8,18,6,19,8,22,13,24,12,22,17,20,17,13,13,14,12,13,5,17,12,17,8,9,11,11,5,8,5,17,7,5,4,9,4,15,2,8,10,4,14,6,7,7,9,7,5,9,3,6,3,5,1,12,5,6,2,5,10,7,8,10,2,4,1,5,2,8,2,3,4,7,4,2,4,4,2,3,1,3,1,3,1,1,1,4,2,3,0,3,2,0,1,2,1,3,3,3,3,2,0,0,1,0,2,1,2,1,2,1,0,0,1,2,3,2,0,0,0,0,3,2,0,0,1,2,0,1,0,0,1,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋四丁目,4,14,12,6,11,6,7,5,8,4,10,6,5,5,4,3,8,7,5,4,6,4,6,5,4,4,5,5,4,2,2,3,4,8,3,2,12,7,12,8,11,7,8,18,18,35,15,22,21,28,27,31,19,30,22,29,20,35,36,20,20,16,28,23,20,22,20,20,25,19,29,16,35,18,24,20,22,16,14,17,14,29,23,23,14,19,27,23,32,19,24,20,24,27,19,22,25,24,29,23,24,19,25,24,23,18,28,16,14,22,21,13,15,13,17,16,22,14,15,12,12,11,11,10,17,12,21,8,8,7,19,21,13,9,14,15,11,9,8,9,17,15,15,13,18,27,6,16,6,18,9,9,11,9,14,18,8,14,10,15,10,13,11,10,6,11,7,11,6,6,2,7,3,7,1,6,4,6,0,5,2,5,2,3,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
江東橋五丁目,23,14,17,25,14,11,10,9,9,11,13,9,10,7,11,11,8,13,9,13,13,6,8,9,10,11,9,12,10,8,11,9,13,9,13,7,8,10,7,8,14,11,10,22,14,15,25,33,21,26,36,41,24,36,39,49,40,39,28,32,40,39,39,33,35,27,36,20,32,36,36,39,36,24,26,31,30,21,19,21,26,17,31,35,27,22,19,18,22,29,36,26,28,33,28,25,26,26,27,21,26,24,19,29,29,20,19,18,25,19,20,19,21,16,11,12,11,21,12,16,19,12,15,8,14,14,14,10,15,8,5,9,13,12,8,9,12,6,3,8,10,10,13,11,10,13,13,2,3,6,7,10,9,9,5,5,3,5,3,6,2,6,3,4,4,5,0,4,4,10,0,3,2,12,2,4,1,3,1,4,3,1,4,4,0,2,1,4,0,3,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
横網一丁目,4,2,0,1,0,2,2,3,2,5,2,0,4,1,3,1,5,0,3,5,2,2,5,1,2,0,0,1,1,0,0,3,0,1,1,1,1,1,1,0,1,1,3,1,2,1,0,1,2,3,1,1,2,4,2,1,4,2,1,3,4,1,2,1,5,4,1,0,1,1,4,4,4,4,1,3,4,2,3,4,2,5,5,4,8,3,1,1,1,4,6,6,7,6,4,4,4,1,5,1,0,4,0,1,4,3,3,1,2,1,1,1,2,2,0,2,0,0,1,1,0,3,2,1,2,1,0,2,2,0,0,2,1,1,1,0,1,0,0,1,1,0,1,3,1,1,2,1,0,1,4,0,1,1,1,1,0,0,2,2,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,7,6,2,7,4,3,8,4,5,2,6,6,3,3,6,1,2,4,4,7,3,1,1,5,2,5,5,1,4,2,6,3,3,2,4,5,5,3,2,5,4,3,8,6,6,8,7,7,12,9,10,13,7,10,16,12,11,9,15,14,13,11,9,7,8,13,12,11,7,11,12,11,15,10,11,13,15,16,13,9,12,9,7,7,16,10,7,7,7,10,7,14,10,7,11,4,13,12,7,5,8,9,8,8,11,9,5,4,7,8,9,6,5,11,5,4,7,5,9,9,9,7,13,9,2,4,5,8,2,4,8,6,5,4,7,7,3,3,3,2,3,8,8,6,7,6,4,3,4,1,2,5,3,10,5,7,4,1,3,2,1,5,7,3,1,4,3,5,2,3,6,7,1,4,1,5,5,1,0,2,1,3,2,4,1,4,1,3,0,4,1,2,0,1,1,2,0,4,0,3,0,1,0,0,0,0,0,0,0,1
亀沢一丁目,6,13,10,11,15,7,10,11,5,6,11,10,6,3,10,5,3,4,6,4,5,3,5,5,7,3,5,7,5,5,3,11,10,8,2,6,12,7,3,12,6,8,6,5,15,11,17,12,11,23,26,26,23,23,30,26,29,26,29,31,27,23,26,24,32,21,28,31,23,23,25,25,23,35,19,16,16,17,15,11,17,22,12,20,24,24,15,19,20,13,22,20,19,16,17,13,16,17,10,12,17,16,20,10,12,16,15,19,11,8,11,10,9,10,7,6,13,11,14,7,11,14,7,8,11,4,6,7,7,4,4,11,5,7,7,12,11,6,8,13,10,7,10,11,13,5,6,8,8,8,5,8,2,9,7,9,6,5,4,6,5,5,1,4,0,5,1,5,4,7,3,2,1,4,1,3,3,4,5,2,0,3,2,3,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
