年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
亀沢二丁目,5,10,5,9,10,9,5,8,7,8,7,4,10,9,7,3,8,7,3,5,4,7,4,5,6,6,3,2,7,5,10,4,5,8,3,4,2,4,0,2,4,6,5,6,7,7,4,3,12,10,8,18,13,12,7,18,16,15,16,15,16,24,17,9,16,10,17,13,14,17,14,14,13,9,8,18,15,17,23,15,13,13,21,17,13,11,18,15,9,17,20,11,8,11,10,13,11,13,7,10,13,7,2,16,11,9,13,18,10,5,10,7,8,10,11,9,6,8,7,9,5,13,12,11,10,10,10,9,13,17,11,15,8,17,12,15,10,18,14,14,7,9,11,8,11,12,11,14,9,9,10,2,8,11,5,7,7,10,8,12,2,9,6,6,5,8,5,9,6,7,3,5,2,10,3,3,1,3,0,1,1,1,0,3,0,2,0,2,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0
亀沢三丁目,13,12,13,16,12,7,6,15,8,6,9,7,9,9,7,8,6,10,11,8,9,4,7,5,11,8,10,3,9,6,7,10,16,6,7,9,8,5,5,9,11,5,6,6,11,4,9,7,13,10,18,15,20,11,25,5,12,21,16,17,12,26,14,17,18,9,17,23,23,19,19,14,25,19,24,18,23,16,17,29,20,20,22,13,18,20,20,21,21,16,23,22,19,20,22,19,25,16,19,14,14,14,14,14,13,13,14,9,11,15,7,13,6,6,15,5,7,8,11,10,9,12,4,7,5,4,6,9,9,4,7,4,8,6,8,10,12,9,7,2,1,3,4,9,4,10,7,5,8,8,5,6,7,10,4,7,9,7,6,1,4,3,6,8,2,5,4,4,1,4,1,3,2,1,0,1,1,2,0,4,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
亀沢四丁目,17,14,18,21,12,17,18,13,7,9,11,8,14,8,13,6,8,9,8,10,6,9,10,9,9,6,7,4,5,7,10,6,8,10,6,11,7,2,5,7,11,4,6,4,8,11,19,11,16,12,21,17,22,19,23,20,34,18,21,36,34,34,29,25,40,32,38,28,25,34,24,29,30,28,28,26,26,36,31,27,28,32,35,25,15,25,30,20,26,26,26,38,21,27,15,13,22,13,18,14,19,20,21,16,14,17,17,12,12,6,17,16,7,12,12,7,6,17,8,14,10,8,10,8,9,7,21,6,11,11,14,9,9,13,11,6,16,14,7,10,6,7,5,7,2,9,13,9,7,7,4,7,6,5,2,8,3,4,4,4,5,4,3,7,6,7,1,2,4,5,2,7,1,5,4,4,2,9,1,4,3,3,1,2,3,4,0,5,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
石原一丁目,7,3,7,4,10,3,12,9,3,5,5,4,5,8,6,7,8,8,7,3,8,8,6,6,8,8,11,6,6,7,6,4,4,12,7,7,8,6,9,9,11,14,14,13,11,15,15,26,27,27,26,29,24,36,24,36,31,27,29,32,30,27,29,26,27,18,29,29,21,14,31,14,18,25,38,19,16,23,21,22,22,25,24,22,21,22,20,20,20,17,18,23,20,13,19,18,15,26,13,12,18,11,9,17,17,10,16,13,17,17,14,13,13,11,12,16,22,13,18,7,10,14,11,12,13,11,14,12,12,15,12,10,11,13,24,14,14,17,12,18,10,11,12,12,10,14,6,10,14,7,13,16,4,14,7,13,8,8,8,6,10,15,7,7,5,5,4,8,4,3,4,12,3,7,3,4,2,8,6,2,1,5,1,6,3,1,0,2,0,1,0,1,2,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
石原二丁目,9,12,12,12,10,11,14,12,14,14,8,6,7,9,12,9,14,9,8,8,5,9,7,10,10,6,12,13,9,8,5,9,10,9,13,4,10,8,12,7,11,6,10,11,14,6,18,18,17,22,31,16,25,22,20,20,30,30,10,27,19,14,27,25,22,26,22,19,18,19,21,31,21,19,27,24,21,19,28,19,25,16,22,19,29,28,25,15,22,23,32,15,22,18,22,22,10,20,15,14,15,15,13,20,16,18,17,11,9,6,14,11,15,10,14,8,8,8,12,7,6,9,12,11,10,6,9,11,13,18,8,12,9,16,13,14,14,7,13,11,2,11,6,6,7,3,11,7,6,11,3,18,5,11,7,8,8,5,3,5,4,8,8,8,4,7,6,5,3,7,2,5,3,10,3,8,1,6,3,5,2,6,1,1,1,4,1,2,1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
石原三丁目,15,15,14,12,11,13,11,10,17,11,12,6,12,15,5,8,12,13,11,7,10,6,9,13,4,3,4,6,4,7,8,6,6,8,4,7,12,7,9,15,10,17,17,19,22,21,23,20,20,23,21,15,30,27,29,24,24,31,27,22,30,13,31,24,40,28,29,26,31,20,31,26,24,22,26,24,33,20,29,16,18,19,33,20,43,19,29,20,32,26,23,28,30,18,29,20,28,18,29,21,18,10,19,22,26,16,21,19,11,15,19,13,9,10,17,10,9,10,23,15,18,15,21,18,10,10,16,7,15,7,18,9,14,16,20,10,18,15,18,21,3,7,14,19,17,17,14,11,16,13,13,12,5,10,12,10,10,6,6,10,8,9,8,7,4,7,4,7,2,8,3,6,0,9,6,6,3,2,5,5,4,2,0,6,0,4,0,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
石原四丁目,12,12,7,22,17,16,14,10,14,13,13,8,9,10,17,7,10,5,9,8,14,7,8,4,8,8,8,6,5,10,4,10,10,5,10,11,10,7,7,13,11,8,16,11,22,9,9,21,24,25,27,13,18,28,26,27,34,25,27,23,27,27,24,19,40,25,32,23,33,26,24,33,19,26,23,18,30,24,26,23,31,25,27,18,30,21,32,28,21,24,21,30,24,25,29,20,20,20,11,21,16,10,20,18,14,11,15,17,18,8,12,18,17,12,14,16,9,7,13,12,17,12,6,12,11,9,14,9,12,6,14,8,16,17,15,12,12,16,15,15,10,7,8,5,10,14,8,8,10,13,14,11,5,8,5,8,8,12,9,4,4,8,4,14,8,5,3,9,3,7,3,3,5,7,0,4,2,4,1,4,3,4,1,1,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
本所一丁目,27,24,13,10,15,13,11,8,9,11,17,10,11,7,13,8,12,14,15,5,17,5,12,7,8,5,5,8,9,8,6,9,8,6,6,4,11,14,7,6,12,6,12,10,13,9,19,17,14,26,16,15,33,22,26,29,22,24,20,32,27,26,35,21,32,31,26,26,31,19,30,42,26,28,28,27,29,31,24,25,39,23,21,27,31,28,31,21,37,33,22,27,24,26,26,13,20,26,30,25,25,23,19,17,11,14,21,15,15,16,18,14,13,10,15,15,15,12,20,12,15,16,14,10,17,11,10,10,11,9,13,23,15,15,12,11,17,10,17,22,5,7,9,5,15,14,9,14,11,12,9,15,9,14,6,6,6,12,6,7,7,14,5,14,11,9,3,8,2,9,6,9,5,3,1,10,2,11,3,6,0,4,4,3,1,1,0,5,2,1,0,0,0,3,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
本所二丁目,8,2,5,4,4,2,3,9,2,4,4,4,5,4,5,4,3,3,4,3,8,2,7,4,2,2,1,5,4,7,5,2,6,7,4,4,5,9,8,8,8,11,7,7,8,13,10,7,14,19,16,14,17,20,15,16,10,14,18,11,19,20,14,17,16,14,13,13,16,19,11,11,15,15,6,14,13,8,10,16,13,16,10,13,11,11,8,10,12,13,20,15,16,6,9,10,12,10,8,10,7,7,12,10,12,13,11,14,8,11,14,16,13,12,12,12,10,10,16,8,11,9,10,11,5,8,11,10,7,13,12,8,11,14,20,12,11,12,8,12,4,4,5,8,10,12,10,8,11,9,6,7,5,6,4,7,8,6,6,5,8,8,6,8,2,10,5,6,5,6,5,6,7,3,2,4,3,4,3,5,0,1,1,3,1,1,0,0,1,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
本所三丁目,7,7,9,8,6,3,4,4,4,3,7,8,6,3,4,5,2,9,2,5,6,8,5,9,5,5,3,6,10,7,4,4,10,9,10,9,9,9,3,14,7,5,6,5,8,16,15,19,9,19,13,13,23,16,12,12,9,19,15,13,18,13,18,11,19,14,16,17,20,11,18,12,12,11,10,15,14,14,10,12,14,9,18,16,12,17,11,19,19,18,16,17,18,15,20,13,14,17,12,6,17,17,17,11,10,13,10,11,15,12,10,12,9,14,8,5,15,14,13,8,8,10,13,12,16,10,13,11,13,7,9,11,16,7,10,14,15,9,13,5,7,15,8,11,12,12,9,5,9,8,5,10,5,12,6,9,7,8,5,4,10,3,3,11,5,7,3,6,5,6,3,6,3,5,1,7,2,8,1,5,1,1,2,5,1,5,0,1,2,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本所四丁目,9,15,7,11,5,8,5,11,10,5,17,7,20,9,9,7,6,8,12,6,10,9,2,7,3,5,6,2,6,10,4,6,8,9,4,9,7,7,4,8,8,8,10,5,13,17,15,13,21,15,17,15,17,14,19,18,15,17,21,20,21,18,20,24,16,23,21,25,22,21,24,18,20,17,23,15,16,25,24,18,21,23,16,11,26,14,18,19,21,20,13,22,16,20,15,19,27,18,19,18,19,20,20,11,9,16,22,8,9,14,17,14,12,12,22,10,14,15,13,13,11,8,12,12,10,6,12,4,18,16,12,15,14,13,14,15,18,14,16,8,9,5,6,11,9,13,4,11,20,15,11,11,9,8,6,9,5,7,9,11,9,4,6,6,2,12,6,9,4,9,4,7,8,5,3,4,1,3,5,5,1,5,0,4,0,3,1,1,1,2,0,5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
東駒形一丁目,4,2,3,4,5,3,2,4,3,2,4,5,0,2,3,4,1,5,4,2,5,2,6,2,5,2,3,2,2,5,2,4,4,2,4,7,7,5,5,3,7,5,9,8,7,8,6,15,17,10,17,12,9,11,9,14,16,7,11,12,12,12,16,15,16,20,15,7,9,6,8,10,5,11,10,9,16,11,10,5,13,14,14,12,6,13,11,10,5,12,10,11,11,9,14,8,9,3,8,10,9,4,6,4,5,11,5,9,6,6,8,7,10,5,10,7,5,8,4,5,6,4,10,12,7,7,8,7,7,5,8,7,1,6,13,7,8,12,9,6,2,7,5,5,7,7,8,7,4,6,6,5,3,5,3,3,6,3,3,5,4,12,4,4,1,3,5,1,4,5,0,2,2,5,1,5,0,5,1,4,2,5,0,3,0,1,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東駒形二丁目,6,6,5,6,4,6,4,5,6,5,3,4,4,6,8,3,4,5,2,8,5,3,3,4,3,7,5,4,2,5,7,4,3,6,3,6,5,3,6,2,12,6,8,2,7,4,7,8,15,12,15,10,13,13,14,14,17,11,18,12,17,10,22,14,12,16,13,5,19,8,10,16,12,12,12,17,13,9,8,14,16,14,14,10,18,15,14,9,20,10,10,11,8,7,11,10,15,12,8,8,6,12,13,9,16,6,8,5,10,6,13,4,3,9,10,5,5,10,7,8,13,10,4,11,8,6,7,11,11,12,10,8,12,11,10,11,9,14,4,8,10,8,7,9,14,5,5,6,8,10,8,10,7,10,4,16,2,7,10,9,4,9,9,7,5,11,10,10,5,7,5,7,4,2,2,1,2,6,2,5,1,5,2,2,0,6,0,1,1,4,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
東駒形三丁目,8,6,5,7,9,6,1,4,5,4,2,3,8,3,3,6,4,3,5,4,5,2,5,5,8,4,7,3,3,4,5,2,4,7,2,2,2,2,8,4,2,3,6,6,9,8,12,5,10,4,7,11,11,13,10,13,13,11,12,11,16,18,24,17,16,17,17,20,11,13,12,7,21,16,18,15,14,11,11,16,12,9,13,16,11,6,13,18,13,15,18,9,8,15,11,9,11,16,9,6,10,6,11,8,9,15,13,8,9,4,3,10,8,7,12,8,6,5,7,3,11,12,7,7,8,9,6,3,7,9,11,9,7,6,10,14,10,6,6,8,8,5,8,8,8,8,7,8,8,8,4,6,3,4,4,6,7,7,7,14,4,4,5,11,4,6,4,7,4,9,1,2,5,6,2,4,0,2,0,1,3,4,3,0,1,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
東駒形四丁目,8,13,4,11,7,7,11,7,9,7,8,7,10,7,7,3,10,9,7,11,6,10,12,3,5,10,8,7,9,0,10,5,6,11,7,4,7,12,10,10,13,9,17,10,11,10,19,11,29,23,16,13,27,20,26,23,17,18,23,19,29,26,14,20,22,19,19,20,23,31,16,20,21,18,26,17,19,20,14,16,14,14,19,28,32,29,21,22,21,26,21,26,25,14,23,27,18,22,22,11,25,12,19,16,17,21,17,14,12,15,9,12,14,9,16,9,9,13,6,14,9,11,14,13,15,6,10,19,15,14,18,12,11,9,16,20,18,10,23,22,14,17,10,12,22,10,9,12,14,11,13,11,2,10,8,11,15,9,7,10,5,5,6,12,2,8,3,7,2,4,5,6,2,8,0,4,5,4,2,5,1,1,4,4,1,2,1,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
吾妻橋一丁目,6,12,4,7,3,5,4,16,6,3,6,8,2,8,3,3,4,7,5,3,1,1,6,5,5,1,5,1,5,4,6,3,1,5,2,4,7,5,5,5,4,4,5,7,11,4,8,15,15,8,9,26,9,14,16,14,26,19,15,13,23,19,13,20,26,20,16,21,18,23,20,27,14,19,16,13,24,13,10,16,17,19,15,15,19,22,18,17,22,24,27,17,11,14,11,17,14,25,22,14,16,12,20,16,23,17,21,9,18,12,15,16,13,15,12,18,14,14,13,9,9,14,16,5,12,15,12,14,8,16,12,20,12,20,17,10,16,20,12,11,5,6,10,11,15,18,11,13,14,13,10,9,8,9,8,10,8,6,6,8,7,12,3,8,5,4,5,7,4,5,6,8,3,6,0,7,1,3,3,6,0,4,2,4,0,4,1,0,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
吾妻橋二丁目,5,5,2,4,4,3,3,2,4,0,4,2,2,3,1,5,3,3,3,2,2,8,6,2,6,4,5,3,2,6,4,4,2,2,3,2,5,5,8,4,4,4,5,3,6,10,9,11,8,20,12,8,10,14,19,22,17,12,19,13,10,10,15,9,13,20,22,19,10,11,11,11,14,8,12,12,8,8,15,14,23,13,19,12,18,13,16,17,10,12,9,12,14,11,3,11,14,6,7,12,16,12,6,11,16,8,10,7,6,11,11,9,3,9,7,6,10,6,5,2,9,6,7,10,9,9,10,3,5,4,2,5,8,5,6,10,8,10,3,8,5,6,4,5,7,7,5,6,3,7,5,4,6,3,1,5,5,4,1,8,1,5,7,8,0,4,4,4,3,5,4,4,5,4,0,4,3,4,4,7,3,4,2,2,1,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
吾妻橋三丁目,10,4,11,7,7,6,7,11,7,4,5,6,5,8,5,5,3,9,5,4,4,4,4,5,2,6,7,1,6,5,7,3,9,8,7,7,8,6,7,6,6,4,6,3,8,5,9,9,10,10,10,7,6,11,7,11,8,10,16,14,14,11,6,11,13,6,12,10,12,10,2,13,11,11,14,19,12,8,11,10,13,13,16,13,12,20,15,21,10,16,10,11,25,15,18,19,18,22,18,14,9,4,11,15,13,8,19,7,9,17,9,11,6,12,12,8,9,11,8,13,9,9,11,11,11,13,13,3,11,8,11,9,10,7,12,14,19,18,4,16,5,4,8,4,9,14,4,9,4,8,9,10,6,11,7,8,5,13,10,4,1,9,5,6,1,10,4,5,3,6,3,4,0,5,3,7,3,5,1,3,2,2,0,2,1,3,0,0,0,4,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
錦糸一丁目,11,5,8,3,5,5,7,5,4,2,2,4,5,7,0,4,6,1,3,3,2,3,1,2,2,3,2,6,3,4,7,5,4,2,5,3,5,3,3,7,11,10,9,15,12,13,24,12,14,14,14,16,22,21,34,18,22,22,27,21,33,21,39,20,22,28,26,16,27,18,27,14,19,20,26,9,18,18,21,16,16,19,18,21,16,17,18,24,13,17,18,15,20,19,12,20,17,19,15,18,11,16,12,18,12,20,15,15,12,8,5,11,12,13,12,12,9,9,11,14,8,6,8,6,8,8,9,9,4,9,12,14,10,13,9,9,12,12,6,6,3,10,5,8,11,10,9,7,5,4,6,5,6,5,1,9,6,8,5,2,1,7,2,6,3,7,4,2,3,3,2,7,3,4,0,6,1,2,3,1,2,2,2,0,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
錦糸二丁目,2,5,2,3,1,0,4,0,1,2,0,0,0,0,2,3,4,1,4,1,2,1,1,1,2,0,1,3,0,1,0,3,5,1,2,1,2,3,3,4,3,4,5,3,6,4,6,4,5,3,10,9,5,12,7,9,7,3,10,10,8,9,10,3,4,12,6,5,10,7,5,8,10,4,5,3,6,5,7,5,7,6,8,4,7,4,7,6,6,8,3,1,1,8,7,4,7,6,6,5,5,5,2,9,3,6,7,5,9,6,8,4,8,3,3,3,2,1,3,2,4,6,1,3,2,5,7,2,3,4,9,3,5,5,6,4,3,6,6,0,3,3,2,2,4,0,4,7,2,1,2,6,0,2,5,3,2,3,4,3,2,2,3,5,1,2,1,1,0,1,0,2,2,0,1,1,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
錦糸三丁目,5,5,4,4,2,4,2,3,3,2,2,1,3,0,5,1,1,2,1,2,1,1,2,0,1,3,0,2,2,3,2,3,0,1,3,1,2,0,4,5,4,1,5,6,1,7,4,8,7,8,5,11,6,9,8,4,6,11,9,6,9,8,13,11,8,8,12,7,13,10,7,10,7,7,2,9,8,5,8,6,5,12,10,8,13,7,7,2,6,4,8,7,8,10,8,3,5,8,1,4,9,4,5,3,5,5,2,0,2,1,7,4,1,10,4,6,8,6,4,3,6,4,7,5,0,4,4,1,8,3,5,1,5,4,2,2,1,0,1,5,1,0,3,2,2,1,1,3,2,5,1,0,3,2,1,2,1,2,0,5,2,2,2,3,1,2,1,4,0,3,3,2,1,2,0,1,3,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
錦糸四丁目,13,9,8,5,7,10,9,8,8,8,7,9,6,5,5,7,10,8,5,3,9,2,4,6,12,7,5,4,4,5,1,7,3,10,2,3,2,4,9,7,6,8,6,10,6,8,5,9,10,9,12,10,8,7,21,19,14,11,12,12,22,19,17,24,14,13,23,20,17,13,20,23,18,13,26,29,18,12,22,16,21,23,25,15,19,19,28,19,10,19,24,23,16,17,13,11,23,13,20,16,15,11,13,6,11,18,13,12,7,6,9,13,8,10,6,8,7,6,9,3,8,9,4,5,7,7,8,10,5,11,7,7,13,10,12,14,11,14,8,10,2,3,4,12,7,7,1,12,10,7,6,6,3,6,2,3,6,6,5,2,2,5,1,7,1,5,2,12,1,5,1,4,2,7,3,3,1,3,1,1,3,2,0,2,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
太平一丁目,20,20,22,18,29,24,28,23,19,19,22,15,18,18,14,11,23,11,14,7,13,13,12,10,6,8,12,7,10,12,5,8,8,13,13,6,7,8,13,13,11,11,11,28,11,15,20,16,18,24,22,17,16,26,27,25,22,35,21,25,32,28,29,28,34,25,28,36,35,29,34,36,40,33,37,36,27,34,43,37,44,45,45,35,27,28,44,40,31,32,29,34,25,24,39,26,32,13,19,16,19,27,34,27,22,21,18,21,21,21,17,18,20,19,21,22,16,10,17,24,14,19,16,21,17,9,24,21,26,20,19,21,26,14,25,12,22,15,15,22,6,11,12,12,13,12,11,23,16,11,12,11,8,10,7,11,6,12,11,12,8,12,6,10,5,13,3,9,2,7,3,7,4,3,0,8,4,4,3,1,2,9,0,0,1,2,3,3,0,1,1,2,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
太平二丁目,3,4,3,5,1,2,5,6,7,3,2,0,4,4,6,2,4,6,4,5,5,4,6,4,3,0,3,2,3,4,6,5,2,2,7,8,4,1,6,4,6,11,6,3,2,6,7,7,9,10,15,10,22,19,16,23,22,10,23,16,21,18,16,14,27,14,26,21,14,16,16,15,14,13,18,11,11,17,17,10,13,14,11,9,17,12,10,13,9,15,16,12,8,13,20,19,13,8,17,10,8,6,15,7,9,14,5,5,9,9,7,11,10,9,11,8,10,4,7,6,7,11,7,4,5,8,12,7,3,7,14,2,8,11,10,9,11,4,7,6,8,9,1,2,4,5,12,12,2,6,6,11,6,8,9,3,4,4,4,3,8,5,3,2,3,2,2,2,6,3,0,0,4,7,1,2,0,2,1,3,2,3,0,3,0,4,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
太平三丁目,5,6,5,9,2,1,6,5,5,7,1,3,1,1,3,3,2,5,4,3,5,1,5,6,0,4,4,8,5,5,3,3,3,1,4,2,4,0,5,4,0,2,2,2,8,8,8,7,9,16,6,7,9,14,14,19,22,15,13,14,14,15,14,16,20,15,15,14,15,18,12,11,18,9,17,11,15,9,14,9,10,16,9,14,15,13,13,10,12,6,10,7,13,10,13,9,7,6,7,11,8,4,8,9,5,7,4,6,11,1,3,9,5,7,10,4,7,4,3,8,6,5,4,5,8,7,6,3,4,7,5,4,5,7,15,4,10,10,7,8,9,4,5,3,6,5,6,4,2,4,7,10,5,5,1,5,2,8,2,6,4,8,0,5,5,5,1,2,2,3,1,6,1,2,2,2,5,3,2,2,3,0,1,0,0,1,0,2,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
太平四丁目,30,20,24,31,14,29,17,19,16,26,12,15,13,12,15,23,15,14,19,13,16,15,21,15,13,14,7,19,18,15,11,16,16,16,12,17,16,18,16,15,17,25,17,23,16,23,21,20,33,18,28,36,35,25,41,42,34,30,45,32,35,42,40,50,38,39,44,47,36,37,43,35,47,40,31,35,37,37,38,37,40,36,51,44,44,53,47,42,39,36,41,63,54,46,51,45,46,48,44,59,29,45,42,28,41,40,37,34,40,27,29,23,18,22,34,32,28,35,18,29,24,25,32,25,23,27,19,25,25,31,38,32,31,34,26,24,35,20,21,30,14,28,10,21,24,26,20,32,26,26,21,15,24,31,21,19,20,28,22,10,9,15,9,21,13,10,6,16,7,13,5,11,10,9,4,5,1,3,1,5,2,5,1,6,1,4,1,2,1,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
横川一丁目,6,10,5,5,10,4,8,9,9,4,5,3,7,6,6,9,2,4,4,6,4,4,7,2,2,6,12,3,10,5,7,5,10,4,6,4,6,4,7,7,8,5,4,6,11,5,15,3,11,14,9,8,23,6,17,9,13,13,18,9,15,15,15,14,18,12,15,12,8,12,25,11,13,10,12,13,18,8,14,12,12,13,10,9,11,18,19,20,14,9,13,13,13,13,18,15,14,10,9,11,12,10,14,12,6,7,13,13,10,17,12,3,6,8,6,9,8,6,9,6,7,9,12,5,10,8,8,6,16,13,7,10,7,7,9,8,17,8,12,8,9,13,1,7,6,10,9,4,5,5,3,5,3,8,1,6,8,4,8,5,5,6,4,6,1,3,1,6,2,2,1,2,2,3,2,1,1,0,2,0,0,2,0,1,0,1,1,1,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横川二丁目,4,8,6,2,4,2,4,4,4,2,3,2,4,5,1,2,6,1,3,2,3,5,3,5,3,5,3,2,5,5,3,1,12,5,7,3,10,6,5,6,5,7,2,5,12,6,12,11,17,19,6,8,11,17,16,19,20,16,28,13,28,15,10,23,15,19,21,10,17,17,6,7,16,12,17,11,13,8,15,11,22,14,21,10,10,16,8,8,9,10,12,12,14,9,11,12,10,5,12,10,9,7,8,9,10,8,11,7,6,9,8,2,9,2,5,8,5,4,7,3,6,3,6,5,3,11,8,4,11,8,10,5,16,4,7,6,4,4,5,4,3,5,8,1,7,7,1,3,8,6,6,7,8,7,2,8,2,7,4,1,5,7,2,7,5,4,4,5,4,4,1,3,1,2,2,3,1,2,1,2,3,3,0,4,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
横川三丁目,3,7,3,2,5,3,4,6,1,7,5,5,7,1,5,4,1,2,5,1,5,4,3,5,1,3,2,3,7,7,2,2,3,3,3,4,2,3,4,2,2,3,2,2,5,3,10,2,15,3,8,4,12,14,15,9,17,8,16,10,8,13,17,10,15,11,9,10,6,14,14,10,6,3,14,13,8,10,14,6,9,7,8,12,8,13,14,9,16,16,8,4,15,11,10,13,11,10,9,9,14,4,15,5,6,8,7,5,4,5,3,7,9,4,5,7,1,4,5,3,4,3,6,7,7,10,6,6,5,7,6,5,9,7,4,4,9,5,5,7,1,3,7,4,1,6,7,8,6,5,5,11,2,6,4,4,6,3,2,3,2,6,4,2,2,3,4,4,2,4,2,5,3,2,2,2,1,2,0,1,2,1,0,0,1,2,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
横川四丁目,4,8,4,3,5,1,4,6,7,2,5,1,5,5,5,4,3,5,9,3,6,8,2,3,4,6,6,2,6,5,3,4,4,7,1,4,4,6,10,7,7,7,7,7,6,13,18,10,17,8,12,12,17,7,15,6,15,8,9,6,12,10,12,11,18,10,13,4,11,10,11,9,10,16,11,8,10,10,9,14,14,8,16,12,12,11,11,8,12,12,15,11,14,16,13,13,13,11,8,11,4,7,10,15,14,10,8,6,4,7,10,5,9,6,2,4,3,9,4,7,6,5,11,5,7,1,7,7,6,6,6,4,8,5,8,4,6,5,10,9,6,4,5,4,4,5,7,8,4,10,4,6,4,7,3,9,7,8,2,5,5,6,4,3,3,4,2,5,1,5,1,4,1,1,3,7,4,3,1,3,1,4,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
