年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,20,10,17,14,15,15,12,14,13,13,15,11,10,12,8,6,15,11,10,9,11,4,11,9,10,8,13,9,8,15,9,17,6,6,7,2,9,9,10,9,12,9,9,8,13,6,11,14,20,34,19,27,26,33,33,30,34,28,31,42,31,40,22,44,37,40,42,38,30,35,38,30,34,32,21,28,34,28,23,26,25,23,22,30,32,21,30,24,26,32,24,28,27,26,26,27,30,33,25,21,17,26,28,19,26,23,22,19,19,15,21,8,15,19,11,15,10,13,15,8,17,13,14,15,20,16,8,16,9,7,7,15,12,10,19,10,17,8,7,12,8,17,12,14,13,10,12,14,7,4,9,8,5,8,10,10,10,9,4,10,9,4,3,11,5,2,4,3,5,1,5,3,4,5,5,0,3,5,1,3,1,3,0,1,0,3,1,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
緑四丁目,23,26,35,25,23,20,30,20,24,18,25,25,17,11,16,23,18,12,19,12,17,17,9,16,8,17,14,16,9,8,14,8,11,5,15,14,12,11,16,12,16,21,25,16,30,44,65,34,40,51,56,50,58,46,63,59,63,59,73,54,65,62,53,54,71,64,68,54,68,49,46,52,51,60,60,48,43,34,52,43,56,45,41,51,50,46,44,42,53,34,40,51,38,41,51,39,34,43,33,32,35,36,40,38,36,35,31,29,23,21,34,19,20,18,14,15,12,13,20,18,20,17,22,11,15,13,15,10,11,12,9,11,18,14,12,15,16,21,22,6,14,15,17,13,11,18,11,16,12,11,11,7,5,16,11,10,10,9,10,12,4,7,6,16,5,11,6,8,6,11,4,10,1,5,4,4,4,2,4,5,0,2,1,3,2,4,0,3,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川一丁目,3,7,6,7,7,5,3,3,3,3,6,1,2,1,1,3,5,3,2,1,1,1,3,1,1,3,2,2,4,0,2,2,1,1,0,5,4,1,1,2,7,2,4,1,4,8,7,17,7,8,17,27,16,25,9,17,17,24,24,14,13,26,28,29,23,29,14,19,24,17,23,11,16,20,10,16,21,14,8,14,8,12,13,16,12,10,7,14,10,10,12,3,5,11,10,10,5,12,7,11,8,10,9,4,11,7,9,7,5,5,8,7,8,4,9,5,8,6,2,5,5,2,3,4,8,5,2,4,5,6,6,6,5,8,5,2,6,7,3,2,5,7,8,7,3,5,7,5,6,2,4,2,0,7,3,2,6,4,2,6,2,4,5,6,2,2,2,5,4,2,2,5,3,4,2,1,1,2,0,4,1,2,0,6,1,2,2,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川二丁目,3,8,5,6,2,4,6,7,4,5,5,4,7,2,1,4,2,6,2,2,1,3,3,2,5,0,4,2,4,0,3,2,2,3,1,5,2,3,3,4,3,4,7,2,6,7,13,10,10,19,24,14,19,19,20,20,19,21,22,16,16,20,22,15,11,14,26,10,17,15,22,14,18,9,13,15,9,15,15,16,6,13,15,13,8,13,13,8,10,9,6,7,16,7,18,11,10,4,11,11,9,5,14,8,13,8,9,11,3,5,7,4,10,6,5,7,4,3,9,8,4,5,3,3,4,2,6,8,6,7,4,9,4,3,13,7,9,9,11,4,5,10,11,9,4,6,6,4,6,8,6,1,5,8,4,8,8,10,8,12,4,4,2,5,2,5,3,3,3,4,2,4,2,4,3,4,3,3,1,2,0,1,0,0,0,1,0,0,0,2,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,11,11,11,3,8,6,6,3,5,4,4,5,6,7,3,3,10,5,4,7,1,9,6,3,5,4,5,2,8,5,4,1,3,3,4,4,2,5,2,4,8,6,7,2,6,6,5,10,12,15,20,22,19,22,16,35,21,15,29,22,31,24,20,20,27,23,17,27,24,21,24,20,17,17,19,29,13,15,14,17,19,8,15,16,16,25,13,15,13,10,16,11,11,13,14,11,20,18,10,18,15,9,12,6,13,14,12,10,7,6,14,14,12,8,6,16,7,4,13,11,8,12,4,4,8,10,2,5,8,9,7,8,10,9,9,9,12,6,9,8,7,8,7,9,13,8,4,5,3,6,4,9,7,3,3,10,8,8,7,6,3,7,3,5,5,2,3,6,7,6,2,2,3,6,0,6,1,4,2,1,1,0,1,4,1,1,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
立川四丁目,10,10,11,14,7,4,6,5,4,7,2,3,4,2,5,4,1,1,0,3,2,7,3,4,0,3,7,6,2,3,3,5,2,4,1,3,4,3,4,5,3,6,6,8,7,10,9,10,18,16,14,25,25,19,21,25,18,17,20,19,28,25,22,22,20,24,14,27,25,23,22,20,21,21,26,18,22,14,11,10,13,14,13,12,17,11,20,12,9,10,16,9,12,11,14,9,15,7,10,12,9,9,11,11,9,8,10,7,8,4,8,8,5,10,9,7,4,5,8,7,6,3,6,6,8,8,5,5,9,5,5,2,7,6,6,3,4,7,7,4,10,6,3,9,10,6,7,6,3,8,7,2,4,5,3,7,5,6,7,3,0,6,1,3,6,4,2,5,1,5,3,3,4,6,2,2,1,7,1,0,1,2,1,4,1,1,1,1,0,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
菊川一丁目,7,12,5,6,7,7,6,8,9,6,11,4,6,6,3,7,7,3,4,6,8,3,4,4,3,1,3,8,3,3,2,4,4,2,2,4,1,7,1,6,4,6,6,3,9,17,5,15,7,16,26,28,24,32,19,22,20,20,32,38,25,32,18,29,27,16,30,21,24,22,20,17,8,11,12,23,20,22,16,12,17,13,21,24,9,16,15,14,21,11,14,13,11,8,13,11,10,7,12,14,14,8,8,7,11,9,7,9,6,4,9,16,10,10,14,11,9,5,9,6,9,9,10,7,5,9,8,8,12,7,6,13,7,11,6,12,9,9,5,5,10,11,10,8,11,6,10,9,4,6,3,4,5,10,5,8,3,7,8,4,3,4,5,3,2,5,7,7,3,4,4,4,3,2,4,4,0,4,2,5,1,6,1,3,0,3,0,1,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
菊川二丁目,9,7,9,8,7,5,7,2,3,3,9,5,2,8,6,8,2,5,4,8,7,5,7,5,5,5,10,5,3,5,8,4,5,10,9,11,4,8,7,3,7,6,6,10,6,11,20,22,17,43,28,29,22,23,20,29,33,34,25,36,20,23,25,32,38,26,20,14,20,25,22,19,20,27,20,19,17,24,18,27,14,17,17,20,14,13,16,20,16,29,25,21,16,22,25,25,14,17,24,15,18,33,19,12,19,25,15,18,14,18,22,18,15,23,18,14,10,8,11,14,10,14,17,13,7,10,7,5,11,7,9,8,11,11,7,15,8,11,12,8,11,11,11,20,8,10,12,8,9,4,5,4,9,12,8,7,3,11,6,14,7,9,4,3,8,8,6,3,2,14,7,6,4,6,6,4,2,4,1,2,1,3,1,3,1,2,1,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川三丁目,22,20,22,12,17,15,16,18,19,9,9,15,7,10,9,11,8,6,9,5,9,6,6,8,6,11,7,9,8,12,10,6,8,12,9,12,11,11,25,13,21,14,9,14,15,19,20,17,22,27,24,28,23,39,39,38,29,29,38,32,27,50,26,49,43,40,42,45,43,34,36,39,41,45,46,32,32,32,29,30,35,34,29,36,36,28,36,35,33,25,33,17,46,22,29,34,25,31,20,34,29,21,30,32,27,38,35,32,25,21,30,26,20,37,32,29,23,27,22,21,26,19,26,17,15,37,21,24,23,22,25,16,26,24,16,24,23,20,18,25,22,19,26,28,26,22,25,22,14,14,8,11,8,11,12,13,9,14,7,7,11,17,8,13,5,15,6,10,4,4,3,11,3,11,6,7,3,6,6,7,2,6,2,3,0,4,1,7,0,2,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,6,5,6,7,1,4,5,5,2,1,3,4,3,3,5,2,4,5,1,2,6,5,5,1,8,3,2,5,6,2,3,4,5,5,3,3,6,5,5,4,7,7,6,8,9,14,7,13,11,13,14,9,15,12,20,18,18,16,19,17,14,13,18,17,21,16,20,14,16,12,24,10,15,10,9,9,15,18,14,13,9,13,13,14,11,18,13,8,13,17,10,11,11,8,11,12,9,21,13,14,19,16,15,9,9,15,11,8,11,4,16,16,13,9,5,11,7,6,13,10,8,13,8,10,6,8,7,8,6,5,7,5,2,8,1,8,7,6,5,7,7,4,9,12,8,6,14,11,5,5,4,3,7,7,5,3,4,3,6,6,2,3,0,3,1,4,4,4,2,3,3,1,1,2,2,0,1,5,0,0,1,0,0,0,3,1,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
江東橋二丁目,3,11,8,8,12,9,12,13,6,13,9,4,17,12,14,12,13,12,8,8,13,10,10,5,8,4,4,8,3,5,2,3,2,4,3,3,6,6,7,5,7,6,10,3,10,7,15,20,13,24,25,21,32,28,28,38,25,17,29,24,30,28,27,20,18,14,26,28,21,22,18,24,33,34,34,22,16,32,29,17,20,18,16,19,33,26,28,21,27,18,32,17,27,19,25,24,31,32,23,16,29,27,19,25,22,21,22,17,18,16,11,16,14,17,8,15,14,12,11,4,11,7,6,5,4,10,9,8,2,6,12,7,7,7,9,10,5,5,6,7,9,3,5,11,5,3,12,11,5,3,0,2,7,3,2,5,1,4,1,4,1,5,2,4,5,2,1,2,3,1,1,2,1,5,1,2,0,1,0,4,1,4,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,2,1,0,0,2,1,3,1,0,2,0,0,1,2,0,0,1,1,2,1,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,5,1,1,3,5,2,7,7,10,6,20,8,20,13,23,17,20,14,20,12,11,19,15,7,15,8,11,7,12,12,11,6,11,13,6,5,13,5,14,7,6,4,11,3,11,3,8,8,4,16,9,5,7,9,8,4,11,4,2,1,7,2,10,3,4,3,7,11,8,4,8,2,3,1,7,1,6,2,2,4,6,4,5,3,2,1,3,1,2,1,2,1,1,0,4,1,2,1,2,2,2,1,0,0,3,4,3,0,1,0,0,2,0,2,1,3,2,1,0,0,1,1,2,2,1,0,0,2,0,1,2,0,0,1,2,0,1,1,0,1,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋四丁目,11,10,8,11,6,5,6,6,5,2,7,5,7,4,4,5,6,5,7,4,5,4,5,3,6,4,2,4,5,4,5,3,1,3,4,9,4,2,13,9,17,9,13,10,13,28,10,29,18,26,22,21,23,29,23,20,25,31,22,30,32,16,23,16,26,20,18,18,16,18,21,17,33,24,29,16,19,14,19,15,14,18,16,29,15,23,22,14,21,27,28,18,29,21,24,27,21,18,22,27,28,24,20,18,23,25,32,15,20,18,18,19,17,10,22,16,14,17,22,14,11,13,11,9,10,10,14,9,18,9,7,11,18,18,15,9,8,12,10,13,9,6,18,15,17,18,15,23,4,18,7,13,10,12,12,13,13,15,7,16,10,13,12,10,7,11,8,10,4,13,2,3,2,11,2,5,3,6,2,7,0,6,3,2,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
江東橋五丁目,18,15,12,16,15,18,10,7,10,12,11,11,13,10,11,9,10,12,9,16,12,13,12,5,10,11,8,13,9,12,12,4,13,10,11,10,12,10,9,8,4,11,14,13,14,19,23,29,21,37,29,32,38,45,27,42,54,45,36,38,29,34,36,35,39,33,38,35,36,28,33,33,32,30,35,25,33,24,21,26,26,27,21,20,34,26,28,20,17,17,24,30,31,25,28,34,23,29,32,23,26,25,24,21,24,32,32,27,16,17,24,16,16,20,19,14,16,12,9,18,14,14,17,12,15,13,15,10,13,12,12,7,6,8,13,13,12,7,8,4,4,11,10,8,13,12,12,8,6,3,3,6,9,11,5,5,4,4,3,8,2,4,4,6,2,2,2,5,1,6,3,5,1,8,1,8,2,5,1,2,3,4,3,2,2,3,0,5,1,2,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
横網一丁目,3,2,3,1,0,3,0,0,4,4,0,4,2,0,6,1,3,1,2,1,4,4,2,2,4,1,1,0,0,1,1,0,0,3,0,2,1,0,2,1,0,0,1,1,3,2,1,0,0,1,1,3,1,1,0,2,3,1,3,3,2,3,3,1,2,2,5,3,2,0,2,3,3,4,2,1,3,4,3,1,4,6,2,4,6,3,6,3,2,2,2,6,6,3,6,6,3,4,6,1,4,2,0,3,4,1,3,4,3,0,0,1,2,0,1,2,0,2,0,0,1,1,0,3,4,1,0,2,1,1,2,0,1,2,0,1,1,0,1,0,0,1,2,2,0,1,1,1,2,1,1,1,4,1,1,1,0,0,0,0,2,3,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,4,7,4,6,2,6,6,4,5,5,6,4,6,2,3,4,5,1,2,3,5,7,3,2,0,4,4,5,3,2,6,1,5,4,2,1,5,4,10,4,1,4,3,7,10,6,5,6,11,5,13,12,9,14,11,11,12,14,12,8,14,14,11,10,10,5,8,15,13,11,8,5,17,12,6,11,10,10,12,14,11,9,12,9,7,8,14,10,9,6,5,11,6,11,8,6,13,6,14,9,7,7,6,9,7,6,10,7,5,4,6,10,11,9,5,9,6,5,6,6,11,8,12,10,9,4,2,7,4,7,4,5,8,6,5,4,6,7,2,2,4,4,3,7,11,5,5,6,3,2,3,2,1,6,4,9,7,5,1,2,4,4,4,5,2,1,2,5,5,3,1,2,4,7,1,6,3,3,4,2,1,0,2,5,1,2,1,2,1,2,1,3,0,2,0,1,1,1,0,5,0,2,0,0,0,0,0,0,0,1
亀沢一丁目,10,14,5,14,11,11,16,8,7,8,5,6,10,7,8,5,9,4,4,5,5,4,6,4,4,4,7,4,6,7,4,6,7,8,7,8,1,6,13,10,4,8,6,9,9,8,14,15,18,16,16,28,25,30,23,20,34,22,30,34,30,23,23,18,29,22,25,21,23,28,20,21,30,28,16,34,21,16,13,20,26,12,12,23,14,23,22,21,18,15,23,13,21,17,18,22,17,15,17,17,7,13,23,14,16,12,14,19,16,13,11,9,11,11,7,9,10,4,9,14,15,7,7,12,9,8,9,4,6,7,8,6,4,10,4,8,10,10,10,10,8,10,11,10,7,9,13,6,8,9,6,7,4,10,6,8,5,6,4,6,5,6,3,4,0,5,0,4,2,6,4,5,3,5,2,2,1,1,1,4,4,2,0,2,3,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
