年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,14,18,12,13,12,15,12,12,10,8,12,11,11,9,10,5,13,9,11,4,9,10,12,11,9,20,8,6,7,5,10,11,4,7,10,5,14,6,10,4,3,9,12,14,11,7,19,18,20,17,30,24,12,17,28,32,24,27,37,36,36,37,36,26,33,30,31,30,30,20,29,20,25,30,21,25,30,23,29,31,37,23,25,34,28,27,22,24,26,27,28,37,26,31,20,18,24,24,23,18,23,23,20,14,19,9,18,15,15,15,13,13,14,12,16,15,17,13,17,12,14,15,6,8,11,17,13,8,15,14,23,9,11,12,8,15,12,15,10,11,15,15,7,7,9,6,8,10,8,12,10,9,7,13,10,6,8,7,4,5,6,4,3,2,6,2,5,3,4,3,2,3,3,4,1,6,1,2,0,3,2,3,0,3,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
緑四丁目,38,25,29,21,29,27,27,18,15,14,17,20,19,15,19,15,10,17,9,16,16,17,12,11,9,7,15,6,11,12,13,11,11,10,14,11,9,11,26,22,27,27,25,29,28,18,28,35,33,49,39,40,46,38,51,41,55,48,62,55,58,59,60,54,49,52,59,46,56,54,50,49,38,30,58,45,34,41,45,52,46,43,47,31,44,43,34,39,63,44,30,37,35,33,35,39,40,37,33,44,36,34,28,22,33,19,27,16,15,20,11,13,17,16,20,18,17,10,19,8,16,12,8,16,13,12,14,7,13,18,18,20,22,8,14,14,14,12,17,17,17,16,14,12,7,6,10,12,8,10,13,13,9,14,10,8,8,16,4,17,7,6,4,11,7,13,2,5,6,4,4,4,5,8,1,2,2,3,3,6,1,2,2,4,2,2,2,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
立川一丁目,9,5,4,4,5,3,2,1,2,2,2,5,6,1,1,1,2,3,2,3,3,3,4,2,0,1,1,2,1,1,3,5,2,1,4,2,4,2,4,2,2,5,1,2,3,10,9,11,14,22,16,15,19,26,15,29,27,30,22,32,17,17,19,23,23,17,18,21,15,23,18,14,9,18,14,11,11,10,13,12,12,13,12,17,9,3,12,11,12,10,10,8,8,12,4,9,14,6,6,9,9,7,6,6,9,9,5,4,8,4,8,5,2,9,4,1,5,5,6,5,4,3,7,6,6,7,5,9,4,2,5,4,6,4,5,6,8,6,2,8,7,3,6,3,5,3,1,4,2,6,7,4,3,5,0,5,6,5,2,3,4,4,3,5,4,5,3,5,1,0,3,2,1,4,0,4,2,5,1,2,2,1,0,2,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
立川二丁目,7,5,4,9,6,1,7,7,3,3,3,5,1,3,1,1,2,1,5,2,2,0,5,1,1,1,2,3,1,5,3,1,1,5,2,4,4,3,4,3,8,7,5,9,18,9,8,13,13,8,9,13,18,21,15,23,23,20,15,17,27,17,14,11,22,16,28,11,12,12,13,14,10,16,10,17,13,12,14,16,12,11,11,8,8,8,18,11,15,10,8,7,8,10,10,8,15,8,12,7,8,6,4,10,5,4,10,5,4,6,6,5,8,5,4,8,3,2,3,5,5,7,7,8,5,8,3,10,11,5,9,10,13,6,7,8,9,8,11,10,6,5,7,7,5,2,6,4,6,9,4,12,13,13,4,3,2,9,2,5,5,4,5,5,3,6,3,3,3,5,2,6,3,2,0,1,0,1,1,2,0,0,0,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,6,6,8,2,2,6,4,10,2,5,5,6,9,5,2,6,5,5,7,4,3,2,6,5,7,3,4,3,3,6,3,3,0,4,2,4,3,4,4,4,6,9,4,6,11,5,15,8,9,19,19,10,21,21,23,19,26,21,25,23,14,23,25,21,19,22,20,21,22,24,15,17,18,18,13,5,18,16,21,24,12,14,13,12,12,12,9,12,11,11,21,11,9,17,11,13,13,5,16,17,10,7,12,9,13,12,15,9,6,13,8,11,8,11,13,11,5,7,7,8,5,5,6,6,9,12,8,12,13,8,11,4,9,9,10,10,7,8,13,8,7,8,5,4,5,10,6,5,5,7,7,9,7,9,4,7,4,5,6,3,4,6,5,5,5,6,2,4,1,6,1,4,1,3,3,1,2,3,1,2,1,1,0,2,1,2,0,1,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
立川四丁目,13,5,8,8,4,7,7,1,7,6,2,2,1,3,3,8,1,2,3,2,7,5,1,2,2,4,1,4,3,2,3,3,3,1,3,3,1,4,2,2,6,11,11,6,10,12,12,8,32,13,10,17,16,15,16,15,23,24,22,23,13,25,21,20,26,22,13,22,14,15,22,13,15,11,11,16,11,13,16,12,22,6,7,15,13,10,14,11,15,7,10,6,8,7,9,8,4,10,15,5,11,6,9,3,6,6,8,8,6,8,9,4,7,8,3,3,7,5,4,8,6,6,9,6,4,4,9,3,9,5,6,5,8,7,14,5,4,9,7,6,7,8,7,8,5,3,4,2,6,8,4,9,8,3,3,4,1,6,6,5,4,6,2,7,4,3,4,4,4,5,1,7,2,2,0,3,2,2,1,2,2,2,0,3,1,1,0,2,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
菊川一丁目,7,9,6,10,8,7,11,3,4,12,9,7,2,5,7,9,8,7,1,2,5,6,3,4,2,6,4,3,2,2,2,5,3,7,3,6,6,2,10,5,5,10,7,7,8,7,8,17,10,14,11,11,16,17,18,19,16,22,22,19,22,28,18,19,18,17,8,9,15,18,15,26,15,11,19,13,16,24,12,22,16,12,16,10,17,13,11,10,9,9,14,9,14,13,9,10,12,9,7,8,9,10,3,7,14,14,10,11,15,13,7,6,9,4,11,10,9,10,8,10,4,8,13,9,4,9,8,14,6,12,12,9,7,6,8,8,9,10,11,7,13,9,6,7,3,3,4,11,5,9,3,6,7,7,6,7,3,2,5,6,6,4,4,6,2,6,4,2,6,2,1,4,2,5,2,6,0,5,3,3,0,3,0,2,2,0,0,0,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川二丁目,9,4,9,5,7,5,2,7,4,6,3,7,3,6,8,6,8,5,5,6,9,5,5,3,5,4,8,11,7,10,7,9,5,1,8,8,3,9,7,6,8,9,6,11,11,22,17,19,19,27,14,26,31,25,17,20,22,21,24,24,25,22,23,23,27,22,26,35,16,24,19,25,18,21,15,22,18,15,18,16,13,21,14,21,25,22,23,22,19,17,18,23,22,10,17,25,19,23,16,25,19,15,18,21,19,13,17,21,19,14,11,10,13,12,12,18,13,14,12,12,8,6,10,7,14,7,7,13,8,16,10,11,10,8,9,10,18,16,6,14,10,9,14,5,6,3,7,8,6,9,7,13,4,10,8,11,6,5,6,8,9,6,4,9,9,10,5,7,7,5,2,1,3,4,1,5,1,5,2,3,2,2,1,1,0,1,0,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
菊川三丁目,22,22,28,12,13,18,8,12,10,13,9,8,11,7,9,5,7,10,10,9,7,8,9,13,8,9,9,11,7,9,13,12,9,15,18,11,11,22,11,17,18,13,11,14,26,15,15,29,20,34,23,13,35,46,40,41,32,49,44,40,52,42,39,36,29,38,37,42,42,30,32,39,35,38,32,31,37,46,33,28,40,27,37,27,31,27,36,27,28,35,33,32,23,28,25,29,29,29,33,36,32,34,29,26,32,24,21,37,31,31,27,30,23,18,25,22,27,22,21,25,22,30,22,26,20,16,27,24,27,23,19,25,24,22,17,22,24,30,28,25,29,24,21,18,9,9,9,11,14,9,11,20,9,11,10,17,7,19,6,7,8,19,4,8,7,11,7,11,4,13,7,7,5,7,5,8,3,7,1,2,0,7,2,2,2,3,0,2,1,1,0,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,6,4,9,3,4,7,1,5,10,1,3,3,3,3,5,6,7,1,5,4,6,5,3,2,3,3,5,8,4,1,3,5,3,8,4,4,3,3,7,9,8,8,4,12,10,14,9,12,15,15,16,17,16,22,11,13,12,14,19,18,22,18,23,16,24,16,16,10,8,9,13,10,12,15,9,12,12,11,10,23,12,6,14,18,13,10,13,8,13,14,10,19,10,15,20,9,14,13,9,9,11,16,8,7,14,10,16,11,8,14,7,3,11,9,13,13,7,11,7,6,7,11,7,5,6,6,2,7,2,7,8,7,4,9,7,2,9,9,7,9,13,8,11,9,4,5,8,5,6,6,5,3,5,4,4,7,1,3,1,5,3,4,2,3,4,2,1,1,1,4,0,3,1,3,1,0,2,2,3,0,0,3,1,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
江東橋二丁目,15,11,8,16,11,14,19,10,21,17,11,11,6,6,8,12,13,7,7,7,8,5,4,11,2,2,4,5,2,4,4,4,3,3,6,8,7,3,6,1,10,7,8,9,11,11,28,16,25,23,29,31,15,21,28,25,33,23,24,19,21,21,26,18,17,21,32,31,32,27,31,25,26,26,27,21,20,17,30,32,32,23,31,22,29,15,28,18,27,24,32,23,16,20,36,28,23,29,25,25,26,23,18,17,11,17,15,19,15,17,15,13,12,4,16,6,5,8,6,10,10,9,3,7,7,9,9,9,5,7,7,4,6,8,8,4,4,8,7,6,9,9,6,6,2,2,5,4,4,6,2,2,1,3,0,4,0,6,4,3,3,1,4,2,2,2,1,5,1,4,0,1,1,4,1,7,1,3,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,4,0,4,2,1,0,2,2,1,1,1,0,2,4,3,0,2,0,1,0,0,2,0,0,1,1,0,0,0,2,0,1,0,1,0,2,2,1,3,1,5,0,0,4,11,5,10,5,15,10,14,10,16,14,21,13,12,11,9,9,9,8,11,11,11,12,19,9,14,6,7,9,12,9,6,6,9,4,15,1,6,9,4,14,7,7,6,10,9,4,9,0,6,4,6,1,13,6,6,3,5,9,6,6,7,3,6,1,5,2,11,2,2,2,7,3,4,4,4,3,3,0,3,2,2,1,1,1,4,1,2,0,3,3,1,2,2,1,4,2,3,3,2,0,0,1,0,2,1,2,1,2,1,1,0,1,2,3,1,0,0,0,0,3,2,0,1,1,2,0,1,1,0,2,2,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋四丁目,16,10,7,8,10,7,10,8,9,5,3,6,8,7,8,6,9,4,6,4,6,4,7,5,3,3,4,3,2,9,2,3,8,8,4,5,8,3,11,9,9,9,12,14,13,21,26,28,17,32,15,35,27,37,24,22,29,29,28,35,25,25,19,14,22,18,31,24,29,29,17,25,24,19,10,14,17,31,17,24,14,15,24,21,27,23,26,21,19,27,22,25,23,25,24,23,19,22,22,24,21,18,21,18,14,21,19,14,18,16,17,22,23,15,16,15,13,12,9,9,16,12,18,8,7,7,20,22,14,10,16,16,14,12,8,9,19,16,16,14,22,27,4,18,8,18,12,11,12,11,13,24,8,13,10,15,14,14,11,13,9,12,8,15,9,8,4,9,5,9,1,8,5,11,1,9,3,6,2,5,1,2,0,2,0,2,1,1,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
江東橋五丁目,23,18,21,18,12,14,17,13,16,11,15,16,6,10,11,14,13,8,9,8,11,11,9,15,14,7,10,7,17,8,12,10,7,10,5,7,11,7,14,14,6,15,19,20,22,16,30,25,23,29,33,44,44,25,21,40,31,45,33,31,42,39,52,37,43,40,44,29,34,32,28,33,30,29,21,21,25,22,28,39,28,27,21,21,21,27,35,31,26,28,25,26,29,28,33,17,25,26,20,28,32,21,23,20,24,21,19,23,19,20,13,14,12,19,13,18,17,14,17,9,15,14,12,10,17,10,5,12,13,14,12,8,14,7,5,6,10,13,13,11,9,13,14,3,5,5,7,12,10,9,5,5,2,5,3,6,4,6,3,4,4,5,0,3,4,10,1,5,3,12,1,4,1,3,1,4,2,2,5,6,1,4,1,4,0,3,0,2,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網一丁目,2,0,2,3,1,5,2,0,5,1,4,1,4,1,3,4,2,3,5,1,1,0,0,0,1,0,0,3,0,1,1,1,1,1,1,0,1,1,2,0,2,1,0,0,0,3,0,0,0,3,4,0,2,2,2,2,2,2,3,2,3,1,0,2,2,2,5,4,2,6,0,3,4,2,5,3,3,4,5,4,6,3,1,2,2,4,6,7,6,6,5,3,4,1,5,1,0,4,0,1,3,3,3,1,2,1,2,1,1,1,0,2,0,0,1,1,0,3,2,2,2,1,0,2,2,0,0,2,1,1,1,0,1,0,0,1,2,0,1,3,1,1,1,1,0,1,4,0,1,1,1,1,0,0,2,2,0,1,0,1,0,0,1,1,0,0,1,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,8,4,5,8,5,2,6,6,3,3,5,1,2,5,4,7,3,1,3,5,2,5,5,1,4,2,6,3,4,1,4,6,4,3,2,5,3,2,8,5,6,3,7,4,8,8,6,5,6,9,13,7,10,14,12,13,13,18,15,9,11,14,14,12,6,11,13,7,16,9,13,15,20,13,10,9,12,10,7,9,15,10,7,7,6,10,7,14,11,9,10,5,16,11,5,4,7,10,8,9,12,7,4,4,8,7,9,5,5,11,6,4,8,5,8,8,9,6,14,10,3,4,5,8,2,3,8,6,7,6,7,8,3,3,3,2,4,8,8,5,6,6,4,3,4,2,2,5,3,9,6,7,5,2,3,3,1,4,6,2,2,6,4,5,4,2,8,6,1,4,1,4,5,2,0,2,1,5,2,3,1,4,2,3,0,4,2,2,0,2,1,1,0,6,0,4,0,2,0,2,0,1,0,0,0,0,0,0,0,1
亀沢一丁目,16,12,9,11,9,9,14,12,9,4,12,7,3,3,7,6,6,4,6,5,8,5,7,6,4,5,5,11,9,8,3,6,10,6,1,10,4,7,6,5,13,5,7,7,6,11,21,17,23,23,20,22,20,28,22,36,31,31,27,36,37,19,27,36,26,26,30,26,27,32,23,22,22,20,25,18,18,20,14,23,26,25,20,20,21,17,20,18,21,16,19,12,14,17,11,12,18,15,19,9,11,17,14,19,11,7,10,9,9,9,10,6,10,12,15,5,10,14,8,9,10,4,6,7,7,5,4,10,6,9,7,12,11,7,7,13,13,8,12,13,13,6,6,9,9,8,7,8,2,9,7,9,6,5,5,5,7,6,1,4,0,4,1,5,3,6,3,2,2,5,1,3,3,4,5,4,1,3,2,6,2,0,0,2,0,3,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
