年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,17,15,20,14,15,16,15,15,9,14,12,12,14,10,9,15,8,7,14,10,9,9,9,4,11,9,10,7,13,9,9,15,10,16,6,6,7,2,10,10,10,13,11,9,12,10,23,16,25,21,32,35,24,33,29,32,35,29,28,24,32,43,35,41,25,49,40,46,40,40,30,28,35,33,34,26,18,26,32,23,25,23,27,26,24,33,34,21,32,24,27,33,25,30,27,25,23,30,30,31,26,20,19,27,27,18,24,20,22,19,19,14,22,9,16,19,11,15,9,13,15,8,16,13,15,15,20,16,7,16,8,6,7,15,12,10,16,9,15,8,8,12,8,17,11,13,13,9,11,14,6,4,9,6,5,8,10,10,9,8,4,10,9,4,3,11,3,2,4,3,5,1,4,3,4,3,5,0,3,5,1,3,1,2,0,2,0,3,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
緑四丁目,25,28,23,26,31,19,19,14,25,19,22,18,20,23,19,10,13,21,19,11,17,14,19,14,9,16,11,17,15,15,9,8,15,6,10,6,16,16,19,13,18,14,16,22,31,16,47,48,66,42,60,45,65,67,59,53,66,56,69,60,71,60,58,52,54,47,66,54,69,47,63,52,42,50,50,54,58,49,47,35,50,38,52,47,42,50,54,47,41,40,56,34,39,48,38,38,52,39,34,41,27,31,37,37,39,41,32,31,30,28,22,21,31,20,19,17,16,15,11,12,16,18,20,15,21,10,15,11,12,10,11,12,8,10,17,14,10,15,17,21,20,6,12,15,16,14,11,19,10,15,10,12,10,7,5,16,11,10,9,8,9,12,4,7,7,14,5,10,6,8,4,11,3,9,1,5,4,4,4,2,4,6,0,2,0,3,1,3,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
立川一丁目,5,5,3,4,5,6,6,2,3,3,3,2,4,1,2,1,1,2,5,3,1,1,2,1,1,1,1,3,2,3,3,0,0,2,2,1,1,5,5,1,1,2,8,2,6,5,9,16,9,18,16,16,15,39,22,31,14,21,21,20,24,19,11,26,29,30,20,24,14,12,20,12,22,14,16,17,11,16,15,15,8,13,7,13,13,15,11,11,8,15,10,9,12,3,6,12,10,9,5,9,7,11,7,10,9,3,11,6,9,10,6,5,9,6,9,4,6,5,7,6,2,5,4,2,3,4,7,5,2,4,4,6,6,5,5,8,5,2,6,7,3,2,5,7,8,7,3,5,7,5,6,2,3,1,0,7,3,2,6,4,2,6,2,3,5,6,1,2,2,5,4,3,2,6,3,4,1,1,0,1,0,3,1,2,0,5,1,1,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
立川二丁目,6,8,3,4,4,7,1,4,6,7,3,4,5,5,7,2,1,4,2,6,2,2,1,3,3,2,5,1,5,2,4,0,3,2,2,3,2,5,2,4,5,3,3,6,9,6,10,15,14,17,16,23,22,21,17,16,23,21,17,21,20,17,15,16,23,17,12,18,19,8,15,18,19,15,20,7,10,17,7,14,12,14,8,13,15,13,10,12,10,10,12,9,7,8,14,9,16,10,7,7,12,12,7,6,14,9,13,10,10,11,3,5,6,4,11,6,5,7,5,3,8,8,4,5,3,3,4,3,6,9,7,6,4,9,4,3,13,7,10,9,11,4,5,9,10,10,4,5,5,4,6,7,6,1,5,8,4,8,5,10,7,12,4,4,2,5,2,5,3,3,3,3,1,3,2,4,2,4,3,3,1,1,0,1,0,0,0,1,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,9,12,9,9,11,4,7,4,4,3,4,4,4,6,6,6,3,3,10,4,4,7,1,8,6,3,5,3,5,2,8,5,4,1,3,3,5,4,1,7,1,4,4,5,7,7,12,9,5,12,16,26,20,28,19,22,25,35,25,16,28,26,23,25,20,26,24,19,15,24,23,22,23,16,14,19,21,28,12,15,14,20,20,9,14,15,15,23,12,17,13,11,17,11,12,14,12,11,21,16,8,18,16,8,11,5,11,13,12,10,7,6,14,12,12,8,7,14,6,4,14,11,7,12,2,5,8,9,2,5,7,8,7,9,10,9,9,9,12,5,9,8,7,8,7,9,12,8,3,5,3,6,4,9,7,3,3,10,8,6,7,5,3,8,3,5,3,2,2,6,8,6,2,2,3,6,0,3,1,3,2,1,0,0,0,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
立川四丁目,5,6,10,7,8,12,6,4,7,5,3,4,2,3,4,1,5,4,1,1,0,4,2,8,4,4,1,3,7,6,2,3,2,5,2,4,1,4,4,3,3,4,5,8,10,7,11,21,17,10,19,19,19,27,25,31,30,23,21,16,15,18,18,22,21,19,23,24,13,22,21,27,15,18,20,21,23,20,24,12,7,9,9,14,14,11,19,11,18,14,7,10,19,8,15,11,17,8,15,8,10,13,9,11,10,10,9,8,10,7,9,3,9,8,5,9,10,7,3,5,8,7,5,2,7,5,8,8,4,5,8,5,5,2,6,5,6,3,3,7,7,4,10,6,2,9,11,6,7,5,4,8,7,2,4,5,3,7,4,6,7,3,0,6,1,3,5,4,2,5,1,5,3,3,4,5,1,1,0,6,0,0,1,1,0,4,1,1,0,1,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
菊川一丁目,8,15,4,7,6,7,5,5,7,7,8,6,8,4,6,6,3,7,7,3,4,5,7,3,4,4,3,1,3,8,3,3,2,4,4,1,2,4,1,6,2,6,6,6,7,4,11,16,9,29,14,20,22,35,28,38,17,29,26,26,27,37,23,31,21,23,17,14,22,21,25,22,22,18,8,15,10,25,23,21,17,11,16,14,20,24,8,17,16,14,20,10,12,14,13,9,17,12,9,8,12,13,12,9,7,7,12,8,8,9,7,4,10,15,10,10,14,11,7,5,10,5,8,9,11,7,5,8,7,7,11,7,6,13,6,12,5,12,8,8,5,5,9,11,10,7,11,5,10,9,4,6,3,4,5,10,5,8,4,6,8,4,3,4,5,3,2,5,7,7,3,4,4,3,3,1,4,4,0,3,1,6,1,6,1,3,0,1,0,0,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
菊川二丁目,7,3,7,5,8,5,6,4,6,2,3,3,8,5,2,6,6,7,2,6,4,5,8,5,7,6,5,10,11,4,4,4,9,4,4,10,9,12,7,8,7,5,8,6,10,11,13,18,19,25,22,41,25,31,28,22,23,33,28,30,23,35,23,20,24,33,33,24,23,20,19,25,26,19,18,23,19,16,17,22,15,27,12,16,17,22,14,9,17,21,17,29,26,21,17,23,23,25,17,21,25,14,16,32,20,15,19,26,13,18,17,18,20,18,15,23,18,13,11,7,11,12,11,12,15,13,7,9,8,6,8,7,9,7,10,11,8,14,8,10,11,9,13,11,12,20,8,10,11,8,8,4,5,4,9,11,7,7,3,11,6,14,7,9,4,3,6,8,6,3,2,13,4,5,4,5,6,4,2,3,1,2,1,3,1,3,1,2,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川三丁目,10,17,20,16,21,13,16,13,14,16,19,10,8,13,7,9,9,10,7,7,9,5,9,6,6,8,6,10,7,8,7,13,12,6,10,11,8,10,10,13,20,12,18,12,15,16,21,25,21,22,26,32,25,31,34,41,42,30,28,28,36,41,29,52,29,44,34,39,37,38,40,36,40,33,41,42,42,36,33,36,28,27,34,32,32,37,34,29,35,40,31,22,33,18,45,23,32,30,21,26,21,36,30,21,29,30,27,37,35,31,25,18,30,25,21,36,36,30,23,25,20,21,23,18,26,18,15,37,21,23,23,22,25,15,25,23,16,24,22,19,17,25,21,19,25,27,26,21,24,23,14,13,8,11,9,12,10,12,9,14,4,7,11,17,9,10,5,14,6,10,4,4,3,9,3,8,5,6,3,6,5,5,0,3,1,3,0,4,1,7,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,4,6,6,6,5,5,1,5,6,6,1,1,2,6,3,2,5,1,4,5,0,2,5,5,5,0,7,3,2,4,6,2,3,4,5,6,3,3,8,3,4,5,8,7,6,8,14,24,16,18,14,11,21,11,19,16,24,16,22,18,16,20,15,11,14,20,20,19,23,17,15,11,19,10,11,13,12,7,14,16,10,10,9,11,10,12,10,16,13,8,12,17,11,8,9,12,12,12,11,20,11,13,19,16,14,7,9,14,11,10,11,4,13,15,11,8,6,12,8,6,13,7,7,10,8,10,6,8,7,8,6,6,8,5,2,5,1,8,7,5,3,6,6,5,9,12,7,6,13,10,5,5,4,3,7,7,5,3,4,3,6,5,1,2,0,3,1,3,4,4,2,4,3,1,1,2,2,0,1,5,0,0,1,0,0,0,2,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
江東橋二丁目,16,11,1,10,7,9,11,10,12,11,6,11,10,4,16,11,14,12,13,12,8,7,10,10,9,5,6,3,3,6,2,5,1,4,2,4,3,5,5,9,9,3,11,9,13,10,17,18,29,21,22,28,24,15,33,25,34,36,32,15,23,28,24,26,28,23,19,13,24,28,22,20,18,23,35,34,35,22,16,31,26,18,19,15,17,18,32,26,28,18,21,18,30,16,25,19,23,23,28,32,25,16,27,26,17,24,22,20,22,15,18,17,12,20,15,16,10,16,15,12,12,5,12,10,6,5,4,9,10,5,3,7,13,7,6,7,9,10,5,5,6,7,8,2,4,11,5,3,11,11,5,4,0,2,7,3,1,4,1,3,1,4,1,5,2,3,5,2,1,2,3,1,1,2,1,5,1,1,0,1,0,4,0,4,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,2,3,2,1,0,0,1,1,3,1,0,2,0,0,1,2,0,0,1,1,2,1,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,0,1,4,1,3,1,5,4,11,12,13,6,25,12,21,13,20,14,16,11,19,8,15,15,15,6,12,6,11,4,14,11,11,5,11,12,3,2,12,6,8,6,7,4,11,3,11,3,10,9,4,14,9,4,8,10,7,4,10,4,2,1,7,3,11,5,3,3,6,12,7,4,7,1,3,1,8,1,5,3,2,5,7,4,5,3,2,1,2,1,2,1,3,1,1,0,4,1,2,1,2,2,2,1,0,0,3,4,2,0,1,0,0,2,0,2,1,2,2,1,1,0,1,1,2,2,1,0,0,2,0,0,2,0,0,1,1,0,1,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋四丁目,8,4,11,7,6,11,5,5,5,4,5,2,6,4,6,4,4,6,6,6,8,4,5,2,5,2,6,6,3,6,6,6,3,2,1,4,5,9,5,5,13,8,20,14,16,17,18,37,15,29,27,20,26,20,26,27,29,21,27,25,24,22,30,17,27,22,22,19,19,21,16,15,22,14,30,22,28,17,23,15,20,16,13,19,17,27,9,23,18,15,20,28,27,18,28,27,18,24,20,16,25,23,30,25,18,25,19,25,25,15,18,18,14,20,15,9,21,16,17,17,17,13,9,14,11,9,10,11,15,10,19,9,7,11,20,18,14,9,7,12,12,12,10,6,17,15,16,17,13,22,5,20,6,13,11,13,12,13,12,15,6,16,9,13,12,11,7,10,7,9,3,12,1,3,2,10,1,5,3,5,2,6,0,5,3,2,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
江東橋五丁目,8,10,13,11,11,15,12,22,8,7,10,13,12,11,12,10,9,11,10,12,9,13,11,13,13,5,10,12,8,13,10,12,10,3,11,10,10,11,14,13,9,12,4,11,18,14,15,24,26,41,21,35,34,38,46,54,30,46,43,40,49,38,33,29,33,34,35,31,35,33,33,29,35,36,28,23,32,24,31,22,21,29,26,26,23,19,31,23,26,19,21,20,22,27,30,26,27,31,22,26,32,20,26,26,23,21,22,33,34,26,15,16,25,19,16,16,19,12,13,12,10,18,13,12,15,9,11,12,15,9,10,12,12,7,5,8,13,13,11,8,8,3,4,9,8,9,13,11,12,9,4,3,2,5,7,11,5,4,4,3,1,7,2,4,2,5,1,3,2,5,1,7,4,5,0,9,1,8,1,6,1,1,2,2,2,2,2,2,0,5,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
横網一丁目,1,1,3,3,2,1,0,2,0,0,4,4,0,3,2,0,4,1,3,1,2,2,4,4,2,3,4,1,1,0,0,1,1,0,0,3,1,2,1,0,2,2,0,0,1,1,2,2,1,1,1,1,1,3,1,0,0,3,3,1,3,2,1,4,2,1,1,3,5,3,0,0,2,4,3,3,3,1,3,3,4,2,1,6,2,3,5,3,8,4,2,2,2,6,6,3,6,5,3,4,6,1,4,2,0,3,3,2,2,4,4,0,0,1,2,0,1,2,0,2,0,0,1,1,0,3,4,1,0,2,1,1,1,0,1,2,0,1,1,0,1,0,0,1,2,2,0,1,1,1,2,1,1,1,4,1,1,1,0,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,4,2,4,5,4,5,2,9,4,2,6,5,6,4,4,2,3,4,6,0,2,3,5,7,3,0,0,4,4,5,3,1,5,1,4,4,2,1,5,4,6,3,2,4,4,8,11,6,9,9,8,9,16,14,13,12,13,16,13,18,18,6,11,15,12,8,6,4,8,12,12,11,9,6,14,12,6,15,10,10,9,11,11,12,12,10,8,9,12,9,9,6,4,10,5,10,8,5,10,6,13,8,7,5,6,9,6,7,11,7,6,4,4,10,10,8,4,7,6,5,6,5,11,8,11,11,9,4,2,7,4,7,4,5,8,5,4,4,7,7,2,2,4,3,4,6,11,4,6,6,3,2,3,2,1,7,3,8,6,5,1,2,4,4,4,4,2,1,1,5,5,2,1,1,4,8,1,8,2,2,3,3,0,0,1,4,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,3,0,2,0,0,0,0,0,1
亀沢一丁目,7,13,8,9,3,13,11,10,13,8,7,6,5,4,9,7,7,4,9,5,5,6,5,3,6,4,4,4,7,5,4,4,3,7,9,7,6,6,1,7,11,9,5,5,7,11,9,17,18,16,19,18,15,34,34,31,23,25,28,28,29,23,20,19,25,18,27,21,27,19,22,30,21,17,27,31,17,29,16,14,13,20,23,15,16,22,13,21,22,21,15,14,17,11,20,18,17,19,14,13,15,15,8,15,19,15,17,11,13,18,16,15,11,9,11,11,8,7,10,4,8,13,15,7,6,12,9,8,8,5,6,7,8,6,4,11,5,7,10,11,10,10,7,10,11,10,7,9,13,6,8,8,6,6,4,10,6,7,3,6,4,6,5,6,2,4,0,5,0,4,2,5,3,4,2,5,2,1,1,1,1,5,4,2,0,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
