年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,19,10,16,14,12,15,12,12,15,11,12,12,8,4,12,14,9,8,16,6,7,7,9,9,13,8,8,13,11,15,6,5,9,6,7,8,11,7,17,8,11,8,8,8,12,18,23,29,26,24,21,30,30,19,33,25,27,38,33,41,24,38,36,38,37,36,29,21,38,32,28,30,24,26,34,23,17,32,32,24,18,27,36,25,25,27,26,33,25,25,28,25,21,35,33,31,19,19,19,23,28,26,24,16,25,22,15,12,22,8,17,17,12,15,12,13,14,10,19,11,14,17,16,17,7,11,6,11,10,10,15,10,21,10,14,11,10,15,11,13,8,13,15,13,10,10,5,5,10,7,6,11,11,7,8,10,5,10,12,6,1,9,7,3,2,1,5,3,6,1,4,5,5,1,3,4,1,3,1,4,0,0,2,4,0,2,0,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
緑四丁目,40,27,24,19,35,25,26,22,31,29,17,12,14,23,20,10,17,11,19,20,8,13,11,19,19,16,7,8,13,5,9,12,16,9,9,13,12,9,19,18,26,27,16,30,46,29,39,51,42,39,45,49,49,47,68,55,56,53,66,55,47,56,69,69,92,59,59,51,52,54,67,50,53,47,44,44,53,42,48,47,38,54,53,46,53,43,42,39,41,49,50,42,44,39,33,41,40,36,38,33,42,35,25,35,32,33,25,23,34,16,23,19,14,15,14,17,21,16,16,17,22,8,17,12,11,11,11,7,9,12,16,14,19,18,18,19,16,7,15,16,18,15,9,14,17,20,12,9,12,8,7,18,12,8,11,12,9,11,4,11,6,14,7,12,6,6,4,13,4,7,2,6,5,3,2,4,4,4,0,3,1,3,2,5,1,3,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
立川一丁目,7,8,6,2,6,3,3,1,5,2,1,2,2,3,4,2,2,1,1,1,3,1,1,2,4,3,2,0,1,2,1,2,2,5,2,0,4,3,5,1,4,2,5,5,3,9,3,7,12,20,12,20,16,18,26,24,20,22,13,27,30,29,16,20,23,29,16,9,21,18,13,21,14,22,14,11,13,18,8,10,14,16,11,9,10,15,10,13,10,6,11,10,8,8,7,13,7,9,7,9,9,6,12,3,10,9,4,8,8,5,7,4,8,5,7,6,4,4,3,4,5,2,6,6,5,6,6,5,5,8,5,5,3,5,7,5,4,1,7,9,4,7,6,6,7,3,4,1,3,4,2,7,5,2,5,4,1,7,4,5,3,5,3,3,2,6,5,2,3,5,2,3,2,1,2,3,0,4,2,3,1,5,1,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
立川二丁目,7,10,6,3,6,5,3,6,8,3,4,4,1,4,1,6,2,0,1,3,4,1,4,0,6,2,3,1,2,1,1,4,1,3,2,3,1,6,4,3,4,1,4,9,7,11,15,13,17,9,18,14,16,19,19,18,21,18,20,18,15,17,17,17,21,10,24,16,20,11,19,15,14,15,8,13,12,14,13,15,13,12,10,10,18,9,7,7,12,9,15,10,13,8,10,7,10,12,7,9,16,6,12,7,8,9,4,7,6,4,8,5,5,7,2,4,9,6,3,7,6,4,3,3,7,8,4,8,4,10,6,4,13,10,12,7,8,6,8,7,10,12,6,4,8,6,5,6,8,3,3,7,5,9,8,12,8,8,3,3,2,6,3,4,6,3,3,4,1,3,2,5,2,3,3,3,0,2,0,1,0,0,0,2,0,1,0,2,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,11,3,10,9,6,3,7,2,4,4,4,9,3,5,10,6,2,5,4,7,8,3,2,4,6,3,7,4,6,2,2,4,3,4,2,5,3,3,5,5,5,4,6,9,7,13,6,9,16,12,10,19,15,19,28,18,24,20,25,22,22,18,17,19,20,24,21,20,18,20,22,16,16,27,14,16,14,13,18,11,18,15,14,19,16,11,10,13,9,13,12,9,18,14,15,13,10,14,14,8,11,13,14,9,15,10,3,4,15,14,9,8,7,15,6,9,14,7,5,12,7,6,4,9,5,4,8,10,6,7,16,8,6,11,11,6,8,9,8,8,12,11,10,7,4,3,4,8,5,7,7,7,7,10,4,8,9,7,2,6,6,5,5,3,4,6,6,7,1,4,3,4,0,7,1,2,2,1,3,1,0,4,2,0,0,2,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
立川四丁目,15,10,8,3,6,9,4,7,5,4,4,3,3,3,2,2,1,4,2,8,2,1,2,4,6,5,3,4,1,4,2,5,5,4,4,1,3,7,2,7,5,8,5,6,11,12,14,11,15,23,21,12,23,23,23,17,20,17,28,31,24,24,15,27,11,30,35,30,18,18,19,20,23,24,17,15,8,11,14,12,17,14,17,9,13,14,13,11,15,13,12,8,14,8,14,8,7,8,8,13,17,7,9,7,10,8,7,6,5,10,8,8,6,9,9,4,6,8,3,2,5,8,9,7,8,5,7,5,5,3,8,5,5,3,6,6,10,7,8,3,5,9,7,9,6,7,5,6,6,2,4,6,4,10,7,3,6,3,1,8,3,2,6,5,1,7,2,4,3,4,7,4,1,7,2,2,0,1,1,4,1,3,2,1,1,1,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
菊川一丁目,7,9,7,10,7,7,6,7,12,3,6,9,3,8,6,5,5,9,7,5,3,5,3,2,4,6,3,5,3,5,2,3,2,2,2,10,3,6,5,4,6,2,6,14,9,8,10,11,12,25,10,17,13,18,24,22,23,26,16,26,18,21,18,20,29,20,21,29,14,10,15,13,16,25,19,17,14,11,14,15,17,26,10,15,19,10,20,13,15,11,15,10,14,11,12,9,14,11,11,10,9,6,8,9,9,9,7,7,11,16,12,10,13,10,8,5,9,8,9,11,11,8,4,10,9,8,10,10,7,12,6,11,7,11,9,7,8,6,9,10,11,8,11,6,9,9,1,5,3,8,6,7,6,7,5,8,6,5,3,3,5,5,3,5,8,6,1,4,4,3,4,2,3,4,1,4,1,6,2,5,2,3,1,2,0,1,2,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
菊川二丁目,13,6,7,4,4,5,3,0,9,7,2,7,6,11,4,3,4,6,9,5,5,5,6,7,9,4,4,5,8,7,6,10,8,12,4,4,9,6,6,5,8,8,3,7,15,18,15,35,22,27,16,28,26,33,35,40,21,25,20,29,26,34,31,24,24,15,23,26,25,24,18,24,17,25,19,20,19,25,16,20,17,16,10,14,19,23,14,29,28,24,21,19,17,27,20,14,21,17,18,32,15,21,17,18,20,17,16,18,18,22,18,21,15,10,11,10,12,14,16,15,11,14,9,8,6,5,12,10,12,8,8,14,8,15,9,8,10,9,16,16,6,18,10,10,15,7,6,3,7,6,9,10,5,12,5,10,6,15,8,6,4,5,9,8,4,7,7,11,5,7,5,5,4,2,2,5,1,3,1,5,1,2,2,2,0,1,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川三丁目,27,13,16,17,19,17,19,16,9,13,8,12,10,10,7,7,11,6,9,6,4,10,9,9,4,9,11,11,10,10,6,14,9,8,12,11,19,14,29,19,8,14,20,19,19,14,21,18,23,24,20,31,28,41,34,39,32,36,27,38,33,48,46,48,44,40,36,31,41,38,50,35,41,35,32,40,33,32,31,35,39,35,40,34,35,25,34,29,34,20,37,30,29,30,23,35,28,30,32,27,26,28,31,37,34,35,24,19,27,33,24,35,34,32,24,26,25,17,23,26,25,19,15,34,27,21,21,22,23,19,25,22,18,25,25,19,17,25,24,23,23,29,29,21,24,18,10,15,12,12,6,8,14,19,10,9,9,10,10,16,7,8,7,20,3,9,4,5,6,12,4,8,6,10,3,10,7,6,2,5,1,3,0,6,2,6,1,3,0,2,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,9,8,1,5,8,4,3,1,3,6,5,2,5,3,4,6,1,2,6,3,6,1,7,3,1,4,6,4,3,5,5,3,2,4,6,5,2,3,5,6,4,8,7,13,6,11,11,9,11,16,19,18,20,21,14,18,17,14,18,12,11,10,20,15,21,14,20,9,22,12,11,13,10,10,20,15,7,8,13,15,10,19,12,12,15,8,13,13,14,10,8,12,13,15,10,18,13,14,20,12,11,12,10,15,7,11,11,7,15,15,12,11,4,11,7,10,13,9,8,10,12,13,4,7,9,8,7,5,5,5,2,10,0,5,9,6,6,8,6,4,9,12,9,6,14,11,3,5,5,5,9,6,3,3,7,2,4,6,1,4,1,3,0,4,4,4,3,2,2,1,1,2,1,0,1,4,1,0,1,0,1,0,2,1,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
江東橋二丁目,11,8,12,10,13,12,5,16,12,4,21,17,16,13,9,8,11,11,14,8,10,5,6,4,10,10,2,3,1,4,3,7,5,2,4,5,5,9,7,4,7,1,8,5,12,17,12,25,23,18,24,31,25,28,27,32,30,26,28,16,24,24,22,22,26,25,15,24,20,27,34,31,29,24,24,30,29,20,24,16,24,21,38,32,22,22,34,12,28,16,30,20,29,26,19,30,31,22,30,25,20,31,23,20,23,23,15,17,15,19,12,12,14,14,12,12,11,5,12,9,5,4,7,9,6,9,6,9,10,10,6,7,7,7,6,8,4,4,8,10,5,5,8,3,7,12,6,3,1,3,7,4,2,4,1,3,1,5,1,4,3,5,4,1,3,2,3,2,1,3,0,4,1,2,0,1,0,5,1,4,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,0,0,1,1,2,1,0,2,1,2,1,1,1,0,2,1,2,2,1,0,2,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,3,2,2,1,2,6,2,3,4,11,6,12,7,14,10,23,12,21,11,23,18,14,17,14,12,17,9,12,7,18,13,10,6,12,10,7,3,11,10,13,4,8,4,12,2,11,2,6,18,5,12,4,3,12,8,7,3,7,4,3,2,11,4,10,2,4,5,7,10,7,5,9,2,3,2,7,1,5,2,2,2,6,3,6,5,1,1,4,1,0,3,2,1,2,1,5,1,2,2,1,1,2,2,2,0,3,4,3,1,1,0,0,3,0,1,1,3,2,0,0,1,2,3,3,0,0,0,0,2,0,1,2,0,1,1,1,1,1,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋四丁目,8,14,7,4,11,6,10,4,8,5,9,6,3,3,9,8,4,4,5,4,5,2,7,5,3,4,5,2,5,3,2,6,1,7,5,4,9,7,11,5,10,8,14,15,11,25,14,27,24,29,20,33,32,37,22,26,26,27,28,20,27,31,21,20,28,27,15,15,22,20,40,22,24,14,22,16,23,15,20,25,16,24,14,19,24,16,31,27,29,16,32,24,19,25,28,20,28,26,29,25,22,19,23,21,21,16,17,21,19,13,16,11,18,19,23,10,21,16,9,13,12,9,13,10,19,11,17,9,10,12,23,17,17,13,11,11,11,11,10,8,17,15,19,24,11,23,5,13,5,12,12,10,10,19,14,16,9,19,7,10,14,10,5,11,9,12,6,9,5,4,2,11,1,4,5,7,0,4,1,9,2,0,1,4,0,1,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
江東橋五丁目,18,23,21,19,11,9,8,14,12,9,15,9,13,10,9,11,8,17,9,11,12,6,11,12,9,12,8,10,12,6,10,11,10,7,13,10,10,8,7,7,10,20,11,18,14,15,19,27,36,31,22,34,28,49,51,34,27,37,28,45,33,35,43,23,37,36,37,34,39,32,44,29,30,31,30,29,19,23,24,23,26,21,27,30,28,21,20,22,26,37,36,26,24,24,25,30,29,20,30,26,19,25,24,24,27,22,18,17,28,19,18,16,17,16,13,16,12,17,15,15,18,11,11,14,16,11,14,13,12,6,9,10,9,14,13,6,6,6,8,10,10,10,14,16,17,5,3,3,4,7,13,12,5,5,3,7,4,7,1,4,5,7,4,3,1,4,2,7,2,5,2,9,1,7,1,3,1,2,4,5,3,1,1,3,0,5,1,4,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
横網一丁目,3,1,0,3,2,1,2,3,1,3,5,0,2,1,5,1,2,2,3,4,4,1,3,1,1,1,1,0,0,0,0,4,0,1,1,0,2,1,0,0,3,1,2,2,1,0,2,2,1,1,1,5,3,2,4,0,1,3,4,3,3,0,3,3,4,3,1,0,3,4,2,5,2,1,5,5,3,3,3,5,3,5,9,2,4,2,2,3,4,5,5,7,6,4,3,4,6,0,3,3,0,2,3,2,4,3,1,1,3,1,1,0,1,2,0,2,0,0,1,1,1,3,3,1,0,2,1,1,1,0,1,3,0,0,1,0,1,1,1,0,1,2,0,1,2,1,1,1,2,1,3,1,1,1,0,0,0,1,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,3,9,2,6,7,1,4,4,5,4,6,4,4,3,3,3,2,5,6,3,2,2,0,6,6,3,3,2,7,1,2,4,3,2,4,6,6,4,5,4,6,6,6,4,6,2,6,4,10,9,12,12,14,14,13,5,12,10,9,13,17,12,11,8,7,15,12,15,7,11,22,7,9,15,10,12,15,13,13,9,9,9,10,6,10,10,7,7,7,12,6,10,8,8,17,6,12,8,7,7,5,8,8,9,9,6,5,7,6,6,9,8,5,8,5,4,6,9,11,9,12,9,8,2,3,9,3,6,5,4,9,6,4,4,6,5,2,2,4,7,4,4,10,7,5,4,3,4,3,3,1,8,5,10,7,4,4,1,2,5,5,3,3,2,2,7,4,3,3,2,4,8,2,4,2,4,3,2,1,3,1,3,1,2,1,3,1,4,1,3,0,2,1,1,0,3,0,3,0,2,0,2,0,1,0,0,0,0,0,1
亀沢一丁目,8,14,10,8,18,14,6,6,9,12,7,4,8,6,6,3,4,3,4,6,9,2,4,5,7,7,7,4,0,9,12,11,4,5,4,5,9,10,5,9,6,9,11,3,18,10,10,12,18,24,25,19,22,22,35,35,26,23,24,25,29,36,33,23,31,23,27,33,18,29,27,29,18,24,22,17,9,16,24,18,10,23,17,24,20,20,21,13,24,13,20,18,18,17,18,16,12,13,11,13,21,12,13,12,13,21,11,13,12,9,11,10,9,8,10,10,12,10,17,5,8,17,5,3,9,4,6,6,8,8,6,8,2,12,11,9,12,9,7,12,13,9,6,8,11,5,8,9,6,9,7,10,5,7,5,5,8,7,6,6,1,2,0,7,1,4,3,5,2,6,2,4,2,2,2,2,5,4,2,3,1,2,2,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
