年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
性別,男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人]
両国一丁目,8,9,1,4,6,7,4,1,6,3,1,3,3,4,3,3,4,1,6,3,3,2,2,2,2,5,1,5,5,4,4,5,4,4,2,5,7,2,8,9,7,10,6,11,9,17,12,13,10,14,15,24,31,15,23,30,19,22,18,21,21,16,22,12,22,18,18,15,17,12,16,15,14,8,11,11,11,8,7,6,15,9,12,9,17,11,7,7,10,11,10,8,12,5,14,15,9,10,12,11,10,10,14,14,13,7,4,10,9,6,7,6,9,9,11,13,10,6,9,2,4,5,4,3,2,10,7,5,4,2,5,5,2,14,6,11,3,4,10,9,12,7,6,7,10,10,5,7,5,5,2,5,7,7,5,5,6,7,3,6,2,3,3,6,3,5,4,5,3,8,2,6,1,2,0,2,3,3,0,0,0,0,0,1,1,2,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
両国二丁目,9,8,9,8,6,11,7,8,9,8,4,11,6,12,7,2,5,6,3,5,5,6,2,5,4,6,5,8,5,5,2,5,6,5,4,2,7,8,6,6,8,12,8,14,6,12,21,14,20,16,29,17,25,30,24,18,30,21,30,28,24,24,25,31,26,19,34,22,19,16,27,20,25,27,25,19,14,23,21,24,24,17,20,14,14,17,19,27,19,20,19,11,25,16,15,17,17,21,9,13,18,15,18,7,11,5,11,9,10,7,7,14,12,14,10,10,8,12,15,6,16,10,12,10,9,13,6,7,11,9,11,11,7,9,7,6,12,10,5,9,14,13,13,13,11,18,7,7,7,8,10,11,7,12,7,8,9,12,16,4,2,6,5,5,1,4,2,6,3,6,4,4,3,4,3,4,2,6,1,4,2,4,0,4,1,4,0,4,0,1,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
両国三丁目,7,8,15,3,4,8,6,5,4,2,5,4,4,2,7,5,8,3,2,3,6,4,5,6,2,4,4,5,6,1,4,7,3,5,1,5,8,6,8,7,2,5,8,5,17,11,11,11,9,18,22,14,23,35,31,36,28,21,31,34,34,31,25,23,22,27,30,27,17,21,21,21,31,30,17,17,14,17,17,25,15,18,24,26,20,25,13,17,22,18,22,10,19,20,24,21,19,10,13,8,8,20,11,13,8,12,12,16,9,11,9,15,12,10,10,12,9,8,7,10,7,8,5,6,7,11,7,6,5,8,8,5,8,5,6,6,5,11,5,8,7,11,10,10,8,13,4,5,4,3,7,3,5,6,4,6,1,7,3,4,4,4,2,5,5,5,1,6,3,4,5,4,4,1,2,3,1,6,2,2,1,7,1,2,0,2,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
両国四丁目,17,9,8,6,6,15,8,6,8,4,10,6,8,5,6,4,5,4,4,9,7,3,7,5,3,7,3,3,6,4,7,3,5,4,5,6,7,8,16,8,12,10,11,8,20,7,13,21,21,25,21,23,25,23,22,23,29,22,22,25,28,28,27,33,21,21,18,21,30,19,23,18,17,17,18,20,23,15,20,20,22,21,20,12,12,15,18,9,19,20,19,16,21,18,24,18,23,14,14,14,14,16,12,9,19,13,9,19,14,13,12,9,8,10,5,7,14,8,7,11,10,6,5,9,9,6,9,5,7,8,14,13,11,8,10,10,7,11,10,8,13,9,12,13,9,9,2,6,2,8,5,11,7,8,12,8,3,9,5,4,4,6,4,12,3,11,5,10,3,12,4,4,5,6,6,6,2,4,2,4,2,2,1,3,0,1,1,3,0,3,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0
千歳一丁目,5,3,5,8,5,7,4,4,9,5,13,0,8,2,4,6,5,4,5,4,2,3,6,7,3,7,4,10,5,4,3,1,4,7,4,6,8,8,7,3,3,4,5,14,7,4,9,10,19,13,15,14,15,18,16,17,17,24,12,16,15,13,26,20,16,14,7,17,15,14,20,20,16,15,14,13,19,14,15,6,20,22,16,12,16,20,8,17,17,16,11,17,17,15,15,15,11,17,16,13,21,13,21,13,12,10,9,10,9,15,5,10,13,15,7,13,14,5,10,9,14,10,10,8,7,12,7,11,7,4,4,6,6,3,8,9,3,6,9,11,7,15,9,5,7,12,8,5,4,5,5,9,3,4,8,3,5,6,4,7,5,9,3,2,2,7,1,3,2,3,1,4,1,6,1,3,1,5,1,2,0,1,1,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
千歳二丁目,6,4,4,7,3,4,2,2,5,4,6,7,5,0,2,6,2,5,5,2,4,4,2,4,6,2,5,3,3,2,1,5,1,1,4,3,3,1,9,2,12,2,4,4,5,4,2,4,11,7,12,7,7,9,17,14,17,20,7,11,12,10,13,9,16,12,11,10,6,9,10,6,10,8,10,7,11,14,16,13,6,13,16,15,11,9,10,9,12,4,12,10,9,10,12,7,13,8,7,6,6,13,10,5,7,6,6,6,7,3,5,7,9,8,6,3,3,8,8,3,9,3,1,1,7,6,6,4,3,2,1,0,3,3,3,4,2,2,2,1,2,3,5,1,8,5,2,1,1,7,1,3,1,5,3,3,4,4,3,1,1,5,2,4,3,3,2,4,1,1,3,2,0,4,1,1,1,3,2,0,1,3,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千歳三丁目,11,16,11,7,12,15,17,13,15,8,5,6,6,7,12,6,3,6,6,7,6,10,8,3,3,4,6,4,4,7,3,1,2,6,5,5,5,6,10,6,7,3,14,9,11,10,17,17,16,19,22,24,21,26,27,21,40,28,25,25,30,35,29,18,38,29,31,28,17,34,34,30,41,29,27,25,32,24,24,26,19,25,33,22,27,22,19,22,29,22,25,27,20,22,22,10,25,18,18,23,7,23,20,17,10,19,14,11,14,11,16,13,9,11,10,10,11,14,12,12,13,11,5,9,9,4,7,7,6,6,6,8,9,15,8,8,12,17,12,5,10,7,9,16,10,12,9,7,5,5,4,6,12,5,5,8,4,9,2,7,3,6,7,7,4,7,2,4,3,6,7,6,4,5,2,1,4,3,1,6,0,4,0,4,2,3,3,3,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
緑一丁目,14,17,22,10,11,8,15,6,13,11,10,10,6,10,11,11,5,7,10,10,11,8,9,9,14,10,10,12,7,9,7,6,8,5,8,5,11,8,16,16,16,13,14,10,20,15,21,24,23,26,30,33,37,36,50,43,37,34,48,41,42,39,27,39,35,29,45,34,37,34,35,20,30,22,30,28,30,24,31,27,48,36,28,23,25,25,21,18,36,29,34,38,33,24,27,20,23,26,22,18,22,20,23,19,18,24,20,10,25,20,17,17,13,11,13,15,14,12,11,10,15,7,10,17,4,10,10,13,13,15,5,9,9,9,5,8,7,10,15,8,13,10,19,12,9,14,9,8,6,9,8,5,6,11,8,7,3,13,4,6,4,5,6,10,5,4,7,5,5,6,2,5,5,11,3,4,1,8,3,5,2,7,0,5,0,3,1,1,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
緑二丁目,24,13,20,15,21,9,20,15,12,20,12,7,21,10,16,17,18,10,11,14,17,10,16,14,18,16,13,11,6,8,16,9,15,15,10,15,9,12,15,13,12,9,3,19,16,22,25,30,28,39,25,38,32,40,37,34,42,39,31,39,31,36,36,44,46,27,44,39,33,41,28,24,27,31,30,29,22,22,36,26,33,41,19,29,29,32,13,27,38,25,28,38,31,38,29,30,34,24,32,26,24,29,27,28,24,25,22,21,24,20,16,23,14,17,14,22,16,16,18,14,14,16,15,13,17,10,10,15,10,11,9,9,11,13,11,11,17,8,6,16,13,12,8,10,13,16,6,10,3,10,11,11,11,15,8,14,8,14,8,11,7,4,7,3,10,4,5,7,5,7,2,7,1,8,0,1,5,8,4,6,1,7,1,5,2,4,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
