年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
性別,男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人]
両国一丁目,7,8,7,6,5,10,5,3,3,7,6,2,4,2,2,3,4,3,2,2,5,0,6,3,5,1,3,3,1,5,2,5,5,3,4,5,4,6,7,7,6,9,5,9,9,19,16,15,13,18,19,20,33,24,21,28,44,22,26,30,22,24,24,28,21,17,25,15,17,19,12,13,16,13,20,18,15,5,13,13,7,15,8,9,9,12,12,8,15,8,12,9,12,11,11,8,8,9,13,15,15,9,12,12,11,8,15,13,11,7,4,12,7,4,7,9,11,11,10,12,8,3,8,3,3,4,4,4,1,9,8,4,8,4,1,4,3,15,4,10,5,3,10,9,10,5,5,8,10,11,4,6,4,5,2,5,6,6,4,4,6,6,0,4,2,3,4,8,2,2,3,5,2,6,2,5,1,2,1,1,1,3,0,0,0,0,0,1,0,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
両国二丁目,4,6,5,5,7,7,8,8,7,6,4,9,7,6,2,9,11,11,4,4,4,3,5,7,3,9,3,3,2,8,5,6,3,5,3,5,5,5,10,6,9,9,9,10,11,13,9,19,20,16,26,19,30,14,28,24,21,28,18,25,24,21,23,21,20,21,23,18,17,21,28,9,12,22,31,16,13,20,17,21,13,21,21,24,24,19,20,11,15,23,20,21,19,17,15,13,26,15,14,21,17,18,12,12,18,10,14,6,13,6,12,12,7,9,9,13,9,12,8,9,12,8,10,9,16,12,9,9,12,11,5,8,13,12,11,13,4,4,9,6,9,9,6,11,12,12,13,14,12,13,7,7,4,9,11,12,4,8,7,12,8,9,13,4,2,7,5,2,2,3,3,5,2,4,4,2,3,6,2,3,2,3,0,2,1,4,1,6,0,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
両国三丁目,5,8,7,9,8,4,10,3,2,5,6,4,5,2,3,2,4,4,10,6,4,1,2,3,4,3,7,6,1,3,3,3,2,4,6,5,4,2,3,9,12,5,10,8,11,5,12,14,24,19,17,21,30,38,26,27,37,40,32,20,26,31,26,31,32,23,26,17,23,17,23,18,21,21,22,19,24,25,16,10,15,21,16,18,19,17,19,26,17,23,14,15,26,19,15,11,22,22,18,16,19,12,14,9,6,17,11,10,9,8,11,19,7,11,13,9,10,8,9,15,14,8,5,8,4,10,5,4,10,9,2,7,5,7,4,6,8,4,6,8,5,10,6,7,6,14,8,8,7,10,3,4,6,4,5,3,5,6,3,5,1,7,4,5,1,4,3,6,3,5,3,5,3,5,1,4,5,0,1,6,2,3,1,1,1,5,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
両国四丁目,12,5,13,8,11,9,5,5,9,13,7,5,14,5,7,6,7,3,5,2,5,4,5,8,9,4,6,7,2,8,3,3,9,3,5,3,4,7,8,7,10,8,9,4,8,15,17,17,16,20,15,26,20,53,31,27,30,32,24,30,32,20,17,27,35,12,22,24,20,20,27,15,28,23,26,20,21,19,21,16,27,18,13,19,18,13,20,12,9,17,20,12,20,17,13,13,18,19,26,21,16,8,13,14,10,19,15,9,18,14,12,22,13,11,12,11,10,11,8,6,13,8,4,12,11,3,5,8,10,6,9,9,8,5,15,8,10,9,8,9,11,13,8,7,8,9,16,14,4,8,0,6,0,8,7,13,9,9,9,6,5,11,3,1,4,5,3,9,2,10,5,12,2,8,4,5,3,9,7,3,1,2,0,4,2,3,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
千歳一丁目,5,2,6,4,4,4,8,3,2,4,4,4,12,5,10,1,7,3,4,8,6,2,5,5,1,4,7,10,2,11,6,8,6,4,3,2,3,6,3,8,13,7,7,5,5,9,13,18,10,8,11,7,16,19,18,21,17,12,15,16,24,20,12,15,21,23,23,11,11,9,8,21,12,13,20,17,10,15,11,18,16,11,18,15,19,15,18,13,12,16,9,20,19,19,10,14,15,14,14,14,10,17,20,14,14,11,22,10,10,11,10,13,9,11,5,10,12,14,10,13,7,10,8,6,16,10,6,8,9,14,6,7,6,4,5,6,7,5,4,6,5,9,11,11,5,14,9,8,6,8,5,3,3,7,5,6,1,2,8,4,5,4,3,9,4,4,3,4,1,5,3,5,1,3,0,4,2,3,0,2,1,7,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
千歳二丁目,6,9,9,5,3,3,4,9,1,1,2,3,6,2,3,6,3,3,3,3,2,3,5,2,2,3,2,5,5,1,5,3,2,3,1,4,7,7,9,4,8,9,9,2,10,6,7,4,6,11,6,12,11,13,13,15,9,12,18,15,22,20,11,11,8,11,13,6,11,11,9,4,7,9,8,4,8,6,9,7,13,15,13,10,11,14,12,9,9,9,5,9,14,8,10,10,7,9,9,7,12,9,6,12,7,6,11,7,7,8,5,4,5,3,4,8,6,5,5,5,3,7,6,0,8,2,3,2,5,4,6,3,4,1,1,1,3,2,4,5,0,0,2,1,1,3,9,2,5,4,1,2,0,6,1,4,2,5,4,2,2,4,3,3,1,3,3,4,2,2,2,3,2,1,1,1,0,4,1,1,2,3,1,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千歳三丁目,13,7,10,8,14,13,10,8,12,13,18,12,7,8,6,6,7,7,9,4,3,7,8,10,7,7,8,4,4,4,7,5,3,5,4,2,1,6,10,8,9,6,6,12,14,13,19,15,20,24,18,22,22,22,29,22,30,31,35,30,38,23,26,19,24,25,20,23,34,33,24,22,20,31,36,31,39,24,37,31,37,28,17,27,19,25,33,22,20,18,23,23,27,28,22,21,26,20,23,11,22,19,21,20,11,26,14,14,15,20,12,8,18,9,12,16,10,14,12,6,13,11,11,13,10,11,6,7,9,6,8,7,5,4,5,10,8,12,10,14,6,11,12,4,10,12,7,9,11,10,7,9,4,4,7,4,7,7,3,5,3,10,1,7,5,5,5,7,4,9,3,5,5,3,2,5,4,3,2,2,3,4,0,5,0,2,1,2,1,0,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
緑一丁目,16,12,16,9,15,14,22,9,8,5,17,10,11,9,11,10,7,10,11,11,9,7,7,11,15,12,6,8,13,9,11,11,8,8,8,7,9,5,13,10,15,10,13,13,23,13,33,30,34,34,30,44,42,51,49,48,61,56,53,43,40,43,52,44,38,42,34,32,26,32,46,43,35,29,35,22,28,26,24,19,37,32,36,33,43,33,22,26,32,28,27,19,39,39,35,37,35,24,26,20,23,27,24,15,25,25,21,16,18,22,21,11,27,22,18,15,8,12,19,16,15,10,7,8,12,10,10,17,5,8,10,12,13,14,6,9,5,7,7,9,7,8,10,8,10,11,16,13,12,12,5,7,5,8,9,6,8,9,2,10,3,9,3,6,5,3,3,11,5,4,5,6,7,3,2,6,3,9,1,1,1,6,1,4,2,4,0,4,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
緑二丁目,16,11,29,19,20,14,12,12,17,6,21,21,10,12,14,10,18,8,19,14,15,11,11,15,20,8,12,16,22,14,10,8,13,7,11,13,17,14,13,20,13,11,18,13,10,16,15,30,12,26,28,36,41,43,41,34,33,46,31,37,47,36,33,40,32,40,31,36,43,26,31,32,26,34,35,25,29,25,22,27,30,27,36,26,28,37,18,27,31,25,19,27,25,28,28,37,30,41,30,29,30,24,36,27,30,33,24,20,21,23,27,27,20,15,13,21,16,18,12,19,18,14,19,14,14,15,11,11,15,13,10,15,10,9,10,12,8,14,13,9,15,10,7,18,12,10,12,7,8,15,9,8,2,8,11,12,8,18,9,12,7,10,7,10,6,3,5,5,8,4,3,6,3,6,2,6,1,6,1,3,2,7,4,5,1,5,0,3,1,3,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
