年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,20,15,17,18,13,11,15,12,11,13,12,11,14,14,9,9,8,8,12,10,9,5,15,7,9,8,8,9,12,12,9,15,8,9,6,5,11,9,6,5,10,11,13,9,12,10,14,14,23,29,22,33,25,27,30,29,36,30,26,26,35,51,26,44,39,37,35,48,32,31,30,31,40,33,20,26,27,29,30,19,22,27,28,29,22,24,41,20,25,29,27,30,26,29,20,24,21,33,38,28,20,15,23,26,21,23,26,19,21,17,18,12,18,11,14,17,9,14,11,11,15,10,19,15,15,15,15,17,7,8,5,11,12,11,10,10,26,11,8,11,7,14,10,14,9,11,15,15,10,6,7,5,8,8,8,9,6,8,9,9,4,9,9,5,1,8,6,3,3,1,5,3,7,1,4,4,3,1,3,5,1,3,1,2,0,1,0,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
緑四丁目,26,24,24,23,32,18,23,19,25,19,21,17,24,21,14,15,18,20,20,10,17,16,9,19,12,13,9,17,15,11,9,10,14,4,11,14,20,8,19,18,20,17,18,19,44,36,46,42,63,42,54,54,56,52,72,63,58,59,72,56,59,59,71,58,66,54,66,63,73,51,44,50,45,61,57,42,56,44,41,37,66,41,37,49,49,49,47,47,49,35,49,45,37,45,47,39,42,35,33,43,34,35,39,38,36,36,30,33,25,23,29,22,27,16,14,14,16,14,16,17,19,16,18,14,22,7,13,16,13,9,11,16,9,7,16,17,16,19,21,10,17,11,11,16,17,19,11,12,11,16,11,9,10,10,5,13,11,10,8,10,9,11,4,13,6,12,6,7,5,10,4,13,3,5,1,6,5,2,4,6,2,1,0,2,0,4,1,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川一丁目,2,5,3,8,7,3,5,1,4,5,3,0,3,0,2,3,2,2,6,1,1,0,2,2,1,2,2,2,3,2,1,1,0,1,1,2,2,5,3,0,3,3,7,2,6,5,12,18,13,15,14,18,17,35,16,21,15,20,23,24,20,22,17,29,27,32,20,16,20,21,19,9,19,14,18,20,12,15,9,12,10,12,6,14,17,11,10,15,8,11,12,5,9,10,7,8,8,12,5,10,9,8,6,9,10,8,11,6,10,6,7,7,7,2,9,5,4,5,4,9,3,1,4,4,6,3,5,4,5,6,5,6,5,8,5,4,4,3,5,5,4,2,8,9,4,8,8,5,5,2,3,1,3,5,2,6,4,1,4,5,1,6,4,4,3,4,2,3,4,6,4,4,2,4,1,1,1,1,0,1,0,5,1,5,1,2,1,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
立川二丁目,6,3,3,8,3,5,5,3,3,8,3,4,6,4,5,2,0,5,4,4,1,1,1,4,5,2,2,0,6,2,3,1,3,2,1,6,2,1,2,3,5,8,5,2,9,8,9,11,14,24,18,16,17,12,23,22,19,22,23,19,19,15,23,18,12,18,16,14,17,6,22,23,21,8,12,13,11,16,7,12,10,14,11,14,13,12,8,8,15,9,8,7,12,10,15,7,9,9,9,9,12,10,7,7,17,8,12,7,6,9,3,4,10,5,4,8,7,3,2,5,8,8,3,4,4,3,4,5,8,7,5,7,4,6,7,4,11,10,13,5,6,8,8,7,10,10,5,5,6,8,3,2,8,5,2,9,7,9,9,11,5,7,3,7,1,5,3,2,4,3,2,3,1,2,2,5,2,4,3,3,0,0,0,1,0,1,0,0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,6,14,11,8,6,6,6,1,5,3,4,6,7,7,5,5,4,3,11,7,0,6,3,6,7,5,2,1,8,3,8,5,4,2,2,3,2,4,2,7,4,4,2,5,9,5,6,11,13,13,12,24,18,21,20,33,21,29,32,18,25,30,25,22,23,20,17,20,20,26,17,16,18,20,24,20,12,26,13,15,13,12,19,14,14,18,14,17,16,15,14,10,12,15,13,10,20,17,10,16,12,13,12,6,14,14,9,8,12,11,11,9,11,9,9,12,10,8,6,11,15,8,3,10,7,6,6,8,4,5,8,11,5,7,14,9,8,6,10,7,9,8,5,10,11,8,7,7,4,3,3,10,6,4,4,7,8,9,5,6,6,5,1,8,4,4,5,4,5,4,4,6,2,3,2,4,1,6,1,1,1,1,0,2,0,3,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
立川四丁目,8,8,10,12,5,9,10,2,4,7,1,2,6,2,4,3,1,3,1,0,1,7,3,8,2,1,7,7,2,2,3,4,2,6,1,3,4,5,3,2,3,10,5,7,11,11,16,16,15,13,18,24,20,27,26,25,25,19,19,17,20,21,23,22,22,31,16,23,16,21,26,28,19,20,18,18,25,18,16,10,12,11,7,13,18,9,20,9,14,14,15,9,18,12,15,10,18,6,11,8,6,12,8,11,16,7,9,8,8,7,9,4,6,10,7,9,5,7,7,7,6,4,6,3,4,7,8,7,9,6,4,4,7,3,7,4,5,4,6,6,11,5,5,7,5,6,10,8,5,8,5,2,4,1,4,7,2,9,9,4,1,2,1,7,3,3,3,3,1,7,2,3,3,5,3,3,1,5,1,2,0,1,1,1,1,3,0,1,0,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川一丁目,6,9,6,8,5,5,7,5,8,8,5,7,10,2,3,9,5,4,4,4,6,5,9,4,0,2,4,3,3,7,3,4,3,3,2,3,2,5,2,4,4,5,7,6,10,4,7,36,7,16,24,30,22,32,20,22,19,29,31,39,26,24,23,30,18,17,19,16,26,19,27,27,12,7,9,19,17,27,21,14,15,13,11,19,21,23,11,12,19,12,19,14,12,10,11,8,13,11,9,13,11,10,11,5,13,7,6,10,6,6,10,7,9,18,14,11,7,5,12,3,9,9,11,11,9,8,4,6,11,8,5,9,8,15,6,9,7,10,8,8,7,8,10,7,11,7,13,8,5,9,2,4,4,11,4,7,5,4,7,8,6,4,2,2,5,6,4,5,7,7,1,3,4,3,6,1,0,4,1,5,1,7,1,5,1,1,0,1,0,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
菊川二丁目,12,7,7,7,8,5,7,3,7,3,6,2,4,4,2,10,7,8,4,5,8,4,6,7,5,8,8,6,6,5,5,3,9,9,6,8,9,12,4,5,10,6,8,9,12,13,9,18,21,32,17,29,34,24,14,30,34,34,30,37,22,23,18,28,35,31,23,19,16,23,24,20,25,26,22,20,9,27,19,20,16,26,14,17,20,15,13,19,18,21,17,22,29,22,18,25,23,24,17,14,18,20,20,25,16,22,18,17,16,24,18,13,18,27,17,17,13,11,14,10,11,10,14,15,10,12,6,4,9,8,10,8,11,9,6,15,8,10,10,10,10,9,17,14,4,15,9,11,13,7,5,2,7,6,9,9,6,13,3,10,7,12,7,5,5,6,6,7,3,7,7,10,5,6,6,6,1,1,3,2,1,4,1,4,1,1,1,2,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川三丁目,12,17,26,11,19,12,14,18,17,13,13,15,9,10,10,13,7,6,9,7,11,5,6,8,5,10,9,8,4,12,10,9,10,11,8,8,11,12,12,16,17,10,20,15,14,21,21,22,26,30,26,23,32,37,30,40,42,24,31,32,34,41,25,51,29,32,39,54,44,37,40,40,40,42,37,33,35,32,34,34,26,30,32,41,38,29,35,32,35,29,33,24,44,21,30,29,32,26,18,31,28,30,33,27,28,31,24,35,32,32,35,17,19,32,26,35,35,32,21,19,24,19,23,21,22,23,19,31,19,26,20,19,27,21,22,23,19,16,22,27,20,20,22,25,24,26,24,23,22,14,9,13,8,14,12,7,8,21,9,10,10,10,8,16,8,7,4,19,3,6,4,5,6,10,2,9,5,6,5,7,4,4,1,4,1,3,0,3,1,7,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,7,4,5,7,2,6,3,5,5,2,2,1,0,6,7,1,2,2,3,5,1,3,5,3,7,0,6,6,3,2,5,4,7,6,3,2,4,4,7,7,5,4,8,9,8,17,15,19,13,14,17,12,25,6,19,20,30,19,17,17,15,19,16,23,17,19,18,13,24,14,20,11,15,8,13,15,13,9,14,15,11,10,10,11,7,23,16,7,11,13,11,15,13,11,6,14,15,14,12,19,14,11,15,14,13,10,12,12,8,8,13,7,17,12,4,9,8,9,11,10,11,13,3,10,10,8,4,7,10,5,6,6,3,6,3,7,5,6,4,6,4,4,7,9,8,9,11,6,12,10,1,5,8,5,6,5,2,3,7,2,5,6,1,3,1,4,1,4,3,2,4,2,2,2,1,1,1,2,1,3,0,0,1,0,2,0,0,1,1,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
江東橋二丁目,8,10,3,8,12,8,12,9,9,15,7,7,14,8,18,13,13,13,5,3,11,13,10,6,7,4,5,3,2,7,3,6,2,4,5,3,3,6,9,7,5,9,8,6,9,15,20,25,23,20,19,21,32,27,32,26,24,28,27,20,25,33,31,17,19,18,18,22,28,23,16,21,21,27,36,33,29,26,18,25,26,16,15,13,28,19,25,31,27,20,32,17,21,17,27,25,27,25,19,25,32,24,22,21,20,22,26,20,18,17,14,19,16,18,13,17,14,12,14,7,11,7,8,8,4,6,9,7,6,5,6,7,10,7,7,9,6,5,8,8,5,5,7,7,6,6,9,5,7,8,3,3,3,2,4,4,1,4,1,2,0,5,1,5,3,3,4,2,2,2,3,2,1,3,0,2,1,1,0,2,0,6,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,3,3,0,0,0,1,1,0,3,1,0,2,0,1,1,1,1,0,1,1,2,1,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,3,2,1,6,1,4,3,7,8,10,7,17,9,24,10,17,19,15,14,21,7,18,13,10,12,15,9,13,3,15,11,9,7,8,11,10,5,5,4,15,4,9,2,4,6,15,2,9,5,3,17,9,5,6,7,8,7,9,4,6,2,3,2,11,4,6,2,1,11,9,4,7,4,7,1,6,2,7,0,4,5,4,4,5,3,5,2,2,1,1,1,4,1,1,1,1,1,5,0,2,2,1,1,2,1,2,1,1,3,3,0,0,0,0,3,1,1,0,3,2,0,0,1,1,2,3,0,0,0,0,2,1,0,1,1,1,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋四丁目,10,5,5,11,8,8,5,4,6,3,6,5,7,3,5,5,5,2,7,8,6,4,4,3,5,4,4,6,3,3,4,5,4,2,4,7,1,6,9,7,18,10,15,11,13,30,19,40,15,16,22,20,29,18,26,25,24,28,16,21,29,24,28,22,21,18,20,12,16,17,21,20,22,14,38,18,23,18,16,16,14,13,20,23,12,22,17,23,17,18,32,24,23,17,27,28,17,18,23,20,24,25,27,22,18,22,22,18,22,16,18,22,15,11,11,15,19,17,20,11,19,13,8,13,8,8,11,11,22,12,10,6,13,20,15,11,14,8,7,9,10,12,15,11,14,12,18,24,5,22,8,18,8,7,11,11,13,17,10,17,11,13,4,12,15,10,6,10,6,12,3,9,1,3,2,9,0,7,5,5,0,3,2,8,1,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
江東橋五丁目,9,14,15,14,13,20,10,13,12,8,9,14,12,9,10,9,11,12,8,10,11,13,8,11,18,8,9,11,7,11,11,13,11,7,8,8,16,10,9,14,7,12,10,6,21,22,22,26,20,40,25,42,41,47,30,49,43,43,44,37,33,35,32,40,41,29,40,31,27,31,36,30,34,34,35,23,33,26,26,25,19,26,29,23,31,23,22,26,22,19,21,24,30,29,30,32,22,23,28,26,29,17,26,25,21,31,27,29,29,20,18,16,22,17,18,16,15,11,9,17,12,14,16,12,14,11,12,14,14,5,13,11,5,9,10,11,9,10,15,5,4,7,7,8,13,10,11,14,9,3,3,3,4,10,10,8,4,4,3,7,3,5,2,2,1,6,4,6,0,4,3,9,2,3,1,10,0,6,2,4,1,3,3,1,3,2,1,2,0,4,1,2,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
横網一丁目,2,2,4,2,1,1,0,2,2,2,2,2,1,3,3,1,3,1,4,1,2,1,2,5,4,3,3,0,0,1,1,0,0,2,0,2,2,1,0,0,2,2,1,0,1,2,1,1,1,0,2,2,0,1,1,4,0,1,5,1,3,5,0,1,5,0,3,4,1,1,0,1,4,3,1,3,3,2,4,3,1,6,2,3,2,4,10,2,3,2,1,5,5,5,5,5,6,5,4,1,5,1,2,3,0,4,5,3,3,1,2,0,1,1,1,2,1,0,0,2,1,0,0,3,1,2,3,1,0,1,1,1,1,1,1,2,0,0,1,0,1,1,1,0,1,3,0,1,2,1,1,1,2,0,3,1,1,1,0,0,2,3,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,1,3,7,9,1,3,5,6,6,5,4,2,5,4,3,3,4,2,3,3,3,5,6,2,1,1,1,7,6,1,2,1,7,3,1,3,2,3,7,2,3,6,2,4,6,10,12,8,8,6,14,13,12,9,8,11,15,17,12,11,16,7,10,11,10,7,10,7,8,11,10,11,10,8,13,9,7,14,12,12,12,12,10,8,9,9,10,8,10,9,5,6,8,10,8,7,8,7,14,9,9,7,8,5,5,8,12,11,4,6,7,7,11,8,5,8,4,5,5,6,9,7,9,9,13,8,5,3,5,9,2,6,6,4,7,5,4,5,7,5,0,1,5,7,7,6,9,4,5,4,3,1,2,3,3,10,2,8,6,0,3,3,2,5,6,2,1,2,4,5,3,1,3,3,3,10,1,4,5,2,0,2,1,2,3,4,1,1,0,0,1,3,1,1,0,2,1,1,0,3,0,2,0,1,0,0,0,0,0,1
亀沢一丁目,13,17,5,11,8,14,12,5,12,9,5,6,10,9,9,1,8,8,5,6,7,4,5,3,4,4,4,4,8,6,5,5,5,8,11,8,2,5,8,9,9,8,7,6,5,13,14,17,13,11,18,25,19,28,25,25,30,20,30,21,35,26,20,22,23,22,31,21,24,28,21,21,23,27,23,33,22,21,17,21,14,12,21,20,13,23,17,25,19,19,21,12,21,14,19,19,14,19,15,14,12,14,12,15,20,12,18,15,12,18,14,9,12,8,8,10,9,6,9,11,14,10,12,9,4,12,9,4,7,3,7,6,6,8,5,12,6,9,12,7,8,14,10,8,10,10,9,8,10,7,7,7,3,7,6,11,5,5,4,8,4,4,5,7,1,3,0,5,1,5,4,3,3,5,1,3,1,1,1,3,4,3,1,4,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
