年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
菊川三丁目,30,13,13,20,10,15,10,15,8,7,9,9,10,7,7,8,9,9,7,9,9,12,7,8,8,11,8,8,13,11,9,14,17,11,11,16,12,17,10,15,10,13,15,18,15,27,20,29,21,11,26,36,31,36,23,39,37,39,43,39,37,31,29,41,40,42,44,36,38,40,39,38,32,35,35,44,30,32,37,27,38,25,25,21,38,26,26,28,33,29,25,23,22,34,33,27,29,32,32,34,27,26,33,26,23,35,32,32,27,30,24,19,29,24,27,22,24,26,19,29,20,29,19,17,28,27,29,24,20,25,25,23,17,23,25,31,29,26,29,22,21,19,11,10,9,11,16,10,9,21,10,11,10,18,7,21,7,8,9,19,5,9,7,12,7,11,4,13,7,7,5,7,6,7,3,6,1,3,0,7,2,3,2,4,0,3,1,1,1,1,0,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,7,5,4,7,0,7,10,2,4,3,2,3,5,6,6,1,5,3,6,4,4,2,3,3,5,8,4,1,4,5,4,8,4,4,3,2,4,7,7,6,4,10,6,12,6,11,16,15,12,18,15,19,10,14,9,11,20,16,24,14,26,18,23,14,18,13,8,12,16,9,16,13,7,13,12,8,14,24,13,8,16,20,12,10,11,8,13,14,9,19,12,15,19,8,14,15,12,9,11,16,10,8,15,11,14,10,7,14,4,3,11,9,11,13,9,12,5,5,7,13,7,6,6,5,2,8,2,7,9,7,6,8,7,3,9,9,7,9,12,8,12,10,5,5,8,4,4,6,6,3,5,4,4,7,1,3,1,5,3,4,3,5,4,2,1,1,1,5,1,4,1,3,2,1,2,2,3,0,0,3,2,1,0,0,0,2,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
江東橋二丁目,11,17,11,16,23,11,23,19,13,8,6,10,10,12,13,7,8,7,9,4,4,10,2,3,4,5,2,3,4,4,2,2,6,7,4,4,0,2,10,5,8,8,6,5,22,11,26,19,22,26,16,19,25,25,27,29,22,23,29,25,28,21,19,23,36,32,35,27,29,28,32,28,24,24,18,22,35,28,31,22,29,23,25,18,29,19,24,24,29,23,21,21,34,30,25,28,25,24,25,22,22,16,11,15,16,21,17,18,14,13,12,5,16,7,5,8,6,10,10,8,4,7,9,8,10,8,6,7,8,5,7,8,9,4,5,8,7,6,10,9,6,7,2,2,5,4,4,6,3,2,1,2,0,4,0,6,4,4,3,1,4,2,2,2,1,5,1,3,0,1,2,4,0,6,1,3,1,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,6,2,1,2,2,3,1,2,2,1,2,4,2,0,2,0,1,0,0,2,0,0,1,2,0,0,0,1,0,1,0,1,0,2,1,0,1,0,6,0,1,3,7,5,6,2,12,5,13,6,16,17,17,14,14,13,13,14,12,11,11,9,12,10,12,10,13,9,11,9,14,13,8,6,9,6,11,1,8,6,3,10,9,7,7,11,10,5,8,1,8,3,6,1,13,6,4,4,5,9,6,6,6,2,4,1,6,2,9,0,3,2,6,4,5,4,4,3,2,1,2,2,2,2,1,2,4,1,2,0,2,3,1,2,2,3,4,2,4,4,2,0,0,1,0,2,1,2,1,2,1,1,0,1,2,3,1,0,0,0,1,3,2,0,1,1,2,0,1,1,0,2,2,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋四丁目,10,9,9,7,10,9,9,5,4,7,13,6,8,5,7,4,7,4,6,3,7,4,2,3,4,4,3,9,1,2,9,9,4,5,8,4,7,7,7,5,10,10,16,12,17,24,15,33,17,36,21,32,21,26,29,28,26,31,20,26,22,15,18,23,24,27,30,26,20,24,28,19,13,16,19,31,18,24,20,17,24,21,30,28,26,17,14,28,22,26,19,25,29,25,22,21,23,23,24,19,23,16,13,23,21,14,15,17,16,23,21,13,19,15,14,15,10,9,16,12,20,8,7,8,22,21,14,11,16,17,15,12,9,8,21,15,19,13,24,30,5,19,8,18,11,10,12,12,15,24,7,13,11,16,15,15,11,14,9,11,8,16,10,8,3,10,6,11,2,8,5,10,2,11,5,6,2,5,2,2,0,2,0,3,1,1,0,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
江東橋五丁目,23,17,15,14,17,15,18,12,15,20,12,12,9,15,14,8,10,8,11,10,11,15,13,10,10,9,18,9,14,10,8,11,6,7,10,7,9,13,4,11,14,20,18,12,24,20,20,31,29,37,36,29,19,31,29,39,35,37,41,45,54,34,43,42,46,34,39,32,27,30,34,33,27,24,30,22,23,43,31,32,23,19,22,24,32,30,24,26,25,25,29,30,32,21,24,24,19,29,33,17,24,18,24,24,20,23,20,22,12,15,14,19,13,17,15,13,17,9,15,12,11,10,18,12,5,13,14,14,13,8,14,8,8,6,10,14,13,12,8,15,14,3,6,5,6,12,10,10,7,5,2,5,4,6,4,6,3,5,4,6,0,3,5,10,2,4,4,13,1,4,1,4,1,4,3,2,5,6,2,4,1,4,0,4,0,2,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網一丁目,3,3,3,5,3,1,5,2,4,1,3,1,3,4,2,2,5,1,1,0,0,0,1,1,0,3,0,2,1,2,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,3,5,0,0,1,3,2,3,0,3,2,4,1,2,4,2,3,5,2,3,6,2,3,3,2,4,4,3,4,3,4,5,4,1,3,2,4,6,9,6,6,7,3,4,1,5,1,0,4,1,0,3,3,3,1,3,1,2,1,1,2,0,2,1,0,2,1,0,3,2,2,2,1,0,2,2,0,0,2,1,1,1,0,1,0,0,1,2,0,1,3,1,1,0,0,0,1,4,0,2,1,1,1,0,0,2,2,0,1,0,1,0,0,1,1,0,0,1,1,1,2,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,6,9,5,5,6,8,3,3,4,1,2,2,4,7,3,1,3,5,2,5,3,1,3,2,5,3,4,1,5,6,4,3,2,5,3,2,5,4,4,5,8,4,7,5,5,4,6,8,14,6,10,16,12,13,14,18,17,8,14,14,17,17,7,11,11,5,17,12,16,15,17,11,10,10,13,8,8,9,16,10,6,7,6,9,7,13,12,9,12,5,19,10,5,4,7,10,8,9,14,8,5,4,9,7,9,5,5,11,6,4,8,5,8,9,10,6,14,10,5,5,6,9,3,3,9,6,7,6,7,8,3,3,3,2,4,7,9,5,6,6,5,3,4,2,2,5,3,9,6,8,4,2,3,3,1,4,6,2,3,5,4,5,4,2,8,4,1,4,1,5,6,1,0,2,1,7,1,4,3,5,2,4,0,5,2,4,1,3,2,2,1,8,1,4,0,3,0,2,0,2,0,0,0,0,0,0,0,1,0,0
亀沢一丁目,8,13,10,12,16,14,10,4,13,8,3,4,8,5,6,4,6,5,7,3,6,6,4,4,5,13,9,9,3,6,9,7,2,11,5,7,6,5,12,6,7,5,5,8,12,16,23,18,17,13,16,27,23,35,36,28,25,33,29,18,30,35,25,28,31,24,27,33,18,26,21,22,26,19,21,19,13,22,28,26,23,19,23,17,19,17,24,19,17,11,13,20,12,12,16,16,21,11,13,16,13,20,12,7,10,10,9,8,10,8,10,13,15,5,9,14,9,7,11,4,9,7,7,5,5,12,7,9,7,12,11,7,7,13,15,9,13,13,13,6,6,10,9,8,7,9,2,10,8,9,6,5,6,5,7,7,1,4,0,4,2,6,3,7,3,3,2,5,1,3,4,6,5,5,1,3,2,6,2,0,0,3,0,3,1,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
亀沢二丁目,12,12,5,8,10,10,6,4,6,9,6,9,11,8,6,5,6,3,9,8,2,9,3,3,5,6,6,4,4,3,4,4,9,4,5,6,2,6,2,2,1,4,5,7,6,6,6,10,9,8,11,11,8,19,13,13,10,24,17,9,25,18,13,26,19,9,11,7,21,18,19,16,11,12,13,13,15,19,12,17,23,15,12,12,19,19,13,11,16,12,11,19,19,9,9,11,10,16,10,10,8,12,13,9,3,14,12,14,12,15,9,3,11,12,11,8,10,10,7,6,6,10,6,13,14,13,8,10,15,11,12,13,11,15,8,21,12,16,10,12,12,16,7,9,9,8,11,13,14,13,8,7,9,2,8,11,6,8,7,12,7,11,2,8,7,7,4,8,6,8,3,8,2,4,3,11,2,1,0,3,0,2,1,1,0,2,0,3,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
亀沢三丁目,11,24,10,11,12,14,12,5,7,19,8,7,8,4,11,9,6,10,7,8,12,8,5,4,8,8,14,6,9,4,11,6,7,9,14,7,4,6,11,7,8,9,8,5,3,4,14,6,10,8,12,9,23,17,25,8,21,14,15,23,13,16,17,24,15,20,16,9,27,27,16,17,17,15,31,20,24,17,25,22,17,23,18,15,19,15,23,23,19,16,17,24,24,17,18,19,21,19,26,10,14,14,16,13,13,15,14,11,14,8,7,12,7,12,5,6,16,7,7,7,9,11,6,12,5,5,4,4,6,9,10,4,8,5,7,4,10,11,12,7,3,4,1,5,5,5,3,12,7,7,8,5,5,6,7,12,3,6,11,6,5,2,4,5,5,7,1,5,2,2,1,5,2,2,1,1,1,2,0,1,0,4,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
亀沢四丁目,24,18,15,15,16,17,11,17,20,10,5,6,15,12,14,5,11,10,8,7,8,9,7,6,10,11,6,4,9,6,5,6,13,6,5,10,6,11,8,5,5,4,13,6,12,15,14,16,18,14,18,17,23,24,21,22,28,25,31,18,27,35,34,32,25,27,34,27,32,30,35,36,19,23,26,31,22,29,29,28,31,32,30,36,29,25,21,21,23,19,30,28,24,40,20,23,15,10,21,14,18,13,20,20,20,13,17,18,16,10,12,7,15,14,6,12,10,11,6,17,9,14,8,6,9,9,11,6,18,9,13,8,12,10,11,12,10,7,17,14,5,10,5,7,5,9,2,6,14,9,4,7,6,6,4,7,2,8,5,4,3,4,3,5,3,5,5,6,1,3,4,5,2,6,4,5,3,5,1,8,1,2,3,3,1,4,2,2,0,2,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
石原一丁目,8,9,7,3,8,5,9,4,9,7,5,5,6,5,8,5,4,7,7,7,8,4,8,4,6,8,8,9,12,3,5,11,6,3,7,11,8,7,11,9,5,8,11,7,19,20,14,25,19,30,27,25,27,33,23,33,28,27,27,25,30,27,22,28,35,26,21,20,29,21,20,24,30,20,27,21,31,19,16,21,22,26,17,14,18,28,22,24,25,16,15,18,20,25,18,17,22,20,9,27,19,7,14,14,8,15,16,7,19,14,18,19,12,11,12,14,15,16,19,11,16,7,11,15,13,11,13,14,14,12,10,13,8,8,15,12,19,13,16,19,9,14,12,12,10,13,9,16,7,7,17,10,8,14,4,13,7,12,7,7,6,4,12,18,7,3,4,6,4,6,4,4,4,12,3,8,3,3,5,7,2,3,1,3,2,6,0,1,0,0,0,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
石原二丁目,8,10,10,13,10,10,11,9,12,14,12,11,10,8,8,10,12,8,13,9,5,8,6,10,8,8,10,8,10,10,9,11,6,7,9,9,16,3,9,9,13,5,14,6,13,20,19,11,28,26,25,17,31,16,29,15,23,34,22,15,15,25,23,21,21,24,28,24,16,23,24,14,17,28,20,25,21,24,22,18,26,20,18,17,28,18,25,21,25,17,25,24,30,13,21,25,16,13,13,19,12,14,12,12,13,21,14,15,14,11,10,3,14,14,13,6,13,7,9,7,9,9,11,8,12,10,8,5,12,13,9,18,3,14,11,15,12,11,14,7,11,10,4,9,5,6,8,3,7,5,7,14,5,14,4,10,5,7,9,4,1,6,4,8,7,11,6,7,5,4,1,6,2,9,3,7,1,10,2,4,3,3,1,5,0,2,1,2,2,2,0,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
石原三丁目,14,17,9,20,11,12,10,12,11,10,17,10,12,9,9,14,6,6,10,12,10,6,10,8,6,9,4,3,4,7,5,9,8,4,7,10,9,10,10,9,14,14,12,19,23,21,23,17,19,14,21,20,25,16,32,28,28,28,27,26,25,20,30,19,40,23,36,32,28,18,34,19,25,26,21,21,25,27,37,19,25,18,20,18,34,20,36,17,30,24,30,26,26,25,27,18,31,21,27,16,25,17,21,15,17,21,20,16,20,16,13,15,18,16,8,6,15,9,15,13,17,14,18,15,14,16,14,10,11,8,16,5,15,11,12,17,24,12,16,16,12,14,4,9,14,18,17,15,12,13,16,11,12,13,6,10,13,9,10,8,4,6,7,9,8,9,2,6,4,7,2,7,2,8,0,6,4,7,5,3,4,4,3,3,0,5,0,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
石原四丁目,10,18,9,13,8,25,14,14,14,9,17,10,10,11,9,7,13,8,9,5,10,5,11,7,10,7,6,7,9,8,4,10,6,11,11,6,9,9,10,9,10,13,17,8,17,13,21,13,15,24,30,29,26,19,24,32,23,22,42,23,22,27,27,26,28,27,44,25,27,22,35,28,24,24,17,22,20,20,29,17,29,20,25,21,27,21,30,24,31,29,18,26,21,26,30,32,22,21,19,17,10,16,27,14,12,19,16,9,12,14,19,13,13,15,16,9,12,15,11,10,11,10,17,11,6,14,12,7,13,12,11,3,14,10,18,15,12,15,13,17,9,13,14,6,7,3,10,15,6,8,11,11,13,14,5,5,5,12,10,9,7,2,3,12,6,11,6,7,2,9,4,6,3,3,3,6,2,4,1,3,1,5,2,2,2,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本所一丁目,17,14,25,23,13,8,14,12,12,6,12,16,11,14,15,4,11,12,15,8,12,5,13,4,15,10,8,4,7,7,6,10,8,9,6,5,7,4,14,13,11,9,13,8,19,15,13,16,22,35,16,30,18,21,34,35,31,31,19,30,31,29,34,26,38,26,30,28,29,27,28,29,32,36,25,27,33,36,28,31,29,25,34,21,25,30,27,25,38,21,29,30,24,27,25,22,23,14,30,27,20,32,29,17,16,19,14,16,17,12,17,13,18,16,14,8,17,17,13,14,18,14,16,13,14,10,20,10,8,14,10,14,17,15,12,14,14,7,17,12,13,20,8,8,7,8,15,15,6,12,10,14,9,19,8,12,6,6,6,10,6,9,5,12,5,13,9,9,4,8,3,9,5,7,4,7,2,7,1,10,3,5,0,4,3,3,0,1,1,4,0,1,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
本所二丁目,4,4,5,2,6,4,2,3,4,8,1,5,4,3,5,4,5,3,2,3,7,2,8,5,3,1,1,2,1,6,6,6,6,3,3,8,3,5,7,8,5,9,9,12,7,11,12,15,14,9,13,20,22,16,15,16,14,16,16,12,19,12,18,23,15,11,18,16,15,17,10,13,14,14,12,12,7,10,12,13,11,13,9,13,10,12,13,12,9,10,15,14,19,12,12,9,11,9,12,11,6,9,9,9,11,11,13,11,9,14,8,15,15,11,13,12,12,9,10,11,13,9,13,6,7,11,6,10,12,13,7,9,9,11,15,13,19,10,9,11,6,11,4,6,6,9,13,10,9,10,10,9,5,5,5,6,6,9,8,4,7,8,7,5,5,9,3,9,3,5,3,4,6,6,4,3,2,6,2,3,2,3,0,1,1,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
本所三丁目,4,8,8,6,8,6,7,4,2,3,6,7,6,5,7,6,2,5,2,6,4,6,5,12,4,4,4,6,7,6,8,6,5,3,13,12,7,6,9,10,5,11,8,6,7,10,17,15,7,19,15,15,11,17,25,13,13,14,11,17,15,12,19,11,16,12,17,16,17,16,21,8,15,11,12,11,17,12,12,14,11,10,15,10,16,20,16,17,13,20,19,18,16,12,16,17,21,16,15,13,11,10,23,13,10,12,7,11,9,14,17,11,8,10,13,13,6,7,16,12,11,9,7,11,12,10,17,12,13,9,14,10,9,7,17,9,10,14,14,7,11,9,8,14,9,10,10,10,8,5,8,9,5,9,4,13,5,8,10,5,4,5,10,4,2,8,3,9,3,3,4,8,2,3,2,6,1,8,1,6,1,4,1,2,2,6,1,3,0,1,2,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
本所四丁目,8,6,6,14,9,12,3,9,9,11,12,4,13,8,18,8,7,7,10,7,10,10,6,4,5,7,2,7,7,0,5,13,5,6,5,6,5,15,9,3,3,9,7,9,16,11,13,16,24,20,15,22,18,21,16,17,20,19,18,16,26,24,19,19,20,24,15,16,24,23,27,19,18,13,14,13,20,16,20,24,23,24,23,19,15,14,25,13,23,19,17,19,15,23,17,18,14,17,30,24,18,11,21,23,18,10,16,14,13,8,11,12,12,15,15,13,18,10,14,14,16,14,10,7,10,11,10,6,13,6,20,15,11,17,19,10,12,15,16,12,16,9,9,6,7,10,8,11,6,13,18,16,11,12,10,8,4,6,7,8,7,10,9,5,5,7,3,9,6,8,5,8,4,8,7,5,2,4,4,2,2,6,1,3,0,6,0,1,1,1,1,3,0,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
東駒形一丁目,4,5,3,3,3,4,4,2,2,3,3,1,3,3,2,3,2,6,1,4,4,2,7,1,6,2,5,2,2,3,2,4,3,6,3,5,6,6,7,4,11,5,4,5,14,9,9,12,12,12,15,6,10,13,11,9,10,12,10,8,12,11,17,12,18,13,7,15,15,5,9,7,4,13,5,9,12,12,15,7,8,3,14,16,9,10,9,14,9,10,5,11,14,10,7,10,15,7,8,4,7,9,9,5,4,6,5,8,7,9,4,7,6,3,12,8,8,3,5,11,4,3,6,5,11,11,8,6,6,7,8,6,6,5,4,6,11,9,7,10,7,6,2,4,5,7,8,7,7,7,5,3,5,5,4,6,3,2,7,3,2,7,2,10,3,4,2,3,4,3,4,3,1,1,2,4,0,7,0,3,1,2,1,5,0,2,0,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
東駒形二丁目,8,10,2,4,3,7,3,5,6,4,5,4,3,6,5,3,7,6,3,3,4,7,6,4,4,7,3,2,5,5,4,5,4,5,3,7,5,5,3,3,7,1,10,8,11,1,10,7,10,8,10,12,17,8,16,16,10,10,14,12,14,9,22,13,15,16,13,12,12,5,17,12,12,14,16,15,11,9,9,11,12,16,10,9,18,7,17,14,13,9,19,12,12,12,4,5,16,14,12,12,7,6,9,11,11,9,12,6,13,6,9,4,9,6,5,7,7,7,6,7,8,10,11,7,6,11,5,9,10,11,10,10,14,10,10,10,11,11,7,13,6,9,8,8,6,7,15,6,6,5,7,10,6,9,9,13,3,13,2,7,8,10,4,7,8,5,7,15,9,9,4,6,7,6,3,1,1,2,0,6,2,6,1,4,0,1,0,6,0,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東駒形三丁目,5,8,6,3,6,7,7,5,3,4,5,3,1,3,7,2,2,5,4,4,7,3,2,2,7,5,4,5,7,2,2,4,5,2,4,7,3,2,4,1,7,7,3,3,6,16,13,7,15,10,10,9,7,11,13,13,6,11,12,11,16,17,18,13,22,16,15,16,17,17,11,11,15,6,16,20,20,13,11,12,13,14,13,12,15,10,15,5,11,15,14,15,17,11,11,10,9,12,13,14,6,5,10,6,14,10,10,14,8,7,7,5,3,9,12,6,8,7,6,4,10,6,9,10,6,7,10,8,5,3,7,9,9,10,8,7,9,12,9,5,5,8,12,7,4,10,10,7,8,6,6,10,3,4,3,5,4,4,8,7,7,13,3,6,5,9,5,6,5,9,2,7,0,5,6,3,1,4,0,1,1,3,2,2,2,0,1,1,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
東駒形四丁目,11,8,7,13,4,12,7,7,9,9,10,4,8,7,8,8,13,3,4,10,6,12,9,8,11,4,5,11,8,4,10,3,6,5,8,9,9,10,6,12,7,11,15,9,15,11,10,14,23,15,22,21,23,14,19,22,23,22,21,18,23,19,19,25,16,20,22,28,22,17,25,26,18,20,21,14,27,16,15,18,15,17,16,16,24,28,28,23,16,25,21,22,23,26,26,14,16,29,26,20,19,10,23,16,15,16,22,20,17,14,9,17,8,7,18,9,11,11,7,12,9,14,9,14,16,7,11,9,13,19,14,13,16,9,10,10,16,21,22,15,20,21,9,12,14,14,20,8,10,12,15,12,10,9,2,13,13,7,9,11,9,10,4,4,5,11,3,8,2,7,2,4,4,8,2,5,0,5,4,4,1,2,1,1,2,3,1,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
吾妻橋一丁目,12,7,8,13,3,7,3,7,7,12,4,3,5,6,2,7,2,4,4,6,3,4,2,2,7,4,8,1,4,1,7,5,4,6,2,5,2,3,6,7,8,4,3,4,5,10,16,9,13,11,17,15,9,21,12,14,20,16,22,24,19,16,24,17,13,20,24,26,18,20,9,25,19,26,14,13,19,14,20,18,10,17,14,21,21,20,18,18,18,18,22,24,24,16,14,12,11,21,23,23,15,16,15,10,21,18,26,16,21,6,12,19,17,15,16,16,11,17,13,13,10,11,13,11,16,5,10,15,12,13,7,17,12,16,15,20,16,10,15,18,7,11,6,5,15,13,15,19,12,8,12,17,9,5,7,9,8,9,7,8,6,4,7,13,1,9,5,3,2,7,7,7,3,7,3,6,0,7,2,4,1,4,1,2,1,4,1,1,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
吾妻橋二丁目,8,6,3,3,3,4,3,1,1,1,2,1,4,2,2,4,0,4,4,3,2,5,4,5,6,3,5,3,5,5,2,3,4,5,3,1,2,4,7,4,7,5,6,3,4,6,11,15,13,18,7,16,15,15,18,20,21,20,17,14,14,15,10,10,18,10,16,23,18,10,13,11,14,8,10,7,10,14,8,10,17,13,18,13,15,13,18,10,16,16,7,10,13,13,12,13,6,7,12,7,10,13,12,10,7,13,16,10,7,7,5,9,11,7,1,11,10,5,7,6,5,5,8,7,7,7,12,8,6,3,5,4,2,7,10,5,4,9,8,10,4,7,3,5,6,3,7,7,3,8,3,6,4,3,5,3,4,4,3,5,1,8,2,8,6,6,1,2,3,5,2,6,5,6,3,2,0,5,4,5,3,6,3,3,1,2,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
吾妻橋三丁目,7,6,11,8,12,4,7,7,5,12,6,3,5,6,7,8,4,5,4,6,6,6,3,4,3,4,3,2,8,2,6,5,10,6,6,5,9,8,7,7,9,5,5,4,7,4,8,9,5,12,12,8,10,8,8,10,15,10,8,12,17,13,13,11,9,7,9,4,17,11,7,8,7,16,10,8,15,19,10,4,17,12,10,12,14,16,11,24,14,14,10,19,12,11,23,18,19,21,18,19,13,9,10,9,10,10,16,7,18,10,5,16,9,10,6,10,11,11,11,11,5,12,11,10,9,9,15,12,9,6,14,10,11,7,11,8,10,15,18,18,7,11,3,4,11,8,7,13,6,9,6,8,6,9,5,10,6,10,4,11,11,6,0,9,6,4,1,9,5,5,1,4,3,6,0,7,2,5,2,5,1,2,2,2,0,3,1,2,0,0,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
錦糸一丁目,8,7,9,6,6,3,8,6,6,4,4,3,1,2,3,8,3,3,8,2,4,3,2,4,4,5,0,2,2,6,5,4,5,5,7,2,3,2,4,5,8,8,14,14,14,16,15,16,27,14,23,15,17,23,33,19,29,20,24,19,21,25,28,24,38,26,17,19,28,19,27,15,26,13,20,18,23,11,18,15,21,20,12,23,20,23,18,24,19,22,13,14,17,19,15,19,15,20,15,19,14,19,12,16,13,18,10,18,11,12,13,9,7,13,11,11,11,12,7,11,11,10,7,6,8,7,6,8,11,8,2,10,15,14,6,13,15,11,8,8,8,8,3,7,4,10,12,11,8,5,5,3,6,4,4,6,1,9,5,8,4,1,1,8,1,7,3,5,3,4,3,0,3,6,2,5,0,5,2,2,2,1,1,2,2,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
錦糸二丁目,1,4,2,4,1,2,2,0,4,0,0,1,0,0,0,1,2,3,3,2,3,0,1,0,1,1,1,0,1,1,0,1,1,2,3,0,1,2,3,3,3,3,2,4,7,5,5,4,5,2,8,6,12,10,6,12,11,1,6,8,7,8,6,7,11,3,5,10,6,6,8,7,7,4,11,6,4,3,7,7,7,3,6,5,7,4,5,6,8,3,6,5,4,2,0,5,9,4,5,7,5,5,5,6,1,7,6,5,6,5,9,6,13,3,1,2,3,3,2,2,3,2,4,4,2,5,3,4,6,2,3,3,8,6,5,2,5,6,5,5,4,2,4,1,1,2,6,2,1,4,2,2,2,6,0,1,5,5,2,2,4,2,4,3,2,5,0,1,1,0,0,0,1,2,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
錦糸三丁目,4,3,6,4,2,4,1,3,4,2,3,3,0,0,6,0,3,1,1,3,1,1,1,1,2,2,0,2,0,1,2,3,2,2,1,2,2,2,4,1,5,2,2,2,4,4,3,5,7,10,5,10,9,9,6,5,6,8,6,7,9,10,10,6,12,6,5,8,15,7,10,7,7,8,7,7,3,9,7,3,6,8,5,7,13,9,12,5,5,3,13,3,5,6,6,8,9,4,5,7,0,5,7,3,5,3,6,5,2,0,4,3,6,5,2,7,6,4,5,6,6,2,3,5,7,2,0,4,4,2,9,2,7,1,2,7,1,0,1,2,1,3,2,0,3,2,1,1,2,5,1,3,2,0,2,2,0,2,1,1,1,6,1,2,1,2,1,4,1,4,1,1,2,2,1,2,0,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
