年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑四丁目,30,23,21,18,13,20,19,19,23,17,16,14,12,17,8,18,15,18,13,10,12,9,13,6,12,9,9,8,9,10,11,11,6,10,12,13,19,17,20,23,15,12,15,22,22,49,25,37,33,29,45,40,53,42,65,50,65,54,55,50,49,43,49,45,50,51,58,39,35,30,55,41,33,36,46,51,50,34,58,32,44,43,38,33,51,40,33,40,39,35,34,36,37,36,35,36,33,32,22,21,29,19,23,19,15,22,14,12,19,16,20,21,22,11,23,10,17,14,10,14,15,11,14,8,12,16,19,19,21,10,13,17,15,14,17,18,20,17,14,12,9,6,13,14,12,9,12,15,10,17,10,9,7,16,5,18,7,5,6,12,7,13,3,6,6,4,5,3,6,9,2,3,3,3,4,6,1,3,2,6,2,2,3,1,1,0,2,0,1,1,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
立川一丁目,7,6,2,3,3,2,2,4,6,2,1,0,2,2,2,2,3,3,4,2,0,1,1,2,1,1,3,2,3,3,4,1,4,3,4,2,2,5,1,1,3,5,4,5,6,8,10,8,15,13,7,15,21,26,21,23,25,15,17,16,21,9,19,18,13,17,19,17,10,15,14,12,10,9,10,9,10,10,12,17,12,6,11,11,11,14,9,10,9,9,6,7,14,5,6,11,8,7,6,4,9,7,6,2,8,4,5,6,2,8,4,1,4,5,7,5,2,3,6,6,6,6,5,8,5,3,6,4,8,5,5,8,9,6,4,9,8,3,7,4,6,2,1,4,3,8,8,4,6,5,1,5,7,5,2,3,4,4,4,5,5,6,3,5,1,3,3,2,1,5,0,4,3,6,1,3,4,1,1,3,1,1,0,2,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
立川二丁目,11,3,8,6,0,4,2,6,1,6,3,3,2,1,7,2,5,0,4,1,2,2,4,2,1,4,3,1,1,5,2,4,3,2,3,3,7,5,4,6,9,3,5,6,7,5,9,9,16,24,16,13,23,22,15,17,29,17,13,23,29,19,24,15,11,11,14,15,11,13,6,15,12,13,13,20,11,12,13,5,10,7,16,9,16,10,8,4,5,11,12,9,13,7,10,8,12,5,2,10,6,3,9,5,4,6,6,5,9,5,4,7,4,2,3,3,7,8,7,9,4,8,2,10,8,5,9,10,15,6,7,8,10,9,11,8,6,5,7,7,5,2,7,4,6,9,3,12,13,13,6,3,3,9,3,6,5,4,5,6,3,8,4,4,4,5,2,6,3,2,1,2,0,2,1,1,1,0,2,3,1,2,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,4,10,7,8,5,6,4,7,8,4,2,9,6,6,5,6,2,2,6,5,7,2,4,3,4,3,3,4,1,4,1,4,3,2,4,2,8,2,5,6,9,3,9,4,7,13,16,10,13,8,17,12,27,23,27,19,11,34,26,15,16,25,25,19,16,18,18,17,12,24,7,6,17,20,20,22,16,16,10,13,13,18,12,11,15,12,21,10,11,16,15,15,11,4,12,15,11,5,12,7,9,12,13,8,7,11,9,11,8,10,14,10,5,7,7,9,5,5,6,7,10,13,8,12,14,6,11,4,9,9,10,10,8,7,12,7,7,8,4,6,5,10,6,5,4,7,9,10,8,12,4,8,4,6,7,4,7,6,6,5,5,8,2,4,2,7,3,4,1,3,3,1,2,3,1,4,1,1,0,2,1,2,0,2,1,4,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
立川四丁目,7,5,4,3,5,6,5,2,1,4,2,7,2,2,3,2,7,6,1,2,1,4,1,5,3,3,2,3,3,0,3,3,1,4,0,2,2,7,7,2,4,7,11,4,17,7,12,11,14,10,16,11,14,10,20,17,15,22,16,22,28,17,16,21,15,19,18,11,17,13,12,14,15,15,12,10,18,7,8,13,11,8,12,12,16,6,8,4,6,8,9,8,5,7,16,5,7,6,7,5,5,6,8,4,6,9,6,4,6,7,3,3,7,4,4,8,7,6,9,6,5,5,10,3,9,7,7,7,8,7,16,5,5,10,7,6,8,9,7,8,4,3,7,5,6,8,4,9,7,3,4,5,2,5,7,5,5,6,3,7,5,4,4,4,5,4,1,7,2,2,0,4,2,2,1,2,2,2,0,3,1,2,0,2,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川一丁目,7,7,12,5,5,12,11,8,2,5,7,8,8,7,1,2,5,7,2,4,1,6,6,3,2,3,2,5,2,6,3,5,6,1,7,3,6,7,4,7,5,3,4,8,4,10,10,6,6,7,14,15,10,17,12,7,18,20,21,16,21,21,11,12,17,19,20,23,12,12,15,10,17,22,16,22,15,10,15,14,21,14,12,10,11,9,12,10,13,10,11,7,13,12,8,6,9,10,6,7,11,13,9,12,17,13,7,6,9,4,9,9,9,10,7,10,3,7,15,10,4,10,8,14,8,13,12,9,8,5,9,6,10,10,13,7,13,9,6,9,4,3,4,11,6,9,4,7,7,7,6,8,3,2,5,7,8,4,4,5,3,7,7,2,6,2,2,4,2,5,2,6,0,5,3,4,0,3,0,2,3,0,0,0,0,4,1,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川二丁目,9,6,5,9,6,8,4,6,3,6,10,6,7,6,5,6,9,5,5,3,4,4,6,10,7,10,6,9,6,1,8,7,4,8,5,9,6,9,6,8,12,7,9,12,10,39,12,19,18,17,13,19,23,24,22,25,26,25,23,27,32,15,26,32,17,25,25,21,18,21,12,23,21,16,21,19,14,18,10,20,23,25,23,21,22,22,18,21,24,9,20,24,17,21,16,22,17,13,21,16,14,14,16,18,19,15,10,13,13,13,12,20,12,14,12,11,10,6,10,8,13,7,7,11,9,18,9,10,10,9,10,10,18,15,5,15,11,10,14,7,6,3,7,7,6,11,8,14,7,11,10,11,8,5,6,8,10,7,6,10,11,10,6,7,9,5,2,2,3,6,1,5,1,7,2,3,3,2,1,1,2,2,1,3,1,2,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
菊川三丁目,15,24,13,17,11,19,9,9,9,9,11,7,7,8,9,8,5,10,9,11,7,7,5,10,7,9,13,10,7,12,18,11,9,15,15,15,10,15,11,12,13,11,9,22,17,22,20,6,19,33,18,26,24,35,33,34,42,35,38,34,29,40,41,38,41,29,37,39,49,36,33,39,38,47,36,33,35,29,40,29,30,21,38,27,33,31,35,27,23,24,21,33,31,25,30,33,32,34,28,27,34,27,24,36,30,32,25,28,23,21,25,21,26,21,24,28,19,31,20,31,22,16,29,27,29,24,20,23,26,22,16,22,25,32,29,25,31,26,23,19,11,10,10,11,15,11,9,20,11,12,10,17,8,22,7,9,10,19,5,9,7,12,8,12,4,13,7,7,6,7,7,7,3,8,2,3,0,7,2,3,2,6,1,3,1,2,2,1,0,6,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,6,10,0,9,9,2,5,3,3,4,4,6,5,1,5,1,5,4,3,2,4,3,5,8,4,1,4,5,4,7,4,4,2,2,4,7,5,7,5,2,4,10,4,11,13,15,10,19,12,19,10,13,11,13,22,17,19,14,27,13,24,15,19,12,8,12,20,9,15,11,10,13,13,10,11,22,14,8,15,19,11,11,10,8,12,14,10,18,16,16,16,10,14,15,12,9,11,15,7,7,14,10,15,9,5,13,3,4,11,9,10,13,11,11,6,5,7,13,7,6,8,5,3,8,2,7,8,7,6,8,7,3,10,9,7,9,12,8,12,9,4,4,8,4,2,7,7,3,4,4,4,7,1,3,1,4,3,4,4,6,4,2,1,2,1,5,1,4,1,3,2,1,2,2,2,0,0,3,2,1,0,0,0,2,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
江東橋二丁目,13,14,21,12,24,20,16,8,8,9,11,13,12,8,8,7,9,4,4,12,2,2,4,4,3,3,4,3,2,2,7,6,4,2,0,0,8,6,6,8,5,7,8,9,16,16,18,20,16,17,25,23,26,23,32,26,26,23,21,23,19,23,35,33,39,27,30,24,31,27,25,27,15,23,40,28,36,23,29,23,30,21,30,20,26,26,32,24,20,21,36,33,24,23,22,25,26,19,20,14,13,15,16,20,16,19,15,14,13,5,14,6,7,9,6,10,8,8,4,7,10,8,10,8,5,7,9,5,8,9,8,4,5,8,8,5,10,9,7,6,2,2,4,4,4,5,3,2,1,2,0,4,0,7,5,4,3,1,5,2,2,2,1,6,1,2,0,1,2,4,0,6,1,3,1,0,2,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,2,2,2,3,1,2,2,1,2,6,4,1,2,0,1,0,0,2,0,0,1,2,0,1,1,1,0,1,1,0,0,2,1,0,1,0,5,0,5,1,3,3,0,2,11,5,3,6,9,10,14,12,9,13,10,14,9,8,14,9,13,13,12,16,11,9,13,12,14,13,6,6,11,7,11,6,8,10,3,10,7,5,7,11,13,4,7,4,8,8,6,2,14,7,3,4,6,8,5,6,3,2,6,1,5,3,8,0,3,2,5,4,3,3,4,3,3,1,3,2,2,2,2,2,3,0,2,2,2,3,2,2,2,4,5,2,4,4,2,0,0,1,0,2,1,2,1,2,1,1,0,1,2,3,2,0,0,0,1,3,2,0,1,1,2,0,1,1,0,2,2,1,0,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
江東橋四丁目,10,9,11,10,11,6,5,7,11,6,9,5,6,5,9,4,5,4,7,4,2,3,3,4,3,8,1,3,8,8,4,4,6,2,6,5,6,5,11,8,13,7,13,16,9,28,18,38,22,33,19,26,23,24,26,35,22,21,19,21,20,25,27,27,30,32,22,26,26,22,16,20,22,34,17,25,20,15,26,22,27,27,25,16,19,24,22,26,19,23,31,26,21,22,24,24,25,23,21,20,13,20,21,14,17,18,14,23,21,11,16,15,13,15,10,10,15,13,18,9,6,10,22,22,16,12,15,17,12,13,11,8,20,15,20,13,25,28,5,19,9,18,10,10,12,11,13,21,7,12,11,16,16,13,9,16,9,12,10,16,9,9,5,11,6,11,2,8,5,10,2,11,6,6,3,5,2,2,0,2,0,4,1,1,0,4,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
江東橋五丁目,15,21,18,17,19,10,15,23,13,14,10,16,14,9,9,8,12,11,11,13,13,10,10,10,18,9,14,9,9,12,6,7,9,7,9,13,6,11,14,17,17,10,17,21,13,20,28,33,29,33,18,24,21,38,33,41,37,43,46,32,44,43,49,32,35,27,31,30,34,42,29,27,27,21,24,39,35,30,25,22,20,22,35,31,23,26,24,25,29,30,32,21,25,24,19,28,29,18,23,18,24,23,18,22,23,21,11,15,17,19,14,20,14,13,18,9,14,12,13,12,18,12,5,13,15,14,12,8,17,8,9,6,11,14,13,11,8,15,15,3,5,5,7,12,10,10,7,6,3,5,4,6,4,6,4,6,4,7,0,3,5,10,2,4,4,14,3,5,2,4,1,4,4,3,5,6,3,4,1,4,0,5,1,3,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網一丁目,5,4,3,1,4,2,4,1,3,1,3,4,2,2,5,1,1,0,0,0,1,1,0,3,0,2,1,2,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,2,2,1,0,3,1,3,1,2,3,1,3,4,2,3,6,5,4,2,1,5,4,3,4,3,6,5,3,1,3,1,4,4,8,6,6,6,3,3,1,5,1,0,4,1,0,2,2,3,1,3,1,0,1,1,1,0,2,1,0,2,1,0,3,2,2,2,1,0,2,1,0,0,2,1,1,1,0,1,0,0,0,2,0,1,3,1,2,0,0,0,1,3,0,2,1,1,1,0,0,2,2,0,1,0,1,1,0,1,1,0,0,1,1,1,2,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,7,4,4,9,3,3,3,0,2,2,5,8,3,1,3,4,2,5,3,1,3,2,5,3,4,1,6,6,5,4,2,5,3,2,5,4,5,2,9,4,10,5,4,5,4,5,15,5,10,10,11,10,19,18,14,9,10,11,14,13,8,13,11,5,18,13,10,15,12,7,8,7,11,8,10,9,20,11,5,7,7,9,10,13,12,9,12,7,17,9,4,7,7,9,8,9,13,6,4,4,7,7,9,5,4,10,5,4,9,6,8,9,10,6,15,9,5,5,6,9,3,3,9,7,7,5,7,8,3,3,4,2,4,7,10,5,6,6,5,3,4,2,2,6,3,9,6,9,4,2,5,1,1,4,5,2,3,5,4,5,4,2,8,5,1,5,1,6,5,1,0,1,2,7,1,5,3,5,2,4,0,5,1,4,1,3,2,2,0,5,0,4,1,2,0,5,1,1,0,1,0,0,0,0,1,1,0,0,0,0
亀沢一丁目,15,12,20,14,11,4,12,9,3,3,12,3,6,5,6,5,7,3,5,6,4,4,4,11,9,9,3,4,10,8,1,10,5,8,5,5,10,6,6,5,4,7,10,9,20,15,16,8,14,22,19,28,30,25,24,32,35,19,25,29,21,29,35,24,30,26,21,25,20,20,23,21,21,20,17,25,25,24,22,21,24,15,18,15,22,15,15,12,13,21,14,12,17,15,20,12,13,17,13,21,13,5,10,10,9,7,9,8,10,13,15,4,9,16,9,7,10,4,7,7,8,5,5,15,7,9,7,12,12,7,6,12,15,9,13,15,13,5,6,10,9,8,7,10,2,10,8,9,6,5,6,4,6,6,1,4,0,4,2,5,5,7,4,3,2,5,1,4,5,6,5,5,1,3,2,7,2,0,0,3,1,3,1,1,1,0,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
