年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,20,15,20,19,14,12,15,12,9,13,9,12,16,14,10,11,8,4,13,13,7,7,16,6,7,8,9,7,13,10,8,13,11,15,5,5,8,6,7,8,10,8,12,8,13,15,21,13,22,21,29,38,27,34,25,23,32,27,30,31,39,47,30,45,25,45,40,42,38,40,29,25,45,34,30,25,18,32,38,17,19,28,28,22,23,29,37,23,26,26,29,30,24,27,25,24,19,35,35,30,23,19,20,22,27,26,24,14,22,20,14,15,23,9,18,18,11,14,10,12,14,8,20,12,15,19,17,16,5,11,6,10,7,11,15,10,19,10,11,11,8,14,12,13,8,12,15,12,10,10,5,4,10,7,6,11,10,7,8,8,4,10,10,5,0,10,7,3,3,1,5,3,5,1,3,4,5,1,3,4,1,4,1,2,0,1,0,3,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
緑四丁目,26,33,19,21,32,21,22,14,28,21,21,19,23,22,17,10,15,23,18,10,15,12,18,20,8,14,13,18,16,13,8,8,14,4,10,12,17,10,20,16,18,13,15,21,40,29,45,47,67,43,57,56,56,62,67,50,61,70,74,48,60,62,67,51,52,51,72,61,76,56,52,49,43,59,50,45,60,46,40,36,59,40,46,49,41,48,55,46,52,41,45,36,39,48,48,39,42,35,33,40,31,40,37,36,42,36,24,28,30,31,24,21,32,14,18,18,15,13,15,16,15,15,17,15,22,9,16,12,12,11,10,9,8,13,17,13,17,17,17,18,17,8,11,16,18,16,10,14,12,18,8,11,11,8,5,17,11,8,10,9,8,11,4,10,6,12,6,12,7,6,3,12,3,8,1,7,5,2,2,3,4,4,0,3,0,2,1,5,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川一丁目,4,6,3,7,5,5,4,1,4,5,3,0,3,0,2,2,2,2,4,2,2,1,2,2,1,1,1,2,3,3,2,0,1,2,1,2,3,5,3,0,3,3,7,2,8,5,9,16,9,21,17,16,17,37,18,26,17,20,22,21,22,19,15,29,26,30,16,23,22,21,16,7,21,12,15,16,11,20,13,11,10,14,8,14,14,14,11,10,10,14,11,8,8,8,10,9,7,7,5,13,7,8,8,11,9,5,11,3,11,12,6,6,8,3,9,4,5,5,6,6,3,4,3,4,5,2,5,6,5,6,5,5,4,6,5,5,3,5,7,5,4,1,7,9,4,7,6,6,7,3,4,1,3,4,1,6,4,2,5,3,1,7,4,4,3,5,1,3,2,5,5,3,3,5,1,2,1,1,0,1,0,3,1,2,1,5,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
立川二丁目,7,6,1,6,4,8,5,3,3,6,3,6,8,4,4,3,1,5,2,5,2,1,1,4,4,1,4,1,7,2,3,1,3,2,1,4,2,3,2,3,5,6,3,4,10,5,8,14,13,16,18,25,18,16,18,18,23,19,17,23,22,13,17,19,22,14,15,15,12,8,21,22,18,9,17,11,12,18,5,12,13,13,11,16,10,11,12,11,15,11,7,6,12,9,13,10,12,8,8,6,12,13,8,10,15,6,11,8,9,9,5,7,5,4,11,6,6,6,2,4,8,7,4,6,5,3,3,5,7,7,5,7,4,7,5,3,12,10,13,7,8,6,8,8,8,11,5,3,5,6,5,6,7,2,3,9,5,9,7,12,7,9,3,3,2,6,3,4,4,3,2,3,1,2,2,5,2,3,3,3,0,1,0,1,0,0,0,1,0,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,7,11,9,8,8,5,6,3,4,3,5,5,4,4,8,5,3,4,10,7,2,6,3,6,7,2,2,4,6,3,8,4,5,1,2,4,3,3,2,8,2,4,2,5,11,7,9,12,7,12,11,23,21,26,19,30,20,25,32,19,26,30,27,23,18,22,22,19,17,26,21,18,19,18,19,19,16,26,11,15,12,14,18,12,12,15,17,22,15,13,13,10,13,14,16,11,16,15,14,14,9,18,16,7,9,9,12,9,14,10,5,7,15,14,11,7,8,13,5,8,15,7,6,13,6,6,4,8,3,4,7,9,6,8,14,8,7,10,11,5,8,8,7,8,11,11,8,7,2,3,3,8,5,7,6,6,7,9,4,5,9,5,1,6,4,5,3,3,4,5,5,7,1,4,3,3,0,7,1,1,2,1,0,1,0,4,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
立川四丁目,8,5,10,10,6,11,7,2,6,5,2,5,5,2,3,2,3,3,1,1,1,5,2,10,3,1,2,4,7,5,3,4,0,4,2,4,4,5,2,2,3,7,4,10,11,8,15,19,14,13,19,19,18,28,25,25,26,22,22,17,17,20,21,20,24,26,21,22,10,26,30,26,13,17,19,21,26,20,20,12,9,9,10,13,14,10,21,10,13,14,13,9,17,12,16,7,15,8,14,9,8,9,9,15,16,6,7,7,9,8,9,3,7,10,7,8,7,9,7,4,6,7,5,1,5,7,8,7,6,5,6,5,5,3,7,5,5,3,6,6,9,6,8,3,6,9,7,9,7,6,5,4,6,2,4,6,2,10,6,3,5,2,0,8,3,2,4,4,1,6,1,4,3,4,4,4,1,5,0,2,0,0,1,2,0,3,1,1,0,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川一丁目,6,11,6,7,6,7,8,5,6,7,6,7,11,3,5,8,3,6,5,3,5,5,8,4,3,3,3,2,4,6,3,4,3,4,2,3,2,2,1,7,3,4,6,6,8,7,10,30,10,16,16,24,26,36,24,31,18,31,28,34,29,33,22,28,19,20,20,13,25,23,26,26,16,11,9,17,19,29,21,16,15,9,10,18,22,25,9,16,22,10,17,15,10,11,13,8,12,12,12,11,14,9,11,10,9,6,10,9,7,8,8,5,10,16,11,9,13,10,9,4,9,8,10,11,12,5,3,9,9,7,9,10,7,12,5,12,6,11,8,7,7,6,9,10,11,7,13,5,9,9,1,5,3,9,5,7,6,6,6,7,5,4,3,3,5,5,3,5,9,6,1,4,4,2,4,2,2,4,0,4,1,7,1,5,1,2,0,1,0,1,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
菊川二丁目,9,5,6,4,9,6,6,2,5,5,3,0,7,6,2,6,6,10,4,3,3,5,10,5,4,10,6,7,9,4,6,4,8,6,6,10,8,13,6,6,9,6,7,6,12,12,13,16,15,28,23,39,35,26,21,25,25,34,31,36,22,25,21,26,29,33,29,23,23,19,20,26,27,24,13,18,16,23,16,18,18,26,12,17,17,20,15,12,20,24,16,27,27,23,20,19,20,27,18,17,22,14,19,29,17,21,17,18,17,18,15,20,18,24,18,23,14,8,12,8,11,11,14,14,10,14,8,7,6,5,9,9,12,5,7,12,9,16,10,8,11,10,16,15,6,16,9,10,12,7,6,3,7,5,9,10,5,12,5,10,5,14,8,5,3,4,7,8,4,7,5,10,4,6,5,4,4,2,2,3,1,2,1,5,1,2,2,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川三丁目,10,20,25,11,24,11,13,13,15,16,17,16,8,10,8,10,9,8,7,7,10,6,9,6,3,8,9,9,4,8,10,12,9,9,8,10,9,9,12,13,19,11,20,13,12,18,24,23,19,30,25,30,31,33,31,34,47,24,31,34,28,36,31,44,26,45,37,42,40,43,35,39,42,34,42,36,37,37,31,36,32,27,26,31,42,38,32,31,34,32,31,26,36,17,39,28,30,27,21,31,27,31,33,23,24,28,27,35,35,35,23,15,27,30,24,37,35,29,23,22,25,19,22,23,24,18,15,33,23,24,23,22,22,18,26,21,16,22,23,19,16,27,24,22,21,28,27,20,23,19,10,16,11,12,6,7,11,20,11,9,6,9,11,16,7,6,6,19,3,7,4,5,4,10,3,6,4,6,3,8,6,4,0,3,1,3,0,5,1,6,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,3,7,6,5,4,8,1,4,6,3,2,2,1,4,4,2,4,2,4,6,0,2,5,3,7,0,6,4,1,3,7,4,4,4,6,3,2,5,9,5,4,4,8,8,8,13,17,24,11,17,18,9,21,9,16,16,31,19,15,17,20,19,16,20,13,18,20,15,26,16,15,9,20,13,11,13,11,10,12,16,10,7,10,11,11,16,9,12,14,9,13,15,12,11,6,10,12,15,12,18,14,14,18,13,12,9,12,14,7,9,12,7,14,11,10,8,6,12,9,10,12,8,7,11,9,11,5,6,8,7,7,6,5,5,3,8,0,5,8,4,4,7,5,5,9,12,9,6,11,10,3,4,5,5,8,6,2,3,6,1,5,6,0,2,1,2,0,4,4,5,3,2,3,1,1,2,1,0,1,5,0,0,1,0,1,0,1,1,1,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
江東橋二丁目,10,14,2,8,13,9,12,8,11,12,5,12,11,3,17,15,14,12,9,7,9,10,12,9,7,3,5,4,3,7,2,4,3,4,3,7,5,4,4,8,8,6,9,7,13,11,19,24,23,22,20,23,24,23,40,24,29,33,24,14,26,37,26,24,27,20,19,21,28,24,17,18,23,27,34,33,32,24,19,28,24,20,20,13,21,16,30,30,22,21,30,14,24,19,25,22,32,25,20,31,27,17,26,21,18,27,23,17,20,21,15,20,13,18,14,12,13,13,14,11,12,7,11,8,5,3,7,8,7,5,5,5,11,9,6,8,7,7,7,8,4,4,7,9,5,5,8,3,8,11,5,3,1,3,6,4,0,2,1,3,1,5,1,4,3,4,4,1,2,2,3,2,1,3,0,3,1,1,0,1,0,4,0,4,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,3,2,1,1,0,0,1,1,3,1,0,2,0,1,1,1,0,0,2,1,2,1,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,2,2,4,0,4,2,9,6,13,12,14,7,24,13,21,20,16,8,21,9,19,9,10,13,14,8,10,5,14,6,15,12,7,5,12,9,4,3,11,8,11,3,7,4,12,3,10,2,7,16,5,9,7,5,9,8,8,3,7,4,4,2,8,3,10,3,2,6,6,9,6,5,8,0,3,2,9,0,4,4,3,4,5,4,6,3,1,1,1,1,3,1,2,1,1,0,5,1,2,2,1,1,2,1,1,0,2,4,2,0,1,0,0,3,0,1,1,3,3,0,0,1,1,2,3,0,0,0,0,2,0,0,2,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋四丁目,5,5,11,10,6,9,4,4,4,4,8,2,5,5,6,4,3,5,9,8,5,1,4,3,4,2,6,7,3,4,4,5,4,3,3,4,2,8,6,6,17,8,14,13,17,28,20,35,12,23,24,24,25,15,25,28,29,24,21,21,23,22,29,19,25,21,19,16,17,19,15,16,22,15,36,21,24,16,16,12,20,14,14,21,15,23,13,21,20,20,25,26,25,14,29,27,15,22,25,20,23,24,24,26,21,18,22,21,23,15,15,22,16,12,14,11,19,18,21,12,17,13,9,14,9,7,10,12,18,13,15,7,8,13,20,15,14,10,7,11,12,11,13,7,16,14,16,21,9,22,6,16,7,12,12,10,9,16,15,16,9,17,5,10,14,11,6,11,5,11,2,10,2,4,1,10,1,4,5,5,0,5,1,8,2,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
江東橋五丁目,13,13,11,15,15,15,10,20,9,8,9,14,11,8,12,12,9,9,10,12,8,15,10,11,15,7,9,12,10,13,8,10,12,6,8,10,10,10,14,11,10,17,8,7,18,18,15,24,22,43,21,38,45,42,31,50,36,41,45,42,38,31,30,38,36,32,40,28,31,39,35,29,34,29,32,26,33,22,30,24,17,26,27,27,30,21,27,25,26,20,21,20,23,37,33,23,21,25,27,29,28,19,32,27,19,26,26,30,29,23,16,16,27,17,17,14,16,13,12,16,11,13,13,13,16,7,9,15,16,7,11,12,9,5,9,10,9,14,13,4,8,5,5,8,7,10,12,13,13,5,2,3,2,6,11,10,3,4,3,6,3,6,1,3,3,6,2,5,1,5,2,6,3,6,1,10,0,6,1,4,1,2,4,3,3,1,1,2,0,5,1,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
横網一丁目,2,2,2,2,2,1,0,2,2,1,2,3,1,3,3,0,2,1,4,2,2,1,3,5,4,2,2,1,1,1,1,0,0,0,0,4,1,1,1,0,2,2,0,0,2,1,1,2,1,0,0,1,1,2,1,3,0,2,4,0,2,2,1,4,3,0,2,3,2,2,0,0,3,4,2,3,2,1,4,3,2,5,1,4,2,4,8,2,6,3,1,3,4,5,5,6,6,4,2,2,6,1,4,3,0,2,4,3,3,3,2,0,1,1,1,0,1,2,0,2,0,0,1,1,1,3,3,1,0,2,1,1,1,0,1,3,0,0,1,0,1,1,1,0,1,2,0,1,2,1,1,1,2,1,3,1,1,1,0,0,0,2,2,1,0,1,0,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,3,2,5,6,3,5,2,6,8,1,4,5,4,4,5,3,4,3,3,2,2,5,6,3,2,0,0,6,6,3,3,1,6,1,1,4,3,2,4,3,6,5,2,3,3,9,10,5,10,8,8,15,13,11,15,10,16,18,11,11,15,8,11,10,11,8,10,6,7,10,12,13,8,8,17,8,4,13,11,11,9,13,13,8,8,10,9,9,12,8,7,6,6,11,4,8,8,6,16,7,9,7,8,4,5,9,6,8,10,7,5,7,7,7,9,8,4,8,5,4,6,8,12,8,10,8,8,2,2,9,4,7,5,3,8,7,3,4,7,5,2,2,4,5,5,4,10,6,7,4,3,2,2,3,1,8,5,8,6,2,3,2,2,5,4,3,2,1,3,6,4,1,2,2,3,11,2,4,3,2,2,3,1,1,3,3,1,0,0,1,1,1,1,2,0,3,1,1,0,2,0,2,0,2,0,0,0,0,0,1
亀沢一丁目,13,12,2,13,5,11,13,8,13,11,6,4,8,8,7,3,9,7,7,3,4,5,4,5,8,2,3,5,7,6,6,2,2,9,12,8,3,5,5,6,10,11,7,5,5,10,11,17,16,15,15,17,21,34,26,25,25,23,31,25,28,28,25,16,28,19,26,18,22,27,23,23,20,22,25,31,18,24,15,16,11,14,24,20,15,22,11,25,24,18,19,12,16,13,25,18,13,22,18,13,11,12,9,17,21,12,16,11,15,20,12,12,13,9,10,10,9,7,9,10,10,11,15,4,7,17,6,3,9,4,6,6,8,9,5,8,2,10,12,9,12,10,6,13,12,8,6,9,11,5,8,8,6,8,6,10,5,5,2,5,6,8,5,6,0,2,0,7,1,4,3,3,1,6,2,3,2,1,1,2,4,3,1,3,1,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
