年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,22,16,17,17,11,15,15,12,15,11,10,13,9,6,14,11,10,10,10,4,10,10,10,8,13,7,8,15,9,17,6,4,8,2,9,9,10,9,17,7,11,8,13,5,11,16,21,30,22,23,25,36,32,25,35,25,27,35,36,44,28,42,34,41,39,40,32,29,33,29,35,32,25,23,33,27,22,30,26,27,23,28,32,25,27,22,25,34,23,27,29,26,26,30,30,32,23,21,17,26,28,18,26,22,25,19,20,15,21,7,15,18,11,16,11,14,15,8,17,15,14,15,20,15,8,17,8,7,8,14,13,10,20,9,18,8,8,13,8,17,12,14,12,10,11,14,6,4,8,8,6,8,10,10,11,10,3,10,11,5,4,11,5,2,3,3,5,1,6,3,4,5,6,0,3,5,1,3,1,4,0,1,0,4,2,1,0,3,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
緑四丁目,43,30,26,23,33,24,26,20,30,29,16,13,18,22,19,12,19,12,18,16,10,16,8,17,17,17,8,9,14,8,10,6,14,14,13,10,9,12,15,26,29,26,22,32,36,33,38,53,50,44,46,45,54,44,58,58,68,60,62,61,51,53,65,69,82,57,72,56,54,53,58,57,66,52,49,38,43,44,53,47,40,54,50,45,47,44,54,33,40,51,42,44,53,41,33,41,35,31,37,33,40,39,34,36,32,33,23,21,35,22,25,18,12,17,12,14,19,18,19,18,22,9,15,11,14,10,12,10,9,11,18,15,12,15,18,21,22,7,14,15,17,13,11,18,14,16,14,11,12,6,6,17,11,10,9,10,11,12,4,6,6,17,5,11,6,8,6,11,4,10,1,5,4,4,4,3,4,6,0,2,1,3,2,4,1,3,1,2,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
立川一丁目,5,8,8,5,5,2,3,2,6,2,1,1,1,4,5,2,2,1,1,0,3,1,1,3,2,3,4,0,2,2,1,2,0,5,4,1,2,2,6,2,4,1,5,6,3,8,2,7,11,23,11,17,14,22,21,23,27,17,10,25,30,30,21,27,18,20,21,17,24,14,13,23,11,20,20,15,9,17,8,10,12,17,13,10,8,13,10,15,15,3,8,10,11,11,7,12,7,11,8,9,9,4,11,7,10,7,5,5,8,8,7,5,9,5,8,6,2,5,5,2,3,4,8,5,2,4,5,6,7,6,5,8,5,2,6,7,3,2,5,7,8,7,3,5,7,5,6,2,4,2,0,7,4,3,6,5,2,6,2,4,5,6,2,2,3,5,4,3,2,5,4,5,2,1,1,2,0,4,2,2,0,6,1,2,2,0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
立川二丁目,6,9,3,5,8,6,3,5,6,4,7,3,1,3,1,6,2,2,1,3,3,2,5,0,4,2,4,0,2,1,2,3,1,5,2,3,2,4,3,5,5,1,5,7,8,8,7,18,25,10,18,15,19,18,20,20,23,20,16,18,24,18,11,16,26,12,20,13,21,15,19,13,15,15,9,15,13,14,5,14,20,10,10,13,12,8,11,7,8,7,14,11,18,10,9,4,11,11,6,7,15,7,14,9,8,11,3,6,6,4,9,6,4,6,3,4,9,7,3,5,3,3,4,2,6,8,6,7,4,11,5,4,15,7,9,9,11,4,5,10,11,9,6,6,6,4,6,8,6,1,6,7,4,8,8,10,8,11,4,4,2,5,2,5,4,3,3,2,2,5,2,4,2,4,3,3,1,2,0,1,0,0,0,2,0,0,0,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,13,3,10,8,6,4,5,1,4,5,3,8,2,4,10,5,4,5,1,9,7,3,6,5,5,2,7,4,5,2,3,4,4,5,2,5,1,3,7,5,5,3,7,7,4,11,8,11,14,16,10,13,14,28,20,16,27,24,30,25,21,18,22,17,14,27,24,23,21,20,20,13,20,29,11,15,16,18,18,6,19,16,13,21,13,16,11,11,14,11,10,11,13,12,23,18,9,17,13,9,13,6,12,14,13,10,7,4,13,15,12,8,6,18,7,4,13,11,7,12,4,4,7,9,4,5,8,10,7,8,10,10,9,9,13,6,9,10,8,8,7,9,14,8,5,5,4,6,4,9,7,4,4,10,8,8,7,6,4,8,4,5,5,2,3,6,8,6,2,2,3,6,0,6,1,3,2,2,1,0,2,4,2,1,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
立川四丁目,13,14,10,4,7,5,4,9,3,4,5,3,5,4,2,2,0,3,2,6,3,3,1,4,6,6,2,3,3,5,2,5,2,4,6,1,4,6,2,5,3,5,5,8,8,9,18,13,14,22,23,15,23,29,18,16,21,16,27,29,25,21,18,27,12,30,26,26,25,24,18,21,26,24,19,13,9,10,13,13,16,14,16,12,19,11,10,12,15,10,13,11,15,9,13,7,10,12,8,10,11,11,10,7,11,8,8,4,6,7,6,11,8,8,4,5,9,8,5,3,7,6,9,8,6,6,9,4,5,2,7,5,6,3,5,7,8,5,10,6,3,9,10,7,6,6,4,9,7,3,4,5,5,7,5,6,7,3,2,6,1,3,7,5,2,6,1,5,4,3,5,6,3,2,1,7,1,1,1,3,1,4,1,1,2,1,0,3,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
菊川一丁目,6,7,7,11,7,7,8,8,9,4,7,7,3,9,8,4,4,9,7,3,4,6,3,2,3,8,3,4,2,5,4,2,2,4,2,8,2,6,4,5,6,1,9,11,7,11,9,8,14,22,11,25,16,17,17,14,22,30,22,26,15,23,21,24,30,21,22,22,16,18,11,10,10,21,21,23,15,11,16,11,18,23,11,19,15,13,21,10,17,14,14,9,16,11,8,7,13,13,14,9,7,7,11,8,9,9,7,5,9,17,11,10,14,12,9,6,9,6,9,9,10,10,5,9,8,9,12,7,6,13,7,11,6,12,10,9,6,5,10,11,10,8,10,6,10,9,4,6,3,4,5,10,6,8,3,8,9,4,2,4,5,3,2,5,7,8,3,4,4,4,3,2,4,4,0,4,2,5,2,6,1,3,1,2,0,1,1,2,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
菊川二丁目,11,7,7,7,5,2,4,3,9,6,2,6,6,9,2,5,4,7,7,5,8,5,5,6,10,5,3,5,8,4,5,11,9,11,5,8,8,3,8,6,7,8,3,9,16,14,15,38,26,30,20,28,23,36,29,35,29,30,23,25,22,34,31,26,20,14,22,26,22,18,18,29,21,21,18,26,17,26,18,19,17,17,10,13,15,21,16,28,27,22,20,22,21,24,14,17,23,15,17,35,18,15,18,25,16,17,16,19,22,17,14,23,18,15,10,8,12,15,10,15,18,13,8,10,7,5,11,7,9,9,11,12,7,14,8,11,11,8,11,11,11,22,9,10,12,8,9,4,5,4,9,12,8,8,3,11,7,14,7,10,4,4,9,8,6,3,3,14,8,6,4,6,6,3,2,5,1,3,1,3,1,3,1,2,1,2,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川三丁目,24,12,16,17,17,19,19,10,10,14,7,12,9,12,8,6,10,5,9,6,6,9,6,11,7,9,8,12,12,6,8,14,9,10,9,9,21,11,23,18,12,15,18,18,21,14,22,19,22,20,20,34,29,39,29,32,42,32,28,50,30,48,47,45,43,38,43,27,37,40,48,41,47,32,33,38,35,31,34,37,29,35,39,29,41,33,32,25,32,21,40,25,27,32,25,30,22,34,31,23,29,32,31,38,34,32,25,20,32,29,22,37,35,29,22,31,21,19,26,20,26,19,16,37,22,21,23,21,24,16,25,25,16,27,24,20,19,22,20,20,28,28,27,23,26,22,14,13,10,12,8,10,13,14,9,14,8,8,10,17,8,13,6,15,6,11,4,5,4,11,4,11,7,9,3,7,6,7,2,7,2,3,0,4,2,7,0,2,1,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,6,7,3,4,7,5,3,1,4,5,3,3,6,2,4,5,1,2,7,5,5,1,7,2,3,5,6,2,2,4,5,6,3,3,6,5,3,4,5,6,4,5,7,12,7,13,10,10,12,11,14,17,20,21,17,19,18,17,14,9,13,14,21,11,22,15,18,9,23,11,16,12,8,7,16,18,11,12,10,12,11,16,13,20,17,7,12,15,12,10,12,8,13,14,9,19,12,14,18,16,15,9,8,16,10,10,8,4,15,17,14,11,6,12,7,6,14,8,8,12,10,11,5,8,8,8,6,6,7,4,1,8,1,8,8,7,5,7,6,3,9,12,7,6,16,11,5,6,4,3,7,7,5,3,4,3,6,6,2,4,0,3,1,4,4,4,2,3,2,1,1,2,2,0,1,5,1,0,1,0,0,0,3,1,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
江東橋二丁目,10,9,10,10,15,13,6,15,10,6,20,13,14,12,13,14,9,8,13,9,10,7,8,4,8,8,3,4,1,3,2,6,3,3,6,5,4,7,6,6,11,2,7,4,11,10,9,24,22,21,20,27,26,30,31,26,27,20,31,26,28,24,22,15,26,33,20,23,16,26,31,34,34,24,20,30,31,17,24,19,17,20,36,28,30,23,27,17,35,14,31,18,22,24,29,33,25,18,32,29,21,28,22,22,25,19,17,17,13,18,13,17,10,16,15,14,12,4,13,8,6,5,5,10,9,8,2,9,11,8,6,7,9,9,4,5,6,7,9,3,4,11,6,3,10,11,5,3,0,3,7,3,2,5,1,4,1,4,2,5,2,4,5,2,1,2,3,1,1,2,1,6,1,2,0,1,0,5,1,4,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,0,1,1,1,2,1,0,2,1,0,1,3,0,0,1,1,2,2,2,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,3,2,2,0,4,4,2,3,4,7,6,15,8,19,8,20,16,22,12,21,15,20,20,17,12,16,11,14,8,16,12,13,7,11,12,5,1,14,7,12,7,8,3,12,3,11,2,9,10,4,15,6,6,9,10,8,4,11,4,2,1,8,2,10,4,5,4,7,11,10,5,8,3,3,1,6,2,7,2,2,4,5,3,4,3,2,3,4,1,2,2,3,2,1,0,5,2,3,1,2,2,2,1,1,0,4,5,3,1,1,0,0,2,0,2,1,2,2,1,0,0,1,1,2,3,1,0,0,2,0,1,2,0,0,1,2,1,1,1,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋四丁目,6,14,7,6,11,5,8,3,8,4,10,6,4,6,6,4,7,6,3,4,6,4,8,3,2,5,6,4,4,3,1,3,3,9,3,2,10,8,9,4,11,6,9,14,13,23,17,22,18,31,23,32,24,30,29,31,24,36,32,16,19,26,27,22,26,24,14,21,26,17,33,19,24,16,22,18,30,16,15,21,19,29,14,21,20,14,21,26,31,16,28,22,20,29,21,19,24,26,32,23,20,20,25,25,27,15,22,19,14,18,19,11,20,16,16,15,24,14,13,15,13,10,14,11,17,9,20,10,6,10,22,19,16,10,8,14,12,12,9,7,17,14,16,19,17,23,4,17,5,13,10,12,12,14,13,15,7,17,11,13,13,10,7,11,8,10,5,11,5,3,4,11,2,5,3,6,2,6,0,7,3,2,1,3,0,1,0,1,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
江東橋五丁目,18,19,20,19,14,12,9,11,10,12,14,7,12,9,9,13,8,16,10,12,11,4,9,12,9,11,10,12,11,4,13,11,11,8,12,10,9,6,5,9,12,17,9,21,14,14,20,32,27,24,33,37,23,48,45,36,32,38,27,36,37,37,36,28,42,29,34,29,38,36,35,30,40,31,28,29,23,23,24,23,21,19,34,30,27,20,19,19,23,33,34,26,31,32,22,27,33,24,26,24,22,21,23,28,29,22,16,18,26,16,16,20,19,16,14,12,11,21,15,15,17,12,15,12,14,11,13,12,15,8,6,8,13,13,12,8,7,5,4,11,12,9,13,14,14,8,7,3,3,6,9,11,7,7,4,4,4,9,2,4,5,8,3,2,2,5,1,7,3,5,1,7,1,8,2,5,1,1,3,4,3,2,2,3,0,5,1,4,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
横網一丁目,3,0,0,3,0,0,4,3,0,4,2,0,6,1,3,1,3,1,4,4,2,2,4,1,2,0,0,1,1,0,0,3,0,2,1,0,2,1,0,0,2,1,3,2,1,0,2,1,1,3,2,1,2,5,3,1,2,3,2,2,4,1,2,2,5,3,2,0,2,3,3,4,2,2,3,4,4,1,4,5,3,5,6,3,6,3,2,2,2,6,6,4,6,6,4,4,6,1,3,2,0,3,2,1,3,4,3,1,1,1,2,0,1,2,0,2,0,0,1,1,0,3,4,1,0,2,1,1,1,0,1,2,0,1,1,0,1,0,0,1,2,2,0,1,1,1,2,1,1,1,4,1,1,1,0,0,0,0,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,5,8,2,7,6,4,4,4,6,4,6,3,3,4,5,1,2,3,5,7,3,2,0,4,4,5,3,2,6,1,5,4,2,1,5,7,6,3,3,4,5,7,8,5,7,3,7,4,12,11,9,13,14,11,15,9,14,12,12,13,14,13,12,6,7,16,13,14,8,6,18,13,11,13,11,12,15,13,11,9,14,8,5,6,14,11,8,6,5,13,7,12,8,7,13,5,16,8,7,8,7,9,8,8,10,7,4,4,4,8,10,8,5,9,6,4,6,6,10,9,13,10,9,4,2,7,3,7,4,4,8,6,5,3,6,7,2,2,4,4,3,7,11,5,5,6,3,4,4,2,1,6,4,9,7,6,1,1,4,4,5,5,2,2,2,6,5,4,1,2,5,7,1,5,2,3,4,1,0,2,1,4,2,2,0,3,1,4,1,4,0,1,0,1,1,2,0,5,0,2,0,1,0,1,0,0,0,0,0,1
亀沢一丁目,7,13,9,12,19,9,7,10,7,7,8,9,7,4,8,4,4,4,4,4,6,4,5,4,7,4,6,7,2,7,7,9,7,8,1,6,11,8,4,9,7,9,11,3,13,10,13,11,14,24,26,19,21,20,31,28,31,30,30,26,26,26,34,30,32,20,24,34,22,28,31,29,16,29,22,15,12,18,23,12,9,25,14,24,22,20,17,15,25,14,22,17,19,16,16,15,17,17,8,11,22,15,15,12,12,18,16,15,10,9,12,11,9,8,9,4,11,14,16,7,9,12,8,9,8,4,6,7,8,6,4,11,4,8,9,10,10,9,8,9,12,11,7,9,13,5,8,9,6,7,5,10,6,9,6,6,5,6,6,5,3,4,0,5,0,4,2,6,4,5,2,5,2,3,2,1,2,4,4,2,1,3,3,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
