年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
性別,男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人]
両国一丁目,6,9,3,5,5,5,3,3,8,4,1,3,2,3,3,4,4,1,6,1,4,4,1,2,3,4,1,5,3,5,3,2,6,7,3,2,7,6,6,9,9,11,7,13,8,13,14,16,11,11,16,19,25,22,25,24,26,26,20,28,19,17,27,14,19,13,20,16,17,17,15,16,16,6,12,11,11,7,11,8,12,7,9,11,16,11,9,4,10,13,9,9,14,6,13,11,10,14,9,9,11,12,13,9,12,12,6,6,9,11,6,2,10,13,11,11,10,8,9,2,5,6,3,0,3,9,6,6,6,5,4,2,2,14,6,13,2,4,10,9,9,6,11,7,6,9,8,9,6,4,2,5,5,7,5,4,6,8,4,6,1,2,3,4,3,8,3,2,5,10,2,5,1,3,0,2,2,3,1,1,0,0,0,1,1,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
両国二丁目,12,10,6,9,7,10,7,6,5,9,8,10,4,12,10,4,4,5,3,4,4,4,4,8,3,6,2,7,5,8,4,3,4,7,3,2,8,7,7,9,7,11,7,11,7,15,21,13,21,11,29,24,26,20,25,34,26,19,36,26,27,23,20,32,26,19,30,25,21,13,30,23,25,21,17,21,15,23,21,22,21,22,21,16,17,15,16,23,20,26,19,7,22,16,17,17,17,21,12,16,15,11,19,10,12,5,12,9,12,5,7,15,8,11,13,13,6,11,14,3,17,14,13,9,7,12,8,8,10,8,9,14,9,9,4,6,12,8,8,8,11,16,10,12,14,15,8,8,8,10,8,13,8,10,7,8,6,10,15,7,7,6,5,5,1,2,2,7,2,5,2,5,5,2,1,6,4,6,1,2,1,3,1,7,1,4,0,3,0,2,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
両国三丁目,9,8,12,3,7,7,6,5,4,3,4,3,5,1,6,4,10,5,2,1,5,5,4,3,4,7,4,3,4,2,3,7,6,5,2,6,3,5,9,5,5,8,6,3,15,12,13,16,12,16,20,18,22,33,25,30,30,28,27,29,35,27,26,35,20,26,28,23,20,23,24,21,25,26,25,21,14,17,14,19,13,16,25,27,20,29,15,17,13,13,27,14,21,21,21,21,22,12,9,8,13,16,12,17,6,13,9,10,11,16,8,13,15,11,8,11,10,9,8,9,8,8,5,7,8,10,6,7,6,7,8,6,6,5,6,4,6,12,6,8,4,10,11,11,9,11,5,9,5,2,6,3,3,5,7,7,1,8,4,4,3,3,1,5,5,6,1,5,3,5,4,6,4,1,3,3,1,6,2,2,2,3,1,5,0,3,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
両国四丁目,17,10,9,8,9,13,6,9,8,4,9,6,7,4,10,5,3,3,6,10,7,4,7,3,4,7,4,5,5,4,7,2,5,4,4,5,8,7,9,10,20,8,11,11,21,5,13,14,15,29,20,26,25,24,25,28,33,20,18,24,23,29,31,27,15,24,23,21,34,13,20,24,19,15,23,24,17,11,23,22,21,19,19,11,14,16,15,10,18,19,22,19,18,15,26,19,26,14,13,16,15,12,8,15,21,13,9,12,15,18,12,8,10,11,6,7,13,6,7,10,9,9,7,5,7,10,9,4,4,9,16,11,12,7,10,13,7,9,11,9,8,7,12,12,12,10,2,5,1,8,5,11,4,8,12,9,7,10,5,6,5,5,3,10,2,10,4,11,5,13,4,4,5,5,5,6,3,4,0,3,3,3,2,3,0,1,1,3,0,2,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
千歳一丁目,4,4,5,7,7,6,3,6,10,3,13,3,9,2,4,6,3,5,6,3,4,3,6,7,2,7,3,10,6,4,4,2,1,7,7,4,5,6,7,6,6,4,4,12,7,7,7,7,15,11,19,15,12,20,19,16,10,25,19,12,15,16,17,19,19,14,12,14,12,18,20,17,17,17,11,14,14,12,19,8,19,17,17,14,18,18,9,21,12,13,17,17,14,11,17,16,10,13,12,21,22,14,22,12,14,11,10,9,7,11,7,14,10,12,9,13,12,9,9,9,16,7,9,10,4,8,8,16,9,3,4,6,6,5,6,8,6,8,6,8,8,15,11,6,6,13,7,3,5,6,3,8,5,4,8,3,5,7,4,5,4,11,5,1,2,7,1,4,2,3,0,3,1,7,2,3,1,5,0,2,0,0,1,2,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
千歳二丁目,6,4,4,6,3,7,3,2,3,2,8,8,3,1,3,6,2,4,4,3,4,4,3,3,6,2,4,3,5,3,1,2,0,3,3,3,4,2,7,2,14,2,7,5,2,3,4,4,10,7,10,7,9,10,12,8,23,23,8,10,10,12,12,10,17,12,13,11,10,8,10,7,6,7,12,9,14,13,13,12,7,11,14,16,13,8,8,12,11,4,13,9,7,10,15,8,12,8,7,8,8,10,7,7,7,7,7,5,8,4,6,5,8,8,6,4,5,9,9,2,7,2,3,2,5,6,6,3,2,1,4,1,3,1,3,4,2,4,0,0,3,4,5,1,7,3,2,3,1,7,0,2,2,5,3,3,3,4,3,1,1,5,2,3,4,5,2,2,0,3,4,1,0,4,1,2,1,2,2,1,1,1,0,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千歳三丁目,12,15,9,9,11,15,15,10,16,11,7,4,6,7,8,6,8,6,3,7,8,12,8,3,3,4,4,4,7,6,3,1,2,5,3,6,6,5,9,6,6,6,15,9,7,8,22,17,13,14,27,26,21,27,26,25,32,24,32,26,30,28,32,22,26,24,37,33,20,30,28,29,42,33,30,22,37,28,16,22,24,25,33,25,31,21,14,16,33,23,24,28,18,24,21,11,28,16,19,20,9,19,20,23,9,20,10,12,18,11,15,10,7,15,9,10,13,12,15,12,7,10,10,11,7,5,9,7,5,6,6,8,8,14,10,7,10,16,13,7,9,8,9,14,9,12,9,7,4,7,3,5,12,5,6,8,4,11,2,6,4,8,5,5,4,6,3,7,3,4,8,5,3,6,2,2,4,3,1,4,0,6,0,3,2,3,2,2,1,2,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
緑一丁目,18,14,19,15,16,9,13,8,12,9,12,13,4,11,10,9,9,6,10,10,8,10,11,9,12,9,10,12,10,8,8,7,7,6,8,3,13,9,11,20,18,15,14,13,17,10,21,26,21,18,34,39,21,31,53,49,41,33,41,41,44,35,35,43,31,30,39,31,40,37,39,25,25,21,37,28,26,26,28,24,49,35,30,24,23,29,23,23,32,25,33,37,37,28,29,25,23,20,22,17,25,24,20,20,17,22,23,11,22,15,23,22,13,10,9,16,19,10,10,9,13,10,11,13,8,12,7,9,13,20,8,6,4,9,9,10,7,9,15,7,11,12,16,10,12,16,8,6,6,7,10,9,5,9,8,7,3,10,2,10,4,3,6,10,5,5,7,5,4,7,3,5,5,8,4,6,1,7,2,4,3,7,0,5,0,3,1,2,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
緑二丁目,22,15,25,16,13,10,23,10,16,22,12,5,19,12,16,15,19,15,10,8,14,13,19,14,14,17,20,11,3,8,17,9,16,12,10,15,4,15,16,12,12,10,7,13,12,22,20,28,27,40,33,35,24,36,32,43,48,38,25,41,35,39,34,45,45,36,42,31,38,39,30,28,26,29,34,31,25,24,37,28,28,35,24,35,21,30,19,24,33,31,25,34,32,32,30,34,34,32,26,19,31,31,26,30,27,25,21,20,22,25,17,19,15,18,15,22,15,19,19,10,14,18,14,13,18,9,10,14,13,12,7,6,9,18,15,11,14,7,9,13,13,14,6,10,15,13,6,14,5,9,8,8,11,14,8,16,8,16,9,9,7,8,7,2,7,5,6,7,5,7,3,6,1,7,1,3,2,8,5,3,1,6,2,5,2,6,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
