年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,15,17,12,13,14,13,12,13,11,12,9,9,12,10,12,5,14,7,12,8,10,9,10,11,9,16,8,8,7,7,10,11,5,4,10,9,16,7,11,5,10,10,12,14,15,9,17,15,18,17,28,25,16,15,21,37,26,26,37,30,36,40,31,24,30,30,35,28,26,23,35,19,23,28,20,28,30,23,24,31,37,21,28,32,25,32,25,26,23,25,23,36,32,30,21,19,22,26,22,23,28,19,21,19,19,8,18,11,17,17,11,14,14,12,14,14,20,15,16,11,15,16,7,8,5,12,15,12,12,13,28,10,11,12,9,15,11,15,8,11,15,15,9,7,8,6,7,9,8,9,8,9,8,11,7,9,11,6,2,7,7,3,2,3,5,3,7,1,5,5,3,2,3,5,1,6,1,2,0,1,2,5,0,2,0,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
緑四丁目,34,25,32,18,25,26,28,21,16,17,16,18,22,12,18,16,9,19,10,14,11,18,16,13,8,9,15,4,9,13,14,8,13,13,11,9,17,12,28,24,21,21,37,28,24,22,29,25,37,52,34,46,52,36,54,49,60,47,60,52,53,61,66,51,47,47,48,48,63,53,57,47,35,36,55,38,37,42,46,47,49,46,47,34,43,38,36,43,55,45,39,34,36,34,40,37,34,35,36,39,32,39,28,28,28,19,37,20,13,16,12,15,15,16,20,13,16,16,22,6,15,14,11,11,12,14,10,7,16,17,18,18,21,11,17,11,13,14,18,17,12,13,16,15,12,6,9,10,6,13,14,11,9,12,11,12,5,15,6,16,6,8,4,11,5,12,4,4,3,6,5,5,5,8,2,1,2,3,1,6,2,3,2,3,2,2,2,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川一丁目,9,3,6,3,4,1,4,2,1,2,2,4,7,1,1,2,1,2,2,2,3,3,4,2,1,1,1,1,1,2,2,5,3,0,3,3,4,2,3,1,3,6,1,2,2,13,10,11,14,18,20,17,16,23,15,27,23,29,25,35,18,18,17,23,22,13,21,16,16,29,15,15,8,16,14,15,9,7,18,11,12,13,10,16,13,7,12,9,9,10,10,10,6,10,8,8,9,9,10,9,10,5,8,7,7,8,7,5,8,4,6,5,5,10,3,1,5,4,5,4,6,4,5,6,6,7,6,9,5,3,4,3,6,5,4,2,8,9,3,8,8,4,5,3,3,1,4,5,2,7,5,1,4,6,1,6,4,5,3,4,4,3,4,6,4,4,2,5,2,1,3,1,1,3,0,5,2,5,1,2,2,2,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
立川二丁目,8,4,5,9,4,5,7,6,5,4,0,4,4,5,1,0,0,3,6,2,1,0,5,2,3,1,2,1,1,6,2,1,2,3,2,6,6,3,4,2,7,8,4,9,17,5,9,10,12,11,10,16,18,23,18,18,22,20,19,22,17,16,23,10,20,18,27,15,16,14,14,16,9,14,11,14,11,13,12,16,12,8,17,10,8,9,12,12,17,7,10,8,9,11,9,10,10,6,18,8,11,3,6,10,5,7,8,5,3,7,8,3,3,5,9,7,2,4,5,4,3,5,8,10,4,8,4,9,8,5,12,10,13,5,6,8,8,8,12,10,5,5,8,8,3,3,9,3,3,9,7,9,10,12,5,6,3,9,1,5,4,3,5,4,4,4,2,3,3,5,2,5,4,4,0,0,0,1,1,3,0,0,0,1,1,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,10,6,5,3,6,5,4,9,2,7,4,3,10,7,1,4,4,5,7,6,3,1,7,4,7,4,5,4,2,4,3,3,1,5,1,3,3,5,5,4,6,7,3,9,9,5,14,5,12,19,15,18,26,14,22,23,26,19,26,25,17,19,24,19,18,25,17,16,24,19,14,25,17,12,14,9,19,14,15,20,12,19,17,11,10,15,10,12,9,8,20,12,14,14,11,12,14,6,16,16,10,10,15,10,12,8,11,10,10,13,9,11,6,13,15,8,3,9,8,6,5,8,6,6,9,11,6,8,16,9,9,7,9,7,9,10,6,10,13,8,12,7,4,4,3,10,7,5,5,7,7,10,6,8,6,6,3,7,5,4,5,5,5,5,5,7,2,3,2,5,1,5,1,2,1,3,3,2,0,3,2,0,0,2,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
立川四丁目,12,3,8,9,6,6,7,3,5,4,5,4,1,1,1,7,3,5,2,0,8,7,1,2,2,2,1,6,1,2,5,3,2,0,2,4,2,5,5,3,3,7,12,9,13,9,13,14,24,11,20,19,11,18,22,18,20,20,27,21,11,24,16,25,22,28,19,15,14,19,18,15,19,14,14,14,11,12,15,11,20,8,10,15,11,10,13,12,16,7,16,4,8,6,7,9,5,9,13,6,11,7,6,5,8,4,7,10,9,6,7,7,9,8,5,4,2,3,5,8,7,6,9,6,5,5,8,3,9,4,7,4,7,8,15,4,5,8,5,7,9,9,6,9,5,3,4,1,5,7,5,10,9,4,2,3,2,7,3,4,5,5,2,7,5,4,3,6,5,3,1,8,2,3,0,3,2,1,2,3,2,2,0,1,1,3,0,2,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
菊川一丁目,9,10,6,8,6,8,12,3,6,11,5,7,6,7,6,9,9,6,0,3,5,3,3,7,3,5,3,4,2,1,2,6,2,7,4,6,6,3,6,3,8,10,5,7,5,13,8,18,12,19,12,13,21,17,12,22,22,24,23,18,20,27,25,20,17,23,11,9,20,19,13,24,20,16,20,13,11,22,18,22,11,13,15,15,20,12,13,11,11,10,16,9,12,11,10,14,11,7,10,7,6,11,5,8,10,9,12,20,15,11,7,6,11,3,11,8,9,12,8,10,4,7,10,9,6,9,9,15,7,9,9,10,9,8,7,8,10,7,11,9,14,8,5,9,2,3,4,12,5,8,5,4,6,10,7,4,3,3,5,6,4,5,6,6,1,3,4,4,7,2,1,4,1,5,1,6,2,5,2,2,1,3,0,2,2,1,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川二丁目,10,6,6,4,7,3,3,5,2,10,6,7,4,7,7,3,6,7,6,5,8,6,7,3,4,3,9,10,6,8,8,12,3,2,9,8,4,6,6,7,6,8,7,12,12,24,17,15,13,28,26,22,29,30,16,21,22,26,28,25,31,28,26,23,26,19,26,30,20,24,12,25,21,20,18,23,15,19,17,15,12,18,14,22,18,22,31,26,18,18,19,22,18,16,20,19,17,27,17,20,19,18,19,21,19,14,18,23,17,15,15,12,12,12,12,13,17,16,10,14,7,5,10,7,14,9,10,11,6,16,9,10,8,10,9,8,19,15,4,14,10,11,17,7,5,2,8,8,9,9,6,13,3,10,8,13,7,5,6,6,8,9,5,7,9,10,6,9,6,5,1,1,5,4,1,5,1,5,1,3,3,2,1,1,0,1,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
菊川三丁目,18,19,25,16,17,16,10,14,11,13,7,5,10,10,12,5,7,10,7,9,10,8,6,12,11,9,8,14,8,8,11,12,10,13,16,13,18,23,12,17,20,13,14,14,20,14,22,25,19,34,24,18,33,33,39,47,32,48,43,38,45,45,37,33,35,30,38,48,39,28,30,34,40,40,30,33,35,46,37,34,40,29,38,22,34,31,39,27,25,32,34,28,27,34,24,31,32,29,32,30,27,39,30,31,35,18,20,33,24,34,35,31,23,20,24,23,24,22,26,24,21,32,25,24,18,17,28,21,25,27,19,19,24,26,19,20,25,27,24,29,28,23,24,13,12,13,8,13,14,7,10,21,9,12,11,11,7,22,8,7,6,21,5,8,6,9,9,11,3,10,7,8,6,9,4,7,2,7,1,3,0,5,2,4,2,3,0,2,1,1,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,7,6,9,4,1,4,4,8,9,1,3,1,3,5,2,4,6,3,7,1,7,5,3,3,3,4,5,8,2,1,4,4,4,8,3,3,3,3,8,10,8,10,1,11,10,12,12,13,15,16,18,16,13,26,13,12,15,12,18,15,18,16,21,15,26,16,19,13,6,11,13,10,13,15,8,10,13,13,7,23,14,6,13,12,15,14,13,8,10,15,16,16,10,17,13,10,16,13,12,12,9,14,8,9,12,8,19,15,7,10,6,8,12,9,14,13,3,11,13,8,3,9,10,6,7,5,1,6,2,8,7,6,5,9,5,4,8,8,9,9,12,7,14,10,2,6,9,6,6,6,3,3,8,2,4,7,1,3,1,6,1,5,3,2,5,2,1,2,1,3,0,2,1,4,1,1,2,2,3,0,0,3,1,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
江東橋二丁目,15,9,13,18,7,14,17,9,24,16,14,15,4,5,10,13,12,6,10,7,6,4,7,10,2,5,2,5,5,3,4,3,3,4,4,9,9,4,6,2,11,5,8,10,11,12,26,15,27,24,27,36,24,22,24,26,33,20,21,21,27,21,26,17,20,26,23,25,35,32,35,28,27,24,29,21,20,17,30,27,31,34,28,21,36,16,22,17,32,27,29,19,20,26,34,28,28,23,19,27,27,24,18,20,14,20,13,17,14,19,16,12,12,5,11,6,10,11,6,7,8,10,7,8,6,10,8,7,6,8,6,5,7,7,5,5,7,8,6,6,9,7,6,9,4,3,3,2,6,4,3,6,1,2,0,5,0,5,3,3,4,2,3,2,3,2,1,4,0,4,1,1,1,2,0,7,1,4,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,2,0,4,1,1,2,2,1,2,2,1,0,1,3,2,1,3,0,2,0,0,2,0,0,0,0,1,1,0,1,0,1,0,2,0,2,1,2,4,1,6,1,0,5,7,6,13,3,15,9,14,11,17,15,18,12,17,10,12,12,6,6,16,14,8,10,13,11,19,6,8,8,14,9,7,5,6,5,12,1,8,5,4,17,7,7,4,8,11,5,9,2,6,3,3,2,15,5,8,4,3,8,8,5,6,3,7,3,4,2,9,0,4,2,6,3,3,3,5,4,3,1,2,1,2,2,1,1,3,1,5,0,2,3,1,1,2,2,3,0,2,4,4,1,0,0,0,3,1,1,0,3,2,1,0,1,1,3,2,0,0,0,0,3,1,0,1,1,2,0,1,1,0,2,2,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋四丁目,12,8,11,6,8,9,9,7,8,6,5,5,7,7,7,6,7,5,6,2,7,5,5,5,5,4,4,1,3,9,0,5,10,6,4,5,8,6,11,10,10,8,14,15,15,17,24,30,19,32,20,44,26,27,25,31,26,29,28,31,21,24,19,19,25,20,26,19,35,31,22,26,18,18,14,15,15,28,18,23,14,19,20,15,30,27,23,16,24,27,17,28,23,19,24,25,27,26,20,24,24,20,17,18,14,19,19,14,10,14,25,22,23,15,20,16,12,12,9,8,11,11,22,11,9,7,15,22,19,12,15,13,11,12,11,12,15,12,17,14,20,24,7,25,8,16,8,9,13,13,12,22,10,18,11,15,7,12,17,11,5,13,11,16,7,11,6,6,3,11,1,8,6,10,1,7,3,8,2,4,1,4,0,2,0,2,1,1,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
江東橋五丁目,26,19,19,17,13,15,15,16,16,10,15,16,7,9,10,13,7,12,14,7,11,10,6,12,12,13,13,6,10,8,17,8,8,12,5,6,6,4,15,16,8,14,15,18,24,18,32,23,14,29,33,43,42,30,24,38,31,47,35,31,39,34,44,37,41,38,52,34,40,33,26,32,33,35,22,23,24,24,31,31,23,31,25,22,19,24,31,31,30,32,18,22,36,31,31,17,28,21,17,32,30,22,30,23,20,16,24,21,19,16,16,18,11,16,13,18,14,14,18,11,15,15,14,7,16,12,7,12,10,12,12,10,16,9,4,7,10,10,12,10,11,16,12,3,4,3,7,11,11,10,6,5,2,7,4,6,3,3,3,7,4,5,0,3,3,9,2,2,3,12,1,6,2,4,1,2,2,4,4,3,1,7,0,4,1,3,0,2,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網一丁目,2,2,2,1,2,5,1,2,6,2,3,1,6,1,2,2,2,4,4,2,4,0,0,0,1,0,0,2,0,2,1,1,0,0,2,1,1,0,1,1,2,1,1,0,1,3,0,0,0,2,5,0,3,1,1,3,2,2,3,1,2,2,1,3,3,1,5,5,1,7,2,2,3,4,6,3,4,5,2,3,8,3,2,2,2,5,5,5,5,6,7,4,4,2,5,0,1,3,0,3,3,3,3,1,2,1,2,1,0,1,1,0,0,2,1,0,0,3,1,2,3,2,0,1,1,1,1,1,1,2,0,0,1,0,1,1,2,0,1,3,0,1,2,1,0,1,2,0,3,1,1,1,0,0,2,2,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,9,7,4,7,5,3,7,3,3,5,4,2,2,5,3,5,6,2,2,3,1,7,6,1,3,2,7,3,2,2,2,3,5,4,4,6,5,3,7,7,8,6,7,5,9,3,7,7,4,10,12,9,12,13,16,14,14,18,14,15,11,11,10,9,13,11,10,11,16,8,14,14,17,11,16,12,10,10,11,10,11,5,8,11,5,8,8,13,10,9,8,8,15,8,11,6,7,6,5,10,13,8,4,6,8,7,10,5,5,9,5,4,6,6,9,8,9,7,14,9,6,3,4,9,2,4,6,5,10,6,4,6,6,5,0,1,5,9,7,6,9,4,4,5,3,2,3,3,3,10,3,9,7,2,3,3,2,5,6,2,2,4,3,8,5,2,5,1,4,8,1,4,4,3,1,2,1,6,1,3,1,5,1,2,1,5,2,2,0,2,1,1,0,3,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,1
亀沢一丁目,13,8,14,14,8,7,11,16,11,2,11,7,4,5,8,4,6,4,5,5,6,6,10,6,5,5,4,10,9,10,2,4,9,7,3,10,6,9,8,5,13,4,10,6,11,9,14,16,26,20,20,23,21,27,26,33,23,29,24,39,35,20,27,29,25,31,28,27,29,25,21,29,26,16,21,19,19,20,12,23,21,25,19,21,21,15,24,15,20,18,17,14,18,18,11,13,15,13,18,13,13,15,12,18,12,9,11,8,8,11,11,7,11,10,14,8,13,10,6,13,8,4,7,3,7,8,6,8,6,13,5,10,12,8,9,13,12,8,11,12,10,6,10,9,8,8,5,7,6,11,5,6,7,8,6,3,7,8,1,3,0,4,1,5,3,4,3,6,1,5,2,2,2,3,5,5,2,4,2,3,1,3,1,2,0,2,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
