年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
性別,男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人],男[人],女[人]
両国一丁目,9,7,9,11,3,5,7,3,3,6,7,3,2,2,2,3,3,3,5,1,4,1,6,4,5,1,2,4,2,4,1,5,5,2,5,8,5,4,9,8,5,10,5,11,9,22,23,17,15,14,23,24,30,22,27,27,38,26,27,27,22,27,27,25,23,18,23,13,14,15,15,17,12,13,24,13,13,9,10,11,11,16,10,8,10,12,16,11,13,5,10,11,11,11,14,8,13,10,8,15,14,10,13,15,12,5,12,15,11,3,6,11,4,5,10,10,11,12,10,9,7,3,8,4,2,2,3,6,4,7,8,5,5,3,1,6,5,16,3,7,5,5,10,8,10,5,8,11,7,9,4,5,2,5,2,4,7,6,3,7,7,6,0,3,3,3,3,7,2,3,3,6,2,5,3,4,0,2,1,2,1,2,0,0,0,1,0,1,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
両国二丁目,6,8,5,6,6,9,6,5,8,6,5,10,5,8,5,11,11,7,1,6,5,1,4,6,5,10,3,5,3,6,5,6,2,4,5,6,4,6,11,7,7,8,9,7,12,16,12,15,22,20,24,17,30,19,28,21,20,30,21,27,20,18,23,24,20,20,22,21,23,20,21,9,18,23,30,16,14,22,15,23,20,20,22,22,22,17,16,12,14,26,18,21,22,13,19,13,21,19,15,21,14,18,15,8,16,11,15,5,14,5,10,11,7,11,9,14,14,11,8,11,13,4,10,14,16,9,6,10,11,10,6,8,13,10,10,14,3,4,9,7,10,9,9,13,12,9,10,15,12,11,7,7,6,12,10,13,3,8,7,9,11,10,10,4,5,5,3,2,0,4,4,6,1,5,5,2,2,7,2,5,2,1,0,3,2,4,1,6,0,3,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
両国三丁目,8,11,6,5,11,3,6,6,3,5,5,4,5,2,4,1,4,5,10,5,2,1,3,3,4,3,6,8,1,2,3,3,2,5,7,4,2,3,5,10,11,7,9,5,9,5,16,10,19,22,23,22,29,37,21,30,40,34,24,26,31,29,25,27,30,26,28,18,21,17,23,15,20,27,22,20,27,20,15,13,14,21,12,17,24,19,22,29,13,20,12,11,24,18,15,13,25,21,19,14,15,10,15,12,8,18,10,13,8,8,11,15,8,11,17,8,7,14,9,9,11,8,5,5,6,10,8,9,6,4,2,10,6,4,5,7,8,4,4,10,6,9,5,9,8,12,8,11,6,8,3,2,6,4,4,3,7,6,1,7,3,7,2,4,1,4,5,6,1,5,3,4,3,7,2,2,5,0,0,6,2,5,1,1,1,5,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
両国四丁目,12,6,12,8,9,5,8,10,8,12,8,3,12,5,6,5,8,4,5,1,3,5,6,8,8,5,6,8,2,6,4,4,7,2,8,3,4,7,9,8,6,9,10,9,10,13,17,11,18,20,18,28,20,43,27,24,27,30,23,18,30,25,20,24,31,17,19,22,18,20,30,19,28,21,19,17,23,19,22,16,20,20,20,14,20,16,14,11,12,15,20,15,18,18,16,12,19,20,27,16,11,14,13,15,10,16,21,8,10,14,14,20,13,9,10,11,10,12,10,6,8,8,6,11,11,4,7,9,7,5,9,7,9,6,17,8,7,10,9,9,10,12,9,6,9,13,16,9,4,8,1,8,3,8,6,10,11,10,7,8,4,8,5,3,3,6,2,10,3,8,4,12,4,9,3,4,5,8,4,4,1,2,1,3,2,3,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
千歳一丁目,4,3,4,4,4,6,8,3,3,6,6,2,12,5,12,2,5,3,3,8,6,3,4,6,3,5,6,10,3,10,5,5,5,2,3,6,3,3,5,8,12,7,7,4,10,12,12,10,5,8,11,9,17,22,16,18,21,16,11,19,21,16,11,16,17,20,20,11,12,12,6,12,17,14,21,21,11,14,12,14,21,13,15,13,17,15,21,13,9,17,10,19,18,19,14,13,16,14,10,14,12,18,22,11,15,15,20,5,8,12,7,14,10,10,7,13,11,16,10,9,10,10,7,6,16,7,4,9,8,15,8,6,5,4,5,6,6,7,4,7,5,5,11,14,7,12,8,9,7,6,5,3,3,8,4,5,3,2,7,5,5,3,2,10,4,3,5,4,0,5,4,5,0,3,0,6,2,2,1,4,0,4,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
千歳二丁目,7,10,4,4,4,4,3,6,1,3,3,1,6,2,2,5,4,4,2,4,3,2,4,2,3,6,3,2,7,1,4,4,2,2,1,4,2,5,9,6,4,6,15,2,6,5,7,9,5,7,10,12,3,12,14,14,8,10,21,18,19,22,11,10,12,8,15,5,11,12,7,5,7,7,7,5,9,6,11,11,12,12,11,10,12,14,11,10,8,9,6,7,13,9,10,10,9,7,12,8,10,8,7,12,6,7,10,9,6,6,8,3,4,4,8,8,3,5,4,5,7,6,7,0,5,2,2,5,5,3,6,2,4,1,1,1,4,2,3,5,0,0,3,3,2,2,9,3,3,3,1,2,0,7,1,3,4,4,2,4,2,2,3,4,2,3,3,3,2,3,1,2,2,2,1,1,0,5,2,0,1,3,1,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千歳三丁目,15,9,10,13,10,9,12,14,12,8,17,13,7,6,5,8,8,5,7,8,3,5,12,12,4,4,7,5,6,3,6,5,3,5,4,3,2,6,6,7,10,6,6,10,17,12,14,15,26,23,23,19,24,21,28,22,26,23,40,23,37,23,24,28,27,16,18,27,34,36,22,25,26,29,43,32,34,21,40,35,31,27,18,26,26,21,31,21,15,22,27,26,25,27,25,18,18,19,26,14,22,17,14,21,20,25,8,17,11,13,19,9,14,12,12,15,8,10,12,9,10,11,11,10,7,10,8,7,10,6,6,6,5,8,6,11,8,8,10,17,6,8,15,6,8,11,10,11,9,8,5,8,4,4,8,5,7,6,2,8,3,10,2,7,5,3,5,8,3,7,4,5,4,4,3,4,5,4,2,1,2,4,0,6,0,3,2,1,2,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
緑一丁目,22,15,16,12,16,14,18,7,10,5,16,10,13,7,6,14,8,9,13,9,11,7,5,14,13,9,8,8,13,10,10,11,8,6,7,7,9,5,14,11,13,9,14,13,22,25,29,32,28,27,38,39,39,51,55,49,59,61,50,41,49,40,48,46,30,39,36,35,36,33,43,38,41,30,23,23,33,25,25,22,37,28,41,36,36,30,23,30,32,26,34,26,34,33,32,34,37,25,22,21,23,23,25,20,23,21,20,17,20,21,22,13,25,19,19,15,7,12,22,15,11,10,7,7,15,10,9,17,7,7,11,14,11,12,5,10,6,7,6,9,8,9,12,8,12,8,12,17,11,8,6,8,5,9,9,4,7,12,5,7,2,10,3,5,6,7,1,8,6,3,5,8,7,2,3,7,2,10,1,1,1,5,2,6,1,3,0,4,0,1,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
緑二丁目,16,11,26,17,19,12,14,11,15,9,19,20,11,8,17,10,15,10,21,15,13,11,10,13,23,11,11,17,17,11,12,7,11,8,18,13,13,16,10,17,13,9,13,17,14,16,13,29,18,28,28,33,35,43,39,30,32,50,44,41,40,36,33,36,34,37,38,31,36,27,32,37,31,27,26,28,32,27,19,25,35,27,35,31,26,34,18,26,26,26,28,27,23,36,30,31,29,38,30,30,31,21,34,25,28,36,23,23,23,20,24,28,19,15,16,20,17,17,11,18,17,14,16,13,14,15,15,11,13,15,9,14,11,6,9,16,13,11,12,8,10,9,10,17,11,10,12,10,11,14,4,7,3,7,14,13,5,18,10,14,7,10,7,9,4,2,8,5,7,5,2,7,4,6,1,6,1,5,1,6,2,4,4,7,1,3,0,5,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
