年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,19,13,14,16,17,13,12,13,11,12,11,15,13,13,8,6,13,9,8,9,10,5,15,10,8,5,8,11,14,12,9,18,6,7,7,3,10,10,5,7,10,8,13,10,17,9,10,11,24,34,19,23,25,34,31,29,37,27,35,39,31,41,17,40,40,45,32,35,36,33,31,33,37,32,24,27,27,27,27,24,24,30,26,26,23,20,36,24,26,30,29,30,25,26,21,25,27,33,32,27,19,19,24,23,23,21,26,22,16,14,19,10,17,15,12,15,11,13,12,10,17,13,16,13,15,16,14,17,7,7,7,16,12,8,13,12,23,9,8,10,7,15,10,14,11,11,15,15,7,6,8,5,8,8,8,12,8,7,7,11,5,6,7,6,3,7,6,3,3,1,7,2,4,3,3,2,2,2,3,4,1,4,1,2,0,3,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
緑四丁目,27,29,30,19,24,22,29,17,23,19,21,22,23,14,14,17,18,19,17,12,19,16,9,16,10,15,12,17,12,9,11,8,12,5,16,15,17,11,20,16,18,20,21,18,42,34,56,40,49,45,49,54,66,53,70,57,62,63,72,52,60,62,63,56,66,56,68,61,66,52,46,54,51,56,62,47,48,44,44,38,59,51,37,41,50,51,46,40,51,37,47,48,32,40,57,40,33,37,30,35,34,40,44,37,34,39,37,29,21,21,33,21,21,15,17,17,13,12,17,19,19,18,19,11,20,9,14,13,9,15,12,11,15,7,12,16,16,24,23,7,15,15,11,13,16,19,13,15,11,13,9,9,10,13,6,10,10,12,9,13,9,7,6,13,4,12,8,6,4,10,5,14,2,5,3,5,4,2,4,6,1,2,0,1,2,6,1,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川一丁目,3,4,3,8,8,6,4,2,4,5,4,1,2,1,2,2,1,3,6,0,1,1,2,1,1,2,2,1,3,2,0,1,0,2,1,1,4,5,1,1,5,2,6,2,9,6,7,18,12,16,12,24,19,28,15,14,12,19,27,24,16,25,25,30,27,29,13,17,24,22,20,12,16,17,16,16,15,15,6,13,10,13,9,13,14,9,9,14,8,11,10,2,7,11,10,9,6,10,8,12,4,8,12,7,8,7,9,6,7,5,10,7,5,4,9,4,7,5,2,8,5,1,4,5,7,4,3,3,6,6,5,6,5,8,4,3,5,4,5,4,5,6,9,6,2,8,7,4,6,2,5,3,0,4,2,5,6,3,3,5,0,4,6,5,1,3,3,4,3,5,4,5,2,4,1,0,3,2,0,3,0,4,1,5,1,2,2,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川二丁目,4,3,5,6,2,6,4,4,3,8,5,2,6,4,3,3,2,6,2,2,1,3,2,2,5,2,3,0,6,2,1,1,3,4,1,5,3,1,4,5,3,6,5,2,6,10,15,9,7,22,23,15,16,18,23,21,19,20,24,21,17,20,19,17,9,17,23,8,18,12,19,17,22,8,12,14,11,17,11,9,6,16,13,14,10,11,11,11,12,6,6,7,18,9,15,8,12,9,8,10,12,9,14,7,13,8,10,8,4,8,5,2,10,6,4,8,6,4,8,5,4,9,4,2,2,3,6,7,7,5,6,6,4,8,9,4,8,9,12,6,7,8,8,7,9,10,5,5,6,7,5,1,5,6,5,9,4,10,11,12,4,4,2,7,1,5,4,2,3,5,2,3,2,2,3,5,2,5,2,2,0,1,0,0,0,1,0,0,0,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,9,15,10,6,8,6,5,1,7,3,2,7,7,8,4,3,6,4,8,7,1,7,4,6,7,3,2,2,8,5,7,2,3,3,3,4,2,4,2,6,5,4,4,6,7,3,6,13,9,13,19,21,18,21,14,33,26,24,30,21,32,27,24,23,22,18,17,23,20,26,26,17,14,21,23,22,14,20,13,19,13,9,18,13,16,24,14,14,12,13,17,11,11,15,14,11,23,15,9,18,12,14,9,2,18,15,9,7,10,11,11,12,15,9,6,11,8,9,7,10,13,11,4,6,8,8,3,6,5,5,7,12,9,11,11,8,10,4,9,8,10,9,5,8,13,8,4,8,4,3,4,10,6,4,4,8,8,8,6,7,4,7,2,5,6,3,4,5,5,4,4,5,2,4,1,6,1,5,1,1,1,0,0,3,0,2,1,0,0,2,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
立川四丁目,10,6,10,17,5,6,9,4,4,5,2,4,5,1,5,5,1,1,0,3,2,6,2,6,1,3,8,5,1,3,4,5,1,5,2,2,3,4,4,4,4,11,6,8,7,12,11,15,19,14,12,23,20,21,28,28,21,17,19,17,22,25,23,21,21,27,16,22,23,24,25,21,18,21,20,19,28,16,12,10,8,11,11,15,16,10,25,10,9,11,15,10,18,12,13,9,16,6,9,10,8,11,7,12,16,7,9,7,11,6,6,6,7,8,6,10,6,5,7,8,5,4,7,4,4,6,6,7,9,6,3,3,10,3,6,5,5,5,7,5,10,5,4,9,6,5,9,8,5,7,6,2,4,2,4,7,3,9,8,3,1,3,1,6,5,4,2,3,1,7,1,2,4,5,2,5,1,6,2,1,0,1,1,2,1,2,0,1,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川一丁目,7,9,6,9,7,6,4,4,9,8,9,7,7,2,2,9,7,4,2,3,7,5,8,5,1,1,4,6,3,4,2,4,4,3,2,4,1,5,3,6,6,5,6,4,10,9,7,25,5,17,26,29,22,36,19,24,20,20,32,42,28,31,21,31,22,13,20,22,25,20,28,22,10,12,10,17,19,24,15,11,18,12,19,26,12,19,17,11,20,10,13,15,13,8,10,9,14,9,10,14,11,8,13,7,9,9,8,9,4,4,12,13,7,12,15,13,9,3,10,4,9,11,11,9,8,8,4,8,14,8,4,9,7,14,5,12,10,9,6,6,8,8,9,10,11,5,12,9,6,7,3,4,4,10,4,8,3,5,7,6,5,5,2,2,5,6,6,4,5,7,2,5,4,1,5,1,0,4,2,5,1,6,0,5,1,2,0,3,0,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
菊川二丁目,9,7,12,8,5,6,8,2,5,3,7,4,3,5,5,6,4,8,3,5,9,7,7,5,5,8,9,5,4,3,6,4,8,10,7,10,7,10,6,2,10,7,7,11,11,13,15,24,13,39,22,30,27,26,21,23,31,33,26,41,18,22,21,31,37,30,22,17,21,26,24,19,24,24,19,20,15,25,17,24,15,21,15,19,17,17,15,20,16,24,24,22,20,21,19,22,18,25,22,9,17,28,24,20,15,25,17,16,16,22,16,14,17,23,17,16,11,10,14,12,11,16,12,14,11,9,6,5,9,7,12,7,8,9,7,16,9,11,12,9,8,9,16,16,5,16,8,9,15,5,6,2,7,7,6,9,7,13,3,10,8,11,6,5,4,7,8,5,2,9,7,9,4,6,7,6,1,2,2,2,1,4,1,4,1,1,1,2,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川三丁目,15,20,23,12,19,12,14,21,19,9,10,17,7,9,10,11,9,7,9,6,9,4,6,9,7,11,7,7,7,14,8,8,11,9,7,8,14,15,16,17,21,11,14,14,13,22,19,21,24,23,27,23,19,44,42,37,36,25,29,39,32,48,25,48,33,37,45,45,49,38,34,43,37,41,44,33,30,36,38,32,27,27,35,43,36,26,28,34,38,27,31,21,44,21,30,33,32,31,18,26,30,29,32,29,22,34,33,32,29,26,31,22,21,36,28,30,27,32,21,19,27,19,27,20,17,24,19,29,19,27,22,19,25,22,25,19,17,23,22,21,19,22,24,27,25,22,25,25,20,15,7,9,7,13,12,10,10,18,8,9,10,14,8,16,6,6,5,17,3,7,4,8,5,9,2,10,6,6,4,4,4,7,2,4,0,2,0,7,1,3,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,7,4,5,7,1,5,3,6,4,0,2,5,0,2,8,1,2,4,2,3,5,4,5,1,6,1,4,6,3,2,4,3,7,7,3,1,5,6,6,7,8,6,6,10,11,18,12,12,12,14,18,11,22,10,18,19,23,18,17,18,16,14,12,19,18,19,19,13,19,10,26,12,13,10,12,11,11,10,18,19,10,14,12,10,10,20,14,7,9,18,10,10,12,12,10,11,10,20,12,18,19,10,15,13,10,10,12,11,8,7,15,10,16,10,6,13,8,5,11,11,11,14,5,11,7,7,7,9,7,3,5,7,4,7,2,7,7,6,3,8,8,3,9,9,5,8,13,8,8,8,3,5,7,4,5,5,4,3,5,4,4,6,1,2,1,4,3,3,2,3,4,2,1,1,1,1,1,3,1,2,0,0,1,0,3,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
江東橋二丁目,4,9,5,9,13,8,12,15,7,12,9,7,12,9,19,12,12,11,6,6,9,14,13,5,5,4,7,2,1,11,3,3,2,4,4,4,3,6,8,3,7,8,10,3,8,12,20,24,21,19,18,23,35,26,29,36,26,20,23,22,31,30,29,19,20,14,17,25,27,17,14,22,33,36,28,24,23,26,24,22,24,19,15,16,30,25,27,20,29,22,26,15,24,19,28,25,30,27,17,18,31,29,21,23,22,21,21,19,20,17,11,15,14,17,10,16,14,14,14,4,12,6,5,7,4,7,10,6,3,6,8,7,10,9,6,8,7,5,6,8,9,3,3,8,8,6,9,8,6,6,2,1,5,4,2,4,1,3,1,3,0,4,1,6,4,3,3,1,3,2,2,2,1,4,2,1,0,1,0,4,0,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,3,4,0,0,1,1,2,0,2,3,0,0,1,2,0,0,1,0,2,2,2,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,2,3,1,4,2,2,3,9,7,9,6,24,9,19,10,21,19,20,17,17,12,15,14,10,10,15,9,14,5,11,10,12,8,7,11,10,8,8,4,15,6,8,4,6,4,16,2,6,7,3,16,8,6,7,10,7,4,9,3,6,3,5,1,10,4,4,3,4,11,9,7,8,2,4,0,5,2,9,2,2,4,6,4,4,4,4,1,2,1,3,1,3,0,1,1,3,1,2,0,3,2,0,1,2,1,2,2,3,2,1,0,0,1,0,2,1,3,1,2,1,0,0,1,2,2,2,0,0,0,0,3,2,0,0,1,2,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋四丁目,9,6,6,12,7,7,7,5,5,3,7,4,6,4,6,4,4,5,8,6,6,3,5,3,4,6,4,3,5,6,3,1,4,4,5,7,3,3,11,8,17,14,13,13,10,30,15,34,14,23,24,22,26,23,20,25,22,26,16,32,35,20,25,14,27,21,19,16,15,18,20,18,25,15,38,20,20,16,16,17,13,14,16,28,14,24,16,18,21,22,28,21,26,19,24,23,19,20,25,26,28,23,22,20,25,24,22,15,27,16,18,24,18,11,17,14,17,18,23,11,14,13,9,11,8,10,15,13,20,7,7,8,18,21,11,9,14,13,9,9,8,9,17,15,14,13,17,26,5,18,9,18,10,9,10,9,14,17,8,14,10,14,9,13,10,10,6,10,6,13,3,6,1,7,2,7,1,6,4,7,0,5,2,5,1,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
江東橋五丁目,11,15,15,11,14,24,10,8,12,10,11,12,12,9,8,9,12,11,10,13,9,12,14,8,9,9,9,13,8,12,10,8,10,9,12,9,15,8,8,15,6,11,13,7,16,21,22,27,27,40,29,37,37,52,32,40,44,53,46,40,37,33,28,34,41,33,33,32,34,25,33,33,36,37,32,21,32,27,27,25,23,26,26,19,31,28,26,23,18,15,23,28,34,27,26,31,27,24,25,25,25,21,29,26,20,31,31,25,19,17,24,20,19,18,19,15,12,10,10,20,11,13,19,12,15,9,12,13,15,9,13,8,4,10,13,12,9,9,13,4,4,7,8,10,13,8,10,13,9,2,3,6,7,10,8,6,4,5,3,5,2,5,2,5,2,4,4,5,0,4,4,10,1,3,1,12,1,4,1,3,1,4,3,1,4,3,0,2,1,3,0,2,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
横網一丁目,3,1,4,2,0,2,0,2,2,3,2,5,2,0,2,1,3,1,4,0,3,4,2,2,5,1,1,0,0,1,1,0,0,3,0,1,2,1,1,2,1,0,1,1,2,1,1,1,0,0,2,3,0,1,1,5,1,1,6,2,2,4,3,1,2,1,4,4,0,0,0,2,4,4,3,3,2,2,4,2,2,5,2,3,5,4,8,3,2,1,1,4,6,6,7,6,4,4,4,0,5,2,1,4,1,1,5,3,3,1,1,0,1,1,2,2,0,2,0,0,1,1,0,3,2,1,2,1,0,2,3,0,0,2,1,1,1,0,1,0,0,1,1,0,1,3,1,1,2,1,0,1,4,0,1,1,1,1,0,0,2,3,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,2,6,6,6,2,6,4,3,7,5,4,2,6,5,3,3,6,1,2,3,4,7,3,1,1,4,2,5,5,0,4,2,6,3,3,2,4,4,5,2,3,5,2,5,9,6,7,8,10,6,13,12,14,14,6,8,16,15,11,9,15,14,11,10,9,6,11,9,11,11,5,10,11,8,13,9,7,14,13,14,11,7,11,11,5,8,16,10,7,6,6,8,7,12,10,7,12,4,13,12,6,4,7,9,8,7,9,9,5,4,7,9,11,7,4,10,5,5,7,5,9,8,9,7,13,9,2,4,6,8,2,5,8,5,4,5,7,7,3,3,3,2,4,7,8,5,7,6,4,2,3,1,2,5,3,10,5,6,4,2,3,2,2,5,6,2,1,2,4,4,2,1,5,8,1,6,1,5,6,2,0,0,1,4,3,3,1,2,1,2,0,2,1,1,0,2,1,1,0,4,0,2,0,0,0,0,0,0,0,1
亀沢一丁目,10,12,4,11,10,11,13,7,12,8,3,5,11,8,7,3,11,7,4,5,6,5,5,3,5,5,6,4,5,6,5,5,5,9,9,7,2,7,12,9,5,7,6,6,5,11,18,18,15,16,14,23,24,31,23,22,32,21,28,23,28,29,21,19,27,19,27,21,23,35,22,15,22,25,21,39,18,13,15,22,18,11,20,22,11,21,23,24,15,17,19,13,19,18,18,17,17,15,15,16,10,13,17,16,21,9,14,17,15,17,12,7,11,10,8,9,7,5,10,12,13,8,10,13,7,8,10,4,6,7,7,4,4,11,5,7,8,12,11,6,8,14,9,8,10,11,13,6,6,8,8,8,5,8,2,9,6,8,6,5,3,6,5,5,1,4,0,5,1,5,4,6,3,2,2,3,1,3,1,4,5,2,0,3,2,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
