年齢,0歳,0歳,1歳,1歳,2歳,2歳,3歳,3歳,4歳,4歳,5歳,5歳,6歳,6歳,7歳,7歳,8歳,8歳,9歳,9歳,10歳,10歳,11歳,11歳,12歳,12歳,13歳,13歳,14歳,14歳,15歳,15歳,16歳,16歳,17歳,17歳,18歳,18歳,19歳,19歳,20歳,20歳,21歳,21歳,22歳,22歳,23歳,23歳,24歳,24歳,25歳,25歳,26歳,26歳,27歳,27歳,28歳,28歳,29歳,29歳,30歳,30歳,31歳,31歳,32歳,32歳,33歳,33歳,34歳,34歳,35歳,35歳,36歳,36歳,37歳,37歳,38歳,38歳,39歳,39歳,40歳,40歳,41歳,41歳,42歳,42歳,43歳,43歳,44歳,44歳,45歳,45歳,46歳,46歳,47歳,47歳,48歳,48歳,49歳,49歳,50歳,50歳,51歳,51歳,52歳,52歳,53歳,53歳,54歳,54歳,55歳,55歳,56歳,56歳,57歳,57歳,58歳,58歳,59歳,59歳,60歳,60歳,61歳,61歳,62歳,62歳,63歳,63歳,64歳,64歳,65歳,65歳,66歳,66歳,67歳,67歳,68歳,68歳,69歳,69歳,70歳,70歳,71歳,71歳,72歳,72歳,73歳,73歳,74歳,74歳,75歳,75歳,76歳,76歳,77歳,77歳,78歳,78歳,79歳,79歳,80歳,80歳,81歳,81歳,82歳,82歳,83歳,83歳,84歳,84歳,85歳,85歳,86歳,86歳,87歳,87歳,88歳,88歳,89歳,89歳,90歳,90歳,91歳,91歳,92歳,92歳,93歳,93歳,94歳,94歳,95歳,95歳,96歳,96歳,97歳,97歳,98歳,98歳,99歳,99歳,100歳,100歳,101歳,101歳,102歳,102歳,103歳,103歳,104歳以上,104歳以上
緑三丁目,14,14,15,15,10,14,13,5,13,16,12,6,15,5,9,6,11,8,15,8,9,14,10,14,6,8,9,7,8,9,6,10,13,7,7,4,5,4,6,8,13,7,14,4,12,8,16,13,19,17,20,17,21,25,20,25,26,24,34,22,31,20,30,28,28,26,24,23,32,17,15,28,29,21,28,30,30,22,29,24,28,35,24,23,25,24,24,36,37,27,21,22,21,22,23,25,25,15,22,23,14,11,20,9,17,17,16,15,12,11,14,11,18,11,16,15,16,17,7,9,7,10,13,13,15,12,19,13,13,13,11,15,13,14,9,13,15,13,14,9,6,6,10,8,6,13,14,7,9,12,5,9,15,6,2,9,7,3,3,2,6,4,3,1,4,5,5,2,3,6,4,5,1,6,1,1,3,5,0,2,0,3,0,3,0,4,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
緑四丁目,32,18,27,25,16,14,18,22,19,12,16,17,14,17,9,16,10,22,15,10,10,10,13,5,11,11,9,5,10,9,8,9,11,11,15,14,14,16,25,18,27,18,16,20,22,37,27,41,31,42,36,30,66,38,49,47,58,57,69,51,49,58,40,39,60,50,50,46,46,29,55,39,42,38,32,42,55,38,55,38,43,29,40,43,42,39,42,37,36,40,39,43,40,35,36,31,27,34,32,32,23,21,32,18,20,19,14,16,15,15,23,11,18,18,27,12,21,9,14,11,14,11,8,12,17,13,18,18,18,17,15,9,17,19,20,14,12,14,18,20,11,6,13,10,10,16,13,7,13,16,9,15,6,14,6,16,7,14,6,7,7,14,6,6,4,7,6,2,5,6,4,4,2,5,3,4,3,4,1,4,2,3,4,2,1,0,2,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
立川一丁目,3,3,7,5,3,3,2,3,5,3,2,1,0,3,3,1,2,2,4,4,3,0,1,2,1,2,2,2,2,0,4,3,3,1,4,2,2,5,2,3,3,4,2,4,8,15,8,7,13,18,11,17,15,26,32,30,16,14,20,23,18,7,21,15,15,22,11,15,14,10,16,16,8,10,15,11,9,7,12,13,13,16,13,10,13,11,8,10,11,12,9,10,10,9,9,8,9,3,9,10,4,5,8,3,8,3,4,6,6,6,3,4,3,4,5,3,6,6,6,6,7,5,6,6,4,4,3,5,7,5,7,3,7,9,5,7,6,5,8,3,5,3,3,3,2,8,5,3,8,4,2,7,5,5,3,5,4,2,2,6,6,2,3,6,2,4,2,1,2,3,0,5,2,4,1,6,2,2,2,2,1,2,0,1,0,1,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
立川二丁目,7,7,11,3,4,5,0,4,2,10,3,0,1,4,4,2,5,0,5,1,4,1,3,2,1,2,1,3,2,3,1,5,3,2,3,1,5,6,4,5,12,5,5,2,8,6,9,9,16,21,14,16,23,20,17,18,22,16,24,20,20,21,28,18,18,15,14,12,9,14,15,18,10,11,10,16,11,11,17,11,9,6,13,7,15,12,11,7,9,3,9,13,11,9,13,7,10,5,8,8,6,7,7,4,6,5,7,6,2,4,9,6,4,6,6,3,3,4,7,11,4,8,4,11,4,5,11,10,16,8,7,6,10,8,11,10,5,4,8,6,5,6,9,3,4,7,5,10,8,14,9,8,3,3,3,9,4,5,6,6,4,6,3,5,4,5,2,3,4,4,0,2,1,1,1,2,0,1,1,1,0,4,2,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
立川三丁目,6,6,5,7,5,8,5,7,5,7,5,4,5,7,8,4,1,6,6,3,6,4,6,1,3,4,3,4,3,5,0,4,2,3,6,2,5,6,4,4,5,7,11,3,8,11,12,14,17,16,15,10,26,21,32,23,20,29,17,15,20,18,21,23,25,15,17,23,18,14,10,14,13,15,20,22,16,20,19,15,9,16,10,14,18,10,17,11,12,14,13,15,18,9,9,12,13,8,17,11,5,5,12,13,12,8,8,15,7,9,14,7,7,12,8,7,3,9,6,5,7,10,6,7,16,9,8,9,13,4,7,11,9,8,13,10,8,7,5,5,3,9,6,7,5,7,7,11,7,8,9,9,2,5,6,5,8,3,4,7,7,8,1,6,3,5,0,6,1,2,3,3,3,1,0,4,2,0,0,3,0,1,1,2,0,2,1,3,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
立川四丁目,7,3,5,3,3,4,7,2,3,2,1,6,3,6,3,0,3,5,6,5,1,2,0,5,2,3,5,4,2,0,2,3,2,4,1,3,2,4,6,5,5,3,12,8,22,5,32,8,10,11,18,7,19,18,26,17,17,20,16,25,24,21,20,16,13,21,18,20,20,12,11,12,15,14,13,12,14,9,7,12,9,12,17,11,16,6,7,8,11,6,7,8,6,7,12,6,11,4,7,8,7,4,4,8,8,6,7,8,8,3,4,6,2,1,6,10,8,7,9,5,7,5,6,5,11,6,8,3,6,8,13,5,11,5,5,10,6,9,8,8,5,6,5,3,5,6,6,10,6,3,5,3,3,8,4,2,7,6,2,8,6,6,2,3,7,4,1,8,2,2,0,2,2,5,1,3,1,2,1,1,1,3,0,3,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川一丁目,7,9,13,4,8,11,5,8,8,6,5,7,8,6,3,5,4,3,4,6,1,5,3,5,4,2,2,2,1,9,3,5,3,3,7,1,7,8,7,9,4,2,7,7,4,8,5,12,7,9,15,11,9,19,20,10,12,18,27,20,18,25,16,12,11,21,16,21,24,17,15,16,14,15,22,26,9,16,15,15,18,11,18,13,11,9,11,12,11,9,14,6,11,10,9,7,8,10,8,9,7,7,12,14,11,10,13,9,7,7,9,7,7,10,11,10,4,8,8,8,10,12,7,12,7,12,7,12,10,7,10,4,9,9,12,8,13,7,9,10,1,6,4,9,7,7,6,9,6,8,6,6,3,4,6,6,4,5,9,4,1,5,6,4,5,4,3,4,1,4,1,6,2,5,2,3,1,3,0,2,3,2,0,0,0,3,0,2,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菊川二丁目,9,1,11,9,4,11,6,10,3,3,4,6,9,6,4,4,6,6,10,4,4,5,7,7,5,9,8,12,3,4,9,5,4,6,5,7,3,9,5,10,12,7,10,13,11,19,12,37,17,25,15,17,23,19,22,27,25,30,27,20,26,25,33,23,16,27,19,31,31,18,10,25,21,21,25,18,14,18,19,19,13,30,25,24,24,16,21,28,19,13,26,13,18,29,16,15,17,18,21,16,15,16,17,23,16,16,15,12,9,10,14,14,14,15,11,16,10,8,9,4,15,11,11,8,9,14,10,15,9,8,9,9,17,15,8,15,9,9,14,7,6,3,6,6,10,10,5,14,5,10,7,14,10,5,5,5,10,9,6,8,9,11,6,8,7,4,4,2,4,4,1,3,1,7,1,5,4,2,1,1,0,0,2,4,0,3,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
菊川三丁目,28,19,14,16,11,15,10,11,7,11,11,7,11,9,4,7,10,9,4,11,12,9,7,9,5,13,11,8,9,12,14,9,19,14,7,17,14,16,9,13,13,16,17,13,15,22,18,15,22,19,21,35,27,33,23,34,37,32,36,42,34,32,31,39,47,40,38,28,43,45,40,34,34,40,41,39,37,37,36,26,27,24,37,23,30,29,35,29,34,32,25,33,28,24,30,26,29,37,34,34,24,22,29,33,27,34,34,29,24,25,26,21,20,27,28,19,20,37,26,21,18,26,24,19,29,25,19,26,27,21,20,27,22,24,21,33,31,21,29,22,12,18,15,12,9,8,14,21,12,11,8,13,10,23,6,10,9,23,6,9,5,8,7,16,6,9,6,10,4,9,10,8,4,6,2,4,0,7,2,5,2,3,0,6,1,1,0,1,1,2,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋一丁目,3,7,3,8,5,3,9,3,3,5,4,4,4,3,6,1,6,4,2,3,7,4,2,5,5,3,3,4,7,6,2,3,4,5,2,4,7,7,3,5,3,4,6,12,9,13,14,16,11,22,15,14,12,10,15,17,19,14,22,14,23,11,25,16,8,15,16,9,18,12,8,7,11,14,14,21,11,15,14,11,18,14,11,11,10,14,13,15,8,18,17,13,22,15,13,9,10,16,9,10,9,6,15,12,9,8,4,11,5,7,11,10,8,11,11,10,3,9,9,10,8,4,5,5,1,11,3,5,12,6,6,8,7,4,10,12,10,7,13,12,5,4,6,5,8,7,2,4,10,2,4,6,1,4,1,4,0,3,5,6,4,3,2,1,1,5,0,2,2,5,1,2,2,0,2,2,2,3,1,0,1,1,0,2,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
江東橋二丁目,9,21,15,5,27,21,17,17,11,10,11,11,13,10,10,8,6,5,9,12,2,3,3,3,3,5,4,2,2,3,4,8,3,3,4,1,3,1,11,9,3,7,7,10,17,14,17,17,16,25,19,24,26,19,19,27,28,23,29,26,18,23,30,23,40,32,32,27,28,26,25,30,25,20,24,24,39,31,24,24,37,20,20,18,32,21,30,28,22,30,33,19,30,26,25,28,24,22,23,22,14,16,14,20,14,13,20,14,13,13,12,4,13,9,7,7,7,10,6,7,9,7,10,9,5,6,7,7,9,8,5,4,8,10,6,5,9,3,8,11,6,3,1,3,7,4,4,4,0,3,1,4,0,4,4,5,4,2,3,2,3,2,1,3,0,5,1,1,1,1,1,4,0,6,2,2,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
江東橋三丁目,2,3,1,2,2,3,2,2,4,3,0,4,4,0,2,0,1,1,0,1,0,0,1,3,1,0,0,1,0,1,0,1,1,1,1,0,5,0,3,2,3,3,3,2,10,5,8,5,11,14,11,15,15,12,15,17,9,10,8,11,16,10,12,10,14,14,18,11,9,18,8,6,13,6,10,6,7,2,5,13,7,9,6,5,11,7,9,4,8,3,6,5,11,4,8,7,3,2,7,9,4,3,7,3,4,3,7,1,5,1,3,3,7,3,7,4,2,2,3,0,1,4,2,2,2,1,5,1,1,3,2,1,2,4,2,0,5,4,4,2,1,0,0,3,0,1,1,3,2,0,0,2,1,3,3,0,0,0,1,2,0,1,3,0,1,1,1,1,1,1,1,2,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
江東橋四丁目,9,10,8,7,13,8,4,8,10,6,7,4,8,5,6,2,8,5,5,2,3,3,4,3,3,7,1,6,7,5,6,6,5,1,4,6,8,4,12,7,8,10,14,15,12,25,13,36,18,33,22,26,19,28,27,38,20,20,20,26,16,20,22,26,32,26,23,27,22,18,19,15,18,30,19,29,14,21,26,13,29,28,24,21,22,23,18,23,24,19,18,25,27,24,19,21,27,22,20,21,17,23,18,16,17,12,20,25,19,12,21,16,12,15,13,9,11,12,17,11,15,10,12,14,22,18,19,13,11,15,13,12,14,7,20,15,26,21,13,29,8,14,7,13,13,10,12,24,11,15,10,19,12,9,15,15,6,13,13,15,8,11,7,10,4,14,5,7,5,11,2,10,4,9,4,3,2,5,1,2,0,0,1,3,0,4,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
江東橋五丁目,14,23,18,19,21,15,15,12,11,19,10,17,10,15,14,4,12,10,10,13,8,13,15,8,11,9,14,7,14,15,8,8,4,4,11,14,9,11,7,17,16,12,26,18,11,17,22,31,39,29,20,29,25,38,28,36,28,38,47,48,51,39,44,35,50,29,27,26,29,37,31,27,28,23,27,26,24,42,32,24,24,17,24,36,28,24,18,20,31,34,29,24,31,22,17,30,27,22,33,18,15,18,29,26,18,18,16,22,16,14,14,18,17,16,16,12,13,14,16,9,12,14,14,11,10,10,11,15,17,6,9,8,12,9,9,12,11,17,18,6,3,4,4,7,13,12,6,6,5,8,5,6,1,4,7,8,4,6,1,5,2,6,5,5,4,11,1,7,1,5,1,2,4,7,5,1,2,9,2,4,1,5,0,4,1,0,1,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網一丁目,3,3,2,4,6,0,2,2,4,2,2,2,3,4,4,0,2,1,1,0,1,0,0,1,0,5,0,1,1,1,2,1,0,0,2,1,1,1,0,0,0,1,0,0,0,1,1,0,3,0,1,1,1,1,3,1,3,1,4,2,2,3,4,5,3,5,3,1,3,4,3,2,2,2,2,5,6,4,3,4,1,4,4,6,5,8,7,4,3,3,6,0,3,3,0,2,4,1,3,3,1,1,4,0,0,1,1,1,1,2,0,0,2,1,1,3,3,2,0,2,1,1,0,0,1,3,0,0,1,0,1,0,1,0,2,2,0,1,1,2,0,0,2,1,3,1,1,1,0,0,0,1,2,1,0,1,0,1,2,0,0,1,1,0,0,1,1,4,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
横網二丁目,5,8,4,7,5,4,4,3,1,2,2,4,6,3,4,2,0,6,3,3,2,2,6,1,3,3,3,2,5,7,5,5,2,3,4,4,5,5,6,4,7,5,7,5,3,5,10,8,15,10,12,13,14,14,15,14,11,11,13,18,14,14,8,8,14,7,14,15,13,9,14,9,10,10,9,9,13,6,12,11,6,8,9,12,8,11,9,9,17,6,14,6,6,8,6,8,8,9,12,6,5,7,8,5,9,7,4,8,6,4,7,11,12,7,12,8,10,2,4,11,4,5,6,5,10,7,4,6,6,5,2,2,4,7,6,3,11,6,5,4,4,4,3,3,1,8,6,9,5,5,4,3,3,4,4,2,4,3,3,8,6,1,4,2,4,6,2,4,3,3,3,1,2,4,0,8,3,5,1,2,1,5,1,5,0,4,2,2,1,5,0,3,0,3,0,4,0,3,0,1,0,0,0,0,0,0,0,1,0,0
亀沢一丁目,11,13,14,16,13,9,14,9,8,5,6,3,5,3,10,3,5,5,7,5,7,3,1,11,11,10,4,4,4,5,6,12,5,8,3,9,8,2,12,6,4,4,9,12,14,9,15,16,17,18,20,27,26,34,23,30,33,18,26,28,31,34,29,26,26,26,31,29,25,24,12,19,29,19,10,22,21,25,22,23,29,12,21,16,22,14,17,16,17,18,11,14,11,15,24,12,14,12,13,22,9,12,13,8,11,8,10,9,9,11,10,9,16,5,9,16,7,3,10,4,7,7,10,9,6,9,3,12,11,10,12,9,7,11,18,13,8,10,10,7,8,9,8,10,7,10,6,8,5,5,9,7,6,7,1,2,0,6,1,4,4,5,2,6,2,5,3,3,4,3,5,6,2,4,1,3,2,6,1,2,0,3,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
