,(1)入港船舶,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,（単位　：　隻、総トン）,,,
,,令和元年(2019年),,,,平成30年(2018年),,,,,
,,当月,,１月以降累計,,当月,,１月以降累計,,,
,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,
,総数 ,"1,862","15,124,712","17,626","135,429,310","1,935","15,011,329","18,020","135,425,247",,
,,96.2%,100.8%,97.8%,100.0%,,,,,,
,外航船,438,"11,397,149","3,926","101,022,266",450,"11,248,574","4,108","101,696,496",,
,,97.3%,101.3%,95.6%,99.3%,,,,,,
,（外航ｺﾝﾃﾅ船）,413,"10,937,830","3,710","96,820,729",417,"10,664,145","3,820","96,646,142",,
,,99.0%,102.6%,97.1%,100.2%,,,,,,
,内航船,"1,424","3,727,563","13,700","34,407,044","1,485","3,762,755","13,912","33,728,751",,
,,95.9%,99.1%,98.5%,102.0%,,,,,,
,(注）％表示は対前年同月比,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
