名称,所在地,緯度,経度,電話
練馬区立春日町リサイクルセンター,練馬区春日町2-14-16,35.7560064,139.6478929,03-3926-2501
練馬区立関町リサイクルセンター,練馬区関町北1-7-14,35.72500107,139.5779479,03-3594-5351
練馬区立豊玉リサイクルセンター,練馬区豊玉上2-22-15,35.73704187,139.6602984,03-5999-3196　　
練馬区立大泉リサイクルセンター,練馬区大泉学園町1-34-10,35.76306953,139.5909239,03-3978-4030
