規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成30,2018,年平均,97.2,2,－ ,92.9,101.3,94,90.7,96.1,100.4,98.6,94.6,91.3,112.8,96.8,100.8,92,90.8,95
５人以上,平成31・令和元,2019,年平均,99.9,2.8,－ ,96.4,102,96.5,95,98,101,100.3,97.7,96.3,111.4,99,101,98.3,101.9,99.5
５人以上,令和２,2020,年平均,100,0.1,－ ,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,令和３,2021,年平均,100,0,－ ,101.3,96.3,110.3,104.6,98.2,99.3,100.3,102.3,103.4,91.4,95.9,100.8,102.1,97.8,100.4
５人以上,令和４,2022,年平均,100.7,0.7,89.6,102.5,95.4,110.8,105.5,96.4,98.5,99,106,106.3,94.4,96.6,99.9,104.5,89.7,101.5
５人以上,令和５,2023,年平均,102.3,1.7,85.7,104,97.3,118.1,106.7,95.8,98.3,98.6,109.9,112.4,101,96.5,101.1,105.8,87.2,103.6
５人以上,令和５,2023,5月,102.6,1.5,85.2,104.8,98.1,120.6,108,96.5,98.5,99.9,110.7,113,99.4,97.8,100.2,106.2,87.6,103.8
５人以上,令和５,2023,6月,102.5,1.5,85.9,104.8,98.7,121.3,107.9,95.9,98.4,99.5,110.8,113.1,100.1,98.1,101,106.3,86.5,102.1
５人以上,令和５,2023,7月,102.6,1.6,86,104.5,98,120.9,107.3,95.7,98,99.2,110.9,113.2,100.9,95.7,101.9,106.8,86.5,104.1
５人以上,令和５,2023,8月,102.5,1.8,86.4,104.2,97.8,120.6,106.6,95.6,98.2,98.8,111.4,112.9,101.2,96.3,101,106.9,86.5,103.7
５人以上,令和５,2023,9月,102.7,1.7,86.8,104.4,97.1,120.7,106.6,95.3,98.1,98.5,111.6,113.6,102.6,96.1,102.1,106.7,86.7,104.4
