規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,461799,430234,397360,32874,31565,123283,121571,117373,4198,1712
５人以上,"鉱業,採石業,砂利採取業",684116,681854,640906,40948,2262,-,-,-,-,-
５人以上,建設業,496334,468944,435514,33430,27390,123714,122305,120467,1838,1409
５人以上,製造業,453327,431336,403333,28003,21991,144905,142893,136964,5929,2012
５人以上,電気・ガス・熱供給・水道業,556050,540414,460842,79572,15636,229838,225675,221595,4080,4163
５人以上,情報通信業,501659,451477,410028,41449,50182,159005,157175,150425,6750,1830
５人以上,"運輸業,郵便業",459942,429929,377090,52839,30013,170154,163450,151095,12355,6704
５人以上,"卸売業,小売業",472516,433745,408666,25079,38771,111565,110508,107249,3259,1057
５人以上,"金融業,保険業",522059,500690,458678,42012,21369,182115,180639,174022,6617,1476
５人以上,"不動産業,物品賃貸業",478594,439132,403124,36008,39462,116523,112780,109685,3095,3743
５人以上,"学術研究,専門・技術サービス業",548734,497627,465660,31967,51107,171114,161499,153527,7972,9615
５人以上,"宿泊業,飲食サービス業",388694,369496,339745,29751,19198,89409,89106,86139,2967,303
５人以上,"生活関連サービス業,娯楽業",424163,401414,378186,23228,22749,100578,99574,96805,2769,1004
５人以上,"教育,学習支援業",469243,443190,424980,18210,26053,98612,93923,93205,718,4689
５人以上,"医療,福祉",413591,390989,361907,29082,22602,144423,143726,139611,4115,697
５人以上,複合サービス事業,439787,399826,364703,35123,39961,166500,162798,153262,9536,3702
５人以上,サービス業（他に分類されないもの）,354246,345103,314886,30217,9143,160518,158520,151138,7382,1998
30人以上,調査産業計,481715,448449,412133,36316,33266,142782,140279,134733,5546,2503
30人以上,"鉱業,採石業,砂利採取業",684116,681854,640906,40948,2262,-,-,-,-,-
30人以上,建設業,521453,498562,458832,39730,22891,145179,143289,140946,2343,1890
30人以上,製造業,482918,462222,429095,33127,20696,165570,164850,154666,10184,720
30人以上,電気・ガス・熱供給・水道業,563257,545698,465424,80274,17559,229309,223930,218659,5271,5379
30人以上,情報通信業,514195,458610,415523,43087,55585,163293,161242,153956,7286,2051
30人以上,"運輸業,郵便業",471152,437491,381224,56267,33661,196258,186188,169131,17057,10070
30人以上,"卸売業,小売業",502575,457952,430005,27947,44623,125382,123283,119654,3629,2099
30人以上,"金融業,保険業",535836,521323,476039,45284,14513,187150,185441,176770,8671,1709
30人以上,"不動産業,物品賃貸業",485466,464898,426493,38405,20568,116264,113543,110618,2925,2721
30人以上,"学術研究,専門・技術サービス業",571752,519656,486113,33543,52096,182583,170970,164700,6270,11613
30人以上,"宿泊業,飲食サービス業",418275,393121,366656,26465,25154,98101,97419,94435,2984,682
30人以上,"生活関連サービス業,娯楽業",461037,429045,396807,32238,31992,85486,83395,79472,3923,2091
30人以上,"教育,学習支援業",498384,469629,448909,20720,28755,116555,109445,108467,978,7110
30人以上,"医療,福祉",447808,419882,383260,36622,27926,169657,169039,162979,6060,618
30人以上,複合サービス事業,480843,431478,379985,51493,49365,173363,169185,153425,15760,4178
30人以上,サービス業（他に分類されないもの）,349942,343327,312341,30986,6615,162469,160837,152925,7912,1632
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年４月分,,,,,,,,,,,
第５表  規模、産業、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
