規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,調査産業計,354629,429378,263744,344703,416868,256960,320806,23897,9926,12510,6784
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×
５人以上,建設業,449559,482445,304251,443895,476404,300251,407508,36387,5664,6041,4000
５人以上,製造業,395732,443806,291707,390722,438672,286965,367069,23653,5010,5134,4742
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×
５人以上,情報通信業,428235,468595,341450,421740,461365,336535,385387,36353,6495,7230,4915
５人以上,"運輸業,郵便業",410821,440622,324668,388251,418877,299714,343991,44260,22570,21745,24954
５人以上,"卸売業,小売業",350212,441515,247695,340314,429706,239942,323691,16623,9898,11809,7753
５人以上,"金融業,保険業",518438,694802,362513,463247,602177,340418,428242,35005,55191,92625,22095
５人以上,"不動産業,物品賃貸業",396945,454529,294592,385159,441080,285761,357311,27848,11786,13449,8831
５人以上,"学術研究,専門・技術サービス業",465992,538112,357713,455608,525504,350667,428771,26837,10384,12608,7046
５人以上,"宿泊業,飲食サービス業",173347,229161,124841,168339,220876,122681,158475,9864,5008,8285,2160
５人以上,"生活関連サービス業,娯楽業",267654,341355,212906,258878,332192,204417,246632,12246,8776,9163,8489
５人以上,"教育,学習支援業",290808,354518,230063,287264,349430,227992,277917,9347,3544,5088,2071
５人以上,"医療,福祉",291335,355812,267093,287363,351829,263124,268372,18991,3972,3983,3969
５人以上,複合サービス事業,359099,427085,254010,355885,422797,252456,324007,31878,3214,4288,1554
５人以上,サービス業（他に分類されないもの）,293894,339858,243663,288080,333678,238248,264797,23283,5814,6180,5415
30人以上,調査産業計,391550,463115,295924,380747,449834,288434,352374,28373,10803,13281,7490
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×,×
30人以上,建設業,474340,508076,320509,470522,504178,317053,425485,45037,3818,3898,3456
30人以上,製造業,431806,480076,321997,427697,475445,319076,398764,28933,4109,4631,2921
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×,×
30人以上,情報通信業,434196,475343,344815,427645,468130,339700,389429,38216,6551,7213,5115
30人以上,"運輸業,郵便業",422834,454619,330096,399630,431275,307298,352323,47307,23204,23344,22798
30人以上,"卸売業,小売業",403217,488382,293749,391554,475656,283452,371405,20149,11663,12726,10297
30人以上,"金融業,保険業",554568,726772,387176,489905,622985,360544,450867,39038,64663,103787,26632
30人以上,"不動産業,物品賃貸業",431348,494479,320299,417637,479439,308926,387552,30085,13711,15040,11373
30人以上,"学術研究,専門・技術サービス業",494284,561115,384482,486567,552658,377982,457271,29296,7717,8457,6500
30人以上,"宿泊業,飲食サービス業",237368,300998,172749,234098,296436,170791,220625,13473,3270,4562,1958
30人以上,"生活関連サービス業,娯楽業",297851,392344,227541,282966,377345,212740,266154,16812,14885,14999,14801
30人以上,"教育,学習支援業",324505,394466,256031,320586,389210,253420,309065,11521,3919,5256,2611
30人以上,"医療,福祉",322215,380483,296029,320454,377790,294687,294815,25639,1761,2693,1342
30人以上,複合サービス事業,380444,433832,256870,380263,433580,256854,332985,47278,181,252,16
30人以上,サービス業（他に分類されないもの）,292664,341378,243167,287345,335613,238302,264304,23041,5319,5765,4865
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年２月分,,,,,,,,,,,,
第１表  規模、産業、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,,
