規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,430746,417977,387575,30402,12769,116904,115857,112276,3581,1047
５人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×
５人以上,建設業,462463,456621,418875,37746,5842,123518,122342,120308,2034,1176
５人以上,製造業,425380,419832,394135,25697,5548,138487,138144,132221,5923,343
５人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×
５人以上,情報通信業,444656,437809,399671,38138,6847,146104,145657,139977,5680,447
５人以上,"運輸業,郵便業",440913,415659,367501,48158,25254,160968,160683,148793,11890,285
５人以上,"卸売業,小売業",435681,422866,401366,21500,12815,107212,105608,102852,2756,1604
５人以上,"金融業,保険業",546950,487335,449951,37384,59615,172307,170826,164703,6123,1481
５人以上,"不動産業,物品賃貸業",443416,429834,397800,32034,13582,104895,104394,102854,1540,501
５人以上,"学術研究,専門・技術サービス業",496728,485486,456654,28832,11242,153466,151801,145252,6549,1665
５人以上,"宿泊業,飲食サービス業",376491,361160,334980,26180,15331,84226,83747,81041,2706,479
５人以上,"生活関連サービス業,娯楽業",380912,366702,348039,18663,14210,88219,88052,85971,2081,167
５人以上,"教育,学習支援業",443983,437827,421660,16167,6156,94348,94154,93555,599,194
５人以上,"医療,福祉",377614,371767,343687,28080,5847,140857,140155,137015,3140,702
５人以上,複合サービス事業,411363,407405,369607,37798,3958,147223,147025,139149,7876,198
５人以上,サービス業（他に分類されないもの）,343627,336687,307463,29224,6940,153626,150987,144461,6526,2639
30人以上,調査産業計,447966,435065,401503,33562,12901,134016,132793,128108,4685,1223
30人以上,"鉱業,採石業,砂利採取業",×,×,×,×,×,×,×,×,×,×
30人以上,建設業,483264,479376,433222,46154,3888,130147,129029,127063,1966,1118
30人以上,製造業,453424,449028,418613,30415,4396,163564,163027,152484,10543,537
30人以上,電気・ガス・熱供給・水道業,×,×,×,×,×,×,×,×,×,×
30人以上,情報通信業,450468,443570,403520,40050,6898,150448,149944,143710,6234,504
30人以上,"運輸業,郵便業",445794,420431,370159,50272,25363,180499,180074,164065,16009,425
30人以上,"卸売業,小売業",461040,447705,424068,23637,13335,122540,118989,115770,3219,3551
30人以上,"金融業,保険業",581529,512438,471182,41256,69091,173217,171192,163530,7662,2025
30人以上,"不動産業,物品賃貸業",471231,455947,422395,33552,15284,105292,104440,102700,1740,852
30人以上,"学術研究,専門・技術サービス業",512189,504117,473449,30668,8072,170054,168771,164318,4453,1283
30人以上,"宿泊業,飲食サービス業",393532,386895,362218,24677,6637,91443,91319,88315,3004,124
30人以上,"生活関連サービス業,娯楽業",422846,399765,375176,24589,23081,74576,74331,71410,2921,245
30人以上,"教育,学習支援業",466089,459735,441348,18387,6354,104584,104446,103589,857,138
30人以上,"医療,福祉",397352,394861,359267,35594,2491,161380,161182,156851,4331,198
30人以上,複合サービス事業,433807,433585,378504,55081,222,147427,147427,134222,13205,0
30人以上,サービス業（他に分類されないもの）,342018,335463,306609,28854,6555,156263,154362,147388,6974,1901
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和６年２月分,,,,,,,,,,,
第５表  規模、産業、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
