地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,令和4年中の増減
4,13215,国立市,-16,-64,45,100,23,27,-10,6,-23,-6,-27,-54,1
4,13218,福生市,-33,-39,-18,-16,21,45,-16,-8,-5,5,-43,-15,-122
4,13219,狛江市,22,-15,43,-1,-21,14,-19,-19,11,10,-23,-17,-15
4,13220,東大和市,-34,-20,-59,3,-3,-18,-50,-37,-11,-21,3,5,-242
4,13221,清瀬市,-9,-49,12,30,-32,-3,-15,8,-46,9,-32,-7,-134
4,13222,東久留米市,-16,-31,-3,17,30,13,-17,-31,23,31,5,-54,-33
4,13223,武蔵村山市,-55,-43,8,32,36,-45,-29,-55,-60,-18,-13,-25,-267
4,13224,多摩市,-30,-46,140,78,4,23,-32,46,-1,180,39,6,407
4,13225,稲城市,5,-12,64,24,9,37,61,47,32,-15,52,22,326
4,13227,羽村市,-16,-17,-11,-17,42,-26,-29,-11,-5,-10,1,7,-92
4,13228,あきる野市,-7,-34,-62,-9,20,26,-1,-5,-38,5,9,-47,-143
4,13229,西東京市,-91,-103,180,76,22,-23,-20,-15,-7,40,17,-36,40
1,13550,町村部,-30,-13,-311,193,-18,-5,-16,-36,-21,-9,-38,-46,-350
2,13300,郡部,-35,7,-54,2,-26,3,-11,-20,-1,0,-39,-26,-200
4,13303,瑞穂町,-10,12,-27,9,-9,-4,-9,-11,-10,10,-12,-7,-68
4,13305,日の出町,-16,8,-10,-11,-9,9,4,-2,-4,1,-18,-10,-58
4,13307,檜原村,0,-4,1,0,-5,-4,-6,-1,9,-2,-1,2,-11
4,13308,奥多摩町,-9,-9,-18,4,-3,2,0,-6,4,-9,-8,-11,-63
2,13350,島部,5,-20,-257,191,8,-8,-5,-16,-20,-9,1,-20,-150
3,13360,大島支庁,-1,-9,-139,89,-6,-12,-4,-9,-4,0,-2,-16,-113
4,13361,大島町,-2,-3,-80,58,-6,-9,-3,4,-5,-1,-3,-3,-53
4,13362,利島村,0,-1,-10,8,0,-1,2,-2,1,1,-1,-2,-5
4,13363,新島村,1,-3,-30,20,1,0,-3,-6,2,3,2,-8,-21
4,13364,神津島村,0,-2,-19,3,-1,-2,0,-5,-2,-3,0,-3,-34
3,13380,三宅支庁,-5,-4,-32,40,1,1,-1,-6,-4,-5,0,-4,-19
4,13381,三宅村,-5,-5,-27,33,2,-2,0,-7,-4,-4,2,-3,-20
4,13382,御蔵島村,0,1,-5,7,-1,3,-1,1,0,-1,-2,-1,1
3,13400,八丈支庁,4,-7,-66,45,5,7,0,-1,-10,-8,-6,0,-37
4,13401,八丈町,6,-8,-59,37,5,7,0,-1,-9,-8,-6,0,-36
4,13402,青ヶ島村,-2,1,-7,8,0,0,0,0,-1,0,0,0,-1
3,13420,小笠原支庁,7,0,-20,17,8,-4,0,0,-2,4,9,0,19
4,13421,小笠原村,7,0,-20,17,8,-4,0,0,-2,4,9,0,19
,,,,,,,,,,,,,,,
人口の動き（令和4年中）,,,,,,,,,,,,,,,
第７表　区市町村、月別人口増減（総数　女）,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
