地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,令和5年1月
0,13000,総数,6863269,6859161,6854342,6864127,6875824,6883034,6885948,6886714,6886940,6888660,6890609,6889012,6884898
1,13100,区部,4740164,4737364,4734273,4742833,4752279,4758619,4761225,4762461,4763138,4764628,4766909,4765942,4762877
1,13200,市部,2083043,2081793,2080096,2081710,2083701,2084596,2084894,2084460,2084106,2084370,2084045,2083475,2082480
2,13300,郡部,27372,27337,27323,27298,27281,27258,27276,27255,27186,27150,27144,27113,27083
2,13350,島部,12690,12667,12650,12286,12563,12561,12553,12538,12510,12512,12511,12482,12458
1,13100,区部,4740164,4737364,4734273,4742833,4752279,4758619,4761225,4762461,4763138,4764628,4766909,4765942,4762877
4,13101,千代田区,33547,33626,33608,33703,33830,33892,33888,33852,33920,33992,34065,34020,34071
4,13102,中央区,81394,81432,81564,81717,81853,81967,82091,82166,82238,82351,82583,82634,82677
4,13103,港区,121781,121966,122034,122607,123127,123356,123507,123483,123669,123784,123972,124078,123902
4,13104,新宿区,173147,173001,172822,172827,174372,175272,175487,175675,175707,175988,176405,176398,176078
4,13105,文京区,115231,115347,115335,115493,115854,116101,116298,116364,116487,116730,116914,116967,116876
4,13106,台東区,108753,108749,108755,109001,109453,109752,109908,110078,110173,110252,110437,110528,110524
4,13107,墨田区,134607,134637,134648,134945,135055,135424,135601,135771,135845,136110,136184,136345,136404
4,13108,江東区,257405,257161,256973,257770,258485,259090,259498,259856,260065,260263,260616,260694,260695
4,13109,品川区,206545,206497,206326,206886,206891,206913,206873,206769,206750,206703,206708,206638,206570
4,13110,目黒区,133780,133677,133646,133751,133803,133901,133913,133757,133808,133930,133990,133929,133861
4,13111,大田区,368998,368704,368440,369448,369620,369839,369859,369701,369696,369605,369551,369373,369146
4,13112,世田谷区,442430,442177,441913,442657,442971,443038,442961,442800,442756,442781,442645,442446,442092
4,13113,渋谷区,116946,116840,116721,116846,116974,117018,117027,116973,117011,116971,116976,116989,116855
4,13114,中野区,170721,170552,170352,170969,171528,171856,171970,172101,172112,172043,172045,171907,171703
4,13115,杉並区,281891,281715,281485,282397,282758,282949,282996,282962,283041,282979,282965,282859,282679
4,13116,豊島区,149248,149236,149219,149333,150296,151064,151512,151915,151791,151969,152192,152106,152010
4,13117,北区,175304,175225,175052,175331,175831,176158,176357,176483,176530,176661,176828,176872,176719
4,13118,荒川区,107214,107100,107047,107111,107403,107654,107704,107816,107822,107843,107916,107902,107894
4,13119,板橋区,283885,283572,283226,283621,284115,284460,284580,284638,284608,284579,284672,284456,284234
4,13120,練馬区,360106,359898,359526,359645,360148,360260,360289,360248,360277,360303,360294,360122,360019
4,13121,足立区,345769,345340,345106,345709,346113,346424,346512,346520,346541,346549,346676,346627,346362
4,13122,葛飾区,224327,224211,224125,224537,224788,224942,225122,225231,225191,225293,225359,225405,225250
4,13123,江戸川区,347135,346701,346350,346529,347011,347289,347272,347302,347100,346949,346916,346647,346256
1,13200,市部,2083043,2081793,2080096,2081710,2083701,2084596,2084894,2084460,2084106,2084370,2084045,2083475,2082480
4,13201,八王子市,291187,290975,290580,290892,291419,291540,291550,291553,291530,291522,291482,291394,291284
4,13202,立川市,91359,91278,91165,91288,91287,91316,91350,91428,91404,91394,91361,91346,91339
