地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,令和5年1月
0,13000,総数,7124860,7121324,7117697,7131342,7141122,7146692,7150130,7150222,7150203,7152072,7153929,7153115,7149963
1,13100,区部,4930977,4928434,4926188,4937715,4945290,4950036,4953029,4953654,4954078,4955761,4957382,4956850,4954603
1,13200,市部,2154919,2153956,2152588,2155017,2157029,2157871,2158321,2157804,2157397,2157604,2157849,2157605,2156746
2,13300,郡部,27621,27586,27593,27539,27541,27515,27518,27507,27487,27486,27486,27447,27421
2,13350,島部,11343,11348,11328,11071,11262,11270,11262,11257,11241,11221,11212,11213,11193
1,13100,区部,4930977,4928434,4926188,4937715,4945290,4950036,4953029,4953654,4954078,4955761,4957382,4956850,4954603
4,13101,千代田区,33140,33187,33177,33211,33206,33268,33281,33235,33285,33356,33418,33431,33478
4,13102,中央区,89081,89136,89248,89532,89641,89795,89869,89934,90016,90110,90355,90379,90453
4,13103,港区,135995,136237,136239,136769,137126,137405,137607,137639,137884,138092,138245,138411,138306
4,13104,新宿区,172881,172734,172540,172856,174096,174709,174928,174989,174796,175091,175326,175243,175007
4,13105,文京区,124393,124447,124438,125017,125380,125602,125730,125685,125817,125996,126206,126191,126069
4,13106,台東区,103279,103349,103477,103753,104143,104352,104549,104756,104831,104928,105096,105277,105278
4,13107,墨田区,137551,137679,137741,138289,138523,138768,139017,139257,139477,139644,139790,139927,140015
4,13108,江東区,266226,266100,265912,266994,267593,268068,268480,268755,268994,269257,269656,269815,269866
4,13109,品川区,212113,212002,211949,212478,212292,212488,212590,212503,212540,212558,212593,212618,212585
4,13110,目黒区,150502,150417,150327,150670,150751,150797,150841,150793,150761,150858,150899,150834,150780
4,13111,大田区,371314,370945,370625,371584,371512,371643,371755,371466,371317,371218,371158,371082,370888
4,13112,世田谷区,495185,494870,494710,495895,496188,496230,496164,495802,495721,495507,495259,495099,494754
4,13113,渋谷区,125052,124988,124908,125045,125285,125456,125534,125545,125527,125567,125643,125628,125542
4,13114,中野区,171122,170976,170841,171289,171700,171842,171918,171998,171957,172007,172032,171896,171716
4,13115,杉並区,304211,304052,303903,304927,305393,305405,305446,305357,305207,305123,304892,304697,304506
4,13116,豊島区,148503,148357,148267,148671,149481,150037,150492,150863,150746,151003,151080,151109,151103
