国籍区分,地域階層,地域コード,地域,1月中／転出者数,2月中／転出者数,3月中／転出者数,4月中／転出者数,5月中／転出者数,6月中／転出者数,7月中／転出者数,8月中／転出者数,9月中／転出者数,10月中／転出者数,11月中／転出者数,12月中／転出者数,令和4年中の転出者数
日本人,5,13112,世田谷区,1776,1999,4534,3335,1914,1927,2302,1947,1852,2007,1781,1841,27215
日本人,5,13113,渋谷区,427,481,1027,723,468,456,587,483,475,492,421,514,6554
日本人,5,13114,中野区,679,764,1548,1202,754,733,806,742,695,748,610,667,9948
日本人,5,13115,杉並区,942,1076,2637,1903,1167,1100,1242,1075,1093,1124,966,992,15317
日本人,5,13116,豊島区,573,643,1480,1069,608,629,648,694,628,697,618,594,8881
日本人,5,13117,北区,803,829,1963,1412,898,819,921,803,782,785,733,871,11619
日本人,5,13118,荒川区,377,408,946,597,431,412,418,399,388,387,366,401,5530
日本人,5,13119,板橋区,1176,1208,2909,1825,1232,1236,1255,1176,1167,1223,1093,1236,16736
日本人,5,13120,練馬区,1310,1429,3821,2321,1468,1443,1649,1378,1484,1443,1230,1383,20359
日本人,5,13121,足立区,1239,1265,2779,1982,1360,1356,1322,1332,1199,1319,1216,1284,17653
日本人,5,13122,葛飾区,687,831,1950,1372,898,915,867,795,792,773,696,747,11323
日本人,5,13123,江戸川区,1342,1499,3948,1735,1428,1479,1477,1368,1426,1333,1305,1280,19620
日本人,2,13200,市部,5216,6010,16693,9926,5945,5548,5958,5951,5599,5642,4874,5377,82739
日本人,5,13201,八王子市,652,814,2267,1139,789,742,683,721,690,642,571,642,10352
日本人,5,13202,立川市,237,279,768,529,235,226,257,275,240,267,241,229,3783
日本人,5,13203,武蔵野市,208,262,732,470,273,263,227,288,230,233,155,256,3597
日本人,5,13204,三鷹市,264,294,964,489,305,253,309,256,275,273,219,294,4195
日本人,5,13205,青梅市,106,103,290,166,125,114,110,125,102,120,89,115,1565
日本人,5,13206,府中市,314,340,1008,664,328,348,357,432,390,417,289,302,5189
日本人,5,13207,昭島市,86,109,330,305,145,113,148,167,121,134,97,107,1862
日本人,5,13208,調布市,332,420,1021,707,370,350,405,370,401,365,363,368,5472
日本人,5,13209,町田市,686,764,1784,1142,773,728,792,723,709,739,690,737,10267
日本人,5,13210,小金井市,199,204,670,395,190,178,238,189,204,237,156,152,3012
日本人,5,13211,小平市,228,248,994,455,241,209,260,247,219,184,211,225,3721
日本人,5,13212,日野市,235,276,746,418,236,199,261,260,225,217,205,207,3485
日本人,5,13213,東村山市,176,183,596,247,178,199,181,212,159,203,172,197,2703
日本人,5,13214,国分寺市,165,197,586,311,199,188,150,191,165,181,155,186,2674
日本人,5,13215,国立市,119,105,358,210,116,90,138,111,128,94,96,124,1689
日本人,5,13218,福生市,66,49,154,109,62,55,66,81,68,70,42,67,889
日本人,5,13219,狛江市,117,158,357,227,159,143,161,148,134,143,162,170,2079
日本人,5,13220,東大和市,46,99,230,120,88,81,90,70,64,89,69,66,1112
日本人,5,13221,清瀬市,79,121,324,211,129,138,131,102,104,106,68,95,1608
日本人,5,13222,東久留米市,138,115,383,274,161,142,177,182,133,135,103,130,2073
日本人,5,13223,武蔵村山市,66,83,215,86,49,84,77,59,77,70,81,57,1004
日本人,5,13224,多摩市,178,209,494,288,199,169,151,167,180,170,156,167,2528
日本人,5,13225,稲城市,133,159,368,221,155,106,141,162,140,158,118,125,1986
日本人,5,13227,羽村市,53,44,166,106,61,72,59,59,53,63,55,49,840
日本人,5,13228,あきる野市,59,45,170,114,63,58,57,64,58,68,50,43,849
日本人,5,13229,西東京市,274,330,718,523,316,300,332,290,330,264,261,267,4205
日本人,2,13550,町村部,73,63,397,180,69,76,75,122,65,58,70,91,1339
日本人,3,13300,郡部,40,32,124,90,51,37,40,53,27,28,38,53,613
日本人,5,13303,瑞穂町,20,23,61,47,36,30,30,33,23,20,29,33,385
日本人,5,13305,日の出町,14,7,40,36,11,6,7,14,3,5,7,16,166
日本人,5,13307,檜原村,2,2,2,1,2,1,1,0,1,0,0,1,13
日本人,5,13308,奥多摩町,4,0,21,6,2,0,2,6,0,3,2,3,49
日本人,3,13350,島部,33,31,273,90,18,39,35,69,38,30,32,38,726
日本人,4,13360,大島支庁,7,9,121,30,8,11,18,23,11,7,13,11,269
日本人,5,13361,大島町,4,6,60,22,6,6,12,13,9,3,7,5,153
日本人,5,13362,利島村,0,0,7,0,0,0,1,1,1,1,1,2,14
日本人,5,13363,新島村,2,0,33,3,1,1,2,6,0,1,3,4,56
日本人,5,13364,神津島村,1,3,21,5,1,4,3,3,1,2,2,0,46
日本人,4,13380,三宅支庁,10,2,30,4,1,6,4,4,0,4,3,7,75
日本人,5,13381,三宅村,7,2,27,4,0,5,3,3,0,4,2,6,63
日本人,5,13382,御蔵島村,3,0,3,0,1,1,1,1,0,0,1,1,12
日本人,4,13400,八丈支庁,9,10,86,13,6,7,5,20,15,10,10,7,198
日本人,5,13401,八丈町,7,10,76,12,6,7,5,19,14,10,10,7,183
日本人,5,13402,青ヶ島村,2,0,10,1,0,0,0,1,1,0,0,0,15
日本人,4,13420,小笠原支庁,7,10,36,43,3,15,8,22,12,9,6,13,184
日本人,5,13421,小笠原村,7,10,36,43,3,15,8,22,12,9,6,13,184
外国人,0,13000,総数,2089,2155,6275,3897,3134,2968,2846,2822,2770,2705,2586,2522,36769
外国人,1,13100,区部,1762,1799,5267,3286,2646,2496,2431,2382,2345,2264,2218,2147,31043
外国人,2,13200,市部,321,342,991,605,480,462,408,423,418,433,356,366,5605
外国人,3,13300,郡部,5,9,8,5,7,10,5,14,6,6,9,8,92
外国人,3,13350,島部,1,5,9,1,1,0,2,3,1,2,3,1,29
外国人,1,13100,区部,1762,1799,5267,3286,2646,2496,2431,2382,2345,2264,2218,2147,31043
外国人,5,13101,千代田区,7,7,12,16,15,13,15,16,14,15,12,16,158
外国人,5,13102,中央区,21,15,66,25,32,30,33,27,28,27,27,16,347
外国人,5,13103,港区,33,53,51,63,68,49,84,60,56,43,56,54,670
外国人,5,13104,新宿区,143,163,728,433,258,204,195,183,182,192,159,171,3011
外国人,5,13105,文京区,28,27,149,77,36,46,45,34,51,45,31,48,617
外国人,5,13106,台東区,49,70,185,94,87,74,72,67,75,84,68,73,998
外国人,5,13107,墨田区,37,46,129,94,54,60,70,59,47,65,56,47,764
外国人,5,13108,江東区,64,112,226,145,117,122,108,115,118,96,97,136,1456
外国人,5,13109,品川区,37,50,101,50,61,68,54,75,42,61,49,61,709
外国人,5,13110,目黒区,22,19,50,34,21,23,31,33,30,23,31,28,345
外国人,5,13111,大田区,121,86,197,195,181,182,176,133,116,145,139,104,1775
外国人,5,13112,世田谷区,72,69,211,116,86,89,96,77,98,74,96,115,1199
外国人,5,13113,渋谷区,30,30,60,68,31,37,74,50,102,31,36,23,572
外国人,5,13114,中野区,63,85,332,169,107,82,72,104,102,68,92,93,1369
外国人,5,13115,杉並区,53,65,217,118,74,86,55,69,74,54,57,69,991
外国人,5,13116,豊島区,127,148,489,294,203,184,189,151,181,170,166,166,2468
外国人,5,13117,北区,146,130,322,224,177,158,158,172,160,156,177,131,2111
外国人,5,13118,荒川区,77,69,220,147,122,75,111,96,93,95,96,94,1295
外国人,5,13119,板橋区,131,106,328,199,161,148,147,163,162,164,116,122,1947
外国人,5,13120,練馬区,73,78,304,135,79,86,87,89,110,81,78,73,1273
外国人,5,13121,足立区,226,126,283,184,261,272,204,209,185,184,199,197,2530
外国人,5,13122,葛飾区,67,87,230,182,189,181,196,196,139,188,160,133,1948
外国人,5,13123,江戸川区,135,158,377,224,226,227,159,204,180,203,220,177,2490
外国人,2,13200,市部,321,342,991,605,480,462,408,423,418,433,356,366,5605
外国人,5,13201,八王子市,43,44,170,90,91,80,83,75,63,81,62,66,948
外国人,5,13202,立川市,5,18,36,25,32,24,7,23,22,12,11,26,241
外国人,5,13203,武蔵野市,5,14,39,14,12,11,16,6,7,11,6,8,149
外国人,5,13204,三鷹市,10,20,18,21,15,10,14,15,13,9,7,6,158
外国人,5,13205,青梅市,16,6,23,11,9,11,11,10,12,13,19,6,147
外国人,5,13206,府中市,15,14,73,34,19,31,27,21,14,21,10,19,298
外国人,5,13207,昭島市,22,18,31,25,48,22,18,48,19,35,17,16,319
外国人,5,13208,調布市,7,18,45,18,16,15,13,10,18,14,9,24,207
外国人,5,13209,町田市,30,48,63,66,55,65,35,38,66,44,68,59,637
外国人,5,13210,小金井市,12,9,32,20,6,5,9,10,9,18,6,10,146
外国人,5,13211,小平市,5,13,127,38,15,16,19,25,21,14,13,15,321
外国人,5,13212,日野市,8,14,40,22,12,12,11,12,19,12,10,10,182
外国人,5,13213,東村山市,9,9,28,18,11,12,6,6,8,14,9,8,138
外国人,5,13214,国分寺市,9,13,26,12,12,7,10,15,15,11,13,8,151
外国人,5,13215,国立市,5,3,15,14,1,1,3,5,3,8,5,4,67
外国人,5,13218,福生市,21,17,53,51,29,19,24,23,20,30,16,19,322
外国人,5,13219,狛江市,8,1,7,15,7,19,11,9,10,6,8,3,104
外国人,5,13220,東大和市,5,5,3,3,5,2,4,1,2,1,4,6,41
外国人,5,13221,清瀬市,11,5,9,5,10,11,10,4,5,11,5,8,94
外国人,5,13222,東久留米市,7,11,11,13,11,10,11,7,3,8,6,6,104
外国人,5,13223,武蔵村山市,9,7,9,4,12,15,11,10,15,4,3,6,105
外国人,5,13224,多摩市,6,8,33,22,7,16,21,11,16,14,8,8,170
外国人,5,13225,稲城市,8,3,11,11,7,9,11,3,6,2,7,1,79
外国人,5,13227,羽村市,8,3,24,14,15,16,10,9,14,13,11,8,145
外国人,5,13228,あきる野市,5,1,5,3,3,10,7,1,4,3,6,5,53
外国人,5,13229,西東京市,32,20,60,36,20,13,6,26,14,24,17,11,279
外国人,2,13550,町村部,6,14,17,6,8,10,7,17,7,8,12,9,121
外国人,3,13300,郡部,5,9,8,5,7,10,5,14,6,6,9,8,92
外国人,5,13303,瑞穂町,5,8,7,4,5,7,5,13,6,4,5,7,76
外国人,5,13305,日の出町,0,1,0,1,2,3,0,0,0,1,4,1,13
外国人,5,13307,檜原村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,5,13308,奥多摩町,0,0,1,0,0,0,0,1,0,1,0,0,3
外国人,3,13350,島部,1,5,9,1,1,0,2,3,1,2,3,1,29
外国人,4,13360,大島支庁,0,2,5,0,0,0,2,2,0,0,1,1,13
外国人,5,13361,大島町,0,0,5,0,0,0,1,1,0,0,1,1,9
外国人,5,13362,利島村,0,2,0,0,0,0,0,0,0,0,0,0,2
外国人,5,13363,新島村,0,0,0,0,0,0,0,1,0,0,0,0,1
外国人,5,13364,神津島村,0,0,0,0,0,0,1,0,0,0,0,0,1
外国人,4,13380,三宅支庁,0,0,0,0,0,0,0,0,0,0,1,0,1
外国人,5,13381,三宅村,0,0,0,0,0,0,0,0,0,0,1,0,1
外国人,5,13382,御蔵島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13400,八丈支庁,0,2,2,1,0,0,0,1,1,1,0,0,8
外国人,5,13401,八丈町,0,2,2,1,0,0,0,1,1,1,0,0,8
外国人,5,13402,青ヶ島村,0,0,0,0,0,0,0,0,0,0,0,0,0
外国人,4,13420,小笠原支庁,1,1,2,0,1,0,0,0,0,1,1,0,7
外国人,5,13421,小笠原村,1,1,2,0,1,0,0,0,0,1,1,0,7
,,,,,,,,,,,,,,,,
人口の動き（令和4年中）,,,,,,,,,,,,,,,,
第10ー１・２・３表　区市町村、月別他県転出者数（総数、日本人、外国人）,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,
