番号,地区名
八王子都市計画／八.４,上野町第二地区
八王子都市計画／八.５,打越地区
八王子都市計画／八.６,中野中央地区
八王子都市計画／八.７,中野西地区
八王子都市計画／八.８※,八王子駅北口周辺地区
八王子都市計画／八.９※,八王子駅南口周辺地区
八王子都市計画／八.１０※,西八王子駅周辺地区
立川都市計画／立.１,立川駅南口地区
立川都市計画／立.４,立川基地跡地関連地区
立川都市計画／立.５,曙町地区
立川都市計画／立.６,立川駅北口西側地区
立川都市計画／立.７,本町・榎地区
立川都市計画／立.８,立野一・二丁目地区
立川都市計画／立.9,大規模工場跡地地区
武蔵野都市計画／武.１,武蔵境駅北口地区
三鷹都市計画／三.１,三鷹駅南口地区
三鷹都市計画／三.２,上連雀地区
府中都市計画／府.１,府中駅南口地区
府中都市計画／府.３,日鋼町地区
府中都市計画／府.４,北山町地区
府中都市計画／府.５,西府駅周辺地区
府中都市計画／府.８,住吉町五丁目地区
府中都市計画／府.９,多磨駅東地区
府中都市計画／府.１１,府中基地跡地地区
府中都市計画／府.１３※,日新町四丁目地区
府中都市計画／府.１４※,分倍河原駅周辺地区
調布都市計画／調.１,国領駅周辺地区
調布都市計画／調.３,調布駅及び布田駅周辺地区
調布都市計画／調.４,布田六丁目地区
調布都市計画／調.５,飛田給駅周辺地区
調布都市計画／調.６,仙川駅周辺地区
調布都市計画／調.７,西調布駅周辺地区
調布都市計画／調.８※,つつじヶ丘・柴崎駅周辺地区
青梅都市計画／青.１,東青梅駅周辺
青梅都市計画／青.２※,青梅駅周辺地区
町田都市計画／町.５※,町田駅周辺地区
小金井都市計画／金.１,武蔵小金井駅南口周辺地区
小金井都市計画／金.３,東小金井駅北口周辺地区
小金井都市計画／金.４※,武蔵小金井駅北口周辺地区
日野都市計画／日.１,豊田駅北口地域
日野都市計画／日.２,豊田駅南口地域
小平都市計画／平.１,花小金井駅北口周辺地区
小平都市計画／平.２,小川駅西口地区
小平都市計画／平.４,小川町一丁目地区
小平都市計画／平.５※,小平駅北口地区
国分寺都市計画／分.２,国分寺駅北口地区
東村山都市計画／東.１,東村山駅西口地区
西東京都市計画／西.２,ひばりヶ丘駅北口地区
