,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）,,
トン数階級別,貨物船,,貨客船,,客船,,カーフェリー,,漁船,,その他船舶,,,その他船舶,,,,,,,,,,,,,
,ＲＯＲＯ船,,計,,計,,計,,計,,計,,,軍艦,,パトロール船,,曳船・押船,,訓練船,,作業船,,その他船舶,,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,
合計　　,"2,047","22,081,307",411,"2,240,559","1,714","3,472,770",352,"4,447,872",5,"2,342","1,987","1,707,098",,4,"15,270",18,"27,930",36,"5,673",67,"115,963",97,"201,012","1,765","1,341,250",,
内 航 船　　,"1,967","21,448,446",411,"2,240,559","1,698","2,672,594",352,"4,447,872",5,"2,342","1,982","1,690,617",,-,-,18,"27,930",36,"5,673",66,"114,752",97,"201,012","1,765","1,341,250",,
外 航 船　　,80,"632,861",-,-,16,"800,176",-,-,-,-,5,"16,481",,4,"15,270",-,-,-,-,1,"1,211",-,-,-,-,,
１００トン未満,-,-,-,-,-,-,-,-,-,-,28,798,,-,-,-,-,12,480,-,-,-,-,16,318,,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,28,798,,-,-,-,-,12,480,-,-,-,-,16,318,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
１００トン以上　　,-,-,-,-,659,"108,403",-,-,-,-,108,"18,107",,-,-,-,-,10,"1,474",1,170,-,-,97,"16,463",,
内 航 船　　,-,-,-,-,659,"108,403",-,-,-,-,108,"18,107",,-,-,-,-,10,"1,474",1,170,-,-,97,"16,463",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
２００トン以上　　,-,-,-,-,662,"185,677",-,-,-,-,74,"17,541",,-,-,-,-,13,"3,257",-,-,-,-,61,"14,284",,
内 航 船　　,-,-,-,-,662,"185,677",-,-,-,-,74,"17,541",,-,-,-,-,13,"3,257",-,-,-,-,61,"14,284",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
３００トン以上　　,-,-,-,-,12,"4,152",-,-,3,"1,145",8,"2,827",,-,-,1,358,-,-,2,626,-,-,5,"1,843",,
内 航 船　　,-,-,-,-,12,"4,152",-,-,3,"1,145",8,"2,827",,-,-,1,358,-,-,2,626,-,-,5,"1,843",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
４００トン以上　　,-,-,41,"18,853",-,-,-,-,1,499,658,"307,967",,-,-,2,998,1,462,12,"5,912",10,"4,350",633,"296,245",,
