内 航 船　　,-,-,41,"18,853",-,-,-,-,1,499,658,"307,967",,-,-,2,998,1,462,12,"5,912",10,"4,350",633,"296,245",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
５００トン以上　　,-,-,-,-,-,-,-,-,1,698,269,"167,505",,-,-,1,595,-,-,5,"3,181",27,"16,585",236,"147,144",,
内 航 船　　,-,-,-,-,-,-,-,-,1,698,269,"167,505",,-,-,1,595,-,-,5,"3,181",27,"16,585",236,"147,144",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
７００トン以上　　,-,-,-,-,-,-,-,-,-,-,265,"203,399",,-,-,-,-,-,-,19,"18,539",-,-,246,"184,860",,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,265,"203,399",,-,-,-,-,-,-,19,"18,539",-,-,246,"184,860",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
１，０００トン以上　　,-,-,-,-,24,"33,612",-,-,-,-,459,"547,394",,1,"1,800",7,"11,146",-,-,11,"19,495",25,"35,604",415,"479,349",,
内 航 船　　,-,-,-,-,24,"33,612",-,-,-,-,457,"544,383",,-,-,7,"11,146",-,-,10,"18,284",25,"35,604",415,"479,349",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,2,"3,011",,1,"1,800",-,-,-,-,1,"1,211",-,-,-,-,,
２，０００トン以上　　,7,"14,371",-,-,12,"31,416",-,-,-,-,63,"145,064",,-,-,7,"14,833",-,-,10,"25,630",19,"47,869",27,"56,732",,
内 航 船　　,7,"14,371",-,-,12,"31,416",-,-,-,-,63,"145,064",,-,-,7,"14,833",-,-,10,"25,630",19,"47,869",27,"56,732",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
３，０００トン以上　　,41,"147,313",-,-,-,-,-,-,-,-,14,"53,718",,1,"3,600",-,-,-,-,-,-,10,"39,870",3,"10,248",,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,13,"50,118",,-,-,-,-,-,-,-,-,10,"39,870",3,"10,248",,
外 航 船　　,41,"147,313",-,-,-,-,-,-,-,-,1,"3,600",,1,"3,600",-,-,-,-,-,-,-,-,-,-,,
４，０００トン以上　　,-,-,308,"1,537,536",-,-,-,-,-,-,21,"98,565",,1,"4,770",-,-,-,-,-,-,1,"4,439",19,"89,356",,
内 航 船　　,-,-,308,"1,537,536",-,-,-,-,-,-,20,"93,795",,-,-,-,-,-,-,-,-,1,"4,439",19,"89,356",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,1,"4,770",,1,"4,770",-,-,-,-,-,-,-,-,-,-,,
５，０００トン以上　　,25,"132,750",-,-,312,"1,772,472",-,-,-,-,11,"61,325",,1,"5,100",-,-,-,-,3,"17,670",1,"5,747",6,"32,808",,
内 航 船　　,25,"132,750",-,-,312,"1,772,472",-,-,-,-,10,"56,225",,-,-,-,-,-,-,3,"17,670",1,"5,747",6,"32,808",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,1,"5,100",,1,"5,100",-,-,-,-,-,-,-,-,-,-,,
６，０００トン以上　　,-,-,-,-,-,-,-,-,-,-,4,"24,740",,-,-,-,-,-,-,4,"24,740",-,-,-,-,,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,4,"24,740",,-,-,-,-,-,-,4,"24,740",-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
７，０００トン以上　　,157,"1,149,711",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
内 航 船　　,157,"1,149,711",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
８，０００トン以上　　,97,"777,455",-,-,-,-,-,-,-,-,1,"8,598",,-,-,-,-,-,-,-,-,1,"8,598",-,-,,
内 航 船　　,97,"777,455",-,-,-,-,-,-,-,-,1,"8,598",,-,-,-,-,-,-,-,-,1,"8,598",-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
９，０００トン以上　　,377,"3,721,023",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
内 航 船　　,376,"3,711,039",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,1,"9,984",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
１０，０００トン以上　　,"1,343","16,138,684",62,"684,170",-,-,352,"4,447,872",-,-,4,"49,550",,-,-,-,-,-,-,-,-,3,"37,950",1,"11,600",,
内 航 船　　,"1,305","15,663,120",62,"684,170",-,-,352,"4,447,872",-,-,4,"49,550",,-,-,-,-,-,-,-,-,3,"37,950",1,"11,600",,
外 航 船　　,38,"475,564",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
２０，０００トン以上　　,-,-,-,-,16,"387,612",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
内 航 船　　,-,-,-,-,12,"286,152",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,4,"101,460",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
３０，０００トン以上　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
４０，０００トン以上　　,-,-,-,-,1,"43,188",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,1,"43,188",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
５０，０００トン以上　　,-,-,-,-,14,"755,906",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
内 航 船　　,-,-,-,-,5,"250,710",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,9,"505,196",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
６０，０００トン以上　　,-,-,-,-,2,"150,332",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,2,"150,332",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
