,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）,,
トン数階級別,合計,,貨物船,,,,,,,,,,,貨物船,,,,,,,,,,,,,
,,,計,,鋼材船,,砂利・砂・石材船,,セメント船,,油送船,,,プロダクトオイルタンカー,,穀物船,,一般貨物船,,自動車専用船,,フルコンテナ船,,セミコンテナ船,,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,
合計　　,"23,604","174,745,700","19,135","162,875,059",84,"33,564","3,482","1,731,989",434,"2,897,720","1,743","2,287,633",,502,"1,007,179",2,"41,247","5,017","5,673,049",26,"1,046,857","5,513","123,835,896",285,"2,238,618",,
内 航 船　　,"18,249","43,969,038","13,801","32,915,054",84,"33,564","3,482","1,731,989",434,"2,897,720","1,743","2,287,633",,502,"1,007,179",-,-,"4,726","2,452,391",-,-,684,"583,370",179,"472,762",,
外 航 船　　,"5,355","130,776,662","5,334","129,960,005",-,-,-,-,-,-,-,-,,-,-,2,"41,247",291,"3,220,658",26,"1,046,857","4,829","123,252,526",106,"1,765,856",,
１００トン未満,168,"13,291",140,"12,493",-,-,-,-,-,-,140,"12,493",,-,-,-,-,-,-,-,-,-,-,-,-,,
内 航 船　　,168,"13,291",140,"12,493",-,-,-,-,-,-,140,"12,493",,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
１００トン以上　　,"1,832","319,126","1,065","192,616",9,"1,791",249,"44,551",-,-,257,"42,769",,32,"5,720",-,-,518,"97,785",-,-,-,-,-,-,,
内 航 船　　,"1,832","319,126","1,065","192,616",9,"1,791",249,"44,551",-,-,257,"42,769",,32,"5,720",-,-,518,"97,785",-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
２００トン以上　　,"1,710","437,119",974,"233,901",12,"2,873",244,"50,368",-,-,361,"87,859",,-,-,-,-,357,"92,801",-,-,-,-,-,-,,
内 航 船　　,"1,710","437,119",974,"233,901",12,"2,873",244,"50,368",-,-,361,"87,859",,-,-,-,-,357,"92,801",-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
３００トン以上　　,299,"108,680",276,"100,556",-,-,60,"22,579",-,-,41,"12,982",,-,-,-,-,175,"64,995",-,-,-,-,-,-,,
内 航 船　　,299,"108,680",276,"100,556",-,-,60,"22,579",-,-,41,"12,982",,-,-,-,-,175,"64,995",-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
４００トン以上　　,"5,888","2,865,322","5,188","2,538,003",63,"28,900","2,244","1,097,357",-,-,111,"53,566",,-,-,-,-,"2,738","1,342,212",-,-,32,"15,968",-,-,,
内 航 船　　,"5,888","2,865,322","5,188","2,538,003",63,"28,900","2,244","1,097,357",-,-,111,"53,566",,-,-,-,-,"2,738","1,342,212",-,-,32,"15,968",-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
５００トン以上　　,"1,017","645,621",747,"477,418",-,-,338,"209,051",-,-,-,-,,-,-,-,-,409,"268,367",-,-,-,-,-,-,,
内 航 船　　,"1,017","645,621",747,"477,418",-,-,338,"209,051",-,-,-,-,,-,-,-,-,409,"268,367",-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
７００トン以上　　,"1,907","1,432,327","1,642","1,228,928",-,-,277,"206,513",-,-,76,"57,424",,100,"72,192",-,-,454,"342,284",-,-,607,"454,643",128,"95,872",,
内 航 船　　,"1,907","1,432,327","1,642","1,228,928",-,-,277,"206,513",-,-,76,"57,424",,100,"72,192",-,-,454,"342,284",-,-,607,"454,643",128,"95,872",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
１，０００トン以上　　,861,"1,194,729",378,"613,723",-,-,70,"101,570",-,-,239,"398,085",,-,-,-,-,69,"114,068",-,-,-,-,-,-,,
内 航 船　　,828,"1,137,893",347,"559,898",-,-,70,"101,570",-,-,239,"398,085",,-,-,-,-,38,"60,243",-,-,-,-,-,-,,
外 航 船　　,33,"56,836",31,"53,825",-,-,-,-,-,-,-,-,,-,-,-,-,31,"53,825",-,-,-,-,-,-,,
２，０００トン以上　　,813,"2,107,441",738,"1,930,961",-,-,-,-,1,"2,983",304,"851,089",,363,"904,233",-,-,18,"45,526",-,-,45,"112,759",-,-,,
内 航 船　　,795,"2,061,915",720,"1,885,435",-,-,-,-,1,"2,983",304,"851,089",,363,"904,233",-,-,-,-,-,-,45,"112,759",-,-,,
外 航 船　　,18,"45,526",18,"45,526",-,-,-,-,-,-,-,-,,-,-,-,-,18,"45,526",-,-,-,-,-,-,,
３，０００トン以上　　,295,"1,062,202",281,"1,008,484",-,-,-,-,23,"84,627",204,"728,364",,7,"25,034",-,-,6,"23,146",-,-,-,-,-,-,,
内 航 船　　,251,"904,103",238,"853,985",-,-,-,-,23,"84,627",204,"728,364",,7,"25,034",-,-,4,"15,960",-,-,-,-,-,-,,
外 航 船　　,44,"158,099",43,"154,499",-,-,-,-,-,-,-,-,,-,-,-,-,2,"7,186",-,-,-,-,-,-,,
