４，０００トン以上　　,517,"2,510,168",188,"874,067",-,-,-,-,112,"528,990",10,"43,002",,-,-,-,-,34,"146,745",-,-,32,"155,330",-,-,,
内 航 船　　,463,"2,256,347",135,"625,016",-,-,-,-,112,"528,990",10,"43,002",,-,-,-,-,13,"53,024",-,-,-,-,-,-,,
外 航 船　　,54,"253,821",53,"249,051",-,-,-,-,-,-,-,-,,-,-,-,-,21,"93,721",-,-,32,"155,330",-,-,,
５，０００トン以上　　,556,"3,123,545",233,"1,289,748",-,-,-,-,161,"895,326",-,-,,-,-,-,-,38,"214,197",-,-,9,"47,475",-,-,,
内 航 船　　,528,"2,971,493",206,"1,142,796",-,-,-,-,161,"895,326",-,-,,-,-,-,-,20,"114,720",-,-,-,-,-,-,,
外 航 船　　,28,"152,052",27,"146,952",-,-,-,-,-,-,-,-,,-,-,-,-,18,"99,477",-,-,9,"47,475",-,-,,
６，０００トン以上　　,128,"833,065",124,"808,325",-,-,-,-,32,"212,900",-,-,,-,-,-,-,3,"19,962",-,-,89,"575,463",-,-,,
内 航 船　　,36,"237,640",32,"212,900",-,-,-,-,32,"212,900",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,92,"595,425",92,"595,425",-,-,-,-,-,-,-,-,,-,-,-,-,3,"19,962",-,-,89,"575,463",-,-,,
７，０００トン以上　　,509,"3,780,040",509,"3,780,040",-,-,-,-,45,"354,021",-,-,,-,-,-,-,21,"162,314",-,-,226,"1,669,145",60,"444,849",,
内 航 船　　,253,"1,880,622",253,"1,880,622",-,-,-,-,45,"354,021",-,-,,-,-,-,-,-,-,-,-,-,-,51,"376,890",,
外 航 船　　,256,"1,899,418",256,"1,899,418",-,-,-,-,-,-,-,-,,-,-,-,-,21,"162,314",-,-,226,"1,669,145",9,"67,959",,
８，０００トン以上　　,249,"2,083,520",248,"2,074,922",-,-,-,-,-,-,-,-,,-,-,-,-,66,"591,140",-,-,84,"697,509",1,"8,818",,
内 航 船　　,98,"786,053",97,"777,455",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,151,"1,297,467",151,"1,297,467",-,-,-,-,-,-,-,-,,-,-,-,-,66,"591,140",-,-,84,"697,509",1,"8,818",,
９，０００トン以上　　,"2,221","21,733,801","2,221","21,733,801",-,-,-,-,6,"59,742",-,-,,-,-,-,-,34,"312,431",-,-,"1,747","17,110,639",57,"529,966",,
内 航 船　　,382,"3,770,781",382,"3,770,781",-,-,-,-,6,"59,742",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,"1,839","17,963,020","1,839","17,963,020",-,-,-,-,-,-,-,-,,-,-,-,-,34,"312,431",-,-,"1,747","17,110,639",57,"529,966",,
１０，０００トン以上　　,"2,639","36,280,959","2,221","31,099,367",-,-,-,-,54,"759,131",-,-,,-,-,1,"17,979",24,"342,777",-,-,793,"13,755,866",6,"84,930",,
内 航 船　　,"1,777","21,603,843","1,359","16,422,251",-,-,-,-,54,"759,131",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,862,"14,677,116",862,"14,677,116",-,-,-,-,-,-,-,-,,-,-,1,"17,979",24,"342,777",-,-,793,"13,755,866",6,"84,930",,
２０，０００トン以上　　,699,"18,668,977",683,"18,281,365",-,-,-,-,-,-,-,-,,-,-,1,"23,268",30,"703,439",-,-,652,"17,554,658",-,-,,
内 航 船　　,12,"286,152",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,687,"18,382,825",683,"18,281,365",-,-,-,-,-,-,-,-,,-,-,1,"23,268",30,"703,439",-,-,652,"17,554,658",-,-,,
３０，０００トン以上　　,197,"6,764,691",197,"6,764,691",-,-,-,-,-,-,-,-,,-,-,-,-,21,"705,803",20,"727,118",123,"4,257,587",33,"1,074,183",,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,197,"6,764,691",197,"6,764,691",-,-,-,-,-,-,-,-,,-,-,-,-,21,"705,803",20,"727,118",123,"4,257,587",33,"1,074,183",,
４０，０００トン以上　　,361,"15,423,916",360,"15,380,728",-,-,-,-,-,-,-,-,,-,-,-,-,2,"83,057",-,-,358,"15,297,671",-,-,,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,361,"15,423,916",360,"15,380,728",-,-,-,-,-,-,-,-,,-,-,-,-,2,"83,057",-,-,358,"15,297,671",-,-,,
５０，０００トン以上　　,243,"13,641,246",229,"12,885,340",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,5,"259,585",224,"12,625,755",-,-,,
内 航 船　　,5,"250,710",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,238,"13,390,536",229,"12,885,340",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,5,"259,585",224,"12,625,755",-,-,,
６０，０００トン以上　　,495,"39,715,914",493,"39,565,582",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,1,"60,154",492,"39,505,428",-,-,,
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,495,"39,715,914",493,"39,565,582",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,1,"60,154",492,"39,505,428",-,-,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
