,,,,,,,,,,,,,,,,,,,,,,,,,,,(単位：人）
月別,,合計,外航,,,,,,,内航,,,,内航,,,,,,,,,,,,月別,
,,,計,釜山,済州,新港、天津,ポートケラン,シアヌークヴィル,ホノルル,計,東北 計,秋田,関東 計,大島（元町）,大島（岡田）,新島,新島諸港,神津島,神津島諸港,三宅島（三池）,三宅島諸港,八丈島（八重根）,八丈島（神湊）,利島,御蔵島,,
合計,乗船,"968,339","1,170",-,212,-,-,361,597,"967,169",459,459,"945,196","45,056","117,772","23,998","4,469","15,547","10,149","12,647","19,417",632,"20,457","5,449","7,363",合計,乗船
,降船,"935,732","1,344",140,-,842,362,-,-,"934,388",-,-,"915,562","48,964","116,763","17,507","5,884","12,699","7,402","9,723","15,394",378,"11,099","3,430","6,130",,降船
１月,乗船,"40,546",-,-,-,-,-,-,-,"40,546",-,-,"39,775","1,008","9,751",700,16,180,496,"1,004",761,-,749,260,94,１月,乗船
,降船,"40,601",-,-,-,-,-,-,-,"40,601",-,-,"39,335","1,314","10,682",180,20,73,127,688,522,-,373,44,25,,降船
２月,乗船,"40,990",-,-,-,-,-,-,-,"40,990",-,-,"40,153",769,"11,847",782,-,59,701,688,811,32,612,255,43,２月,乗船
,降船,"37,803",-,-,-,-,-,-,-,"37,803",-,-,"37,200",904,"12,059",215,-,16,194,439,519,9,175,49,31,,降船
３月,乗船,"69,828",-,-,-,-,-,-,-,"69,828",-,-,"67,063","2,241","17,492","1,214",-,738,609,604,"1,584",29,"1,887",298,188,３月,乗船
,降船,"67,932",-,-,-,-,-,-,-,"67,932",-,-,"65,698","2,520","17,844",512,-,407,335,456,"1,195",14,"1,131",108,190,,降船
４月,乗船,"60,526",809,-,212,-,-,-,597,"59,717",-,-,"57,506","3,564","6,461","1,245",278,538,564,969,"1,204",73,"1,228",385,464,４月,乗船
,降船,"55,921",982,140,-,842,-,-,-,"54,939",-,-,"53,093","3,338","6,122",699,228,216,389,737,915,27,447,261,314,,降船
５月,乗船,"81,493",-,-,-,-,-,-,-,"81,493",459,459,"78,469","7,300","6,203","3,077",349,"1,609",804,"1,132","2,206",-,"2,072",561,"1,001",５月,乗船
,降船,"80,451",-,-,-,-,-,-,-,"80,451",-,-,"77,580","7,832","5,486","2,727",434,"1,665",830,924,"1,803",-,"1,489",419,943,,降船
６月,乗船,"65,597",-,-,-,-,-,-,-,"65,597",-,-,"64,749","5,558","5,258",942,498,503,582,"1,388","1,590",-,"1,219",386,959,６月,乗船
,降船,"62,472",-,-,-,-,-,-,-,"62,472",-,-,"61,692","5,413","4,976",727,504,524,438,"1,145","1,311",-,656,313,711,,降船
７月,乗船,"124,420",-,-,-,-,-,-,-,"124,420",-,-,"122,714","7,676","8,339","4,147",503,"3,349","1,007","1,351","2,167",88,"2,574",772,"1,164",７月,乗船
,降船,"120,170",-,-,-,-,-,-,-,"120,170",-,-,"118,995","8,410","7,537","3,440",766,"2,512",878,"1,045","1,677",42,"1,228",695,"1,003",,降船
８月,乗船,"166,853",-,-,-,-,-,-,-,"166,853",-,-,"163,841","8,011","14,852","6,905","1,669","5,131","2,568","1,181","3,801",-,"4,918","1,012","1,522",８月,乗船
,降船,"165,690",-,-,-,-,-,-,-,"165,690",-,-,"162,154","9,354","14,978","6,465","2,287","4,746","2,341","1,033","3,326",-,"3,146",772,"1,270",,降船
