,,,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）,
トン数階級別,合計,,1月,,2月,,3月,,4月,,5月,,6月,,7月,,8月,,9月,,10月,,11月,,12月,,トン数階級別,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,
合計　　,"23,604","174,745,700","1,818","13,499,840","1,806","12,661,957","2,103","14,774,581","1,980","14,240,220","1,968","14,958,933","2,021","14,816,732","2,087","15,194,722","1,916","14,842,206","1,952","14,626,820","1,802","14,278,373","2,077","15,632,910","2,074","15,218,406",合計　　,
内 航 船　　,"18,249","43,969,038","1,397","3,374,705","1,434","3,356,968","1,642","3,850,646","1,549","3,573,198","1,505","3,608,016","1,556","3,544,592","1,624","3,971,439","1,460","3,697,491","1,497","3,659,068","1,388","3,596,563","1,591","3,815,290","1,606","3,921,062",内 航 船　　,
外 航 船　　,"5,355","130,776,662",421,"10,125,135",372,"9,304,989",461,"10,923,935",431,"10,667,022",463,"11,350,917",465,"11,272,140",463,"11,223,283",456,"11,144,715",455,"10,967,752",414,"10,681,810",486,"11,817,620",468,"11,297,344",外 航 船　　,
１００トン未満,168,"13,291",22,"1,814",23,"1,877",20,"1,731",15,"1,228",9,731,20,"1,410",7,352,8,651,7,398,11,985,13,"1,048",13,"1,066",１００トン未満,
内 航 船　　,168,"13,291",22,"1,814",23,"1,877",20,"1,731",15,"1,228",9,731,20,"1,410",7,352,8,651,7,398,11,985,13,"1,048",13,"1,066",内 航 船　　,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外 航 船　　,
１００トン以上　　,"1,832","319,126",128,"22,373",124,"21,691",175,"30,255",159,"27,503",159,"27,598",173,"30,334",173,"30,113",172,"29,627",159,"28,001",124,"21,668",145,"25,495",141,"24,468",１００トン以上　　,
内 航 船　　,"1,832","319,126",128,"22,373",124,"21,691",175,"30,255",159,"27,503",159,"27,598",173,"30,334",173,"30,113",172,"29,627",159,"28,001",124,"21,668",145,"25,495",141,"24,468",内 航 船　　,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外 航 船　　,
２００トン以上　　,"1,710","437,119",127,"32,455",127,"32,118",157,"39,620",144,"36,402",144,"36,384",156,"39,605",173,"44,827",149,"39,603",132,"33,529",119,"30,196",149,"38,353",133,"34,027",２００トン以上　　,
内 航 船　　,"1,710","437,119",127,"32,455",127,"32,118",157,"39,620",144,"36,402",144,"36,384",156,"39,605",173,"44,827",149,"39,603",132,"33,529",119,"30,196",149,"38,353",133,"34,027",内 航 船　　,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外 航 船　　,
３００トン以上　　,299,"108,680",19,"6,748",25,"9,286",28,"10,273",27,"9,830",21,"7,244",25,"9,092",27,"9,915",21,"7,648",27,"10,031",24,"8,736",27,"9,746",28,"10,131",３００トン以上　　,
