内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,204,"1,972,644"
"10,000トン以上　　",-,-,137,"1,456,738",3,"45,109",-,-,134,"1,411,629",-,-,,5,"65,999"
内航船　　,-,-,134,"1,411,629",-,-,-,-,134,"1,411,629",-,-,,-,-
外航船　　,-,-,3,"45,109",3,"45,109",-,-,-,-,-,-,,5,"65,999"
"20,000トン以上　　",-,-,2,"54,940",2,"54,940",-,-,-,-,-,-,,-,-
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-
外航船　　,-,-,2,"54,940",2,"54,940",-,-,-,-,-,-,,-,-
"30,000トン以上　　",-,-,3,"92,212",3,"92,212",-,-,-,-,-,-,,-,-
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-
外航船　　,-,-,3,"92,212",3,"92,212",-,-,-,-,-,-,,-,-
"40,000トン以上　　",-,-,2,"83,057",2,"83,057",-,-,-,-,-,-,,-,-
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-
外航船　　,-,-,2,"83,057",2,"83,057",-,-,-,-,-,-,,-,-
"50,000トン以上　　",-,-,-,-,-,-,-,-,-,-,-,-,,-,-
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-
"60,000トン以上　　",-,-,-,-,-,-,-,-,-,-,-,-,,-,-
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
