"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
20050101,"芝地区総合支所管内","芝一丁目",410,402,377,779
20050101,"芝地区総合支所管内","芝二丁目",1296,1079,1171,2250
20050101,"芝地区総合支所管内","芝三丁目",1532,1209,1326,2535
20050101,"芝地区総合支所管内","芝四丁目",375,313,290,603
20050101,"芝地区総合支所管内","芝五丁目",1835,1379,1669,3048
20050101,"芝地区総合支所管内","海岸一丁目",961,835,824,1659
20050101,"芝地区総合支所管内","東新橋一丁目",689,614,685,1299
20050101,"芝地区総合支所管内","東新橋二丁目",74,69,59,128
20050101,"芝地区総合支所管内","新橋一丁目",36,29,28,57
20050101,"芝地区総合支所管内","新橋二丁目",133,119,97,216
20050101,"芝地区総合支所管内","新橋三丁目",186,166,161,327
20050101,"芝地区総合支所管内","新橋四丁目",257,223,255,478
20050101,"芝地区総合支所管内","新橋五丁目",269,244,231,475
20050101,"芝地区総合支所管内","新橋六丁目",381,361,225,586
20050101,"芝地区総合支所管内","西新橋一丁目",155,138,154,292
20050101,"芝地区総合支所管内","西新橋二丁目",212,189,200,389
20050101,"芝地区総合支所管内","西新橋三丁目",271,133,253,386
20050101,"芝地区総合支所管内","三田一丁目",1229,1056,1227,2283
20050101,"芝地区総合支所管内","三田二丁目",1712,1505,1827,3332
20050101,"芝地区総合支所管内","三田三丁目",759,572,653,1225
20050101,"芝地区総合支所管内","浜松町一丁目",422,354,310,664
20050101,"芝地区総合支所管内","浜松町二丁目",149,153,140,293
20050101,"芝地区総合支所管内","芝大門一丁目",310,264,307,571
20050101,"芝地区総合支所管内","芝大門二丁目",425,348,404,752
20050101,"芝地区総合支所管内","芝公園一丁目",75,66,67,133
20050101,"芝地区総合支所管内","芝公園二丁目",292,217,223,440
20050101,"芝地区総合支所管内","芝公園三丁目",91,69,76,145
20050101,"芝地区総合支所管内","芝公園四丁目",62,48,31,79
20050101,"芝地区総合支所管内","虎ノ門一丁目",148,119,166,285
20050101,"芝地区総合支所管内","虎ノ門二丁目",97,82,70,152
20050101,"芝地区総合支所管内","虎ノ門三丁目",566,438,504,942
20050101,"芝地区総合支所管内","虎ノ門四丁目",180,56,174,230
20050101,"芝地区総合支所管内","虎ノ門五丁目",241,264,279,543
20050101,"芝地区総合支所管内","愛宕一丁目",57,50,67,117
20050101,"芝地区総合支所管内","愛宕二丁目",92,78,74,152
20050201,"芝地区総合支所管内","芝一丁目",417,407,382,789
20050201,"芝地区総合支所管内","芝二丁目",1306,1087,1178,2265
20050201,"芝地区総合支所管内","芝三丁目",1544,1217,1335,2552
20050201,"芝地区総合支所管内","芝四丁目",379,315,287,602
20050201,"芝地区総合支所管内","芝五丁目",1854,1386,1672,3058
20050201,"芝地区総合支所管内","海岸一丁目",968,839,826,1665
20050201,"芝地区総合支所管内","東新橋一丁目",684,608,690,1298
20050201,"芝地区総合支所管内","東新橋二丁目",75,70,59,129
20050201,"芝地区総合支所管内","新橋一丁目",34,27,25,52
20050201,"芝地区総合支所管内","新橋二丁目",135,120,97,217
20050201,"芝地区総合支所管内","新橋三丁目",185,165,159,324
20050201,"芝地区総合支所管内","新橋四丁目",254,223,251,474
20050201,"芝地区総合支所管内","新橋五丁目",267,245,226,471
20050201,"芝地区総合支所管内","新橋六丁目",379,357,225,582
20050201,"芝地区総合支所管内","西新橋一丁目",156,140,153,293
20050201,"芝地区総合支所管内","西新橋二丁目",213,187,202,389
20050201,"芝地区総合支所管内","西新橋三丁目",269,131,253,384
