地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注1）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
0,13000,総数,14105098,6918630,7186468,96.27302313,100,2199.93,6412,-4550,7447433
1,13100,区部,9791293,4799245,4992048,96.13779755,69.41669601,627.51,15603,-3231,5381261
1,13200,市部,4236430,2080143,2156287,96.46874465,30.03474347,783.95,5404,-1233,2031579
2,13300,郡部,54101,26913,27188,98.98852435,0.383556357,375.86,144,-24,22204
2,13350,島部,23274,12329,10945,112.6450434,0.165004171,412.61,56,-62,12389
1,13100,区部,9791293,4799245,4992048,96.13779755,69.41669601,627.51,15603,-3231,5381261
4,13101,千代田区,68393,34474,33919,101.6362511,0.484881424,11.66,5866,-46,38448
4,13102,中央区,175891,84129,91762,91.6817419,1.247003034,10.21,17227,93,97790
4,13103,港区,266899,126187,140712,89.6774973,1.892216559,20.36,13109,-223,151380
4,13104,新宿区,354032,177625,176407,100.6904488,2.509957747,18.22,19431,-150,231735
4,13105,文京区,245469,118216,127253,92.89839925,1.740285675,11.29,21742,-142,138590
4,13106,台東区,220711,112860,107851,104.6443705,1.564760486,10.11,21831,20,135381
4,13107,墨田区,280989,138522,142467,97.23093769,1.99210952,13.77,20406,112,157584
4,13108,江東区,536787,263292,273495,96.26940163,3.805624037,42.99,12486,-19,279384
4,13109,品川区,423239,208777,214462,97.34918074,3.000610134,22.85,18522,-85,242253
4,13110,目黒区,285526,134305,151221,88.81372296,2.024275195,14.67,19463,-149,156397
4,13111,大田区,745243,372001,373242,99.66750794,5.283501043,61.86,12047,-555,409616
4,13112,世田谷区,939548,443298,496250,89.32957179,6.661052621,58.05,16185,-272,496880
4,13113,渋谷区,243594,117502,126092,93.18751388,1.726992609,15.11,16121,-261,151842
4,13114,中野区,347203,173893,173310,100.3363914,2.461542628,15.59,22271,-128,213493
4,13115,杉並区,589242,284059,305183,93.07825141,4.177510855,34.06,17300,-154,339432
4,13116,豊島区,306059,153674,152385,100.8458838,2.169846675,13.01,23525,-200,190602
4,13117,北区,359348,178623,180725,98.8369069,2.547646248,20.61,17436,-149,197668
4,13118,荒川区,220313,109223,111090,98.31938068,1.561938811,10.16,21684,-100,117129
4,13119,板橋区,586459,286270,300189,95.36325448,4.1577804,32.22,18202,138,325674
