階層コード,地域コード,地域,人口総数／2024-03-01,人口総数／2023-03-01,人口総数／2022-03-01,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14101583,14028040,13972039,73543,0.52 ,129544,0.93 
1,13100,区部,9793163,9716527,9660461,76636,0.79 ,132702,1.37 
1,13200,市部,4231176,4233494,4232684,-2318,-0.05 ,-1508,-0.04 
1,13300,郡部,54066,54446,54916,-380,-0.70 ,-850,-1.55 
1,13350,島部,23178,23573,23978,-395,-1.68 ,-800,-3.34 
,,,,,,,,,
東京都の人口（推計）_令和6年3月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
