階層コード,地域コード,地域,人口総数／2024-01-01,人口総数／2023-01-01,人口総数／2022-01-01,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14105098,14034861,13988129,70237,0.50 ,116969,0.84 
1,13100,区部,9791293,9717480,9671141,73813,0.76 ,120152,1.24 
1,13200,市部,4236430,4239226,4237962,-2796,-0.07 ,-1532,-0.04 
1,13300,郡部,54101,54504,54993,-403,-0.74 ,-892,-1.62 
1,13350,島部,23274,23651,24033,-377,-1.59 ,-759,-3.16 
,,,,,,,,,
東京都の人口（推計）_令和6年1月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
