階層コード,地域コード,地域,人口総数／2024-02-01,人口総数／2023-02-01,人口総数／2022-02-01,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14103551,14031030,13980485,72521,0.52 ,123066,0.88 
1,13100,区部,9792550,9716776,9665798,75774,0.78 ,126752,1.31 
1,13200,市部,4233708,4236236,4235749,-2528,-0.06 ,-2041,-0.05 
1,13300,郡部,54071,54404,54923,-333,-0.61 ,-852,-1.55 
1,13350,島部,23222,23614,24015,-392,-1.66 ,-793,-3.30 
,,,,,,,,,
東京都の人口（推計）_令和6年2月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
